elapsed_s,TSE_DET_WORKING_CYCLE_L1,TSE_BBOX_WORKING_CYCLE_L1,TSE_CULLING_WORKING_CYCLE_L1,TSE_SETUP_WORKING_CYCLE_L1
0.001102,0,0,0,0
0.002834,0,0,0,0
0.004303,0,0,0,0
0.005818,0,0,0,0
0.007262,0,0,0,0
0.008830,0,0,0,0
0.010302,0,0,0,0
0.011839,0,0,0,0
0.013278,0,0,0,0
0.014717,0,0,0,0
0.016207,0,0,0,0
0.017648,0,0,0,0
0.019085,0,0,0,0
0.020599,0,0,0,0
0.022045,0,0,0,0
0.023455,0,0,0,0
0.024997,0,0,0,0
0.026417,0,0,0,0
0.027834,0,0,0,0
0.029251,0,0,0,0
0.030678,0,0,0,0
0.032103,0,0,0,0
0.033516,0,0,0,0
0.034928,0,0,0,0
0.036342,0,0,0,0
0.037819,0,0,0,0
0.039299,0,0,0,0
0.040925,0,0,0,0
0.042420,0,0,0,0
0.043931,0,0,0,0
0.045336,0,0,0,0
0.046740,0,0,0,0
0.048194,0,0,0,0
0.049598,0,0,0,0
0.051007,0,0,0,0
0.052413,0,0,0,0
0.053839,0,0,0,0
0.055242,0,0,0,0
0.056703,0,0,0,0
0.058078,0,0,0,0
0.059450,0,0,0,0
0.060855,0,0,0,0
0.062212,0,0,0,0
0.063554,0,0,0,0
0.065088,0,0,0,0
0.066462,0,0,0,0
0.067811,0,0,0,0
0.069182,0,0,0,0
0.070597,0,0,0,0
0.071989,0,0,474,474
0.073724,0,0,0,0
0.075122,0,0,0,0
0.076511,0,0,0,0
0.077898,0,0,0,0
0.079281,0,0,0,0
0.080790,0,0,0,0
0.082176,0,0,645,765
0.084032,0,0,705,585
0.085470,0,0,0,0
0.086855,0,0,0,0
0.088241,0,0,0,0
0.089627,0,0,0,0
0.091011,0,0,0,0
0.092396,0,0,0,0
0.093792,0,0,0,0
0.095170,0,0,0,0
0.097123,0,0,0,0
0.098504,0,0,0,0
0.099888,0,0,0,0
0.101314,0,0,0,0
0.102690,0,0,0,0
0.104077,0,0,0,0
0.105456,0,0,0,0
0.106832,0,0,0,0
0.110534,0,0,0,0
0.112619,0,0,0,0
0.114086,0,0,0,0
0.115471,0,0,0,0
0.116885,0,0,0,0
0.118312,0,0,0,0
0.119740,0,0,0,0
0.121164,0,0,0,0
0.122509,0,0,0,0
0.123849,0,0,0,0
0.125203,0,0,0,0
0.126540,0,0,0,0
0.127879,0,0,0,0
0.129215,0,0,0,0
0.130552,0,0,0,0
0.131890,0,0,0,0
0.133358,0,0,0,0
0.134921,0,0,0,0
0.136485,0,0,0,0
0.138036,0,0,0,0
0.139653,0,0,0,0
0.141269,0,0,0,0
0.142820,0,0,0,0
0.144371,0,0,0,0
0.145921,0,0,0,0
0.147482,0,0,0,0
0.149034,0,0,0,0
0.150576,0,0,0,0
0.152130,0,0,0,0
0.153682,0,0,0,0
0.155232,0,0,0,0
0.157630,0,0,0,0
0.159045,0,0,0,0
0.160437,0,0,0,0
0.161824,0,0,0,0
0.163210,0,0,0,0
0.164598,0,0,0,0
0.166026,0,0,0,0
0.167609,0,0,0,0
0.169162,0,0,0,0
0.170726,0,0,0,0
0.172279,0,0,0,0
