elapsed_s,TSE_BE_STALL_CYCLES_LRZ_BARYPLANE,TSE_BE_STALL_CYCLES_LRZ_ZPLANE,TSE_BE_STARVE_CYCLES_PC,TSE_BE_INPUT_PRIM
0.001104,0,0,0,0
0.002661,0,0,0,0
0.004658,0,0,0,0
0.006152,0,0,0,0
0.007655,0,0,0,0
0.009138,0,0,0,0
0.010782,0,0,0,0
0.012322,0,0,0,0
0.013805,0,0,0,0
0.015286,0,0,0,0
0.016765,0,0,0,0
0.018245,0,0,0,0
0.019731,0,0,0,0
0.021239,0,0,0,0
0.022737,0,0,0,0
0.024218,0,0,0,0
0.025698,0,0,0,0
0.027177,0,0,0,0
0.028737,0,0,0,0
0.030192,0,0,0,0
0.031738,0,0,0,0
0.033198,0,0,0,0
0.034673,0,0,0,0
0.036131,0,0,0,0
0.037588,0,0,0,0
0.039045,0,0,0,0
0.040502,0,0,0,0
0.041969,0,0,0,0
0.043520,0,0,0,0
0.044977,0,0,0,0
0.046420,0,0,0,0
0.047994,0,0,0,0
0.049565,0,0,0,0
0.051136,0,0,0,0
0.052718,0,0,0,0
0.054165,0,0,0,0
0.055699,0,0,0,0
0.057143,0,0,0,0
0.058584,0,0,0,0
0.061666,0,0,0,0
0.063089,0,0,0,0
0.064506,0,0,0,0
0.065923,0,0,0,0
0.067339,0,0,0,0
0.068756,0,0,0,0
0.070171,0,0,0,0
0.071538,0,0,0,0
0.072966,0,0,0,0
0.074356,0,0,0,0
0.075776,0,0,0,0
0.077162,0,0,0,0
0.078578,0,0,0,0
0.079948,0,0,0,0
0.081316,0,0,0,0
0.082690,0,0,0,0
0.084095,0,0,0,0
0.085505,0,0,0,0
0.086967,0,0,0,0
0.088376,0,0,2835,0
0.089782,0,0,0,0
0.091186,0,0,0,0
0.092589,0,0,0,0
0.093993,0,0,0,0
0.095419,0,0,0,0
0.096829,0,0,0,0
0.098233,0,0,0,0
0.099605,0,0,0,0
0.100969,0,0,0,0
0.102335,0,0,759,0
0.103879,0,0,678,0
0.105239,0,0,0,0
0.106492,0,0,0,0
0.107871,0,0,0,0
0.109232,0,0,0,0
0.110615,0,0,0,0
0.111951,0,0,0,0
0.113292,0,0,0,0
0.114635,0,0,0,0
0.115971,0,0,0,0
0.117361,0,0,0,0
0.118715,0,0,0,0
0.120049,0,0,0,0
0.121385,0,0,0,0
0.122721,0,0,0,0
0.124203,0,0,0,0
0.125558,0,0,0,0
0.126943,0,0,0,0
0.128273,0,0,0,0
0.129621,0,0,0,0
0.130954,0,0,0,0
0.132291,0,0,0,0
0.133628,0,0,0,0
0.134964,0,0,0,0
0.136301,0,0,0,0
0.137636,0,0,0,0
0.138972,0,0,0,0
0.140448,0,0,0,0
0.142588,0,0,0,0
0.144262,0,0,0,0
0.145751,0,0,0,0
0.147146,0,0,0,0
0.148536,0,0,0,0
0.149923,0,0,0,0
0.151325,0,0,0,0
0.152713,0,0,0,0
0.154099,0,0,0,0
0.155487,0,0,0,0
0.156914,0,0,0,0
0.158301,0,0,0,0
0.159657,0,0,0,0
0.161043,0,0,0,0
0.162569,0,0,0,0
0.164120,0,0,0,0
0.165670,0,0,0,0
0.167222,0,0,0,0
0.168764,0,0,0,0
0.170303,0,0,0,0
0.172016,0,0,0,0
0.173577,0,0,0,0
0.175130,0,0,0,0
0.176681,0,0,0,0
0.178230,0,0,0,0
0.179676,0,0,0,0
0.181082,0,0,0,0
0.182474,0,0,0,0
0.183878,0,0,0,0
0.185264,0,0,0,0
0.186651,0,0,0,0
0.188078,0,0,0,0
0.189463,0,0,0,0
0.190850,0,0,0,0
0.192365,0,0,0,0
0.193915,0,0,0,0
0.195347,0,0,0,0
0.196741,0,0,0,0
0.198127,0,0,0,0
0.199515,0,0,0,0
0.200899,0,0,0,0
0.202284,0,0,0,0
0.203671,0,0,0,0
0.205228,0,0,0,0
0.206667,0,0,0,0
0.208059,0,0,0,0
0.209445,0,0,0,0
0.210831,0,0,0,0
0.212216,0,0,0,0
0.213600,0,0,0,0
0.215170,0,0,0,0
0.216722,0,0,0,0
0.218182,0,0,0,0
0.219573,0,0,0,0
0.220923,0,0,0,0
0.222263,0,0,0,0
0.223601,0,0,0,0
0.224935,0,0,0,0
0.226268,0,0,0,0
0.227654,0,0,0,0
0.228998,0,0,0,0
0.230401,0,0,0,0
0.231737,0,0,0,0
0.233068,0,0,0,0
0.234402,0,0,0,0
0.235791,0,0,0,0
0.237191,0,0,0,0
0.238505,0,0,0,0
0.239829,0,0,0,0
0.241142,0,0,0,0
0.242453,0,0,0,0
0.243768,0,0,0,0
0.245073,0,0,0,0
0.246429,0,0,0,0
0.247734,0,0,0,0
0.249038,0,0,0,0
0.250402,0,0,0,0
0.251710,0,0,0,0
0.253018,0,0,0,0
0.254332,0,0,0,0
0.255696,0,0,0,0
0.257057,0,0,0,0
0.258468,0,0,0,0
0.259829,0,0,0,0
0.261192,0,0,0,0
0.262552,0,0,0,0
0.263911,0,0,0,0
0.265271,0,0,0,0
0.266681,0,0,0,0
0.268142,0,0,0,0
0.269563,0,0,0,0
0.270964,0,0,0,0
0.272383,0,0,0,0
0.273851,0,0,0,0
0.275691,0,0,0,0
0.277109,0,0,0,0
0.278576,0,0,117,0
0.279964,0,0,0,0
0.281349,0,0,0,0
0.282874,0,0,0,0
0.284300,0,0,0,0
0.285683,0,0,0,0
0.287067,0,0,0,0
0.288450,0,0,1437,0
0.289717,0,0,0,0
0.291105,0,0,0,0
0.292497,0,0,0,0
0.293906,0,0,0,0
0.295296,0,0,0,0
0.296683,0,0,0,0
0.298070,0,0,0,0
0.299503,0,0,0,0
0.300885,0,0,0,0
0.302311,0,0,0,0
0.305852,0,0,0,0
0.310403,0,0,0,0
0.311798,0,0,0,0
0.313206,0,0,0,0
0.314841,0,0,0,0
0.316409,0,0,0,0
0.317827,0,0,0,0
0.319214,0,0,0,0
0.320599,0,0,0,0
0.321979,0,0,0,0
0.323363,0,0,0,0
0.324749,0,0,0,0
0.326134,0,0,0,0
0.327555,0,0,0,0
0.328941,0,0,0,0
0.330327,0,0,0,0
0.331712,0,0,0,0
0.333140,0,0,0,0
0.334527,0,0,0,0
0.335911,0,0,0,0
0.337294,0,0,0,0
0.338690,0,0,0,0
0.340074,0,0,0,0
0.341587,0,0,0,0
0.343140,0,0,0,0
0.344691,0,0,0,0
0.346239,0,0,0,0
0.347794,0,0,0,0
0.349403,0,0,0,0
0.350955,0,0,0,0
0.352551,0,0,0,0
0.354100,0,0,0,0
0.355653,0,0,0,0
0.357202,0,0,0,0
0.358756,0,0,0,0
0.360318,0,0,0,0
0.361866,0,0,0,0
0.363414,0,0,0,0
0.364839,0,0,0,0
0.366363,0,0,0,0
0.367916,0,0,0,0
0.369466,0,0,0,0
0.371032,0,0,0,0
0.372577,0,0,0,0
0.374117,0,0,0,0
0.375633,0,0,0,0
0.377153,0,0,0,0
0.378682,0,0,0,0
0.380276,0,0,0,0
0.381838,0,0,0,0
0.383389,0,0,0,0
0.384940,0,0,0,0
0.386492,0,0,0,0
0.388043,0,0,0,0
0.389590,0,0,0,0
0.391142,0,0,0,0
0.392705,0,0,0,0
0.394255,0,0,0,0
0.395840,0,0,0,0
0.397388,0,0,0,0
0.398941,0,0,0,0
0.400493,0,0,0,0
0.401943,0,0,0,0
0.403390,0,0,0,0
0.404733,0,0,0,0
0.406073,0,0,0,0
0.407413,0,0,0,0
0.408748,0,0,0,0
0.410084,0,0,0,0
0.411469,0,0,0,0
0.412843,0,0,0,0
0.414187,0,0,0,0
0.415600,0,0,0,0
0.416933,0,0,0,0
0.418267,0,0,0,0
0.419783,0,0,0,0
0.421142,0,0,0,0
0.422483,0,0,0,0
0.423822,0,0,0,0
0.425176,0,0,0,0
0.426514,0,0,0,0
0.427960,0,0,0,0
0.429273,0,0,0,0
0.430584,0,0,0,0
0.431892,0,0,0,0
0.433197,0,0,0,0
0.434553,0,0,0,0
0.435875,0,0,0,0
0.437185,0,0,0,0
0.438497,0,0,0,0
0.439809,0,0,0,0
0.441136,0,0,0,0
0.442450,0,0,0,0
0.443762,0,0,0,0
0.445078,0,0,0,0
0.446491,0,0,0,0
0.447852,0,0,0,0
0.449106,0,0,0,0
0.450467,0,0,0,0
0.451828,0,0,0,0
0.453189,0,0,0,0
0.454441,0,0,0,0
0.455802,0,0,0,0
0.457222,0,0,0,0
0.458642,0,0,0,0
0.460022,0,0,0,0
0.461383,0,0,0,0
0.463365,0,0,0,0
0.464783,0,0,0,0
0.466174,0,0,0,0
0.467639,0,0,0,0
0.469029,0,0,0,0
0.470636,0,0,117,0
0.472207,0,0,0,0
0.473607,0,0,0,0
0.475001,0,0,0,0
0.476431,0,0,0,0
0.477824,0,0,0,0
0.479205,0,0,0,0
0.480586,0,0,1455,0
0.481954,0,0,0,0
0.483342,0,0,0,0
0.484728,0,0,0,0
0.486113,0,0,0,0
0.488451,0,0,0,0
0.489848,0,0,0,0
0.491234,0,0,0,0
0.492740,0,0,0,0
0.494124,0,0,0,0
0.495779,0,0,0,0
0.497164,0,0,0,0
0.498593,0,0,0,0
0.499983,0,0,0,0
0.501567,0,0,0,0
0.502983,0,0,0,0
0.504494,0,0,0,0
0.506035,0,0,0,0
0.507983,0,0,0,0
0.509446,0,0,0,0
0.510843,0,0,0,0
0.512226,0,0,0,0
0.513606,0,0,0,0
0.514987,0,0,0,0
0.516363,0,0,0,0
0.517740,0,0,0,0
0.519141,0,0,0,0
0.520527,0,0,0,0
0.521922,0,0,0,0
0.523311,0,0,0,0
0.524730,0,0,0,0
0.526110,0,0,0,0
0.527512,0,0,0,0
0.529020,0,0,0,0
0.530599,0,0,0,0
0.532027,0,0,0,0
0.533412,0,0,0,0
0.534796,0,0,0,0
0.536183,0,0,0,0
0.537568,0,0,0,0
0.538956,0,0,0,0
0.540571,0,0,0,0
0.542120,0,0,0,0
0.543564,0,0,0,0
0.545085,0,0,0,0
0.546638,0,0,0,0
0.548189,0,0,0,0
0.549739,0,0,0,0
0.551290,0,0,0,0
0.552841,0,0,0,0
0.554407,0,0,0,0
0.556002,0,0,0,0
0.557552,0,0,0,0
0.559104,0,0,0,0
0.560656,0,0,0,0
0.562219,0,0,0,0
0.563850,0,0,0,0
0.565262,0,0,0,0
0.566783,0,0,0,0
0.568336,0,0,0,0
0.569888,0,0,0,0
0.571441,0,0,0,0
0.572996,0,0,0,0
0.574549,0,0,0,0
0.576115,0,0,0,0
0.577666,0,0,0,0
0.579220,0,0,0,0
0.580772,0,0,0,0
0.582390,0,0,0,0
0.583997,0,0,0,0
0.585537,0,0,0,0
0.586968,0,0,0,0
0.588532,0,0,0,0
0.590081,0,0,0,0
0.591634,0,0,0,0
0.593638,0,0,0,0
