elapsed_s,TSE_BE_ST2_SCISSOR_VP_PARAMS_CACHE_MISS,TSE_BE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_BE_VP_OUT_IS_NAN,TSE_BE_EXCLUDED_PRIM
0.001103,0,0,0,0
0.002855,0,0,0,0
0.004513,0,0,0,0
0.005957,0,0,0,0
0.007397,0,0,0,0
0.008837,0,0,0,0
0.010308,0,0,0,0
0.011756,0,0,0,0
0.013198,0,0,0,0
0.014638,0,0,0,0
0.016161,0,0,0,0
0.017610,0,0,0,0
0.019049,0,0,0,0
0.020580,0,0,0,0
0.022010,0,0,0,0
0.023475,0,0,0,0
0.024891,0,0,0,0
0.026307,0,0,0,0
0.027722,0,0,0,0
0.029133,0,0,0,0
0.030555,0,0,0,0
0.032122,0,0,0,0
0.033574,0,0,0,0
0.035030,0,0,0,0
0.036494,0,0,0,0
0.037973,0,0,0,0
0.039498,0,0,0,0
0.040979,0,0,0,0
0.042457,0,0,0,0
0.044023,0,0,0,0
0.045495,0,0,0,0
0.046969,0,0,0,0
0.048378,0,0,0,0
0.049751,0,0,0,0
0.051124,0,0,0,0
0.052509,0,0,0,0
0.053876,0,0,0,0
0.055322,0,0,0,0
0.056678,0,0,0,0
0.058023,0,0,0,0
0.059365,0,0,0,0
0.060781,0,0,0,0
0.062183,0,0,0,0
0.063537,0,0,0,0
0.064890,0,0,0,0
0.066234,0,0,0,0
0.067629,0,0,0,0
0.069406,0,0,0,0
0.070904,0,0,0,0
0.072562,0,0,0,0
0.073958,0,0,0,0
0.076194,0,0,0,0
0.077584,0,0,0,0
0.078987,0,0,0,0
0.080406,0,0,0,0
0.081791,0,0,0,0
0.083152,0,0,0,0
0.084786,0,0,0,0
0.086173,0,0,0,0
0.087557,0,0,0,0
0.088943,0,0,0,0
0.090326,0,0,0,0
0.093802,0,0,0,0
0.095323,0,0,0,0
0.097044,0,0,0,0
0.098423,0,0,0,0
0.103030,0,0,0,0
0.104407,0,0,0,0
0.105792,0,0,0,0
0.107135,0,0,0,0
0.108476,0,0,0,0
0.109818,0,0,0,0
0.111341,0,0,0,0
0.112736,0,0,0,0
0.114080,0,0,0,0
0.115421,0,0,0,0
0.116834,0,0,0,0
0.118174,0,0,0,0
0.119512,0,0,0,0
0.120850,0,0,0,0
0.122186,0,0,0,0
0.123526,0,0,0,0
0.124864,0,0,0,0
0.126202,0,0,0,0
0.127552,0,0,0,0
0.128890,0,0,0,0
0.130226,0,0,0,0
0.131566,0,0,0,0
0.133036,0,0,0,0
0.134599,0,0,0,0
0.136217,0,0,0,0
0.137781,0,0,0,0
0.139335,0,0,0,0
0.140887,0,0,0,0
0.142438,0,0,0,0
0.143992,0,0,0,0
0.145545,0,0,0,0
0.147100,0,0,0,0
0.148710,0,0,0,0
0.150261,0,0,0,0
0.151814,0,0,0,0
0.153367,0,0,0,0
0.154987,0,0,0,0
0.156605,0,0,0,0
0.158157,0,0,0,0
0.159722,0,0,0,0
0.161275,0,0,0,0
0.162826,0,0,0,0
0.164382,0,0,0,0
0.165978,0,0,0,0
0.167531,0,0,0,0
0.169084,0,0,0,0
0.170648,0,0,0,0
0.172205,0,0,0,0
0.173757,0,0,0,0
0.175312,0,0,0,0
0.176865,0,0,0,0
0.178415,0,0,0,0
0.179969,0,0,0,0
0.181535,0,0,0,0
0.183091,0,0,0,0
0.184643,0,0,0,0
0.186193,0,0,0,0
0.187747,0,0,0,0
0.189290,0,0,0,0
0.191749,0,0,0,0
0.193255,0,0,0,0
0.194681,0,0,0,0
0.196246,0,0,0,0
0.197653,0,0,0,0
0.199041,0,0,0,0
0.200374,0,0,0,0
0.201706,0,0,0,0
0.203086,0,0,0,0
0.204438,0,0,0,0
0.205768,0,0,0,0
0.207144,0,0,0,0
0.208520,0,0,0,0
0.209972,0,0,0,0
0.211372,0,0,0,0
0.212774,0,0,0,0
0.214087,0,0,0,0
0.215409,0,0,0,0
0.216720,0,0,0,0
0.218031,0,0,0,0
0.219390,0,0,0,0
0.220701,0,0,0,0
0.222011,0,0,0,0
0.223368,0,0,0,0
0.224678,0,0,0,0
0.225996,0,0,0,0
0.227353,0,0,0,0
0.228700,0,0,0,0
0.230070,0,0,0,0
0.231430,0,0,0,0
0.232791,0,0,0,0
0.234151,0,0,0,0
0.235512,0,0,0,0
0.236876,0,0,0,0
0.238237,0,0,0,0
0.239598,0,0,0,0
0.240963,0,0,0,0
0.242373,0,0,0,0
0.243784,0,0,0,0
0.245256,0,0,0,0
0.246723,0,0,0,0
0.248218,0,0,0,0
0.249616,0,0,0,0
0.251058,0,0,0,0
0.253432,0,0,0,0
0.254846,0,0,0,0
0.256440,0,0,0,0
0.257844,0,0,0,0
0.259252,0,0,0,0
0.260686,0,0,0,0
0.262068,0,0,0,0
0.263452,0,0,0,0
0.264961,0,0,0,0
0.266221,0,0,0,0
0.267607,0,0,0,0
0.268993,0,0,0,0
