elapsed_s,TSE_BE_INPUT_NULL_PRIM,TSE_BE_TRIVAL_REJ_PRIM,TSE_BE_CLIPPED_PRIM,TSE_BE_ZERO_AREA_PRIM
0.001107,0,0,0,0
0.002877,0,0,0,0
0.004365,0,0,0,0
0.005850,0,0,0,0
0.007334,0,0,0,0
0.008814,0,0,0,0
0.010478,0,0,0,0
0.011962,0,0,0,0
0.013445,0,0,0,0
0.014927,0,0,0,0
0.016411,0,0,0,0
0.017896,0,0,0,0
0.019522,0,0,0,0
0.021009,0,0,0,0
0.022499,0,0,0,0
0.023957,0,0,0,0
0.025415,0,0,0,0
0.026874,0,0,0,0
0.028459,0,0,0,0
0.029922,0,0,0,0
0.031390,0,0,0,0
0.033012,0,0,0,0
0.037797,0,0,0,0
0.039207,0,0,0,0
0.040729,0,0,0,0
0.042425,0,0,0,0
0.043872,0,0,0,0
0.045283,0,0,0,0
0.046686,0,0,0,0
0.048086,0,0,0,0
0.049486,0,0,0,0
0.050953,0,0,0,0
0.052443,0,0,0,0
0.053966,0,0,0,0
0.055439,0,0,0,0
0.056914,0,0,0,0
0.058399,0,0,0,0
0.059875,0,0,0,0
0.061349,0,0,0,0
0.062749,0,0,0,0
0.064114,0,0,0,0
0.065528,0,0,0,0
0.066907,0,0,0,0
0.068331,0,0,0,0
0.069672,0,0,0,0
0.071031,0,0,0,0
0.072373,0,0,0,0
0.073729,0,0,0,0
0.075074,0,0,0,0
0.076412,0,0,0,0
0.077756,0,0,0,0
0.079131,0,0,0,0
0.080534,0,0,0,0
0.082330,0,0,0,0
0.083708,0,0,0,0
0.085147,0,0,0,0
0.086524,0,0,0,0
0.087898,0,0,0,0
0.089277,0,0,0,0
0.090654,0,0,0,0
0.092030,0,0,0,0
0.093409,0,0,0,0
0.095241,0,0,0,0
0.096585,0,0,0,0
0.097924,0,0,0,0
0.099307,0,0,0,0
0.100646,0,0,0,0
0.101987,0,0,0,0
0.103329,0,0,0,0
0.104669,0,0,0,0
0.106012,0,0,0,0
0.107401,0,0,0,0
0.108741,0,0,0,0
0.110075,0,0,0,0
0.111409,0,0,0,0
0.112745,0,0,0,0
0.114080,0,0,0,0
0.117184,0,0,0,0
0.121052,0,0,0,0
0.122487,0,0,0,0
0.123869,0,0,0,0
0.125267,0,0,0,0
0.126666,0,0,0,0
0.128045,0,0,0,0
0.129427,0,0,0,0
0.130944,0,0,0,0
0.132356,0,0,0,0
0.133706,0,0,0,0
0.135049,0,0,0,0
0.136388,0,0,0,0
0.137728,0,0,0,0
0.139067,0,0,0,0
0.140405,0,0,0,0
0.141744,0,0,0,0
0.143094,0,0,0,0
0.144432,0,0,0,0
0.145772,0,0,0,0
0.147243,0,0,0,0
0.148803,0,0,0,0
0.150319,0,0,0,0
0.151839,0,0,0,0
0.154004,0,0,0,0
0.155407,0,0,0,0
0.156795,0,0,0,0
0.158181,0,0,0,0
0.159565,0,0,0,0
0.160949,0,0,0,0
0.162466,0,0,0,0
0.164029,0,0,0,0
0.165583,0,0,0,0
0.167133,0,0,0,0
0.168682,0,0,0,0
0.170234,0,0,0,0
0.171785,0,0,0,0
0.173337,0,0,0,0
0.174900,0,0,0,0
0.176448,0,0,0,0
0.177999,0,0,0,0
0.179550,0,0,0,0
0.181100,0,0,0,0
0.182612,0,0,0,0
0.184131,0,0,0,0
0.185571,0,0,0,0
0.187093,0,0,0,0
0.188642,0,0,0,0
0.190193,0,0,0,0
0.191744,0,0,0,0
0.193296,0,0,0,0
0.194891,0,0,0,0
0.196453,0,0,0,0
0.198003,0,0,0,0
0.199425,0,0,0,0
0.200944,0,0,0,0
0.202531,0,0,0,0
0.203953,0,0,0,0
0.205473,0,0,0,0
0.206913,0,0,0,0
0.208314,0,0,0,0
0.209704,0,0,0,0
0.211129,0,0,0,0
0.212507,0,0,0,0
0.213886,0,0,0,0
0.215264,0,0,0,0
0.216642,0,0,0,0
0.218030,0,0,0,0
0.219411,0,0,0,0
0.220789,0,0,0,0
0.222166,0,0,0,0
0.223545,0,0,0,0
0.224922,0,0,0,0
0.226362,0,0,0,0
0.227739,0,0,0,0
0.229174,0,0,0,0
0.230533,0,0,0,0
0.231887,0,0,0,0
0.233392,0,0,0,0
0.234777,0,0,0,0
0.236130,0,0,0,0
0.237483,0,0,0,0
0.238836,0,0,0,0
0.240202,0,0,0,0
0.241641,0,0,0,0
0.243034,0,0,0,0
0.244449,0,0,0,0
0.245858,0,0,0,0
0.247271,0,0,0,0
0.248680,0,0,0,0
0.250090,0,0,0,0
0.251507,0,0,0,0
0.252810,0,0,0,0
0.254235,0,0,0,0
0.255644,0,0,0,0
0.257054,0,0,0,0
0.258430,0,0,0,0
0.259707,0,0,0,0
0.261070,0,0,0,0
0.262534,0,0,0,0
0.263931,0,0,0,0
0.265385,0,0,0,0
0.266771,0,0,0,0
0.268376,0,0,0,0
0.269775,0,0,0,0
0.271162,0,0,0,0
0.272561,0,0,0,0
0.276134,0,0,0,0
0.277519,0,0,0,0
0.279027,0,0,0,0
0.280292,0,0,0,0
0.281680,0,0,0,0
0.283077,0,0,0,0
0.284462,0,0,0,0
0.285847,0,0,0,0
0.287232,0,0,0,0
0.288616,0,0,0,0
0.289994,0,0,0,0
0.291374,0,0,0,0
0.292753,0,0,0,0
0.294460,0,0,0,0
0.295841,0,0,0,0
0.297282,0,0,0,0
0.302303,0,0,0,0
0.303685,0,0,0,0
0.305088,0,0,0,0
0.306487,0,0,0,0
0.308148,0,0,0,0
0.309505,0,0,0,0
0.310847,0,0,0,0
0.312184,0,0,0,0
0.313519,0,0,0,0
0.314855,0,0,0,0
0.316205,0,0,0,0
0.317541,0,0,0,0
0.318877,0,0,0,0
0.320213,0,0,0,0
0.321551,0,0,0,0
0.323019,0,0,0,0
0.324579,0,0,0,0
0.326130,0,0,0,0
0.327694,0,0,0,0
0.329247,0,0,0,0
0.330798,0,0,0,0
0.332348,0,0,0,0
0.333772,0,0,0,0
0.335293,0,0,0,0
0.336843,0,0,0,0
0.338411,0,0,0,0
0.340007,0,0,0,0
0.341562,0,0,0,0
0.343115,0,0,0,0
0.344666,0,0,0,0
0.346217,0,0,0,0
0.347769,0,0,0,0
0.349337,0,0,0,0
0.350890,0,0,0,0
0.352441,0,0,0,0
0.353994,0,0,0,0
0.355547,0,0,0,0
0.357098,0,0,0,0
0.358536,0,0,0,0
0.359938,0,0,0,0
0.361459,0,0,0,0
0.363057,0,0,0,0
0.364608,0,0,0,0
0.366161,0,0,0,0
0.367713,0,0,0,0
0.369267,0,0,0,0
0.370877,0,0,0,0
0.372428,0,0,0,0
0.373981,0,0,0,0
0.375533,0,0,0,0
0.377084,0,0,0,0
0.378681,0,0,0,0
0.380231,0,0,0,0
0.381797,0,0,0,0
0.383348,0,0,0,0
0.384898,0,0,0,0
0.386454,0,0,0,0
0.388050,0,0,0,0
0.389604,0,0,0,0
0.391961,0,0,0,0
0.393400,0,0,0,0
0.394790,0,0,0,0
0.396171,0,0,0,0
0.397618,0,0,0,0
0.398999,0,0,0,0
0.400394,0,0,0,0
0.401773,0,0,0,0
0.403198,0,0,0,0
0.404590,0,0,0,0
0.405969,0,0,0,0
0.407348,0,0,0,0
0.408726,0,0,0,0
0.410103,0,0,0,0
0.411480,0,0,0,0
0.412857,0,0,0,0
0.414420,0,0,0,0
0.415807,0,0,0,0
0.417175,0,0,0,0
0.418554,0,0,0,0
0.419964,0,0,0,0
0.421318,0,0,0,0
0.422671,0,0,0,0
0.424024,0,0,0,0
0.425377,0,0,0,0
0.426737,0,0,0,0
0.428091,0,0,0,0
0.429447,0,0,0,0
0.430806,0,0,0,0
0.432160,0,0,0,0
0.433516,0,0,0,0
0.434908,0,0,0,0
0.436322,0,0,0,0
0.437737,0,0,0,0
0.439147,0,0,0,0
0.440556,0,0,0,0
0.441964,0,0,0,0
0.443371,0,0,0,0
0.444780,0,0,0,0
0.446207,0,0,0,0
0.447622,0,0,0,0
0.448888,0,0,0,0
0.450193,0,0,0,0
0.451560,0,0,0,0
0.452920,0,0,0,0
0.454200,0,0,0,0
0.455559,0,0,0,0
0.456922,0,0,0,0
0.458288,0,0,0,0
0.459547,0,0,0,0
0.460863,0,0,0,0
0.462226,0,0,0,0
0.463588,0,0,0,0
0.464949,0,0,0,0
0.466202,0,0,0,0
0.467579,0,0,0,0
0.468941,0,0,0,0
0.470367,0,0,0,0
0.471762,0,0,0,0
0.473200,0,0,0,0
0.474586,0,0,0,0
0.475858,0,0,0,0
0.477259,0,0,0,0
0.478925,0,0,0,0
0.480318,0,0,0,0
0.481716,0,0,0,0
0.483153,0,0,0,0
0.484537,0,0,0,0
0.485914,0,0,0,0
0.487487,0,0,0,0
0.488867,0,0,0,0
0.490381,0,0,0,0
0.491767,0,0,0,0
0.493205,0,0,0,0
0.494583,0,0,0,0
0.495959,0,0,0,0
0.497337,0,0,0,0
0.498760,0,0,0,0
0.500138,0,0,0,0
0.501520,0,0,0,0
0.502907,0,0,0,0
0.504286,0,0,0,0
0.505666,0,0,0,0
0.507046,0,0,0,0
0.508424,0,0,0,0
0.509804,0,0,0,0
0.511272,0,0,0,0
0.512779,0,0,0,0
0.514471,0,0,0,0
0.515919,0,0,0,0
0.517509,0,0,0,0
0.518908,0,0,0,0
0.520296,0,0,0,0
0.521685,0,0,0,0
0.523200,0,0,0,0
0.524763,0,0,0,0
0.526186,0,0,0,0
0.527707,0,0,0,0
0.529262,0,0,0,0
0.530856,0,0,0,0
0.532408,0,0,0,0
0.533962,0,0,0,0
0.535529,0,0,0,0
0.537079,0,0,0,0
0.538693,0,0,0,0
0.540234,0,0,0,0
0.541652,0,0,0,0
0.543215,0,0,0,0
0.544766,0,0,0,0
0.546260,0,0,0,0
0.547785,0,0,0,0
0.549340,0,0,0,0
0.550893,0,0,0,0
0.552444,0,0,0,0
0.553997,0,0,0,0
0.555549,0,0,0,0
0.557197,0,0,0,0
0.558690,0,0,0,0
0.560083,0,0,0,0
0.561604,0,0,0,0
0.563201,0,0,0,0
0.564752,0,0,0,0
0.566305,0,0,0,0
0.567870,0,0,0,0
0.569425,0,0,0,0
0.570969,0,0,0,0
0.572510,0,0,0,0
0.573927,0,0,0,0
