elapsed_s,TSE_FE_OUTPUT_VISIBLE_PRIM,TSE_FE_CINVOCATION,TSE_FE_CPRIMITIVES,TSE_FE_CLIP_PLANES
0.002664,0,0,0,0
0.004216,0,0,0,0
0.005926,0,0,0,0
0.007480,0,0,0,0
0.009061,0,0,0,0
0.010553,0,0,0,0
0.012036,0,0,0,0
0.013517,0,0,0,0
0.015174,0,0,0,0
0.016661,0,0,0,0
0.018147,0,0,0,0
0.019672,0,0,0,0
0.021177,0,0,0,0
0.022663,0,0,0,0
0.024232,0,0,0,0
0.025728,0,0,0,0
0.027186,0,0,0,0
0.028644,0,0,0,0
0.030122,0,0,0,0
0.031580,0,0,0,0
0.033039,0,0,0,0
0.034594,0,0,0,0
0.036052,0,0,0,0
0.037527,0,0,0,0
0.039227,0,0,0,0
0.040723,0,0,0,0
0.042300,0,0,0,0
0.043874,0,0,0,0
0.045320,0,0,0,0
0.046961,0,0,0,0
0.048409,0,0,0,0
0.049862,0,0,0,0
0.051325,0,0,0,0
0.052770,0,0,0,0
0.054214,0,0,0,0
0.055842,0,0,0,0
0.057368,0,0,0,0
0.059018,0,0,0,0
0.060503,0,0,0,0
0.061980,0,0,0,0
0.063349,0,0,0,0
0.064718,0,0,0,0
0.066085,0,0,0,0
0.067460,0,0,0,0
0.068877,0,0,0,0
0.070281,0,0,0,0
0.071673,0,0,0,0
0.073111,0,0,0,0
0.074531,0,0,0,0
0.075947,0,0,0,0
0.077364,0,0,0,0
0.078808,0,0,0,0
0.080266,0,0,0,0
0.081722,0,0,0,0
0.083186,0,0,0,0
0.084640,0,0,0,0
0.085872,0,0,0,0
0.087347,0,0,0,0
0.088798,0,0,0,0
0.090270,0,0,0,0
0.091688,0,0,0,0
0.093105,0,0,0,0
0.094536,0,0,0,0
0.095955,0,0,0,0
0.097375,0,0,0,0
0.098864,0,0,0,0
0.100293,0,0,0,0
0.101674,0,0,0,0
0.103085,0,0,0,0
0.104520,0,0,0,0
0.105871,0,0,0,0
0.107222,0,0,0,0
0.108568,0,0,0,0
0.109968,0,0,0,0
0.111311,0,0,0,0
0.112647,0,0,0,0
0.113987,0,0,0,0
0.115342,0,0,0,0
0.116679,0,0,0,0
0.118075,0,0,0,0
0.119507,0,0,0,0
0.120888,0,0,0,0
0.125749,0,0,0,0
0.127552,0,0,0,0
0.128939,0,0,0,0
0.130635,0,0,0,0
0.132097,0,0,0,0
0.133481,0,0,0,0
0.134869,0,0,0,0
0.136248,0,0,0,0
0.137645,0,0,0,0
0.139033,0,0,0,0
0.140395,0,0,0,0
0.141737,0,0,0,0
0.143077,0,0,0,0
0.144415,0,0,0,0
0.145754,0,0,0,0
0.147094,0,0,0,0
0.148449,0,0,0,0
0.149792,0,0,0,0
0.151131,0,0,0,0
0.152537,0,0,0,0
0.153923,0,0,0,0
0.155436,0,0,0,0
0.156985,0,0,0,0
0.158538,0,0,0,0
0.160103,0,0,0,0
0.161652,0,0,0,0
0.163355,0,0,0,0
0.164904,0,0,0,0
0.166457,0,0,0,0
0.168050,0,0,0,0
0.169599,0,0,0,0
0.171043,0,0,0,0
0.172564,0,0,0,0
0.174115,0,0,0,0
0.175665,0,0,0,0
0.177214,0,0,0,0
0.178765,0,0,0,0
0.180315,0,0,0,0
0.181879,0,0,0,0
0.183471,0,0,0,0
0.185018,0,0,0,0
0.186567,0,0,0,0
0.188117,0,0,0,0
0.189744,0,0,0,0
0.191135,0,0,0,0
0.192533,0,0,0,0
0.194051,0,0,0,0
0.195602,0,0,0,0
0.197150,0,0,0,0
0.198701,0,0,0,0
0.200332,0,0,0,0
0.201883,0,0,0,0
0.203444,0,0,0,0
0.204993,0,0,0,0
0.206437,0,0,0,0
0.207985,0,0,0,0
0.209535,0,0,0,0
0.211090,0,0,0,0
0.212640,0,0,0,0
0.214100,0,0,0,0
0.215573,0,0,0,0
0.217086,0,0,0,0
0.218507,0,0,0,0
0.219912,0,0,0,0
0.221317,0,0,0,0
0.222711,0,0,0,0
0.224104,0,0,0,0
0.225483,0,0,0,0
0.226856,0,0,0,0
0.228235,0,0,0,0
0.229612,0,0,0,0
0.231018,0,0,0,0
0.232441,0,0,0,0
0.233795,0,0,0,0
0.235157,0,0,0,0
0.236511,0,0,0,0
0.237866,0,0,0,0
0.239220,0,0,0,0
0.240574,0,0,0,0
0.241928,0,0,0,0
