elapsed_s,TSE_CLIP_VP_FADD_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_2_WORKING_CYCLE_L3,TSE_CLIP_VP_RCP_WORKING_CYCLE_L2,TSE_VP_TRANSFORM_WORKING_CYCLE_L1
0.001101,0,0,0,0
0.002860,0,0,0,0
0.004384,0,0,0,0
0.005871,0,0,0,0
0.007587,0,0,0,0
0.009091,0,0,0,0
0.010538,0,0,0,0
0.011984,0,0,0,0
0.013424,0,0,0,0
0.015022,0,0,0,0
0.016478,0,0,0,0
0.017914,0,0,0,0
0.019432,0,0,0,0
0.020854,0,0,0,0
0.022269,0,0,0,0
0.023685,0,0,0,0
0.025099,0,0,0,0
0.026514,0,0,0,0
0.027928,0,0,0,0
0.029341,0,0,0,0
0.030767,0,0,0,0
0.032230,0,0,0,0
0.033644,0,0,0,0
0.035186,0,0,0,0
0.036632,0,0,0,0
0.038153,0,0,0,0
0.039629,0,0,0,0
0.041110,0,0,0,0
0.042635,0,0,0,0
0.044108,0,0,0,0
0.045582,0,0,0,0
0.047031,0,0,0,0
0.048398,0,0,0,0
0.049766,0,0,0,0
0.051138,0,0,0,0
0.052520,0,0,0,0
0.053913,0,0,0,0
0.055284,0,0,0,0
0.056640,0,0,0,0
0.057983,0,0,0,0
0.059397,0,0,0,0
0.060781,0,0,0,0
0.062202,0,0,0,0
0.063659,0,0,0,0
0.065084,0,0,0,0
0.066480,0,0,0,0
0.067878,0,0,0,0
0.069270,0,0,0,0
0.070662,0,0,0,0
0.072059,0,0,0,0
0.073324,0,0,0,0
0.074713,0,0,0,0
0.076101,0,0,0,0
0.077485,0,0,0,0
0.079023,0,0,0,0
0.080413,0,0,0,0
0.082003,0,0,0,0
0.083409,0,0,0,0
0.084658,0,0,0,0
0.086069,0,0,0,0
0.088829,0,0,0,0
0.090216,0,0,0,0
0.091601,0,0,0,0
0.092985,0,0,0,0
0.094381,0,0,0,0
0.095768,0,0,0,0
0.097561,0,0,0,0
0.100420,0,0,0,0
0.101880,0,0,0,0
0.103265,0,0,0,0
0.104666,0,0,0,0
0.106047,0,0,0,0
0.107427,0,0,0,0
0.108808,0,0,0,0
0.110628,0,0,0,0
0.112030,0,0,0,0
0.113420,0,0,0,0
0.114818,0,0,0,0
0.116314,0,0,0,0
0.117694,0,0,0,0
0.122023,0,0,0,0
0.126994,0,0,0,0
