elapsed_s,RBBM_NEVER_COUNT,RBBM_US_ALWAYS_COUNT,RBBM_US_ALWAYS_ON,RBBM_US_STATUS_MASKED
0.001143,0,252355,3862,3381
0.002593,0,250138,3826,3031
0.004009,0,250683,3834,3397
0.005426,0,249812,3823,3361
0.006842,0,250902,3839,3467
0.008255,0,249437,3816,3410
0.009737,0,245434,3750,7070
0.011140,0,240936,3681,3350
0.012531,0,257154,3937,3220
0.013953,0,238617,3709,3100
0.015377,0,252203,3861,3366
0.016808,0,255854,3918,7488
0.018177,0,242328,3704,2728
0.019519,0,240813,3680,3375
0.020911,0,240930,3683,3242
0.022278,0,242210,3702,3292
0.023672,0,236711,3678,3340
0.025116,0,226543,3446,2954
0.026410,0,223800,3412,2926
0.027699,0,223743,3409,3014
0.029038,0,219242,3403,3219
0.030327,0,219347,3404,3043
0.031617,0,223298,3403,3415
0.032957,0,227582,3437,2187
0.034224,0,207186,3213,2314
0.035477,0,207258,3213,2275
0.036800,0,233308,3638,2319
0.038133,0,236791,3695,2301
0.039477,0,239906,3717,2233
0.040820,0,283281,4418,2511
0.042297,0,252648,3931,2633
0.043749,0,223323,3864,2129
0.045181,0,205255,3679,2115
0.046569,0,205146,3676,2330
0.047962,0,210942,3783,2067
0.049673,0,230228,4134,1648
0.051159,0,212554,3813,1650
0.052561,0,216237,3881,1672
0.053983,0,204411,3662,1675
0.055374,0,205231,3680,1677
0.056922,0,412072,7494,1721
0.058718,0,342473,6156,12251
0.060151,0,205845,3688,1789
0.061538,0,204731,3669,1722
0.062921,0,204079,3657,1729
0.064318,0,205254,3680,1781
0.066845,0,206032,3694,1695
0.068229,0,298246,4182,115685
0.070105,0,1364267,11906,1364267
0.071345,0,1362967,11895,1362984
0.072584,0,1341135,11705,1341136
0.074414,0,2036807,17775,2036789
0.075655,0,1363338,11899,1363354
0.076896,0,1366245,11923,1366245
0.078137,0,1364687,11910,1364703
0.079378,0,1364877,11912,1364863
0.080619,0,1498659,13079,1498641
0.081983,0,1368467,11943,1368483
0.083228,0,452820,3846,22409
0.084712,0,595039,5122,2672
0.086278,0,409388,3503,2616
0.087663,0,419649,3591,2598
0.089109,0,418408,3580,2541
0.090497,0,418185,3581,2501
0.091883,0,418884,3583,2529
0.093269,0,417720,3573,2505
0.094663,0,402054,3438,2520
0.096043,0,416953,3574,2571
0.097429,0,418688,3577,2505
0.098814,0,415989,3560,2533
0.100197,0,399697,3418,2512
0.101581,0,413160,3534,2503
0.102960,0,414149,3543,2512
0.104340,0,414323,3546,2592
0.105864,0,409565,3503,2648
0.107248,0,416241,3561,2510
0.108890,0,575096,4947,3572
0.110578,0,431070,3691,2620
0.112000,0,411794,3523,2499
0.113407,0,420944,3602,2501
0.114818,0,403527,3452,2601
0.116213,0,412472,3527,2512
0.117594,0,412809,3531,2509
0.118974,0,414518,3547,2682
0.120355,0,512398,4387,2497
0.121884,0,409999,3522,2621
0.123266,0,413378,3536,2617
0.124952,0,414175,3543,2509
0.126349,0,381179,3256,2508
0.127833,0,426291,3649,2509
0.129296,0,417828,3577,2506
