elapsed_s,TSE_FE_BV_STALLS_DUETO_BR,TSE_BE_STALL_CYCLES_LRZ_PRIM,TSE_FE_EARLY_BFCULL_GBCLIPPED_PRIM,TSE_REG_PROGRAMMING_WORKING_CYCLE_L1
0.001091,0,0,0,0
0.002542,0,0,0,0
0.003963,0,0,0,0
0.005382,0,0,0,0
0.006798,0,0,0,0
0.008215,0,0,0,0
0.009633,0,0,0,0
0.011060,0,0,0,0
0.012560,0,0,0,0
0.013977,0,0,0,0
0.015401,0,0,0,0
0.016893,0,0,0,0
0.018533,0,0,0,0
0.020098,0,0,0,0
0.021671,0,0,0,0
0.023134,0,0,0,0
0.024556,0,0,0,0
0.027180,0,0,0,0
0.028594,0,0,0,0
0.030008,0,0,0,0
0.031422,0,0,0,0
0.032846,0,0,0,0
0.034262,0,0,0,0
0.035677,0,0,0,0
0.037090,0,0,0,0
0.038502,0,0,0,0
0.039914,0,0,0,0
0.041391,0,0,0,0
0.042782,0,0,0,0
0.044180,0,0,0,0
0.045600,0,0,0,0
0.046993,0,0,0,0
0.048441,0,0,0,0
0.049909,0,0,0,0
0.051301,0,0,0,0
0.052711,0,0,0,0
0.054107,0,0,0,0
0.055510,0,0,0,0
0.056948,0,0,0,0
0.058328,0,0,0,0
0.059705,0,0,0,0
0.061082,0,0,0,0
0.062459,0,0,0,0
0.063835,0,0,0,0
0.065210,0,0,0,0
0.066593,0,0,0,0
0.067971,0,0,0,0
0.069348,0,0,0,0
0.070729,0,0,0,0
0.072107,0,0,0,0
0.073563,0,0,0,0
0.074903,0,0,0,0
0.076244,0,0,0,0
0.077594,0,0,0,0
0.078886,0,0,0,0
0.080178,0,0,0,0
0.081498,0,0,0,0
0.082752,0,0,0,0
0.084137,0,0,0,0
0.085476,0,0,0,0
0.086741,0,0,0,0
0.088003,0,0,0,0
0.089327,0,0,0,0
0.090745,0,0,0,0
0.092113,0,0,0,0
0.093422,0,0,0,0
0.094787,0,0,0,0
0.096153,0,0,0,0
0.097694,0,0,222,216
0.099104,0,0,0,0
0.100398,0,0,0,0
0.101690,0,0,0,0
0.102979,0,0,0,0
0.104270,0,0,0,0
0.105566,0,0,0,0
0.106858,0,0,0,0
0.108149,0,0,0,0
0.109521,0,0,0,0
0.110908,0,0,0,0
0.112279,0,0,0,0
0.113663,0,0,630,618
0.115227,0,0,2706,2376
0.116421,0,0,2604,2274
0.117616,0,0,2685,2370
0.118810,0,0,2706,2376
0.120005,0,0,2604,2274
0.121340,0,0,3075,2700
0.122636,0,0,2808,2478
0.123883,0,0,2829,2484
0.125125,0,0,2706,2376
0.126492,0,0,3096,2706
0.127890,0,0,3177,2802
0.129160,0,0,711,621
0.130584,0,0,0,0
0.132003,0,0,0,0
0.133423,0,0,0,0
0.134842,0,0,0,0
0.136261,0,0,0,0
0.137703,0,0,0,0
0.139136,0,0,0,0
0.140464,0,0,0,0
0.142028,0,0,0,0
0.143349,0,0,0,0
0.144668,0,0,0,0
0.145988,0,0,0,0
0.147310,0,0,0,0
0.148630,0,0,0,0
0.149949,0,0,0,0
0.151273,0,0,0,0
0.152593,0,0,0,0
0.153941,0,0,0,0
0.155271,0,0,0,0
0.156605,0,0,0,0
