elapsed_s,TSE_BE_EARLY_CULL_CLIPPED_PRIM,TSE_BE_BR_STALLS_DUETO_BV_CLIP,TSE_BE_BR_STALLS_DUETO_BV_POLY,TSE_BE_BV_STALLS_DUETO_BR_CLIP
0.001095,0,0,0,0
0.002553,0,0,0,0
0.003970,0,0,0,0
0.005531,0,0,0,0
0.006946,0,0,0,0
0.008414,0,0,0,0
0.009842,0,0,0,0
0.011257,0,0,0,0
0.012717,0,0,0,0
0.014131,0,0,0,0
0.015804,0,0,0,0
0.017265,0,0,0,0
0.018733,0,0,0,0
0.020144,0,0,0,0
0.021527,0,0,0,0
0.022900,0,0,0,0
0.024272,0,0,0,0
0.025666,0,0,0,0
0.027041,0,0,0,0
0.028414,0,0,0,0
0.029850,0,0,0,0
0.031208,0,0,0,0
0.032744,0,0,0,0
0.034135,0,0,0,0
0.035484,0,0,0,0
0.036832,0,0,0,0
0.038178,0,0,0,0
0.039525,0,0,0,0
0.040873,0,0,0,0
0.042233,0,0,0,0
0.043578,0,0,0,0
0.044980,0,0,0,0
0.046275,0,0,0,0
0.047565,0,0,0,0
0.048904,0,0,0,0
0.050194,0,0,0,0
0.051482,0,0,0,0
0.052825,0,0,0,0
0.054224,0,0,0,0
0.055514,0,0,0,0
0.056854,0,0,0,0
0.058149,0,0,0,0
0.059436,0,0,0,0
0.060797,0,0,0,0
0.062100,0,0,0,0
0.063413,0,0,0,0
0.064780,0,0,0,0
0.066120,0,0,0,0
0.067455,0,0,0,0
0.068904,0,0,0,0
0.070286,0,0,0,0
0.071635,0,0,0,0
0.072979,0,0,0,0
0.074390,0,0,0,0
0.075733,0,0,0,0
0.077512,0,0,0,0
0.078922,0,0,0,0
0.080324,0,0,0,0
0.081740,0,0,0,0
0.083127,0,0,0,0
0.084523,0,0,0,0
0.085909,0,0,0,0
0.087295,0,0,0,0
0.088704,0,0,0,0
0.091178,0,0,0,0
0.093960,0,0,0,0
0.095200,0,0,0,0
0.096473,0,0,0,0
0.097718,0,0,0,0
0.099090,0,0,0,0
0.100499,0,0,0,0
0.101755,0,0,0,0
0.103174,0,0,0,0
0.104587,0,0,0,0
0.105997,0,0,0,0
0.107407,0,0,0,0
0.108835,0,0,0,0
0.110151,0,0,0,0
0.111577,0,0,0,0
0.113011,0,0,0,0
0.114342,0,0,0,0
0.115770,0,0,0,0
0.117198,0,0,0,0
0.118623,0,0,0,0
0.120047,0,0,0,0
0.121445,0,0,0,0
0.122808,0,0,0,0
0.124260,0,0,0,0
0.125696,0,0,0,0
0.127038,0,0,0,0
0.128455,0,0,0,0
0.129865,0,0,0,0
0.131455,0,0,0,0
0.133298,0,0,0,0
0.134917,0,0,0,0
0.136313,0,0,0,0
0.137705,0,0,0,0
0.139046,0,0,0,0
0.140387,0,0,0,0
0.141783,0,0,0,0
0.143164,0,0,0,0
0.144543,0,0,0,0
0.145933,0,0,0,0
0.147312,0,0,0,0
0.148693,0,0,0,0
0.150072,0,0,0,0
0.151451,0,0,0,0
0.152834,0,0,0,0
0.154220,0,0,0,0
0.155733,0,0,0,0
0.157220,0,0,0,0
0.158616,0,0,0,0
0.160006,0,0,0,0
0.161396,0,0,0,0
0.162783,0,0,0,0
0.164169,0,0,0,0
0.165558,0,0,0,0
0.167071,0,0,0,0
0.168514,0,0,0,0
0.170034,0,0,0,0
0.171582,0,0,0,0
0.173176,0,0,0,0
0.174728,0,0,0,0
0.176280,0,0,0,0
0.177822,0,0,0,0
0.179375,0,0,0,0
0.180795,0,0,0,0
0.182313,0,0,0,0
0.183859,0,0,0,0
0.185407,0,0,0,0
0.186956,0,0,0,0
0.188505,0,0,0,0
0.190112,0,0,0,0
0.191659,0,0,0,0
0.193207,0,0,0,0
0.194754,0,0,0,0
0.196303,0,0,0,0
0.197853,0,0,0,0
0.199400,0,0,0,0
0.200961,0,0,0,0
0.202510,0,0,0,0
0.204057,0,0,0,0
0.205609,0,0,0,0
0.207156,0,0,0,0
0.208705,0,0,0,0
0.210253,0,0,0,0
0.211812,0,0,0,0
0.213360,0,0,0,0
0.214905,0,0,0,0
0.216382,0,0,0,0
0.217898,0,0,0,0
0.219437,0,0,0,0
0.221145,0,0,0,0
0.222555,0,0,0,0
0.224072,0,0,0,0
0.225678,0,0,0,0
0.227227,0,0,0,0
0.228777,0,0,0,0
0.230327,0,0,0,0
0.231876,0,0,0,0
0.233495,0,0,0,0
0.235045,0,0,0,0
0.236597,0,0,0,0
0.238138,0,0,0,0
0.239677,0,0,0,0
0.241096,0,0,0,0
0.242614,0,0,0,0
0.244174,0,0,0,0
0.245727,0,0,0,0
0.247274,0,0,0,0
0.248823,0,0,0,0
0.250372,0,0,0,0
0.251919,0,0,0,0
0.253541,0,0,0,0
0.255100,0,0,0,0
0.256649,0,0,0,0
0.258197,0,0,0,0
0.259745,0,0,0,0
0.261293,0,0,0,0
0.262841,0,0,0,0
0.264391,0,0,0,0
0.265951,0,0,0,0
0.267498,0,0,0,0
0.269092,0,0,0,0
0.270639,0,0,0,0
0.272186,0,0,0,0
0.273596,0,0,0,0
0.274986,0,0,0,0
0.276512,0,0,0,0
0.278060,0,0,0,0
0.279605,0,0,0,0
0.281154,0,0,0,0
0.282702,0,0,0,0
0.284303,0,0,0,0
0.285847,0,0,0,0
0.287433,0,0,0,0
0.288987,0,0,0,0
0.290537,0,0,0,0
0.292086,0,0,0,0
0.293640,0,0,0,0
0.295189,0,0,0,0
0.296741,0,0,0,0
0.298304,0,0,0,0
0.299853,0,0,0,0
0.301447,0,0,0,0
0.302998,0,0,0,0
0.304548,0,0,0,0
0.306099,0,0,0,0
0.307647,0,0,0,0
0.309211,0,0,0,0
0.310762,0,0,0,0
0.312314,0,0,0,0
0.313865,0,0,0,0
0.315414,0,0,0,0
0.317008,0,0,0,0
0.318559,0,0,0,0
0.320120,0,0,0,0
0.321674,0,0,0,0
0.323224,0,0,0,0
0.325136,0,0,0,0
0.326885,0,0,0,0
0.328286,0,0,0,0
0.329675,0,0,0,0
0.331072,0,0,0,0
0.332462,0,0,0,0
0.333892,0,0,0,0
0.335278,0,0,0,0
0.336794,0,0,0,0
0.338344,0,0,0,0
0.339894,0,0,0,0
0.341517,0,0,0,0
0.343056,0,0,0,0
0.344477,0,0,0,0
0.345998,0,0,0,0
0.347547,0,0,0,0
0.349141,0,0,0,0
0.350692,0,0,0,0
0.352310,0,0,0,0
0.353858,0,0,0,0
