elapsed_s,TSE_BE_STALL_CYCLES_LRZ_BARYPLANE,TSE_BE_STALL_CYCLES_LRZ_ZPLANE,TSE_BE_STARVE_CYCLES_PC,TSE_BE_INPUT_PRIM
0.003113,0,0,0,0
0.004620,0,0,0,0
0.006355,0,0,0,0
0.007890,0,0,0,0
0.009284,0,0,0,0
0.010696,0,0,0,0
0.012089,0,0,0,0
0.013481,0,0,0,0
0.014902,0,0,0,0
0.016357,0,0,0,0
0.017695,0,0,0,0
0.019077,0,0,0,0
0.020541,0,0,0,0
0.021900,0,0,0,0
0.023236,0,0,0,0
0.024748,0,0,0,0
0.026088,0,0,0,0
0.027427,0,0,0,0
0.028767,0,0,0,0
0.030105,0,0,0,0
0.031469,0,0,0,0
0.032790,0,0,0,0
0.034093,0,0,0,0
0.035436,0,0,0,0
0.036789,0,0,0,0
0.038130,0,0,0,0
0.039706,0,0,0,0
0.041252,0,0,0,0
0.042687,0,0,0,0
0.044115,0,0,0,0
0.045530,0,0,0,0
0.046943,0,0,0,0
0.048636,0,0,0,0
0.050664,0,0,0,0
0.052313,0,0,0,0
0.053714,0,0,0,0
0.055114,0,0,0,0
0.056532,0,0,0,0
0.057918,0,0,0,0
0.059304,0,0,693,0
0.060760,0,0,0,0
0.062145,0,0,0,0
0.065809,0,0,0,0
0.067212,0,0,0,0
0.068597,0,0,0,0
0.069978,0,0,2316,0
0.071291,0,0,4896,0
0.072535,0,0,4581,0
0.073774,0,0,4599,0
0.075013,0,0,4785,0
0.076317,0,0,4599,0
0.077561,0,0,4692,0
0.078804,0,0,4488,0
0.080092,0,0,4785,0
0.081330,0,0,4599,0
0.082568,0,0,5304,0
0.083995,0,0,3219,0
0.085252,0,0,0,0
0.086639,0,0,0,0
0.088096,0,0,0,0
0.089479,0,0,0,0
0.090862,0,0,0,0
0.092463,0,0,0,0
0.093847,0,0,0,0
0.095250,0,0,0,0
0.096637,0,0,0,0
0.098023,0,0,0,0
0.101605,0,0,0,0
0.103029,0,0,0,0
0.108331,0,0,0,0
0.109712,0,0,0,0
0.111058,0,0,0,0
0.112412,0,0,0,0
0.113752,0,0,0,0
0.115088,0,0,0,0
0.116443,0,0,0,0
0.117782,0,0,0,0
0.119133,0,0,0,0
0.120491,0,0,0,0
0.121879,0,0,0,0
0.123392,0,0,0,0
0.124835,0,0,0,0
0.126222,0,0,0,0
0.127643,0,0,0,0
0.129023,0,0,0,0
0.130413,0,0,0,0
0.131793,0,0,0,0
0.133172,0,0,0,0
0.134551,0,0,0,0
0.135965,0,0,0,0
0.137346,0,0,0,0
0.138725,0,0,0,0
0.140206,0,0,0,0
0.141602,0,0,0,0
0.142988,0,0,0,0
0.144410,0,0,0,0
0.145796,0,0,0,0
0.147184,0,0,0,0
0.148570,0,0,0,0
0.149955,0,0,0,0
0.151472,0,0,0,0
0.153081,0,0,0,0
0.154629,0,0,0,0
0.156178,0,0,0,0
0.157728,0,0,0,0
0.159279,0,0,0,0
0.160872,0,0,0,0
0.162420,0,0,0,0
0.163862,0,0,0,0
0.165382,0,0,0,0
0.166931,0,0,0,0
0.168486,0,0,0,0
0.170034,0,0,0,0
0.171585,0,0,0,0
0.173134,0,0,0,0
0.174698,0,0,0,0
0.176290,0,0,0,0
0.177840,0,0,0,0
0.179390,0,0,0,0
0.180940,0,0,0,0
0.182487,0,0,0,0
0.184080,0,0,0,0
0.185636,0,0,0,0
0.187284,0,0,0,0
0.188822,0,0,0,0
0.190213,0,0,0,0
0.191643,0,0,0,0
0.193029,0,0,0,0
0.194415,0,0,0,0
0.195814,0,0,0,0
0.197193,0,0,0,0
0.198605,0,0,0,0
0.200015,0,0,0,0
0.201397,0,0,0,0
0.202776,0,0,0,0
0.204156,0,0,0,0
0.205535,0,0,0,0
0.206924,0,0,0,0
0.208508,0,0,0,0
0.210056,0,0,0,0
0.211604,0,0,0,0
0.213151,0,0,0,0
