elapsed_s,TSE_VP0_TRANSFORM_WORKING_CYCLE_L2,TSE_VP1_TRANSFORM_WORKING_CYCLE_L2,TSE_VP2_TRANSFORM_WORKING_CYCLE_L2,TSE_VERTEX_GEN_WORKING_CYCLE_L1
0.001095,0,0,0,0
0.002544,0,0,0,0
0.004085,0,0,0,0
0.005503,0,0,0,0
0.006950,0,0,0,0
0.008367,0,0,0,0
0.009795,0,0,0,0
0.011209,0,0,0,0
0.012627,0,0,0,0
0.014040,0,0,0,0
0.015520,0,0,0,0
0.016944,0,0,0,0
0.018331,0,0,0,0
0.019730,0,0,0,0
0.021099,0,0,0,0
0.022442,0,0,0,0
0.023833,0,0,0,0
0.025177,0,0,0,0
0.026519,0,0,0,0
0.027963,0,0,0,0
0.029310,0,0,0,0
0.030657,0,0,0,0
0.032082,0,0,0,0
0.033373,0,0,0,0
0.034663,0,0,0,0
0.036072,0,0,0,0
0.037362,0,0,0,0
0.038653,0,0,0,0
0.040055,0,0,0,0
0.041344,0,0,0,0
0.042638,0,0,0,0
0.043972,0,0,0,0
0.045273,0,0,0,0
0.046565,0,0,0,0
0.047920,0,0,0,0
0.049175,0,0,0,0
0.050430,0,0,0,0
0.051686,0,0,0,0
0.052944,0,0,0,0
0.054249,0,0,0,0
0.055505,0,0,0,0
0.056759,0,0,0,0
0.058014,0,0,0,0
0.059378,0,0,0,0
0.060634,0,0,0,0
0.061997,0,0,0,0
0.063391,0,0,0,0
0.064681,0,0,0,0
0.066040,0,0,0,0
0.067717,0,0,0,0
0.069284,0,0,0,0
0.071058,0,0,0,0
0.072595,0,0,0,0
0.074027,0,0,0,0
0.076382,0,0,0,0
0.077804,0,0,0,0
0.079263,0,0,0,0
0.080655,0,0,0,0
0.082026,0,0,0,0
0.083974,0,0,0,0
0.085214,0,0,0,0
0.086453,0,0,0,0
0.087721,0,0,0,0
0.088960,0,0,0,0
0.090199,0,0,0,0
0.091441,0,0,0,0
0.092686,0,0,0,0
0.093928,0,0,0,0
0.095315,0,0,0,0
0.096948,0,0,0,0
0.098330,0,0,0,0
