elapsed_s,TSE_EDGE_SETUP_IMUL_WORKING_CYCLE_L2,TSE_RAS_INTF_WORKING_CYCLE_L1,TSE_LRZ_Z_INTF_WORKING_CYCLE_L1,TSE_LRZ_BARY_INTF_WORKING_CYCLE_L1
0.001098,0,0,0,0
0.002549,0,0,0,0
0.003971,0,0,0,0
0.005389,0,0,0,0
0.006907,0,0,0,0
0.008320,0,0,0,0
0.009764,0,0,0,0
0.011187,0,0,0,0
0.012601,0,0,0,0
0.014077,0,0,0,0
0.015472,0,0,0,0
0.016991,0,0,0,0
0.018431,0,0,0,0
0.019806,0,0,0,0
0.021151,0,0,0,0
0.022593,0,0,0,0
0.023979,0,0,0,0
0.025331,0,0,0,0
0.026697,0,0,0,0
0.028045,0,0,0,0
0.029393,0,0,0,0
0.030879,0,0,0,0
0.032268,0,0,0,0
0.033697,0,0,0,0
0.035007,0,0,0,0
0.036310,0,0,0,0
0.037719,0,0,0,0
0.039009,0,0,0,0
0.040263,0,0,0,0
0.041579,0,0,0,0
0.042875,0,0,0,0
0.044185,0,0,0,0
0.045540,0,0,0,0
0.046865,0,0,0,0
0.048286,0,0,0,0
0.049696,0,0,0,0
0.051220,0,0,0,0
0.052641,0,0,0,0
0.054074,0,0,0,0
0.055496,0,0,0,0
0.056893,0,0,0,0
0.058280,0,0,0,0
0.059675,0,0,0,0
0.061060,0,0,0,0
0.062616,24,0,0,693
0.063901,0,0,0,0
0.065295,0,0,0,0
0.066999,0,0,0,0
0.068382,0,0,0,0
0.069768,0,0,0,0
0.071192,0,0,0,0
0.072574,99,0,0,2979
0.073949,525,0,0,11421
0.075189,480,0,0,10764
0.076429,465,0,0,10296
0.077790,546,0,0,12168
0.079084,462,0,0,10575
0.080321,480,0,0,10485
0.081583,549,0,0,12168
0.083001,462,0,0,10575
0.084245,483,0,0,10485
0.085862,609,0,0,13851
0.087108,300,0,0,6444
0.088494,0,0,0,0
0.089967,0,0,0,0
0.091353,0,0,0,0
0.092739,0,0,0,0
0.094174,0,0,0,0
0.095560,0,0,0,0
0.096946,0,0,0,0
0.098343,0,0,0,0
0.099727,0,0,0,0
0.101109,0,0,0,0
0.104978,0,0,0,0
0.106365,0,0,0,0
0.107744,0,0,0,0
0.109134,0,0,0,0
0.110646,0,0,0,0
0.112049,0,0,0,0
0.113393,0,0,0,0
0.114756,0,0,0,0
0.116096,0,0,0,0
0.117434,0,0,0,0
0.118837,0,0,0,0
0.120224,0,0,0,0
0.121611,0,0,0,0
0.122991,0,0,0,0
0.124370,0,0,0,0
0.125791,0,0,0,0
0.127205,0,0,0,0
0.128584,0,0,0,0
0.129966,0,0,0,0
0.131362,0,0,0,0
0.132747,0,0,0,0
0.134170,0,0,0,0
0.135677,0,0,0,0
0.137225,0,0,0,0
0.138778,0,0,0,0
0.140326,0,0,0,0
0.141891,0,0,0,0
0.143442,0,0,0,0
0.144989,0,0,0,0
0.146539,0,0,0,0
0.148089,0,0,0,0
0.149640,0,0,0,0
0.151233,0,0,0,0
0.152795,0,0,0,0
0.154346,0,0,0,0
0.155896,0,0,0,0
0.157444,0,0,0,0
0.158844,0,0,0,0
0.160237,0,0,0,0
0.161625,0,0,0,0
0.163024,0,0,0,0
0.164410,0,0,0,0
0.165798,0,0,0,0
0.167347,0,0,0,0
0.168894,0,0,0,0
0.170442,0,0,0,0
0.171991,0,0,0,0
0.173553,0,0,0,0
0.175103,0,0,0,0
0.176649,0,0,0,0
0.178199,0,0,0,0
0.179747,0,0,0,0
0.181293,0,0,0,0
0.182845,0,0,0,0
0.184406,0,0,0,0
0.185956,0,0,0,0
0.187503,0,0,0,0
0.189048,0,0,0,0
0.190511,0,0,0,0
0.192029,0,0,0,0
0.193576,0,0,0,0
0.195058,0,0,0,0
0.196470,0,0,0,0
0.197861,0,0,0,0
0.199248,0,0,0,0
0.200633,0,0,0,0
0.202019,0,0,0,0
0.203904,0,0,0,0
0.205623,0,0,0,0
0.208068,0,0,0,0
0.209471,0,0,0,0
0.210908,0,0,0,0
0.212289,0,0,0,0
0.213694,0,0,0,0
0.215135,0,0,0,0
0.216524,0,0,0,0
0.217907,0,0,0,0
0.219292,0,0,0,0
0.220676,0,0,0,0
0.222100,0,0,0,0
0.223504,0,0,0,0
0.225060,0,0,0,0
0.226480,0,0,0,0
0.228008,0,0,0,0
0.229560,0,0,0,0
0.231108,0,0,0,0
0.232655,0,0,0,0
0.234205,0,0,0,0
0.235753,0,0,0,0
0.237300,0,0,0,0
0.238744,0,0,0,0
0.240266,0,0,0,0
0.241814,0,0,0,0
0.243374,0,0,0,0
0.244815,0,0,0,0
0.246214,0,0,0,0
0.247732,0,0,0,0
0.249294,0,0,0,0
0.250842,0,0,0,0
0.252381,0,0,0,0
0.253798,0,0,0,0
0.255361,0,0,0,0
0.256910,0,0,0,0
0.258459,0,0,0,0
0.260022,0,0,0,0
0.261573,0,0,0,0
0.263122,0,0,0,0
0.264671,0,0,0,0
0.266222,0,0,0,0
0.267771,0,0,0,0
0.269318,0,0,0,0
0.270896,0,0,0,0
0.272444,0,0,0,0
0.273996,0,0,0,0
0.275545,0,0,0,0
0.277093,0,0,0,0
0.278687,0,0,0,0
0.280236,0,0,0,0
0.281801,0,0,0,0
0.283350,0,0,0,0
0.284898,0,0,0,0
0.286492,0,0,0,0
0.288042,0,0,0,0
0.289592,0,0,0,0
0.291142,0,0,0,0
0.292702,0,0,0,0
0.294297,0,0,0,0
0.295847,0,0,0,0
0.297395,0,0,0,0
0.298949,0,0,0,0
0.300496,0,0,0,0
0.302089,0,0,0,0
0.303652,0,0,0,0
0.305200,0,0,0,0
0.306711,0,0,0,0
0.308227,0,0,0,0
0.309778,0,0,0,0
0.311363,0,0,0,0
0.312902,0,0,0,0
0.314332,0,0,0,0
0.315850,0,0,0,0
0.317395,0,0,0,0
0.318947,0,0,0,0
0.320492,0,0,0,0
0.322038,0,0,0,0
0.323583,0,0,0,0
0.325143,0,0,0,0
0.326605,0,0,0,0
0.328123,0,0,0,0
0.329672,0,0,0,0
0.331220,0,0,0,0
0.332766,0,0,0,0
0.334358,0,0,0,0
0.335920,0,0,0,0
0.337465,0,0,0,0
0.339035,0,0,0,0
0.340581,0,0,0,0
0.342173,0,0,0,0
0.343598,0,0,0,0
0.345120,0,0,0,0
0.346558,0,0,0,0
0.348081,0,0,0,0
0.349631,0,0,0,0
0.351226,0,0,0,0
0.352821,0,0,0,0
0.354370,0,0,0,0
0.355919,0,0,0,0
0.357480,0,0,0,0
0.359219,0,0,0,0
0.360767,0,0,0,0
0.362319,0,0,0,0
0.363869,0,0,0,0
0.365417,0,0,0,0
0.366972,0,0,0,0
0.368533,0,0,0,0
0.370084,0,0,0,0
0.371633,0,0,0,0
0.373181,0,0,0,0
0.374788,0,0,0,0
0.376336,0,0,0,0
0.377887,0,0,0,0
0.379450,0,0,0,0
0.380997,0,0,0,0
0.382590,0,0,0,0
