elapsed_s,TSE_DET_WORKING_CYCLE_L1,TSE_BBOX_WORKING_CYCLE_L1,TSE_CULLING_WORKING_CYCLE_L1,TSE_SETUP_WORKING_CYCLE_L1
1.115223,0,0,0,0
1.116775,0,0,0,0
1.118326,0,0,0,0
1.119877,0,0,0,0
1.121443,0,0,0,0
1.122998,0,0,0,0
1.124550,0,0,0,0
1.126101,0,0,0,0
1.127700,0,0,0,0
1.129254,0,0,0,0
1.130804,0,0,0,0
1.132375,0,0,0,0
1.133926,0,0,0,0
1.135481,0,0,0,0
1.137034,0,0,0,0
1.138585,0,0,0,0
1.140215,0,0,0,0
1.141768,0,0,0,0
1.143379,0,0,0,0
1.144933,0,0,0,0
1.146485,0,0,0,0
1.148037,0,0,0,0
1.149591,0,0,0,0
1.151145,0,0,0,0
1.152699,0,0,0,0
1.154264,0,0,0,0
1.155818,0,0,0,0
1.157371,0,0,0,0
1.159003,0,0,0,0
1.160543,0,0,0,0
1.161936,0,0,0,0
1.163455,0,0,0,0
1.165016,0,0,0,0
1.166567,0,0,0,0
1.168118,0,0,0,0
1.169669,0,0,0,0
1.171223,0,0,0,0
1.172790,0,0,0,0
1.174347,0,0,0,0
1.175957,0,0,0,0
1.177512,0,0,0,0
1.179067,0,0,0,0
1.180618,0,0,0,0
1.182170,0,0,0,0
1.183726,0,0,0,0
1.185281,0,0,0,0
1.186847,0,0,0,0
1.188400,0,0,0,0
1.189944,0,0,0,0
1.191409,0,0,0,0
1.192932,0,0,0,0
1.194486,0,0,0,0
1.196040,0,0,0,0
1.197608,0,0,0,0
1.199164,0,0,0,0
1.200719,0,0,0,0
1.202269,0,0,0,0
1.203823,0,0,0,0
1.205377,0,0,0,0
1.207012,0,0,0,0
1.208519,0,0,0,0
1.209914,0,0,0,0
1.211435,0,0,0,0
1.212989,0,0,0,0
1.214540,0,0,0,0
1.216092,0,0,0,0
1.217646,0,0,0,0
1.219214,0,0,0,0
1.220769,0,0,0,0
1.222321,0,0,0,0
1.223919,0,0,0,0
1.225473,0,0,0,0
1.227027,0,0,0,0
1.228581,0,0,0,0
1.230021,0,0,0,0
1.231543,0,0,0,0
1.233093,0,0,0,0
1.234642,0,0,0,0
1.236196,0,0,0,0
1.237744,0,0,0,0
1.239297,0,0,0,0
1.240743,0,0,0,0
1.242263,0,0,0,0
1.243813,0,0,0,0
1.245364,0,0,0,0
1.246912,0,0,0,0
1.248408,0,0,0,0
1.249798,0,0,0,0
1.251326,0,0,0,0
1.252877,0,0,0,0
1.254425,0,0,0,0
1.255977,0,0,0,0
1.257527,0,0,0,0
1.259079,0,0,0,0
1.260629,0,0,0,0
1.262191,0,0,0,0
1.263743,0,0,0,0
1.265294,0,0,0,0
1.266842,0,0,0,0
1.268397,0,0,0,0
1.269945,0,0,0,0
1.271540,0,0,0,0
1.273104,0,0,0,0
1.274651,0,0,0,0
1.276187,0,0,0,0
1.277586,0,0,0,0
1.279105,0,0,0,0
1.280657,0,0,0,0
1.282208,0,0,0,0
1.283772,0,0,0,0
1.285323,0,0,0,0
1.286873,0,0,0,0
1.288258,0,0,0,0
1.289777,0,0,0,0
1.291330,0,0,0,0
1.292882,0,0,0,0
1.294322,0,0,0,0
1.295847,0,0,0,0
1.297401,0,0,0,0
1.298958,0,0,0,0
1.300514,0,0,0,0
1.302067,0,0,0,0
1.303667,0,0,0,0
1.305236,0,0,0,0
1.306789,0,0,0,0
1.308342,0,0,0,0
1.309886,0,0,0,0
1.311307,0,0,0,0
1.312831,0,0,0,0
1.314383,0,0,0,0
1.315949,0,0,0,0
1.317505,0,0,0,0
1.319061,0,0,0,0
1.320660,0,0,0,0
1.322213,0,0,0,0
1.323770,0,0,0,0
1.325324,0,0,0,0
1.326890,0,0,0,0
1.328386,0,0,0,0
1.329907,0,0,0,0
1.331463,0,0,0,0
1.333016,0,0,0,0
1.334569,0,0,0,0
1.336123,0,0,0,0
1.337691,0,0,0,0
1.339248,0,0,0,0
1.340802,0,0,0,0
1.342354,0,0,0,0
1.343909,0,0,0,0
1.345465,0,0,0,0
1.347021,0,0,0,0
1.348463,0,0,0,0
1.349987,0,0,0,0
1.351588,0,0,0,0
1.353143,0,0,0,0
1.354697,0,0,0,0
1.356256,0,0,0,0
1.357809,0,0,0,0
1.359379,0,0,0,0
1.360933,0,0,0,0
1.362487,0,0,0,0
1.364042,0,0,0,0
1.365597,0,0,0,0
1.367153,0,0,0,0
1.368753,0,0,0,0
1.370318,0,0,0,0
1.371871,0,0,0,0
1.373424,0,0,0,0
1.374979,0,0,0,0
1.376532,0,0,0,0
1.378082,0,0,0,0
1.379637,0,0,0,0
1.381202,0,0,0,0
1.382754,0,0,0,0
1.384291,0,0,0,0
1.385685,0,0,0,0
1.387204,0,0,0,0
1.388757,0,0,0,0
1.390310,0,0,0,0
1.391875,0,0,0,0
1.393428,0,0,0,0
1.394983,0,0,0,0
1.396536,0,0,0,0
1.398086,0,0,0,0
1.399685,0,0,0,0
1.401239,0,0,0,0
1.402804,0,0,0,0
1.404361,0,0,0,0
1.405913,0,0,0,0
1.407467,0,0,0,0
1.409020,0,0,0,0
1.410572,0,0,0,0
1.412186,0,0,0,0
1.413752,0,0,0,0
1.415306,0,0,0,0
1.416859,0,0,0,0
1.418411,0,0,0,0
1.419964,0,0,0,0
1.421517,0,0,0,0
1.423071,0,0,0,0
1.424638,0,0,0,0
1.426190,0,0,0,0
1.427744,0,0,0,0
1.429297,0,0,0,0
1.430849,0,0,0,0
1.432407,0,0,0,0
1.433959,0,0,0,0
1.435528,0,0,0,0
1.437081,0,0,0,0
1.438633,0,0,0,0
1.440274,0,0,0,0
1.442399,0,0,0,0
1.443848,0,0,0,0
1.445245,0,0,0,0
1.446775,0,0,0,0
1.448334,0,0,0,0
1.449886,0,0,0,0
1.451440,0,0,0,0
1.453000,0,0,0,0
1.454462,0,0,0,0
1.455859,0,0,0,0
1.457260,0,0,0,0
1.458649,0,0,0,0
1.460087,0,0,0,0
1.461458,0,0,0,0
1.462978,0,0,0,0
1.464532,0,0,0,0
1.466084,0,0,0,0
1.467728,0,0,0,0
1.469271,0,0,0,0
1.470821,0,0,0,0
1.472379,0,0,0,0
1.473930,0,0,0,0
1.475494,0,0,0,0
1.476987,0,0,0,0
1.478401,0,0,0,0
1.479967,0,0,0,0
1.481522,0,0,0,0
1.483077,0,0,0,0
1.484633,0,0,0,0
1.486186,0,0,0,0
1.487741,0,0,0,0
1.489310,0,0,0,0
1.490863,0,0,0,0
1.492422,0,0,0,0
1.493975,0,0,0,0
1.495576,0,0,0,0
1.497131,0,0,0,0
1.498684,0,0,0,0
1.500129,0,0,0,0
1.501646,0,0,0,0
1.503374,0,0,0,0
1.505052,0,0,0,0
1.507002,0,0,0,0
1.508446,0,0,0,0
1.509845,0,0,0,0
1.511252,0,0,0,0
1.512684,0,0,0,0
1.514350,0,0,0,0
1.515742,0,0,0,0
1.517260,0,0,0,0
1.518812,0,0,0,0
1.520371,0,0,0,0
1.521938,0,0,0,0
1.523494,0,0,0,0
1.525050,0,0,0,0
1.526603,0,0,0,0
1.528220,0,0,0,0
