elapsed_s,TSE_CLIP_VP_FMUL_0_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_2_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_3_WORKING_CYCLE_L3
0.001093,0,0,0,0
0.002540,0,0,0,0
0.004008,0,0,0,0
0.005427,0,0,0,0
0.006841,0,0,0,0
0.008255,0,0,0,0
0.009686,0,0,0,0
0.011102,0,0,0,0
0.012516,0,0,0,0
0.013949,0,0,0,0
0.015372,0,0,0,0
0.016783,0,0,0,0
0.018205,0,0,0,0
0.019630,0,0,0,0
0.021142,0,0,0,0
0.022540,0,0,0,0
0.023936,0,0,0,0
0.025329,0,0,0,0
0.026719,0,0,0,0
0.028111,0,0,0,0
0.029532,0,0,0,0
0.030924,0,0,0,0
0.032322,0,0,0,0
0.033711,0,0,0,0
0.035100,0,0,0,0
0.036478,0,0,0,0
0.037818,0,0,0,0
0.039157,0,0,0,0
0.040497,0,0,0,0
0.041837,0,0,0,0
0.043184,0,0,0,0
0.044520,0,0,0,0
0.045834,0,0,0,0
0.047140,0,0,0,0
0.048446,0,0,0,0
0.049750,0,0,0,0
0.051161,0,0,0,0
0.052575,0,0,0,0
0.053885,0,0,0,0
0.055248,0,0,0,0
0.056692,0,0,0,0
0.058037,0,0,0,0
0.059382,0,0,0,0
0.060798,0,0,0,0
0.062207,0,0,0,0
0.063606,0,0,0,0
0.065026,0,0,0,0
0.066418,0,0,0,0
0.067841,0,0,0,0
0.070409,0,0,0,0
0.072032,0,0,0,0
0.073431,0,0,0,0
0.074818,0,0,0,0
0.076220,0,0,0,0
0.077605,0,0,0,0
0.078988,0,0,0,0
0.080387,0,0,0,0
0.081628,0,0,0,0
0.082866,0,0,0,0
0.085433,0,0,0,0
0.086673,0,0,0,0
0.088821,0,0,0,0
0.090061,0,0,0,0
0.091299,0,0,0,0
0.092541,0,0,0,0
0.094167,0,0,0,0
0.095592,0,0,0,0
0.096985,0,0,0,0
0.098378,0,0,0,0
0.099846,0,0,0,0
0.101250,0,0,0,0
0.102635,0,0,0,0
0.104018,0,0,0,0
0.105414,0,0,0,0
0.106798,0,0,0,0
0.108181,0,0,0,0
0.109569,0,0,0,0
0.111059,0,0,0,0
0.112443,0,0,0,0
0.113854,0,0,0,0
0.115235,0,0,0,0
0.116731,0,0,0,0
0.118124,0,0,0,0
0.119719,0,0,0,0
0.126834,0,0,0,0
0.128339,0,0,0,0
0.129720,0,0,0,0
0.131099,0,0,0,0
0.132527,0,0,0,0
0.133908,0,0,0,0
0.135287,0,0,0,0
0.136746,0,0,0,0
0.138130,0,0,0,0
0.139532,0,0,0,0
0.141001,0,0,0,0
0.142355,0,0,0,0
0.143701,0,0,0,0
0.145042,0,0,0,0
0.146380,0,0,0,0
0.147721,0,0,0,0
0.149260,0,0,0,0
0.150698,0,0,0,0
0.152093,0,0,0,0
0.153483,0,0,0,0
0.154869,0,0,0,0
0.156256,0,0,0,0
0.157642,0,0,0,0
0.159026,0,0,0,0
0.160539,0,0,0,0
0.161980,0,0,0,0
0.163373,0,0,0,0
0.164808,0,0,0,0
0.166195,0,0,0,0
0.167582,0,0,0,0
0.168967,0,0,0,0
0.170352,0,0,0,0
0.171868,0,0,0,0
0.173433,0,0,0,0
0.174981,0,0,0,0
0.176530,0,0,0,0
0.178080,0,0,0,0
0.179630,0,0,0,0
0.181113,0,0,0,0
0.182503,0,0,0,0
0.183906,0,0,0,0
0.185293,0,0,0,0
0.186678,0,0,0,0
0.188065,0,0,0,0
0.189577,0,0,0,0
0.191003,0,0,0,0
0.192526,0,0,0,0
0.194091,0,0,0,0
0.195641,0,0,0,0
0.197234,0,0,0,0
0.198781,0,0,0,0
0.200332,0,0,0,0
0.204857,0,0,0,0
0.208840,0,0,0,0
0.210236,0,0,0,0
0.211658,0,0,0,0
0.213082,0,0,0,0
0.214463,0,0,0,0
0.215857,0,0,0,0
0.217242,0,0,0,0
0.218626,0,0,0,0
0.220012,0,0,0,0
0.221397,0,0,0,0
0.222780,0,0,0,0
0.224167,0,0,0,0
0.225551,0,0,0,0
0.226948,0,0,0,0
0.228372,0,0,0,0
0.229757,0,0,0,0
0.231140,0,0,0,0
0.232528,0,0,0,0
0.233913,0,0,0,0
0.235297,0,0,0,0
0.236683,0,0,0,0
0.238210,0,0,0,0
0.239760,0,0,0,0
0.241309,0,0,0,0
0.242856,0,0,0,0
0.244448,0,0,0,0
0.245997,0,0,0,0
0.247628,0,0,0,0
0.249178,0,0,0,0
0.250570,0,0,0,0
0.252085,0,0,0,0
0.253633,0,0,0,0
0.255180,0,0,0,0
0.256729,0,0,0,0
0.258277,0,0,0,0
0.259841,0,0,0,0
0.261435,0,0,0,0
0.262981,0,0,0,0
0.264530,0,0,0,0
0.266078,0,0,0,0
0.267628,0,0,0,0
0.269174,0,0,0,0
0.270734,0,0,0,0
0.272178,0,0,0,0
0.273704,0,0,0,0
0.275253,0,0,0,0
0.276896,0,0,0,0
0.278445,0,0,0,0
0.279996,0,0,0,0
0.281553,0,0,0,0
0.283093,0,0,0,0
0.284691,0,0,0,0
0.286178,0,0,0,0
0.287874,0,0,0,0
0.289455,0,0,0,0
0.290872,0,0,0,0
0.292314,0,0,0,0
0.293832,0,0,0,0
0.295380,0,0,0,0
0.296985,0,0,0,0
0.298534,0,0,0,0
0.300086,0,0,0,0
0.301636,0,0,0,0
0.303200,0,0,0,0
0.304797,0,0,0,0
0.306348,0,0,0,0
0.307899,0,0,0,0
0.309448,0,0,0,0
0.310996,0,0,0,0
0.312546,0,0,0,0
0.314102,0,0,0,0
0.315753,0,0,0,0
0.317298,0,0,0,0
0.318846,0,0,0,0
0.320396,0,0,0,0
0.321944,0,0,0,0
0.323491,0,0,0,0
0.325124,0,0,0,0
0.326672,0,0,0,0
0.328222,0,0,0,0
0.329770,0,0,0,0
0.331317,0,0,0,0
0.332869,0,0,0,0
0.334415,0,0,0,0
0.335978,0,0,0,0
0.337526,0,0,0,0
0.339073,0,0,0,0
0.340665,0,0,0,0
0.342213,0,0,0,0
0.343763,0,0,0,0
0.345312,0,0,0,0
0.346873,0,0,0,0
0.348422,0,0,0,0
0.349971,0,0,0,0
0.351517,0,0,0,0
0.352930,0,0,0,0
0.354448,0,0,0,0
0.356041,0,0,0,0
0.357605,0,0,0,0
0.359151,0,0,0,0
0.360700,0,0,0,0
0.362248,0,0,0,0
0.363798,0,0,0,0
0.365348,0,0,0,0
0.366941,0,0,0,0
0.368501,0,0,0,0
0.370049,0,0,0,0
0.371598,0,0,0,0
0.373145,0,0,0,0
0.374691,0,0,0,0
0.376243,0,0,0,0
