elapsed_s,PC_US_STARVE_CYCLES_DI,PC_US_VIS_STREAMS_LOADED,PC_US_INSTANCES,PC_US_DEAD_PRIM,PC_US_SLICE_LIVE_PRIM,PC_US_3D_DRAWCALLS,PC_US_2D_DRAWCALLS,PC_US_NON_DRAWCALL_GLOBAL_EVENTS
0.001092,0,0,0,0,0,0,0,0
0.002603,0,0,0,0,0,0,0,0
0.004865,0,0,0,0,0,0,0,0
0.006520,0,0,0,0,0,0,0,0
0.007983,0,0,0,0,0,0,0,0
0.009454,0,0,0,0,0,0,0,0
0.010905,0,0,0,0,0,0,0,0
0.012747,0,0,0,0,0,0,0,0
0.014255,0,0,0,0,0,0,0,0
0.015820,0,0,0,0,0,0,0,0
0.017266,0,0,0,0,0,0,0,0
0.018741,0,0,0,0,0,0,0,0
0.020167,0,0,0,0,0,0,0,0
0.021553,0,0,0,0,0,0,0,0
0.022937,0,0,0,0,0,0,0,0
0.024314,0,0,0,0,0,0,0,0
0.025691,0,0,0,0,0,0,0,0
0.027121,0,0,0,0,0,0,0,0
0.028504,0,0,0,0,0,0,0,0
0.029885,0,0,0,0,0,0,0,0
0.031324,0,0,0,0,0,0,0,0
0.032705,0,0,0,0,0,0,0,0
0.034067,0,0,0,0,0,0,0,0
0.035430,0,0,0,0,0,0,0,0
0.036816,0,0,0,0,0,0,0,0
0.038180,0,0,0,0,0,0,0,0
0.039576,0,0,0,0,0,0,0,0
0.040942,0,0,0,0,0,0,0,0
0.042364,0,0,0,0,0,0,0,0
0.043756,0,0,0,0,0,0,0,0
0.045123,0,0,0,0,0,0,0,0
0.046538,0,0,0,0,0,0,0,0
0.047893,0,0,0,0,0,0,0,0
0.049214,0,0,0,0,0,0,0,0
0.050601,0,0,0,0,0,0,0,0
0.051934,0,0,0,0,0,0,0,0
0.053267,0,0,0,0,0,0,0,0
0.054815,0,0,0,0,0,0,0,0
0.056228,0,0,0,0,0,0,0,0
0.057641,0,0,0,0,0,0,0,0
0.059054,0,0,0,0,0,0,0,0
0.060464,0,0,0,0,0,0,0,0
0.061875,0,0,0,0,0,0,0,0
0.063301,0,0,0,0,0,0,0,0
0.064680,0,0,0,0,0,0,0,0
0.066095,0,0,0,0,0,0,0,0
0.067459,0,0,0,0,0,0,0,0
0.068925,0,0,0,0,0,0,0,0
0.070481,0,0,0,0,0,0,0,0
0.071936,0,0,0,0,0,0,0,0
0.073352,0,0,0,0,0,0,0,0
0.074723,0,0,0,0,0,0,0,0
0.076088,0,0,0,0,0,0,0,0
0.077452,0,0,0,0,0,0,0,0
0.078922,0,0,0,0,0,0,0,0
0.080344,0,0,0,0,0,0,0,22
0.081757,0,0,0,0,0,0,0,0
0.083174,0,0,0,0,0,0,0,0
0.084652,0,0,0,0,0,0,0,0
0.086065,0,0,0,0,0,0,0,0
0.087475,0,0,0,0,0,0,0,0
0.088889,0,0,0,0,0,0,0,0
0.090303,0,0,0,0,0,0,0,0
0.091766,0,0,0,0,0,0,0,0
0.093177,0,0,0,0,0,0,0,0
0.094627,0,0,0,0,0,0,0,28
0.095900,0,0,0,0,0,0,0,70
0.097141,0,0,0,0,0,0,0,65
0.098360,0,0,0,0,0,0,0,65
0.099581,0,0,0,0,0,0,0,65
0.100798,0,0,0,0,0,0,0,65
0.102014,0,0,0,0,0,0,0,65
0.103228,0,0,0,0,0,0,0,65
0.104444,0,0,0,0,0,0,0,65
0.105659,0,0,0,0,0,0,0,65
0.106874,0,0,0,0,0,0,0,65
0.108092,0,0,0,0,0,0,0,65
0.109303,0,0,0,0,0,0,0,65
0.110595,0,0,0,0,0,0,0,80
0.112315,0,0,0,0,0,0,0,85
0.113755,0,0,0,0,0,0,0,75
0.115155,0,0,0,0,0,0,0,75
0.116449,0,0,0,0,0,0,0,65
0.117718,0,0,0,0,0,0,0,70
0.118991,0,0,0,0,0,0,0,45
0.120402,0,0,0,0,0,0,0,0
0.121810,0,0,0,0,0,0,0,0
0.123242,0,0,0,0,0,0,0,0
0.124649,0,0,0,0,0,0,0,0
0.126053,0,0,0,0,0,0,0,0
0.127509,0,0,0,0,0,0,0,0
0.128915,0,0,0,0,0,0,0,0
0.130552,0,0,0,0,0,0,0,0
0.131991,0,0,0,0,0,0,0,0
0.133401,0,0,0,0,0,0,0,0
0.134808,0,0,0,0,0,0,0,0
0.136214,0,0,0,0,0,0,0,0
