elapsed_s,TSE_CLIP_VP_FMUL_4_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_5_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_WORKING_CYCLE_L2,TSE_CLIP_VP_FADD_0_WORKING_CYCLE_L3
0.001121,0,0,0,0
0.002653,0,0,0,0
0.004137,0,0,0,0
0.005682,0,0,0,0
0.007163,0,0,0,0
0.008642,0,0,0,0
0.010134,0,0,0,0
0.011612,0,0,0,0
0.013165,0,0,0,0
0.014671,0,0,0,0
0.016153,0,0,0,0
0.017669,0,0,0,0
0.019209,0,0,0,0
0.020692,0,0,0,0
0.022272,0,0,0,0
0.023693,0,0,0,0
0.025105,0,0,0,0
0.026526,0,0,0,0
0.027871,0,0,0,0
0.029391,0,0,0,0
0.030762,0,0,0,0
0.032087,0,0,0,0
0.033401,0,0,0,0
0.034714,0,0,0,0
0.036025,0,0,0,0
0.037393,0,0,0,0
0.038837,0,0,0,0
0.040189,0,0,0,0
0.041551,0,0,0,0
0.042904,0,0,0,0
0.044372,0,0,0,0
0.045838,0,0,0,0
0.047203,0,0,0,0
0.048568,0,0,0,0
0.049933,0,0,0,0
0.051299,0,0,0,0
0.052719,0,0,0,0
0.054123,0,0,0,0
0.055541,0,0,0,0
0.056934,0,0,0,0
0.058283,0,0,0,0
0.059623,0,0,0,0
0.060979,0,0,0,0
0.062334,0,0,0,0
0.063791,0,0,0,0
0.065152,0,0,0,0
0.066500,0,0,0,0
0.067840,0,0,0,0
0.069373,0,0,0,0
0.070761,0,0,0,0
0.072258,0,0,0,0
0.073638,0,0,0,0
0.075090,0,0,0,0
0.076498,0,0,0,0
0.077885,0,0,0,0
0.079270,0,0,0,0
0.080655,0,0,0,0
0.082037,0,0,0,0
0.083421,0,0,0,0
0.084804,0,0,0,0
0.086349,0,0,0,0
0.087590,0,0,0,0
0.088829,0,0,0,0
0.091940,0,0,0,0
0.093364,0,0,0,0
0.094612,0,0,0,0
0.095851,0,0,0,0
0.097143,0,0,0,0
0.098704,0,0,0,0
0.099952,0,0,0,0
0.101198,0,0,0,0
0.102445,0,0,0,0
0.103837,0,0,0,0
0.105329,0,0,0,0
0.106797,0,0,0,0
0.108183,0,0,0,0
0.109568,0,0,0,0
0.110954,0,0,0,0
0.112339,0,0,0,0
0.113735,0,0,0,0
0.115118,0,0,0,0
0.116495,0,0,0,0
0.117874,0,0,0,0
0.119254,0,0,0,0
0.120634,0,0,0,0
0.125261,0,0,0,0
0.126756,0,0,0,0
0.128138,0,0,0,0
0.129519,0,0,0,0
0.130899,0,0,0,0
0.132276,0,0,0,0
0.133784,0,0,0,0
0.135168,0,0,0,0
0.136512,0,0,0,0
0.137870,0,0,0,0
0.139210,0,0,0,0
0.140547,0,0,0,0
0.141884,0,0,0,0
0.143221,0,0,0,0
0.144557,0,0,0,0
0.145895,0,0,0,0
0.147231,0,0,0,0
0.148577,0,0,0,0
0.149971,0,0,0,0
0.151486,0,0,0,0
0.153033,0,0,0,0
0.154655,0,0,0,0
0.156201,0,0,0,0
0.157750,0,0,0,0
0.159195,0,0,0,0
0.160713,0,0,0,0
0.162144,0,0,0,0
0.163536,0,0,0,0
0.164922,0,0,0,0
0.166386,0,0,0,0
0.167771,0,0,0,0
0.169158,0,0,0,0
0.170552,0,0,0,0
0.172188,0,0,0,0
0.173741,0,0,0,0
0.175290,0,0,0,0
0.176838,0,0,0,0
0.178391,0,0,0,0
0.179938,0,0,0,0
0.181545,0,0,0,0
0.183094,0,0,0,0
0.184642,0,0,0,0
0.186191,0,0,0,0
0.187741,0,0,0,0
0.189290,0,0,0,0
0.190839,0,0,0,0
0.192400,0,0,0,0
0.193950,0,0,0,0
0.195498,0,0,0,0
0.197045,0,0,0,0
0.198699,0,0,0,0
0.200094,0,0,0,0
0.201485,0,0,0,0
0.202881,0,0,0,0
0.204267,0,0,0,0
0.205655,0,0,0,0
0.207169,0,0,0,0
0.208718,0,0,0,0
0.210318,0,0,0,0
0.211867,0,0,0,0
0.213428,0,0,0,0
0.214975,0,0,0,0
0.216521,0,0,0,0
0.218067,0,0,0,0
0.219616,0,0,0,0
0.221167,0,0,0,0
0.222731,0,0,0,0
0.224290,0,0,0,0
0.225839,0,0,0,0
0.227386,0,0,0,0
0.228933,0,0,0,0
0.230486,0,0,0,0
0.232032,0,0,0,0
0.233582,0,0,0,0
0.235020,0,0,0,0
0.236539,0,0,0,0
0.238087,0,0,0,0
0.239635,0,0,0,0
0.241184,0,0,0,0
0.242731,0,0,0,0
0.244277,0,0,0,0
0.245839,0,0,0,0
0.247386,0,0,0,0
0.248932,0,0,0,0
0.250484,0,0,0,0
0.252031,0,0,0,0
0.253580,0,0,0,0
0.255339,0,0,0,0
0.256781,0,0,0,0
0.258269,0,0,0,0
0.259656,0,0,0,0
0.261041,0,0,0,0
