elapsed_s,TSE_EDGE_SETUP_IMUL_WORKING_CYCLE_L2,TSE_RAS_INTF_WORKING_CYCLE_L1,TSE_LRZ_Z_INTF_WORKING_CYCLE_L1,TSE_LRZ_BARY_INTF_WORKING_CYCLE_L1
0.001093,0,0,0,0
0.002641,0,0,0,0
0.004059,0,0,0,0
0.005486,0,0,0,0
0.006899,0,0,0,0
0.008314,0,0,0,0
0.009808,0,0,0,0
0.011200,0,0,0,0
0.012592,0,0,0,0
0.013982,0,0,0,0
0.015509,0,0,0,0
0.016950,0,0,0,0
0.018407,0,0,0,0
0.019780,0,0,0,0
0.021135,0,0,0,0
0.022545,0,0,0,0
0.023893,0,0,0,0
0.025242,0,0,0,0
0.026593,0,0,0,0
0.027885,0,0,0,0
0.029174,0,0,0,0
0.030584,0,0,0,0
0.031878,0,0,0,0
0.033168,0,0,0,0
0.034458,0,0,0,0
0.035749,0,0,0,0
0.037038,0,0,0,0
0.038368,0,0,0,0
0.039623,0,0,0,0
0.040881,0,0,0,0
0.042151,0,0,0,0
0.043405,0,0,0,0
0.044660,0,0,0,0
0.045935,0,0,0,0
0.047274,0,0,0,0
0.048612,0,0,0,0
0.050030,0,0,0,0
0.051529,0,0,0,0
0.052840,0,0,0,0
0.054148,0,0,0,0
0.055457,0,0,0,0
0.056822,0,0,0,0
0.058258,0,0,0,0
0.059625,0,0,0,0
0.060992,0,0,0,0
0.062388,0,0,0,0
0.063725,0,0,0,0
0.065063,24,0,0,693
0.066297,0,0,0,0
0.067695,0,0,0,0
0.068982,0,0,0,0
0.070417,0,0,0,0
0.071673,0,0,0,0
0.072956,0,0,0,0
0.074226,0,0,0,0
0.075591,0,0,0,0
0.076847,0,0,0,0
0.078197,0,0,0,0
0.079619,0,0,0,0
0.081006,0,0,0,0
0.082410,225,0,0,6080
0.083674,399,0,0,9207
0.084917,378,0,0,9325
0.086688,564,0,0,13215
0.087930,381,0,0,9016
0.089171,378,0,0,9329
0.090460,417,0,0,9708
0.091704,381,0,0,9018
0.092947,396,0,0,9514
0.094191,381,0,0,9016
0.095433,378,0,0,9330
0.096675,462,0,0,10710
0.098172,399,0,0,9514
0.099549,321,0,0,7674
0.100830,0,0,0,0
0.102211,0,0,0,0
0.103593,0,0,0,0
0.105024,0,0,0,0
0.106481,0,0,0,0
0.107870,0,0,0,0
0.109390,0,0,0,0
0.110786,0,0,0,0
0.112167,0,0,0,0
0.113548,0,0,0,0
0.114927,0,0,0,0
0.116306,0,0,0,0
0.117686,0,0,0,0
