elapsed_s,TSE_FE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_FE_VP_OUT_IS_NAN,TSE_FE_EXCLUDED_PRIM,TSE_FE_EARLY_CULL_CLIPPED_PRIM
0.001142,0,0,0,0
0.002595,0,0,0,0
0.004019,0,0,0,0
0.005442,0,0,0,0
0.006858,0,0,0,0
0.008272,0,0,0,0
0.009722,0,0,0,0
0.011136,0,0,0,0
0.012550,0,0,0,0
0.013965,0,0,0,0
0.015402,0,0,0,0
0.016886,0,0,0,0
0.018321,0,0,0,0
0.019711,0,0,0,0
0.021116,0,0,0,0
0.022513,0,0,0,0
0.024071,0,0,0,0
0.025588,0,0,0,0
0.026947,0,0,0,0
0.028295,0,0,0,0
0.029668,0,0,0,0
0.031026,0,0,0,0
0.032373,0,0,0,0
0.033723,0,0,0,0
0.035012,0,0,0,0
0.036302,0,0,0,0
0.037623,0,0,0,0
0.038914,0,0,0,0
0.040203,0,0,0,0
0.041601,0,0,0,0
0.042890,0,0,0,0
0.044181,0,0,0,0
0.045481,0,0,0,0
0.046772,0,0,0,0
0.048061,0,0,0,0
0.049364,0,0,0,0
0.050618,0,0,0,0
0.051876,0,0,0,0
0.053150,0,0,0,0
0.054551,0,0,0,0
0.056097,0,0,0,0
0.057513,0,0,0,0
0.058868,0,0,0,0
0.060214,0,0,0,0
0.061565,0,0,0,0
0.062996,0,0,0,0
0.064340,0,0,0,0
0.065769,0,0,0,0
0.067262,0,0,0,0
0.068912,0,0,0,0
0.070340,0,0,0,0
0.071765,0,0,0,0
0.073200,0,0,0,0
0.074619,0,0,0,0
0.076036,0,0,0,0
0.077456,0,0,0,0
0.078877,0,0,0,0
0.080529,0,0,0,0
0.081940,0,0,0,0
0.083180,0,0,0,0
0.084483,0,0,0,0
0.087598,0,0,0,0
0.089953,0,0,0,0
0.091194,0,0,0,0
0.092814,0,0,0,0
0.094058,0,0,0,0
0.095492,0,0,0,0
0.096739,0,0,0,0
0.098158,0,0,0,0
0.099435,0,0,0,0
0.100780,0,0,0,0
0.102143,0,0,0,0
0.103488,0,0,0,0
0.104833,0,0,0,0
0.106180,0,0,0,0
0.107523,0,0,0,0
0.108867,0,0,0,0
0.110228,0,0,0,0
0.111571,0,0,0,0
0.114173,0,0,0,0
0.116102,0,0,0,0
0.117704,0,0,0,0
0.119082,0,0,0,0
0.120456,0,0,0,0
0.121833,0,0,0,0
0.123218,0,0,0,0
0.124598,0,0,0,0
0.125981,0,0,0,0
0.127548,0,0,0,0
0.129006,0,0,0,0
0.130385,0,0,0,0
0.131773,0,0,0,0
0.133153,0,0,0,0
0.134533,0,0,0,0
