elapsed_s,TSE_NEVER_COUNT,TSE_BE_BUSY_CYCLES,TSE_BE_CLIPPING_CYCLES,TSE_BE_STALL_CYCLES_RAS
0.001093,0,0,0,0
0.002558,0,0,0,0
0.003987,0,0,0,0
0.005963,0,0,0,0
0.007971,0,0,0,0
0.009410,0,0,0,0
0.010890,0,0,0,0
0.012307,0,0,0,0
0.013720,0,0,0,0
0.015134,0,0,0,0
0.016550,0,0,0,0
0.018017,0,0,0,0
0.019531,0,0,0,0
0.020917,0,0,0,0
0.022292,0,0,0,0
0.023731,0,0,0,0
0.025110,0,0,0,0
0.026483,0,0,0,0
0.027862,0,0,0,0
0.029235,0,0,0,0
0.030621,0,0,0,0
0.031990,0,0,0,0
0.033356,0,0,0,0
0.034785,0,0,0,0
0.036217,0,0,0,0
0.037608,0,0,0,0
0.038985,0,0,0,0
0.040355,0,0,0,0
0.041739,0,0,0,0
0.043150,0,0,0,0
0.044499,0,0,0,0
0.045847,0,0,0,0
0.047196,0,0,0,0
0.048541,0,0,0,0
0.049886,0,0,0,0
0.051279,0,0,0,0
0.052689,0,0,0,0
0.054043,0,0,0,0
0.055396,0,0,0,0
0.056747,0,0,0,0
0.058095,0,0,0,0
0.059595,0,0,0,0
0.060893,0,0,0,0
0.062184,0,0,0,0
0.063588,0,0,0,0
0.064884,0,0,0,0
0.066174,0,0,0,0
0.067506,0,0,0,0
0.068799,0,0,0,0
0.070088,0,0,0,0
0.071379,0,0,0,0
0.072669,0,0,0,0
0.073974,0,0,0,0
0.075261,0,0,0,0
0.076565,0,0,0,0
0.077877,0,0,0,0
0.079188,0,0,0,0
0.080555,0,0,0,0
0.081810,0,0,0,0
0.083222,0,0,0,0
0.084591,0,0,0,0
0.085846,0,0,0,0
0.087150,0,0,0,0
0.088576,0,483,0,24
0.089722,0,0,0,0
0.091143,0,0,0,0
0.092539,0,0,0,0
0.093829,0,0,0,0
0.095172,0,0,0,0
0.096464,0,0,0,0
0.097753,0,0,0,0
0.099093,0,0,0,0
0.100383,0,0,0,0
0.101673,0,0,0,0
0.103013,0,0,0,0
0.104466,0,5919,0,210
0.105683,0,6426,0,216
0.106874,0,6426,0,216
0.108012,0,6069,0,204
0.109148,0,5922,0,204
0.110284,0,6069,0,198
0.111421,0,5859,0,204
0.112557,0,6069,0,198
0.113694,0,6069,0,204
0.114830,0,6069,0,204
0.115967,0,6069,0,204
0.117102,0,5922,0,204
0.118238,0,6069,0,198
0.119375,0,6069,0,204
0.120512,0,5859,0,204
0.121697,0,2250,0,72
0.123158,0,0,0,0
0.124605,0,0,0,0
0.126009,0,0,0,0
0.127400,0,0,0,0
0.128785,0,0,0,0
0.130168,0,0,0,0
0.131563,0,0,0,0
0.132955,0,0,0,0
0.134336,0,0,0,0
0.135712,0,0,0,0
0.137092,0,0,0,0
0.138477,0,0,0,0
0.139848,0,0,0,0
0.141188,0,0,0,0
0.142584,0,0,0,0
0.144311,0,0,0,0
0.145651,0,0,0,0
0.146992,0,0,0,0
0.148331,0,0,0,0
0.149671,0,0,0,0
0.151104,0,0,0,0
0.152445,0,0,0,0
0.153783,0,0,0,0
0.155133,0,0,0,0
0.156433,0,0,0,0
