elapsed_s,TSE_BE_STALL_CYCLES_LRZ_BARYPLANE,TSE_BE_STALL_CYCLES_LRZ_ZPLANE,TSE_BE_STARVE_CYCLES_PC,TSE_BE_INPUT_PRIM
0.001219,0,0,0,0
0.002849,0,0,0,0
0.004400,0,0,0,0
0.006051,0,0,0,0
0.007528,0,0,0,0
0.009030,0,0,0,0
0.010507,0,0,0,0
0.011948,0,0,0,0
0.013414,0,0,0,0
0.014891,0,0,0,0
0.016502,0,0,0,0
0.018028,0,0,0,0
0.019489,0,0,0,0
0.021005,0,0,0,0
0.022406,0,0,0,0
0.023799,0,0,0,0
0.025192,0,0,0,0
0.026585,0,0,0,0
0.028169,0,0,0,0
0.029657,0,0,0,0
0.031004,0,0,0,0
0.032343,0,0,0,0
0.033752,0,0,0,0
0.035169,0,0,0,0
0.036625,0,0,0,0
0.037963,0,0,0,0
0.039279,0,0,0,0
0.040712,0,0,0,0
0.042090,0,0,0,0
0.043454,0,0,0,0
0.044821,0,0,0,0
0.046209,0,0,0,0
0.047589,0,0,0,0
0.048971,0,0,0,0
0.050369,0,0,0,0
0.051776,0,0,0,0
0.053628,0,0,0,0
0.055037,0,0,0,0
0.056430,0,0,0,0
0.057837,0,0,0,0
0.059227,0,0,0,0
0.060611,0,0,0,0
0.062062,0,0,3006,0
0.063610,0,0,0,0
0.064998,0,0,0,0
0.066383,0,0,0,0
0.067765,0,0,0,0
0.069188,0,0,0,0
0.070568,0,0,0,0
0.071979,0,0,690,0
0.073693,0,0,3996,0
0.074931,0,0,4107,0
0.076170,0,0,4107,0
0.077453,0,0,4218,0
0.078691,0,0,4107,0
0.079928,0,0,4107,0
0.081167,0,0,3996,0
0.082407,0,0,4107,0
0.084613,0,0,7992,0
0.086075,0,0,4107,0
0.087320,0,0,4107,0
0.088566,0,0,4551,0
0.090038,0,0,3276,0
0.091310,0,0,0,0
0.092698,0,0,0,0
0.094135,0,0,0,0
0.095521,0,0,0,0
0.096917,0,0,0,0
0.098304,0,0,0,0
0.099689,0,0,0,0
0.101350,0,0,0,0
0.102734,0,0,0,0
0.104112,0,0,0,0
0.105492,0,0,0,0
0.106873,0,0,0,0
0.108253,0,0,0,0
0.112546,0,0,0,0
0.114002,0,0,0,0
0.115385,0,0,0,0
0.117358,0,0,0,0
0.118716,0,0,0,0
0.120071,0,0,0,0
0.121428,0,0,0,0
0.122784,0,0,0,0
0.124153,0,0,0,0
0.125549,0,0,0,0
0.126951,0,0,0,0
0.128341,0,0,0,0
0.129726,0,0,0,0
0.131105,0,0,0,0
0.132496,0,0,0,0
0.134018,0,0,0,0
0.135541,0,0,0,0
0.137094,0,0,0,0
0.138645,0,0,0,0
0.140194,0,0,0,0
0.141750,0,0,0,0
0.143298,0,0,0,0
0.144850,0,0,0,0
0.146405,0,0,0,0
0.147945,0,0,0,0
0.149444,0,0,0,0
0.150843,0,0,0,0
0.152227,0,0,0,0
0.153682,0,0,0,0
0.155069,0,0,0,0
0.156466,0,0,0,0
0.157888,0,0,0,0
0.159401,0,0,0,0
0.160951,0,0,0,0
0.162509,0,0,0,0
0.164083,0,0,0,0
0.165676,0,0,0,0
0.167116,0,0,0,0
0.168639,0,0,0,0
0.170189,0,0,0,0
0.171738,0,0,0,0
0.173334,0,0,0,0
0.174885,0,0,0,0
0.176434,0,0,0,0
0.178010,0,0,0,0
0.179403,0,0,0,0
0.180964,0,0,0,0
0.182514,0,0,0,0
0.184063,0,0,0,0
0.185613,0,0,0,0
0.187163,0,0,0,0
0.188729,0,0,0,0
0.190324,0,0,0,0
0.191873,0,0,0,0
0.193422,0,0,0,0
0.194973,0,0,0,0
0.196525,0,0,0,0
0.198075,0,0,0,0
0.199637,0,0,0,0
0.201189,0,0,0,0
0.202740,0,0,0,0
0.204288,0,0,0,0
0.205946,0,0,0,0
0.207339,0,0,0,0
0.208855,0,0,0,0
0.210419,0,0,0,0
0.211968,0,0,0,0
0.213562,0,0,0,0
0.215113,0,0,0,0
0.216666,0,0,0,0
0.218217,0,0,0,0
0.219767,0,0,0,0
0.221375,0,0,0,0
0.222925,0,0,0,0
0.224477,0,0,0,0
0.226027,0,0,0,0
0.227576,0,0,0,0
0.229172,0,0,0,0
0.230724,0,0,0,0
0.232287,0,0,0,0
0.233753,0,0,0,0
0.235144,0,0,0,0
0.236663,0,0,0,0
0.238216,0,0,0,0
0.239765,0,0,0,0
0.241316,0,0,0,0
0.242871,0,0,0,0
0.244412,0,0,0,0
0.245844,0,0,0,0
0.247238,0,0,0,0
0.248627,0,0,0,0
0.250014,0,0,0,0
0.251399,0,0,0,0
0.252796,0,0,0,0
0.254217,0,0,0,0
0.255730,0,0,0,0
0.257281,0,0,0,0
0.258829,0,0,0,0
0.260377,0,0,0,0
0.262052,0,0,0,0
0.263615,0,0,0,0
0.265164,0,0,0,0
0.266713,0,0,0,0
0.268261,0,0,0,0
0.269813,0,0,0,0
0.271361,0,0,0,0
0.272910,0,0,0,0
