elapsed_s,TSE_REG_PROGRAMMING_ONLY_CYCLE_L0,TSE_COMMON_RAM_WORKING_CYCLE_L2,TSE_COMMON_RAM_RD_WORKING_CYCLE_L3,TSE_COMMON_RAM_WR_WORKING_CYCLE_L3
0.001189,0,0,0,0
0.002638,0,0,0,0
0.004056,0,0,0,0
0.005517,0,0,0,0
0.006948,0,0,0,0
0.008368,0,0,0,0
0.009809,0,0,0,0
0.011224,0,0,0,0
0.012637,0,0,0,0
0.014193,0,0,0,0
0.015586,0,0,0,0
0.017006,0,0,0,0
0.018398,0,0,0,0
0.019761,0,0,0,0
0.021110,0,0,0,0
0.022502,0,0,0,0
0.023853,0,0,0,0
0.025263,0,0,0,0
0.026645,0,0,0,0
0.028007,0,0,0,0
0.029411,0,0,0,0
0.030711,0,0,0,0
0.032000,0,0,0,0
0.033287,0,0,0,0
0.034544,0,0,0,0
0.035804,0,0,0,0
0.037110,0,0,0,0
0.038382,0,0,0,0
0.039638,0,0,0,0
0.040898,0,0,0,0
0.042244,0,0,0,0
0.043586,0,0,0,0
0.044936,0,0,0,0
0.046870,0,0,0,0
0.048281,0,0,0,0
0.049666,0,0,0,0
0.051067,0,0,0,0
0.052485,0,0,0,0
0.054243,0,0,0,0
0.055645,0,0,0,0
0.057049,0,0,0,0
0.058438,0,0,0,0
0.059821,0,0,0,0
0.061427,0,0,0,0
0.062712,0,0,0,0
0.064110,0,0,0,0
0.065498,0,0,0,0
0.066882,0,0,0,0
0.068265,0,0,0,0
0.069686,0,0,0,0
0.071067,0,0,0,0
0.072669,0,0,0,0
0.073907,0,0,0,0
0.075144,0,0,0,0
0.076382,0,0,0,0
0.077667,0,0,0,0
0.078906,0,0,0,0
0.080145,0,0,0,0
0.081386,0,0,0,0
0.082630,0,0,0,0
0.083874,0,0,0,0
0.085119,0,0,0,0
0.086364,0,0,0,0
0.087609,0,0,0,0
0.089003,0,0,0,0
0.090208,0,0,0,0
0.091595,0,0,0,0
0.092991,0,0,0,0
0.094379,0,0,0,0
0.095766,0,0,0,0
0.097286,0,0,0,0
0.098744,0,0,0,0
0.100146,0,0,0,0
0.101536,0,0,0,0
0.103084,0,0,0,0
0.104465,0,0,0,0
0.109071,0,0,0,0
0.110648,0,0,0,0
0.112001,0,0,0,0
0.113396,0,0,0,0
0.114826,0,0,0,0
0.116205,0,0,0,0
0.117624,0,0,0,0
0.119101,0,0,0,0
0.120480,0,0,0,0
0.121875,0,0,0,0
0.123255,0,0,0,0
