elapsed_s,TSE_FE_STARVE_CYCLES_PC,TSE_FE_INPUT_PRIM,TSE_FE_INPUT_NULL_PRIM,TSE_FE_TRIVAL_REJ_PRIM
0.001092,0,0,0,0
0.002540,0,0,0,0
0.003957,0,0,0,0
0.005376,0,0,0,0
0.006791,0,0,0,0
0.008206,0,0,0,0
0.009633,0,0,0,0
0.011050,0,0,0,0
0.012509,0,0,0,0
0.013923,0,0,0,0
0.015338,0,0,0,0
0.017071,0,0,0,0
0.018552,0,0,0,0
0.020011,0,0,0,0
0.021390,0,0,0,0
0.022764,0,0,0,0
0.024138,0,0,0,0
0.025511,0,0,0,0
0.026884,0,0,0,0
0.028304,0,0,0,0
0.029678,0,0,0,0
0.031064,0,0,0,0
0.032483,0,0,0,0
0.033851,0,0,0,0
0.035218,0,0,0,0
0.036585,0,0,0,0
0.037957,0,0,0,0
0.039329,0,0,0,0
0.040787,0,0,0,0
0.042165,0,0,0,0
0.043532,0,0,0,0
0.044995,0,0,0,0
0.046339,0,0,0,0
0.047726,0,0,0,0
0.049150,0,0,0,0
0.050544,0,0,0,0
0.051893,0,0,0,0
0.053300,0,0,0,0
0.054661,0,0,0,0
0.056061,0,0,0,0
0.057412,0,0,0,0
0.058762,0,0,0,0
0.060199,0,0,0,0
0.061532,0,0,0,0
0.062863,0,0,0,0
0.064202,0,0,0,0
0.065530,0,0,0,0
0.066856,0,0,0,0
0.068232,0,0,0,0
0.069563,0,0,0,0
0.070895,0,0,0,0
0.072227,0,0,0,0
0.073555,0,0,0,0
0.074891,0,0,0,0
0.076305,0,0,0,0
0.077709,0,0,0,0
0.079000,0,0,0,0
0.080292,0,0,0,0
0.081591,0,0,0,0
0.082881,0,0,0,0
0.084172,0,0,0,0
0.085465,0,0,0,0
0.086772,0,0,0,0
0.088123,0,0,0,0
0.089459,0,0,0,0
0.090755,0,0,0,0
0.092119,0,0,0,0
0.093409,0,0,0,0
0.094701,0,0,0,0
0.096058,0,0,0,0
0.097357,0,0,0,0
0.098647,0,0,0,0
0.099938,0,0,0,0
0.101234,69,0,0,0
0.102638,0,0,0,0
0.103978,0,0,0,0
0.105266,0,0,0,0
0.106565,0,0,0,0
0.107881,0,0,0,0
0.109192,0,0,0,0
0.110482,0,0,0,0
0.112032,0,0,0,0
0.113444,0,0,0,0
0.114796,0,0,0,0
0.116143,0,0,0,0
0.117505,1290,0,0,0
0.118702,3933,0,0,0
0.119964,4275,0,0,0
0.121231,4152,0,0,0
0.122476,4170,0,0,0
0.123719,4152,0,0,0
0.124973,4170,0,0,0
0.126217,4150,0,0,0
0.127459,4161,0,0,0
0.128701,4152,0,0,0
0.129941,4050,0,0,0
0.131180,4275,0,0,0
0.132422,4050,0,0,0
0.133665,4164,0,0,0
0.134948,2817,0,0,0
0.136384,0,0,0,0
0.137760,0,0,0,0
0.139130,0,0,0,0
0.140573,0,0,0,0
0.141931,0,0,0,0
0.143276,0,0,0,0
0.144620,0,0,0,0
0.145967,0,0,0,0
0.147308,0,0,0,0
0.148648,0,0,0,0
0.149990,0,0,0,0
0.151330,0,0,0,0
0.153633,0,0,0,0
0.154975,0,0,0,0
0.156354,0,0,0,0
0.157681,0,0,0,0
0.159010,0,0,0,0
0.160338,0,0,0,0
0.161666,0,0,0,0
0.162995,0,0,0,0
0.164321,0,0,0,0
0.165647,0,0,0,0
0.166977,0,0,0,0
0.168303,0,0,0,0
0.169629,0,0,0,0
0.170954,0,0,0,0
0.172312,0,0,0,0
0.173691,0,0,0,0
0.175070,0,0,0,0
0.176450,0,0,0,0
0.177844,0,0,0,0
0.179229,0,0,0,0
0.180618,0,0,0,0
0.181999,0,0,0,0
0.183379,0,0,0,0
0.184853,0,0,0,0
0.186358,0,0,0,0
0.187923,0,0,0,0
0.189394,0,0,0,0
0.190789,0,0,0,0
0.192178,0,0,0,0
0.193566,0,0,0,0
0.194951,0,0,0,0
0.196336,0,0,0,0
0.197850,0,0,0,0
0.199397,0,0,0,0
0.200962,0,0,0,0
0.202510,0,0,0,0
0.204060,0,0,0,0
0.205610,0,0,0,0
0.207157,0,0,0,0
0.208707,0,0,0,0
0.210257,0,0,0,0
0.211820,0,0,0,0
0.213369,0,0,0,0
0.214917,0,0,0,0
0.216467,0,0,0,0
0.218017,0,0,0,0
0.219564,0,0,0,0
0.221118,0,0,0,0
0.222556,0,0,0,0
0.224078,0,0,0,0
0.225626,0,0,0,0
0.227172,0,0,0,0
0.228720,0,0,0,0
0.230269,0,0,0,0
0.231818,0,0,0,0
0.233378,0,0,0,0
0.234925,0,0,0,0
0.236519,0,0,0,0
0.238067,0,0,0,0
0.239853,0,0,0,0
0.241392,0,0,0,0
0.242901,0,0,0,0
0.244330,0,0,0,0
0.245843,0,0,0,0
0.247383,0,0,0,0
0.249036,0,0,0,0
0.250586,0,0,0,0
0.252182,0,0,0,0
0.253733,0,0,0,0
0.255298,0,0,0,0
0.256720,0,0,0,0
0.258111,0,0,0,0
0.259496,0,0,0,0
0.260881,0,0,0,0
0.262330,0,0,0,0
0.263768,0,0,0,0
0.265170,0,0,0,0
0.266557,0,0,0,0
0.267945,0,0,0,0
0.269371,0,0,0,0
0.270886,0,0,0,0
0.272438,0,0,0,0
0.273990,0,0,0,0
0.275552,0,0,0,0
0.277107,0,0,0,0
0.278656,0,0,0,0
0.280208,0,0,0,0
0.281759,0,0,0,0
0.283306,0,0,0,0
0.284770,0,0,0,0
0.286299,0,0,0,0
0.287850,0,0,0,0
0.289399,0,0,0,0
0.290948,0,0,0,0
0.292499,0,0,0,0
0.294048,0,0,0,0
0.295596,0,0,0,0
0.297162,0,0,0,0
0.298711,0,0,0,0
0.300304,0,0,0,0
0.301855,0,0,0,0
0.303402,0,0,0,0
0.304955,0,0,0,0
0.306503,0,0,0,0
0.308068,0,0,0,0
0.309617,0,0,0,0
0.311166,0,0,0,0
0.312715,0,0,0,0
0.314263,0,0,0,0
0.315812,0,0,0,0
0.317404,0,0,0,0
0.318966,0,0,0,0
0.320517,0,0,0,0
0.322067,0,0,0,0
0.323615,0,0,0,0
0.325026,0,0,0,0
0.326416,0,0,0,0
0.327933,0,0,0,0
0.329494,0,0,0,0
0.331042,0,0,0,0
0.332634,0,0,0,0
0.334183,0,0,0,0
0.335734,0,0,0,0
0.337282,0,0,0,0
0.338828,0,0,0,0
0.340394,0,0,0,0
0.341943,0,0,0,0
0.343535,0,0,0,0
0.345125,0,0,0,0
0.346672,0,0,0,0
0.348267,0,0,0,0
0.349817,0,0,0,0
0.351379,0,0,0,0
0.352932,0,0,0,0
0.354480,0,0,0,0
0.356031,0,0,0,0
0.357458,0,0,0,0
0.358981,0,0,0,0
0.360529,0,0,0,0
0.362093,0,0,0,0
0.363639,0,0,0,0
0.365156,0,0,0,0
0.366547,0,0,0,0
0.368065,0,0,0,0
0.369614,0,0,0,0
0.371046,0,0,0,0
0.372583,0,0,0,0
0.374132,0,0,0,0
0.375735,0,0,0,0
0.377282,0,0,0,0
0.378830,0,0,0,0
0.380425,0,0,0,0
0.381975,0,0,0,0
0.383535,0,0,0,0
0.385089,0,0,0,0
0.386637,0,0,0,0
0.388188,0,0,0,0
0.389737,0,0,0,0
0.391284,0,0,0,0
0.392833,0,0,0,0
0.394395,0,0,0,0
0.395945,0,0,0,0
0.397540,0,0,0,0
0.399087,0,0,0,0
0.400637,0,0,0,0
0.402186,0,0,0,0
0.403736,0,0,0,0
0.405299,0,0,0,0
0.406847,0,0,0,0
0.408398,0,0,0,0
0.409947,0,0,0,0
0.411495,0,0,0,0
0.412993,0,0,0,0
0.414406,0,0,0,0
0.415933,0,0,0,0
0.417481,0,0,0,0
0.419030,0,0,0,0
0.420579,0,0,0,0
0.422128,0,0,0,0
0.423731,0,0,0,0
0.425400,0,0,0,0
0.426840,0,0,0,0
0.428278,0,0,0,0
0.429669,0,0,0,0
0.431057,0,0,0,0
0.432445,0,0,0,0
0.433833,0,0,0,0
0.435411,0,0,0,0
0.436980,0,0,0,0
0.438529,0,0,0,0
0.440082,0,0,0,0
0.441632,0,0,0,0
0.443181,0,0,0,0
0.444776,0,0,0,0
0.446317,0,0,0,0
0.447791,0,0,0,0
0.449210,0,0,0,0
0.450609,0,0,0,0
0.452055,0,0,0,0
0.453444,0,0,0,0
0.454833,0,0,0,0
0.457810,0,0,0,0
0.459339,0,0,0,0
0.460944,0,0,0,0
0.462493,0,0,0,0
0.464044,0,0,0,0
0.465596,0,0,0,0
0.467144,0,0,0,0
0.468694,0,0,0,0
0.470260,0,0,0,0
0.471812,0,0,0,0
0.473363,0,0,0,0
0.474913,0,0,0,0
