elapsed_s,HLSQ_STPROC_L0_INS_LATENCY_CYCLE,HLSQ_STPROC_DPS_RUN_COUNT,HLSQ_STPROC_DPS_RUN_CYCLE,HLSQ_VSDP_BR_QUERY_REQ,HLSQ_VSDP_BV_QUERY_REQ,HLSQ_VSDP_BR_QUERY_REQ_WHEN_BV_PENDING
0.001262,0,0,0,0,0,0
0.002488,0,0,0,0,0,0
0.003665,0,0,0,0,0,0
0.004839,0,0,0,0,0,0
0.006017,0,0,0,0,0,0
0.007190,0,0,0,0,0,0
0.008600,0,0,0,0,0,0
0.009829,0,0,0,0,0,0
0.011097,0,0,0,0,0,0
0.012246,0,0,0,0,0,0
0.013437,0,0,0,0,0,0
0.014689,0,0,0,0,0,0
0.015948,0,0,0,0,0,0
0.017191,0,0,0,0,0,0
0.018436,0,0,0,0,0,0
0.019708,0,0,0,0,0,0
0.021035,0,0,0,0,0,0
0.022286,0,0,0,0,0,0
0.023411,0,0,0,0,0,0
0.024544,0,0,0,0,0,0
0.025785,0,0,0,0,0,0
0.027067,0,0,0,0,0,0
0.028300,0,0,0,0,0,0
0.029535,0,0,0,0,0,0
0.030769,0,0,0,0,0,0
0.032004,0,0,0,0,0,0
0.033238,0,0,0,0,0,0
0.034474,0,0,0,0,0,0
0.035709,0,0,0,0,0,0
0.037003,0,0,0,0,0,0
0.038245,0,0,0,0,0,0
0.039494,0,0,0,0,0,0
0.040730,0,0,0,0,0,0
0.041966,0,0,0,0,0,0
0.043235,0,0,0,0,0,0
0.044471,0,0,0,0,0,0
0.045708,0,0,0,0,0,0
0.046944,0,0,0,0,0,0
0.048193,0,0,0,0,0,0
0.049458,0,0,0,0,0,0
0.050645,0,0,0,0,0,0
0.051921,0,0,0,0,0,0
0.053087,0,0,0,0,0,0
0.054283,0,0,0,0,0,0
0.055518,0,0,0,0,0,0
0.056711,0,0,0,0,0,0
0.057949,0,0,0,0,0,0
0.059239,0,0,0,0,0,0
0.060479,0,0,0,0,0,0
0.061668,0,0,0,0,0,0
0.062904,0,0,0,0,0,0
0.064038,0,0,0,0,0,0
0.065282,0,0,0,0,0,0
0.066472,0,0,0,0,0,0
0.067658,0,0,0,0,0,0
0.068894,0,0,0,0,0,0
0.070089,0,0,0,0,0,0
0.071275,0,0,0,0,0,0
0.072460,0,0,0,0,0,0
0.073646,0,0,0,0,0,0
0.074883,0,0,0,0,0,0
0.076145,0,0,0,0,0,0
0.077407,0,0,0,0,0,0
0.078644,0,0,0,0,0,0
0.079881,0,0,0,0,0,0
0.081174,0,0,0,0,0,0
0.082360,0,0,0,0,0,0
0.083550,0,0,0,0,0,0
0.084734,0,0,0,0,0,0
0.085920,0,0,0,0,0,0
0.087161,0,0,0,0,0,0
0.088348,0,0,0,0,0,0
0.089654,0,0,0,0,0,0
0.091209,0,0,0,0,0,0
0.092461,0,0,0,0,0,0
0.093612,0,0,0,0,0,0
0.094753,0,0,0,0,0,0
0.095961,0,0,0,0,0,0
0.097120,0,0,0,0,0,0
0.098272,0,0,0,0,0,0
0.099617,0,0,0,0,0,0
0.100927,0,0,0,0,0,0
0.102264,0,0,0,0,0,0
0.103632,0,0,0,0,0,0
0.105174,0,0,0,0,0,0
0.106474,0,0,0,0,0,0
0.107763,0,0,0,0,0,0
0.109107,0,0,0,0,0,0
0.110282,0,0,0,0,0,0
0.111513,0,0,0,0,0,0
0.113058,0,0,0,0,0,0
0.114275,0,0,0,0,0,0
0.115596,0,0,0,0,0,0
0.116958,0,0,0,0,0,0
0.118131,0,0,0,0,0,0
0.119328,0,0,0,0,0,0
0.120498,0,0,0,0,0,0
0.124129,0,0,0,0,0,0
0.125308,0,0,0,0,0,0
0.126485,0,0,0,0,0,0
0.127659,0,0,0,0,0,0
0.129087,0,0,0,0,0,0
0.130270,0,0,0,0,0,0
0.131442,0,0,0,0,0,0
0.132739,0,0,0,0,0,0
0.133894,0,0,0,0,0,0
0.135069,0,0,0,0,0,0
0.136250,0,0,0,0,0,0
0.137550,0,0,0,0,0,0
0.138875,0,0,0,0,0,0
0.140054,0,0,0,0,0,0
0.141481,0,0,0,0,0,0
0.142911,0,0,0,0,0,0
0.144803,0,0,0,0,0,0
0.146787,0,0,0,0,0,0
0.148011,0,0,0,0,0,0
0.149182,0,0,0,0,0,0
0.150586,0,0,0,0,0,0
0.151766,0,0,0,0,0,0
0.152939,0,0,0,0,0,0
0.154131,0,0,0,0,0,0
0.155306,0,0,0,0,0,0
0.156668,0,0,0,0,0,0
0.157920,0,0,0,0,0,0
0.159098,0,0,0,0,0,0
0.160266,0,0,0,0,0,0
0.161434,0,0,0,0,0,0
0.162600,0,0,0,0,0,0
0.164079,0,0,0,0,0,0
0.165259,0,0,0,0,0,0
0.166655,0,0,0,0,0,0
0.167828,0,0,0,0,0,0
0.169082,0,0,0,0,0,0
0.170252,0,0,0,0,0,0
0.171476,0,0,0,0,0,0
0.172650,0,0,0,0,0,0
0.173819,0,0,0,0,0,0
0.174988,0,0,0,0,0,0
0.176161,0,0,0,0,0,0
0.177649,0,0,0,0,0,0
0.178819,0,0,0,0,0,0
0.179997,0,0,0,0,0,0
0.181169,0,0,0,0,0,0
0.182346,0,0,0,0,0,0
0.183618,0,0,0,0,0,0
0.184790,0,0,0,0,0,0
0.185969,0,0,0,0,0,0
0.187197,0,0,0,0,0,0
0.188371,0,0,0,0,0,0
0.189557,0,0,0,0,0,0
0.190733,0,0,0,0,0,0
0.192064,0,0,0,0,0,0
0.193239,0,0,0,0,0,0
0.194543,0,0,0,0,0,0
0.195773,0,0,0,0,0,0
0.197012,0,0,0,0,0,0
0.198390,0,0,0,0,0,0
0.199566,0,0,0,0,0,0
0.200742,0,0,0,0,0,0
0.202146,0,0,0,0,0,0
0.203322,0,0,0,0,0,0
0.204535,0,0,0,0,0,0
0.205840,0,0,0,0,0,0
0.207017,0,0,0,0,0,0
0.208186,0,0,0,0,0,0
0.209580,0,0,0,0,0,0
0.210755,0,0,0,0,0,0
0.212260,0,0,0,0,0,0
0.213435,0,0,0,0,0,0
0.214613,0,0,0,0,0,0
0.215790,0,0,0,0,0,0
0.217036,0,0,0,0,0,0
0.218255,0,0,0,0,0,0
0.219478,0,0,0,0,0,0
