elapsed_s,HLSQ_LPAC_S2W_CYCLES_SP,HLSQ_BV_S2W_CYCLES_SP,HLSQ_L2STC_REQ_HLSQ,HLSQ_L2STC_REQ_HLSQ_HIT,HLSQ_L2STC_REQ_SP,HLSQ_L2STC_REQ_SP_HIT
0.001072,0,0,0,0,0,0
0.002384,0,0,0,0,0,0
0.003554,0,0,0,0,0,0
0.004837,0,0,0,0,0,0
0.005965,0,0,0,0,0,0
0.007063,0,0,0,0,0,0
0.008161,0,0,0,0,0,0
0.009254,0,0,0,0,0,0
0.010477,0,0,0,0,0,0
0.011699,0,0,0,0,0,0
0.012846,0,0,0,0,0,0
0.014087,0,0,0,0,0,0
0.015343,0,0,0,0,0,0
0.016758,0,0,0,0,0,0
0.017968,0,0,0,0,0,0
0.019161,0,0,0,0,0,0
0.020356,0,0,0,0,0,0
0.021480,0,0,0,0,0,0
0.022670,0,0,0,0,0,0
0.023861,0,0,0,0,0,0
0.025053,0,0,0,0,0,0
0.026287,0,0,0,0,0,0
0.027816,0,0,0,0,0,0
0.029153,0,0,0,0,0,0
0.030481,0,0,0,0,0,0
0.031667,0,0,0,0,0,0
0.032854,0,0,0,0,0,0
0.034142,0,0,0,0,0,0
0.035326,0,0,0,0,0,0
0.036454,0,0,0,0,0,0
0.037640,0,0,0,0,0,0
0.038826,0,0,0,0,0,0
0.040013,0,0,0,0,0,0
0.041198,0,0,0,0,0,0
0.042385,0,0,0,0,0,0
0.043571,0,0,0,0,0,0
0.044816,0,0,0,0,0,0
0.046012,0,0,0,0,0,0
0.047260,0,0,0,0,0,0
0.048550,0,0,0,0,0,0
0.050043,0,0,0,0,0,0
0.051275,0,0,0,0,0,0
0.052517,0,0,0,0,0,0
0.053802,0,0,0,0,0,0
0.055248,0,0,0,0,0,0
0.056436,0,0,0,0,0,0
0.057672,0,0,0,0,0,0
0.058874,0,0,0,0,0,0
0.060148,0,0,0,0,0,0
0.061411,0,0,0,0,0,0
0.062818,0,0,0,0,0,0
0.064236,0,0,0,0,0,0
0.065842,0,0,0,0,0,0
0.067325,0,0,0,0,0,0
0.068584,0,0,0,0,0,0
0.069906,0,0,0,0,0,0
0.071175,0,0,0,0,0,0
0.072417,0,0,0,0,0,0
0.073539,0,0,0,0,0,0
0.074615,0,0,0,0,0,0
0.076026,0,0,0,0,0,0
0.077288,0,0,0,0,0,0
0.078595,0,0,0,0,0,0
0.079874,0,0,0,0,0,0
0.081405,0,0,0,0,0,0
0.082827,0,0,0,0,0,0
0.084205,0,0,0,0,0,0
0.085539,0,0,0,0,0,0
0.086871,0,0,0,0,0,0
0.088185,0,0,0,0,0,0
0.089343,0,0,0,0,0,0
0.090501,0,0,0,0,0,0
0.091726,0,0,0,0,0,0
0.092899,0,0,0,0,0,0
0.094063,0,0,0,0,0,0
0.095237,0,0,0,0,0,0
0.098079,0,0,0,0,0,0
0.099478,0,0,0,0,0,0
0.101246,0,0,0,0,0,0
0.102553,0,0,0,0,0,0
0.103853,0,0,0,0,0,0
0.105343,0,0,0,0,0,0
0.106888,0,0,0,0,0,0
0.108386,0,0,0,0,0,0
0.109943,0,0,0,0,0,0
0.111498,0,0,0,0,0,0
0.112948,0,0,0,0,0,0
0.114510,0,0,0,0,0,0
0.116026,0,0,0,0,0,0
0.117477,0,0,0,0,0,0
0.118930,0,0,0,0,0,0
0.120400,0,0,0,0,0,0
0.121956,0,0,80,40,396,390
0.123200,0,0,0,0,468,468
0.124552,0,0,0,0,288,288
0.125906,0,0,0,0,0,0
0.127191,0,0,0,0,0,0
0.128474,0,0,0,0,0,0
0.129815,0,0,0,0,0,0
0.131099,0,0,0,0,0,0
0.132446,0,0,0,0,0,0
0.133612,0,0,0,0,0,0
0.134769,0,0,0,0,0,0
0.135988,0,0,0,0,0,0
0.137161,0,0,0,0,0,0
0.138323,0,0,0,0,0,0
0.139483,0,0,0,0,0,0
0.140778,0,0,0,0,0,0
0.141986,0,0,0,0,0,0
0.143194,0,0,0,0,0,0
0.144401,0,0,0,0,0,0
0.145608,0,0,0,0,0,0
0.146837,0,0,0,0,0,0
0.148073,0,0,0,0,0,0
0.149477,0,0,0,0,0,0
0.150870,0,0,0,0,0,0
0.152716,0,0,0,0,0,0
0.154283,0,0,0,0,0,0
0.155716,0,0,0,0,0,0
0.157170,0,0,0,0,0,0
0.158518,0,0,0,0,0,0
0.159817,0,0,0,0,0,0
0.161144,0,0,0,0,0,0
0.162557,0,0,0,0,0,0
0.164420,0,0,0,0,0,0
0.166203,0,0,0,0,0,0
0.167492,0,0,0,0,0,0
0.168965,0,0,0,0,0,0
0.170249,0,0,0,0,0,0
0.171983,0,0,0,0,0,0
0.173599,0,0,0,0,0,0
0.175056,0,0,0,0,0,0
0.176417,0,0,0,0,0,0
0.177798,0,0,0,0,0,0
0.179131,0,0,0,0,0,0
0.180416,0,0,0,0,0,0
0.181699,0,0,0,0,0,0
0.182982,0,0,0,0,0,0
0.184589,0,0,0,0,0,0
0.186156,0,0,0,0,0,0
0.187494,0,0,0,0,0,0
0.189082,0,0,0,0,0,0
0.190684,0,0,0,0,0,0
0.192127,0,0,0,0,0,0
0.193579,0,0,0,0,0,0
0.195082,0,0,0,0,0,0
0.196479,0,0,0,0,0,0
0.197870,0,0,0,0,0,0
0.199260,0,0,0,0,0,0
0.200652,0,0,0,0,0,0
0.202042,0,0,0,0,0,0
0.203462,0,0,0,0,0,0
0.204881,0,0,0,0,0,0
0.206258,0,0,0,0,0,0
0.207904,0,0,0,0,0,0
0.209317,0,0,0,0,0,0
0.210766,0,0,0,0,0,0
0.212034,0,0,0,0,0,0
0.213174,0,0,0,0,0,0
0.214310,0,0,0,0,0,0
0.215447,0,0,0,0,0,0
0.216588,0,0,0,0,0,0
0.217855,0,0,0,0,0,0
0.219049,0,0,0,0,0,0
0.220223,0,0,0,0,0,0
0.221589,0,0,0,0,0,0
0.222804,0,0,0,0,0,0
0.223989,0,0,0,0,0,0
0.225285,0,0,0,0,0,0
0.226946,0,0,0,0,0,0
0.228439,0,0,0,0,0,0
0.229759,0,0,0,0,0,0
0.230926,0,0,0,0,0,0
0.232093,0,0,0,0,0,0
0.233260,0,0,0,0,0,0
0.234427,0,0,0,0,0,0
0.235788,0,0,0,0,0,0
0.237098,0,0,0,0,0,0
0.238590,0,0,0,0,0,0
0.240068,0,0,0,0,0,0
0.241543,0,0,0,0,0,0
0.243309,0,0,0,0,0,0
0.245007,0,0,0,0,0,0
0.246485,0,0,0,0,0,0
0.247974,0,0,0,0,0,0
0.249561,0,0,0,0,0,0
0.251103,0,0,0,0,0,0
0.252536,0,0,0,0,0,0
0.253819,0,0,0,0,0,0
0.254971,0,0,0,0,0,0
0.256122,0,0,0,0,0,0
0.257273,0,0,0,0,0,0
0.258420,0,0,0,0,0,0
0.259854,0,0,0,0,0,0
0.261507,0,0,0,0,0,0
0.263107,0,0,0,0,0,0
0.264305,0,0,0,0,0,0
0.265442,0,0,0,0,0,0
0.266571,0,0,0,0,0,0
0.267746,0,0,0,0,0,0
0.268863,0,0,0,0,0,0
0.269968,0,0,0,0,0,0
0.271141,0,0,0,0,0,0
0.272402,0,0,0,0,0,0
0.273753,0,0,0,0,0,0
0.275215,0,0,0,0,0,0
0.276840,0,0,0,0,0,0
