elapsed_s,HLSQ_BV_INS_BUF_FULL_BLOCK_CPI,HLSQ_VS_DES_BUF_FULL_BLOCK_CPI,HLSQ_FS_DES_BUF_FULL_BLOCK_CPI,HLSQ_BV_DES_BUF_FULL_BLOCK_CPI,HLSQ_PRIMITIVE_COUNT,HLSQ_LPAC2BV_SWITCH_CNT
0.001303,0,0,0,0,0,0
0.002717,0,0,0,0,0,0
0.004073,0,0,0,0,0,0
0.005325,0,0,0,0,0,0
0.006665,0,0,0,0,0,0
0.007882,0,0,0,0,0,0
0.009093,0,0,0,0,0,0
0.010302,0,0,0,0,0,0
0.011559,0,0,0,0,0,0
0.012815,0,0,0,0,0,0
0.014144,0,0,0,0,0,0
0.015308,0,0,0,0,0,0
0.016514,0,0,0,0,0,0
0.017671,0,0,0,0,0,0
0.018878,0,0,0,0,0,0
0.020086,0,0,0,0,0,0
0.021245,0,0,0,0,0,0
0.022451,0,0,0,0,0,0
0.023642,0,0,0,0,0,0
0.024799,0,0,0,0,0,0
0.026005,0,0,0,0,0,0
0.027293,0,0,0,0,0,0
0.028455,0,0,0,0,0,0
0.029694,0,0,0,0,0,0
0.030903,0,0,0,0,0,0
0.032138,0,0,0,0,0,0
0.033413,0,0,0,0,0,0
0.034679,0,0,0,0,0,0
0.035844,0,0,0,0,0,0
0.037004,0,0,0,0,0,0
0.038213,0,0,0,0,0,0
0.039421,0,0,0,0,0,0
0.040579,0,0,0,0,0,0
0.041736,0,0,0,0,0,0
0.042894,0,0,0,0,0,0
0.044058,0,0,0,0,0,0
0.045216,0,0,0,0,0,0
0.046375,0,0,0,0,0,0
0.047630,0,0,0,0,0,0
0.048837,0,0,0,0,0,0
0.049998,0,0,0,0,0,0
0.051166,0,0,0,0,0,0
0.052266,0,0,0,0,0,0
0.053435,0,0,0,0,0,0
0.054668,0,0,0,0,0,0
0.055893,0,0,0,0,0,0
0.057103,0,0,0,0,0,0
0.058311,0,0,0,0,0,0
0.059520,0,0,0,0,0,0
0.060727,0,0,0,0,0,0
0.061958,0,0,0,0,0,0
0.063185,0,0,0,0,0,0
0.064415,0,0,0,0,0,0
0.065643,0,0,0,0,0,0
0.066876,0,0,0,0,0,0
0.068053,0,0,0,0,0,0
0.069263,0,0,0,0,0,0
0.070423,0,0,0,0,0,0
0.071639,0,0,0,0,0,0
0.072798,0,0,0,0,0,0
0.074005,0,0,0,0,0,0
0.075224,0,0,0,0,0,0
0.076348,0,0,0,0,0,0
0.077507,0,0,0,0,0,0
0.078721,0,0,0,0,0,0
0.079879,0,0,0,0,0,0
0.081087,0,0,0,0,0,0
0.082295,0,0,0,0,0,0
0.083697,0,0,0,0,0,0
0.085282,0,0,0,0,0,0
0.086807,0,0,0,0,0,0
0.088031,0,0,0,0,0,0
0.089189,0,0,0,0,0,0
0.090395,0,0,0,0,0,0
0.091583,0,0,0,0,0,0
0.092788,0,0,0,0,0,0
0.094000,0,0,0,0,0,0
0.095255,0,0,0,0,0,0
0.096474,0,0,0,0,0,0
0.097633,0,0,0,0,0,0
0.098840,0,0,0,0,0,0
0.100047,0,0,0,0,0,0
0.101202,0,0,0,0,0,0
0.102420,0,0,0,0,0,0
0.103602,0,0,0,0,0,0
0.104764,0,0,0,0,0,0
0.105920,0,0,0,0,0,0
0.107076,0,0,0,0,0,0
0.108231,0,0,0,0,0,0
0.109387,0,0,0,0,0,0
0.110542,0,0,0,0,0,0
0.111703,0,0,0,0,0,0
0.112865,0,0,0,0,0,0
0.114068,0,0,0,0,0,0
0.115277,0,0,0,0,0,0
0.116484,0,0,0,0,0,0
0.117746,0,0,0,0,0,0
0.119073,0,0,0,0,0,0
0.120463,0,0,0,0,0,0
0.123216,0,0,0,0,0,0
0.124566,0,0,0,0,0,0
0.125970,0,0,0,0,0,0
0.127296,0,0,0,0,0,0
0.128627,0,0,0,0,0,0
0.129973,0,0,0,0,0,0
0.131623,0,0,0,0,0,0
0.133125,0,0,0,0,0,0
0.134654,0,0,0,0,0,0
0.136150,0,0,0,0,0,0
0.137477,0,0,0,0,0,0
0.138737,0,0,0,0,0,0
0.139985,0,0,0,0,0,0
0.141228,0,0,0,0,0,0
0.142631,0,0,0,0,0,0
0.144025,0,0,0,0,0,0
0.145256,0,0,0,0,0,0
0.146486,0,0,0,0,0,0
0.147741,0,0,0,0,0,0
0.149016,0,0,0,0,0,0
0.150373,0,0,0,0,0,0
0.151709,0,0,0,0,0,0
0.152931,0,0,0,0,0,0
0.154151,0,0,0,0,0,0
0.155370,0,0,0,0,0,0
0.156591,0,0,0,0,0,0
0.157847,0,0,0,0,0,0
0.159062,0,0,0,0,0,0
0.160276,0,0,0,0,0,0
0.161489,0,0,0,0,0,0
0.162702,0,0,0,0,0,0
0.163937,0,0,0,0,0,0
0.165136,0,0,0,0,0,0
0.166352,0,0,0,0,0,0
0.167635,0,0,0,0,0,0
0.168922,0,0,0,0,0,0
0.170208,0,0,0,0,0,0
0.171444,0,0,0,0,0,0
0.172659,0,0,0,0,0,0
0.173907,0,0,0,0,0,0
0.175184,0,0,0,0,0,0
0.176443,0,0,0,0,0,0
0.177736,0,0,0,0,0,0
0.179038,0,0,0,0,0,0
0.180304,0,0,0,0,0,0
0.181564,0,0,0,0,0,0
0.182916,0,0,0,0,0,0
0.184209,0,0,0,0,0,0
0.185701,0,0,0,0,0,0
0.187105,0,0,0,0,0,0
0.188392,0,0,0,0,0,0
0.189731,0,0,0,0,0,0
0.191156,0,0,0,0,0,0
0.192655,0,0,0,0,0,0
0.193949,0,0,0,0,0,0
0.195240,0,0,0,0,0,0
0.196612,0,0,0,0,0,0
0.198379,0,0,0,0,0,0
0.199903,0,0,0,0,0,0
0.201196,0,0,0,0,0,0
0.202482,0,0,0,0,0,0
0.203796,0,0,0,0,0,0
0.205081,0,0,0,0,0,0
0.206415,0,0,0,0,0,0
0.207693,0,0,0,0,0,0
0.208977,0,0,0,0,0,0
0.210262,0,0,0,0,0,0
0.211549,0,0,0,0,0,0
0.212833,0,0,0,0,0,0
0.214163,0,0,0,0,0,0
0.215450,0,0,0,0,0,0
0.216742,0,0,0,0,0,0
0.218029,0,0,0,0,0,0
0.219317,0,0,0,0,0,0
0.220603,0,0,0,0,0,0
0.225407,0,0,0,0,0,0
0.228259,0,0,0,0,0,0
0.229769,0,0,0,0,0,0
0.231050,0,0,0,0,0,0
0.232314,0,0,0,0,0,0
0.233529,0,0,0,0,0,0
0.234752,0,0,0,0,0,0
0.236043,0,0,0,0,0,0
0.237294,0,0,0,0,0,0
0.238619,0,0,0,0,0,0
0.239906,0,0,0,0,0,0
0.241178,0,0,0,0,0,0
0.242477,0,0,0,0,0,0
0.243772,0,0,0,0,0,0
0.245035,0,0,0,0,0,0
0.246356,0,0,0,0,0,0
0.247651,0,0,0,0,0,0
0.248961,0,0,0,0,0,0
0.250225,0,0,0,0,0,0
0.251548,0,0,0,0,0,0
0.252847,0,0,0,0,0,0
0.254111,0,0,0,0,0,0
0.255474,0,0,0,0,0,0
0.256920,0,0,0,0,0,0
0.258216,0,0,0,0,0,0
0.259514,0,0,0,0,0,0
0.260810,0,0,0,0,0,0
0.262206,0,0,0,0,0,0
0.263845,0,0,0,0,0,0
0.265198,0,0,0,0,0,0
0.266609,0,0,0,0,0,0
0.268103,0,0,0,0,0,0
0.269710,0,0,0,0,0,0
0.271175,0,0,0,0,0,0
0.272514,0,0,0,0,0,0
0.273871,0,0,0,0,0,0
0.275170,0,0,0,0,0,0
0.276465,0,0,0,0,0,0
0.277758,0,0,0,0,0,0
0.279057,0,0,0,0,0,0
0.280353,0,0,0,0,0,0
0.281646,0,0,0,0,0,0
0.282945,0,0,0,0,0,0
0.284550,0,0,0,0,0,0
0.285901,0,0,0,0,0,0
0.287195,0,0,0,0,0,0
0.288645,0,0,0,0,0,0
0.289947,0,0,0,0,0,0
0.291247,0,0,0,0,0,0
0.292541,0,0,0,0,0,0
0.293887,0,0,0,0,0,0
0.295184,0,0,0,0,0,0
0.296488,0,0,0,0,0,0
0.297783,0,0,0,0,0,0
0.299078,0,0,0,0,0,0
0.300370,0,0,0,0,0,0
0.301706,0,0,0,0,0,0
0.302997,0,0,0,0,0,0
0.304283,0,0,0,0,0,0
0.305569,0,0,0,0,0,0
0.306859,0,0,0,0,0,0
0.308139,0,0,0,0,0,0
0.309418,0,0,0,0,0,0
0.310752,0,0,0,0,0,0
0.312101,0,0,0,0,0,0
0.313434,0,0,0,0,0,0
0.315128,0,0,0,0,0,0
0.316635,0,0,0,0,0,0
0.318030,0,0,0,0,0,0
0.319325,0,0,0,0,0,0
0.324714,0,0,0,0,0,0
0.326056,0,0,0,0,0,0
0.327431,0,0,0,0,0,0
0.328685,0,0,0,0,0,0
0.329933,0,0,0,0,0,0
0.331172,0,0,0,0,0,0
0.332432,0,0,0,0,0,0
0.333740,0,0,0,0,0,0
0.334985,0,0,0,0,0,0
0.336299,0,0,0,0,0,0
0.337589,0,0,0,0,0,0
0.338920,0,0,0,0,0,0
0.340317,0,0,0,0,0,0
0.341635,0,0,0,0,0,0
0.342857,0,0,0,0,0,0
0.344116,0,0,0,0,0,0
0.345333,0,0,0,0,0,0
0.346587,0,0,0,0,0,0
0.347884,0,0,0,0,0,0
0.349127,0,0,0,0,0,0
0.350399,0,0,0,0,0,0
0.351665,0,0,0,0,0,0
0.352926,0,0,0,0,0,0
0.354301,0,0,0,0,0,0
0.355564,0,0,0,0,0,0
0.356823,0,0,0,0,0,0
0.358099,0,0,0,0,0,0
0.359395,0,0,0,0,0,0
0.360901,0,0,0,0,0,0
0.362245,0,0,0,0,0,0
0.363538,0,0,0,0,0,0
0.364834,0,0,0,0,0,0
0.366364,0,0,0,0,0,0
0.367862,0,0,0,0,0,0
0.369157,0,0,0,0,0,0
0.370446,0,0,0,0,0,0
0.371959,0,0,0,0,0,0
0.373276,0,0,0,0,0,0
0.374743,0,0,0,0,0,0
0.376424,0,0,0,0,0,0
0.377935,0,0,0,0,0,0
0.379230,0,0,0,0,0,0
0.380521,0,0,0,0,0,0
0.381969,0,0,0,0,0,0
0.383270,0,0,0,0,0,0
0.384562,0,0,0,0,0,0
0.385858,0,0,0,0,0,0
0.387304,0,0,0,0,0,0
0.389019,0,0,0,0,0,0
0.390318,0,0,0,0,0,0
0.391821,0,0,0,0,0,0
0.393126,0,0,0,0,0,0
0.394421,0,0,0,0,0,0
0.395948,0,0,0,0,0,0
0.397280,0,0,0,0,0,0
0.398619,0,0,0,0,0,0
0.399903,0,0,0,0,0,0
0.401187,0,0,0,0,0,0
0.402478,0,0,0,0,0,0
0.403874,0,0,0,0,0,0
0.405159,0,0,0,0,0,0
0.406445,0,0,0,0,0,0
0.407732,0,0,0,0,0,0
0.409015,0,0,0,0,0,0
0.410299,0,0,0,0,0,0
0.411583,0,0,0,0,0,0
0.412866,0,0,0,0,0,0
0.414195,0,0,0,0,0,0
0.415482,0,0,0,0,0,0
0.416777,0,0,0,0,0,0
0.418072,0,0,0,0,0,0
0.419363,0,0,0,0,0,0
0.422961,0,0,0,0,0,0
0.424325,0,0,0,0,0,0
0.426750,0,0,0,0,0,0
0.428964,0,0,0,0,0,0
0.430989,0,0,0,0,0,0
0.432433,0,0,0,0,0,0
0.433701,0,0,0,0,0,0
0.434962,0,0,0,0,0,0
0.436218,0,0,0,0,0,0
0.437473,0,0,0,0,0,0
0.438777,0,0,0,0,0,0
0.440042,0,0,0,0,0,0
0.441296,0,0,0,0,0,0
0.442641,0,0,0,0,0,0
0.443940,0,0,0,0,0,0
0.445312,0,0,0,0,0,0
0.446614,0,0,0,0,0,0
0.447876,0,0,0,0,0,0
0.449135,0,0,0,0,0,0
0.450396,0,0,0,0,0,0
0.451656,0,0,0,0,0,0
0.453189,0,0,0,0,0,0
0.454659,0,0,0,0,0,0
0.456070,0,0,0,0,0,0
0.457399,0,0,0,0,0,0
0.458695,0,0,0,0,0,0
0.459990,0,0,0,0,0,0
0.461284,0,0,0,0,0,0
0.462583,0,0,0,0,0,0
0.464037,0,0,0,0,0,0
0.465599,0,0,0,0,0,0
0.466901,0,0,0,0,0,0
0.468196,0,0,0,0,0,0
0.469692,0,0,0,0,0,0
0.471029,0,0,0,0,0,0
0.472385,0,0,0,0,0,0
0.473682,0,0,0,0,0,0
0.474981,0,0,0,0,0,0
0.476282,0,0,0,0,0,0
0.477576,0,0,0,0,0,0
0.478918,0,0,0,0,0,0
0.480212,0,0,0,0,0,0
0.481507,0,0,0,0,0,0
0.482986,0,0,0,0,0,0
0.484348,0,0,0,0,0,0
0.485694,0,0,0,0,0,0
0.487170,0,0,0,0,0,0
0.488497,0,0,0,0,0,0
0.489790,0,0,0,0,0,0
0.491082,0,0,0,0,0,0
0.492390,0,0,0,0,0,0
0.493915,0,0,0,0,0,0
0.495255,0,0,0,0,0,0
0.496797,0,0,0,0,0,0
0.498467,0,0,0,0,0,0
0.499756,0,0,0,0,0,0
0.501042,0,0,0,0,0,0
0.502373,0,0,0,0,0,0
0.503663,0,0,0,0,0,0
0.504949,0,0,0,0,0,0
0.506233,0,0,0,0,0,0
0.507521,0,0,0,0,0,0
0.508804,0,0,0,0,0,0
