elapsed_s,HLSQ_STALL_CYCLES_VPC_BE,HLSQ_RESERVED_19,HLSQ_RESERVED_20,HLSQ_VSBR_STALL_CYCLES,HLSQ_FS_STALL_CYCLES,HLSQ_LPAC_STALL_CYCLES
0.001075,0,0,0,0,0,0
0.002589,0,0,0,0,0,0
0.004075,0,0,0,0,0,0
0.005579,0,0,0,0,0,0
0.008451,0,0,0,0,0,0
0.015163,0,0,0,0,0,0
0.017309,0,0,0,0,0,0
0.018776,0,0,0,0,0,0
0.023745,0,0,0,0,0,0
0.025262,0,0,0,0,0,0
0.026750,0,0,0,0,0,0
0.028200,0,0,0,0,0,0
0.029651,0,0,0,0,0,0
0.031126,0,0,0,0,0,0
0.034046,0,0,0,0,0,0
0.035503,0,0,0,0,0,0
0.042052,0,0,0,0,0,0
0.043546,0,0,0,0,0,0
0.044993,0,0,0,0,0,0
0.046446,0,0,0,0,0,0
0.047930,0,0,0,0,0,0
0.055133,0,0,0,0,0,0
0.056627,0,0,0,0,0,0
0.058074,0,0,0,0,0,0
0.059538,0,0,0,0,0,0
0.066040,0,0,0,0,0,0
0.067496,0,0,0,0,0,0
0.068943,0,0,0,0,0,0
0.070390,0,0,0,0,0,0
0.071832,0,0,0,0,0,0
0.078997,0,0,0,0,0,0
0.080395,0,0,0,0,0,0
0.081819,0,0,0,0,0,0
0.083253,0,0,0,0,0,0
0.084722,0,0,0,0,0,0
0.086170,0,0,0,0,0,0
0.087624,0,0,0,0,0,0
0.089109,0,0,0,0,0,0
0.090491,0,0,0,0,0,0
0.093755,0,0,0,0,0,0
0.095307,0,0,0,0,0,0
0.096781,0,0,0,0,0,0
0.098264,0,0,0,0,0,0
0.099888,0,0,0,0,0,0
0.101336,0,0,0,0,0,0
0.102806,0,0,0,0,0,0
0.104200,0,0,0,0,0,0
0.105606,0,0,0,0,0,0
0.107117,0,0,0,0,0,0
0.108592,0,0,0,0,0,0
0.110038,0,0,0,36,44,0
0.111654,0,0,0,0,0,0
0.113574,0,0,0,0,0,0
0.114963,0,0,0,0,0,0
0.117039,0,0,0,0,0,0
0.119478,0,0,0,0,0,0
0.120899,0,0,0,0,0,0
0.122310,0,0,0,0,0,0
0.123993,0,0,0,0,0,0
0.125413,0,0,0,0,0,0
0.126810,0,0,0,0,0,0
0.128152,0,0,0,0,0,0
0.129546,0,0,0,0,0,0
0.130990,0,0,0,0,0,0
0.132412,0,0,0,176,219,0
0.133639,0,0,0,276,488,0
0.134987,0,0,0,213,514,0
0.136249,0,0,0,36,44,0
0.137683,0,0,0,0,0,0
0.139156,0,0,0,0,0,0
0.140798,0,0,0,0,0,0
0.142425,0,0,0,0,0,0
0.143803,0,0,0,0,0,0
0.145300,0,0,0,0,0,0
0.146623,0,0,0,0,0,0
0.147967,0,0,0,0,0,0
0.149305,0,0,0,0,0,0
0.150691,0,0,0,0,0,0
0.152024,0,0,0,0,0,0
0.153373,0,0,0,0,0,0
0.154746,0,0,0,0,0,0
0.156252,0,0,0,0,0,0
0.157617,0,0,0,0,0,0
0.159973,0,0,0,0,0,0
0.161386,0,0,0,0,0,0
0.162925,0,0,0,0,0,0
0.164323,0,0,0,0,0,0
0.165682,0,0,0,0,0,0
0.167111,0,0,0,0,0,0
0.168464,0,0,0,0,0,0
0.169798,0,0,0,0,0,0
0.171276,0,0,0,0,0,0
0.172741,0,0,0,0,0,0
0.174234,0,0,0,0,0,0
0.175758,0,0,0,0,0,0
0.177257,0,0,0,0,0,0
0.178806,0,0,0,0,0,0
0.180252,0,0,0,0,0,0
0.181797,0,0,0,0,0,0
0.183240,0,0,0,0,0,0
0.185445,0,0,0,0,0,0
0.186904,0,0,0,0,0,0
0.188383,0,0,0,0,0,0
0.189746,0,0,0,0,0,0
0.191182,0,0,0,0,0,0
0.192562,0,0,0,0,0,0
0.194067,0,0,0,0,0,0
0.195594,0,0,0,0,0,0
