elapsed_s,HLSQ_NEVER_COUNT,HLSQ_BUSY_CYCLES,HLSQ_STALL_CYCLES_SP_STATE,HLSQ_STALL_CYCLES_SP_FS_STAGE,HLSQ_UCHE_LATENCY_CYCLES,HLSQ_UCHE_LATENCY_COUNT
0.011232,0,100,0,0,0,0
0.016760,0,92,0,0,0,0
0.018307,0,91,0,0,0,0
0.019743,0,101,0,0,0,0
0.021207,0,91,0,0,0,0
0.025790,0,91,0,0,0,0
0.027259,0,100,0,0,0,0
0.028742,0,104,0,0,0,0
0.032648,0,91,0,0,0,0
0.034184,0,91,0,0,0,0
0.035606,0,104,0,0,0,0
0.036989,0,101,0,0,0,0
0.038461,0,91,0,0,0,0
0.039914,0,91,0,0,0,0
0.041320,0,91,0,0,0,0
0.042774,0,91,0,0,0,0
0.044186,0,91,0,0,0,0
0.045637,0,91,0,0,0,0
0.047055,0,91,0,0,0,0
0.048471,0,92,0,0,0,0
0.049986,0,104,0,0,0,0
0.051434,0,104,0,0,0,0
0.052906,0,100,0,0,0,0
0.054392,0,104,0,0,0,0
0.055859,0,104,0,0,0,0
0.057301,0,104,0,0,0,0
0.058755,0,104,0,0,0,0
0.060211,0,104,0,0,0,0
0.061681,0,104,0,0,0,0
0.063142,0,104,0,0,0,0
0.064605,0,104,0,0,0,0
0.066063,0,104,0,0,0,0
0.067519,0,104,0,0,0,0
0.068902,0,104,0,0,0,0
0.070411,0,104,0,0,0,0
0.071910,0,104,0,0,0,0
0.073414,0,104,0,0,0,0
0.074828,0,104,0,0,0,0
0.076344,0,104,0,0,0,0
0.077896,0,104,0,0,0,0
0.079473,0,104,0,0,0,0
0.080967,0,104,0,0,0,0
0.082493,0,104,0,0,0,0
0.083993,0,104,0,0,0,0
0.085496,0,104,0,0,0,0
0.086946,0,104,0,0,0,0
0.088370,0,104,0,0,0,0
0.089792,0,843,0,0,0,0
0.091175,0,103,0,0,0,0
0.092645,0,104,0,0,0,0
0.094178,0,104,0,0,0,0
0.095715,0,104,0,0,0,0
0.097117,0,104,0,0,0,0
0.098617,0,104,0,0,0,0
0.100131,0,104,0,0,0,0
0.101655,0,104,0,0,0,0
0.103104,0,104,0,0,0,0
0.104573,0,104,0,0,0,0
0.106027,0,104,0,0,0,0
0.107477,0,104,0,0,0,0
0.108956,0,104,0,0,0,0
0.110419,0,104,0,0,0,0
0.111881,0,104,0,0,0,0
0.113458,0,576160,0,0,951,6
0.114674,0,591333,0,0,0,0
0.115913,0,246629,0,0,0,0
0.117277,0,104,0,0,0,0
0.118623,0,104,0,0,0,0
0.120001,0,104,0,0,0,0
0.121350,0,104,0,0,0,0
0.122734,0,104,0,0,0,0
0.124103,0,104,0,0,0,0
0.125511,0,104,0,0,0,0
0.126808,0,104,0,0,0,0
0.128093,0,104,0,0,0,0
0.129379,0,104,0,0,0,0
0.130689,0,104,0,0,0,0
0.131974,0,104,0,0,0,0
0.133340,0,104,0,0,0,0
0.134638,0,104,0,0,0,0
0.135926,0,104,0,0,0,0
0.137228,0,104,0,0,0,0
0.138520,0,104,0,0,0,0
0.139804,0,104,0,0,0,0
0.141190,0,104,0,0,0,0
0.142583,0,104,0,0,0,0
0.143868,0,104,0,0,0,0
0.145213,0,104,0,0,0,0
0.146604,0,104,0,0,0,0
0.148128,0,104,0,0,0,0
0.149548,0,104,0,0,0,0
0.150876,0,104,0,0,0,0
0.152260,0,104,0,0,0,0
0.153646,0,104,0,0,0,0
0.155053,0,104,0,0,0,0
0.156436,0,104,0,0,0,0
0.157886,0,104,0,0,0,0
0.159333,0,104,0,0,0,0
0.160802,0,104,0,0,0,0
0.162267,0,104,0,0,0,0
0.163680,0,104,0,0,0,0
