elapsed_s,HLSQ_BV_SP_HCTX_ACTIVE_CNT,HLSQ_VS_SP_HCTX_ACTIVE_CYC,HLSQ_FS_SP_HCTX_ACTIVE_CYC,HLSQ_BV_SP_HCTX_ACTIVE_CYC,HLSQ_VS_SP_CCTX_ACTIVE_CNT,HLSQ_FS_SP_CCTX_ACTIVE_CNT
0.001236,0,0,0,0,0,0
0.002553,0,0,0,0,0,0
0.003794,0,0,0,0,0,0
0.005009,0,0,0,0,0,0
0.006223,0,0,0,0,0,0
0.007429,0,0,0,0,0,0
0.008669,0,0,0,0,0,0
0.009874,0,0,0,0,0,0
0.011029,0,0,0,0,0,0
0.012240,0,0,0,0,0,0
0.013444,0,0,0,0,0,0
0.014723,0,0,0,0,0,0
0.015960,0,0,0,0,0,0
0.017169,0,0,0,0,0,0
0.018325,0,0,0,0,0,0
0.019482,0,0,0,0,0,0
0.020639,0,0,0,0,0,0
0.021845,0,0,0,0,0,0
0.023049,0,0,0,0,0,0
0.024241,0,0,0,0,0,0
0.025444,0,0,0,0,0,0
0.026653,0,0,0,0,0,0
0.027811,0,0,0,0,0,0
0.029018,0,0,0,0,0,0
0.030226,0,0,0,0,0,0
0.031380,0,0,0,0,0,0
0.032585,0,0,0,0,0,0
0.033791,0,0,0,0,0,0
0.035002,0,0,0,0,0,0
0.036156,0,0,0,0,0,0
0.037360,0,0,0,0,0,0
0.038515,0,0,0,0,0,0
0.039717,0,0,0,0,0,0
0.040872,0,0,0,0,0,0
0.042119,0,0,0,0,0,0
0.043273,0,0,0,0,0,0
0.044481,0,0,0,0,0,0
0.045635,0,0,0,0,0,0
0.046851,0,0,0,0,0,0
0.048066,0,0,0,0,0,0
0.049289,0,0,0,0,0,0
0.050502,0,0,0,0,0,0
0.051706,0,0,0,0,0,0
0.052861,0,0,0,0,0,0
0.054109,0,0,0,0,0,0
0.055347,0,0,0,0,0,0
0.056559,0,0,0,0,0,0
0.057766,0,0,0,0,0,0
0.058988,0,0,0,0,0,0
0.060210,0,0,0,0,0,0
0.061419,0,0,0,0,0,0
0.062624,0,0,0,0,0,0
0.063831,0,0,0,0,0,0
0.065039,0,0,0,0,0,0
0.066242,0,0,0,0,0,0
0.067445,0,0,0,0,0,0
0.068646,0,0,0,0,0,0
0.069867,0,0,0,0,0,0
0.071091,0,0,0,0,0,0
0.072298,0,0,0,0,0,0
0.073511,0,0,0,0,0,0
0.074727,0,0,0,0,0,0
0.075884,0,0,0,0,0,0
0.077099,0,0,0,0,0,0
0.078271,0,0,0,0,0,0
0.079426,0,0,0,0,0,0
0.080645,0,0,0,0,0,0
0.081897,0,0,0,0,0,0
0.083119,0,0,0,0,0,0
0.084289,0,0,0,0,0,0
0.085501,0,0,0,0,0,0
0.086704,0,0,0,0,0,0
0.087905,0,0,0,0,0,0
0.089119,0,0,0,0,0,0
0.090344,0,0,0,0,0,0
0.091569,0,0,0,0,0,0
0.092742,0,0,0,0,0,0
0.093946,0,0,0,0,0,0
0.095101,0,0,0,0,0,0
0.096276,0,0,0,0,0,0
0.097446,0,0,0,0,0,0
0.098698,0,0,0,0,0,0
0.099912,0,0,0,0,0,0
0.101130,0,0,0,0,0,0
0.102343,0,0,0,0,0,0
0.103588,0,0,0,0,0,0
0.104830,0,0,0,0,0,0
0.106351,0,0,0,0,0,0
0.107618,0,0,0,0,0,0
0.108883,0,0,0,0,0,0
0.110242,0,0,0,0,0,0
0.111501,0,0,0,0,0,0
0.112791,0,0,0,0,0,0
0.114049,0,0,0,0,0,0
0.115328,0,0,0,0,0,0
0.116694,0,0,0,0,0,0
0.118118,0,0,0,0,0,0
0.119412,0,0,0,0,0,0
0.120711,0,0,0,0,0,0
0.122313,0,0,0,0,0,0
0.123655,0,0,0,0,0,0
0.124943,0,0,0,0,0,0
0.126249,0,0,0,0,0,0
0.127512,0,0,0,0,0,0
0.128933,0,0,0,0,0,0
0.130250,0,0,0,0,0,0
0.131495,0,0,0,0,0,0
0.132778,0,0,0,0,0,0
0.134157,0,0,0,0,0,0
0.135402,0,0,0,0,0,0
0.136643,0,0,0,0,0,0
0.137871,0,0,0,0,0,0
0.139314,0,0,0,0,0,0
0.140547,0,0,0,0,0,0
0.141778,0,0,0,0,0,0
0.143006,0,0,0,0,0,0
0.144268,0,0,0,0,0,0
0.145482,0,0,0,0,0,0
0.146717,0,0,0,0,0,0
0.148065,0,0,0,0,0,0
0.149310,0,0,0,0,0,0
0.150529,0,0,0,0,0,0
0.151745,0,0,0,0,0,0
0.153083,0,0,0,0,0,0
0.154272,0,0,0,0,0,0
0.155503,0,0,0,0,0,0
0.156665,0,0,0,0,0,0
0.157884,0,0,0,0,0,0
0.159059,0,0,0,0,0,0
0.160334,0,0,0,0,0,0
0.161572,0,0,0,0,0,0
0.162748,0,0,0,0,0,0
0.163960,0,0,0,0,0,0
0.165171,0,0,0,0,0,0
0.166428,0,0,0,0,0,0
0.167653,0,0,0,0,0,0
0.168901,0,0,0,0,0,0
0.170361,0,0,0,0,0,0
0.171717,0,0,0,0,0,0
0.173075,0,0,0,0,0,0
0.174339,0,0,0,0,0,0
0.175597,0,0,0,0,0,0
0.177139,0,0,0,0,0,0
0.178427,0,0,0,0,0,0
0.179810,0,0,0,0,0,0
0.181333,0,0,0,0,0,0
0.182656,0,0,0,0,0,0
0.184066,0,0,0,0,0,0
0.185545,0,0,0,0,0,0
0.186901,0,0,0,0,0,0
0.188339,0,0,0,0,0,0
0.189687,0,0,0,0,0,0
0.190954,0,0,0,0,0,0
0.192251,0,0,0,0,0,0
0.193786,0,0,0,0,0,0
