elapsed_s,UCHE_RESERVED_120,UCHE_RESERVED_121,UCHE_RESERVED_122,UCHE_RESERVED_123,UCHE_RESERVED_124,UCHE_RESERVED_125,UCHE_RESERVED_126,UCHE_RESERVED_127,CCHE_BUSY_CYCLES,CCHE_STALL_CYCLES_UCHE,CCHE_UCHE_STALL_WRITE_DATA,CCHE_UCHE_LATENCY_CYCLES,CCHE_UCHE_LATENCY_SAMPLES,CCHE_READ_REQUESTS_SP_TOTAL,CCHE_READ_REQUESTS_SP_UBWC,CCHE_READ_REQUESTS_SP_GBIF,CCHE_READ_REQUESTS_SP_GMEM,CCHE_READ_REQUESTS_TP_TOTAL,CCHE_READ_REQUESTS_TP_UBWC,CCHE_READ_REQUESTS_TP_GBIF,CCHE_READ_REQUESTS_TP_GMEM,CCHE_READ_REQUESTS_VFD_TOTAL,CCHE_READ_REQUEST_VFD_GMEM,CCHE_READ_REQUEST_VFD_GBIF
0.001107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
