elapsed_s,ALWAYSON
0.001094,48429
0.002512,27099
0.003899,26652
0.005285,26586
0.006669,26570
0.008052,26532
0.009434,26553
0.010828,26774
0.012260,27472
0.013643,26547
0.015023,26513
0.016404,29636
0.017991,27791
0.019357,25961
0.020753,26645
0.022118,26185
0.023452,25746
0.024819,26177
0.026158,25723
0.027499,25784
0.028889,26664
0.030241,25916
0.031580,25719
0.032942,26096
0.034276,25617
0.035688,27693
0.037096,26821
0.038457,25879
0.039802,25734
0.041140,25682
0.042477,25664
0.043904,26953
0.045225,25657
0.046603,26461
0.047974,26304
0.049296,25387
0.050617,25325
0.051983,26220
0.053300,25293
0.054644,25787
0.056011,26231
0.057327,25280
0.058642,25177
0.060045,26484
0.061312,24235
0.062574,24226
0.063887,25210
0.065153,24321
0.066416,24249
0.067733,25285
0.068996,24225
0.070258,24224
0.071519,24393
0.072791,24520
0.074067,24291
0.075393,25582
0.076735,25649
0.078100,27499
0.079604,28514
0.081003,26821
0.082392,30966
0.085130,48161
0.086531,26836
0.087903,26273
0.089313,31212
0.091048,29257
0.092421,26269
0.093794,26463
0.095167,26286
0.096551,26546
0.097917,26213
0.099279,26169
0.100794,31534
0.102315,24231
0.103535,24275
0.104801,23476
0.106022,23443
0.107242,23420
0.108516,24449
0.109735,23428
0.110955,23405
0.112177,23516
0.113402,23512
0.114626,23517
0.115854,23570
0.117079,23077
0.118280,25960
0.119635,27299
0.121038,26888
0.122438,24794
0.123732,27366
0.125163,25196
0.126474,25144
0.127783,25137
0.129093,25139
0.130407,25244
0.131717,25142
0.133026,25150
0.134336,29659
0.135881,25138
0.137190,25133
0.138500,25171
0.141913,65500
0.143225,27330
0.144645,27199
0.146060,27237
0.147532,26587
0.148921,26312
0.150291,26311
0.151706,27208
0.153079,26312
0.154402,27457
0.155824,25783
0.157191,26233
0.158553,26131
0.160055,29620
0.161428,25741
0.162755,25401
0.164078,25413
0.165415,25656
0.166735,25342
0.168055,25350
0.169374,25319
0.170693,25312
0.172144,28557
0.173686,29366
0.175215,29352
0.176633,26821
0.178134,29230
0.179667,29442
0.181197,29377
0.182726,29352
0.184258,29426
0.185789,29363
0.187330,30503
0.188909,29404
0.190438,29377
0.191971,29443
0.193502,29386
0.195031,29328
0.196560,29399
0.198105,29651
0.199716,33060
0.201233,26606
0.202605,26312
