elapsed_s,HLSQ_SPTROC_STCHE_MISS_INC_VS,HLSQ_SPTROC_STCHE_MISS_INC_FS,HLSQ_SPTROC_STCHE_MISS_INC_BV,HLSQ_SPTROC_STCHE_MISS_INC_LPAC,HLSQ_VSBR_S2W_CYCLES_SP,HLSQ_FS_S2W_CYCLES_SP
0.001103,0,0,0,0,0,0
0.002686,0,0,0,0,0,0
0.004210,0,0,0,0,0,0
0.005725,0,0,0,0,0,0
0.007241,0,0,0,0,0,0
0.008755,0,0,0,0,0,0
0.010528,0,0,0,0,0,0
0.012064,0,0,0,0,0,0
0.013545,0,0,0,0,0,0
0.015022,0,0,0,0,0,0
0.016498,0,0,0,0,0,0
0.017968,0,0,0,0,0,0
0.019478,0,0,0,0,0,0
0.020969,0,0,0,0,0,0
0.022361,0,0,0,0,0,0
0.023755,0,0,0,0,0,0
0.025254,0,0,0,0,0,0
0.026752,0,0,0,0,0,0
0.028241,0,0,0,0,0,0
0.029729,0,0,0,0,0,0
0.031404,0,0,0,0,0,0
0.032897,0,0,0,0,0,0
0.034387,0,0,0,0,0,0
0.035876,0,0,0,0,0,0
0.037364,0,0,0,0,0,0
0.038854,0,0,0,0,0,0
0.040274,0,0,0,0,0,0
0.041868,0,0,0,0,0,0
0.043366,0,0,0,0,0,0
0.044790,0,0,0,0,0,0
0.046295,0,0,0,0,0,0
0.047725,0,0,0,0,0,0
0.049144,0,0,0,0,0,0
0.050564,0,0,0,0,0,0
0.051988,0,0,0,0,0,0
0.053410,0,0,0,0,0,0
0.054830,0,0,0,0,0,0
0.056255,0,0,0,0,0,0
0.057698,0,0,0,0,0,0
0.059139,0,0,0,0,0,0
0.060537,0,0,0,0,0,0
0.061932,0,0,0,0,0,0
0.063430,0,0,0,0,0,0
0.064803,0,0,0,0,0,0
0.066351,0,0,0,0,0,0
0.067741,0,0,0,0,0,0
0.069107,0,0,0,0,0,0
0.070481,0,0,0,0,0,0
0.071842,0,0,0,0,0,0
0.073201,0,0,0,0,0,0
0.074645,0,0,0,0,0,0
0.075933,0,0,0,0,0,0
0.077335,0,0,0,0,0,0
0.078733,0,0,0,0,0,0
0.080131,0,0,0,0,0,0
0.081528,0,0,0,0,0,0
0.082923,0,0,0,0,0,0
0.084459,0,0,0,0,0,1044
0.086082,0,0,0,0,0,564
0.087459,0,0,0,0,0,0
0.088822,0,0,0,0,0,0
0.090263,0,0,0,0,0,0
0.091664,0,0,0,0,0,0
0.093060,0,0,0,0,0,0
0.094588,0,0,0,0,0,0
0.096704,0,0,0,0,0,0
0.098128,0,0,0,0,0,0
0.099520,0,0,0,0,0,0
0.100912,0,0,0,0,0,0
0.102305,0,0,0,0,0,0
0.105900,0,0,0,0,0,0
0.107364,0,0,0,0,0,0
0.108762,0,0,0,0,0,0
0.110159,0,0,0,0,0,0
0.111606,0,0,0,0,0,0
0.112997,0,0,0,0,0,0
0.114394,0,0,0,0,0,0
0.115785,0,0,0,0,0,0
0.117299,0,0,0,0,0,0
0.118703,0,0,0,0,0,0
0.120091,0,0,0,0,0,0
0.121594,0,0,0,0,0,0
