elapsed_s,HLSQ_STALL_CYCLES_VPC_BE,HLSQ_RESERVED_19,HLSQ_RESERVED_20,HLSQ_VSBR_STALL_CYCLES,HLSQ_FS_STALL_CYCLES,HLSQ_LPAC_STALL_CYCLES
0.001096,0,0,0,0,0,0
0.002806,0,0,0,0,0,0
0.004318,0,0,0,0,0,0
0.005714,0,0,0,0,0,0
0.007102,0,0,0,0,0,0
0.008657,0,0,0,0,0,0
0.010046,0,0,0,0,0,0
0.011471,0,0,0,0,0,0
0.012847,0,0,0,0,0,0
0.014315,0,0,0,0,0,0
0.015815,0,0,0,0,0,0
0.017238,0,0,0,0,0,0
0.018679,0,0,0,0,0,0
0.020149,0,0,0,0,0,0
0.021566,0,0,0,0,0,0
0.023004,0,0,0,0,0,0
0.024416,0,0,0,0,0,0
0.025771,0,0,0,0,0,0
0.027127,0,0,0,0,0,0
0.028896,0,0,0,0,0,0
0.030370,0,0,0,0,0,0
0.032092,0,0,0,0,0,0
0.033511,0,0,0,0,0,0
0.035238,0,0,0,0,0,0
0.036858,0,0,0,0,0,0
0.038388,0,0,0,0,0,0
0.039800,0,0,0,0,0,0
0.041201,0,0,0,0,0,0
0.042582,0,0,0,0,0,0
0.043956,0,0,0,0,0,0
0.045355,0,0,0,0,0,0
0.046744,0,0,0,0,0,0
0.048180,0,0,0,128,155,0
0.049582,0,0,0,0,0,0
0.050980,0,0,0,0,0,0
0.052500,0,0,0,0,0,0
0.053896,0,0,0,0,0,0
0.055383,0,0,0,0,0,0
0.056822,0,0,0,0,0,0
0.058225,0,0,0,261,694,0
0.059562,0,0,0,0,0,0
0.061033,0,0,0,0,0,0
0.062431,0,0,0,0,0,0
0.063837,0,0,0,0,0,0
0.065231,0,0,0,0,0,0
0.066628,0,0,0,0,0,0
0.068023,0,0,0,0,0,0
0.069416,0,0,0,0,0,0
0.070811,0,0,0,0,0,0
0.072438,0,0,0,0,0,0
0.073841,0,0,0,0,0,0
0.075241,0,0,0,0,0,0
0.076637,0,0,0,0,0,0
0.078027,0,0,0,0,0,0
0.079489,0,0,0,0,0,0
0.084324,0,0,0,0,0,0
0.085996,0,0,0,0,0,0
0.087377,0,0,0,0,0,0
0.088722,0,0,0,0,0,0
0.090049,0,0,0,0,0,0
0.091372,0,0,0,0,0,0
0.092702,0,0,0,0,0,0
0.094025,0,0,0,0,0,0
0.095446,0,0,0,0,0,0
0.096839,0,0,0,0,0,0
0.098230,0,0,0,0,0,0
0.099625,0,0,0,0,0,0
0.101019,0,0,0,0,0,0
0.102678,0,0,0,0,0,0
0.104299,0,0,0,0,0,0
0.105714,0,0,0,0,0,0
0.107151,0,0,0,0,0,0
0.108547,0,0,0,0,0,0
0.109942,0,0,0,0,0,0
0.111382,0,0,0,0,0,0
0.112976,0,0,0,0,0,0
0.114633,0,0,0,0,0,0
0.116055,0,0,0,0,0,0
0.117461,0,0,0,0,0,0
0.118901,0,0,0,0,0,0
0.120303,0,0,0,0,0,0
0.121700,0,0,0,0,0,0
0.123097,0,0,0,0,0,0
0.124649,0,0,0,0,0,0
0.126263,0,0,0,0,0,0
0.127828,0,0,0,0,0,0
0.129390,0,0,0,0,0,0
0.130951,0,0,0,0,0,0
0.132529,0,0,0,0,0,0
0.134132,0,0,0,0,0,0
0.135696,0,0,0,0,0,0
0.137271,0,0,0,0,0,0
0.138831,0,0,0,0,0,0
0.140397,0,0,0,0,0,0
0.141958,0,0,0,0,0,0
0.143568,0,0,0,0,0,0
0.145130,0,0,0,0,0,0
0.146691,0,0,0,0,0,0
0.148266,0,0,0,0,0,0
0.149829,0,0,0,0,0,0
0.151436,0,0,0,0,0,0
0.152989,0,0,0,0,0,0
0.154541,0,0,0,0,0,0
0.155970,0,0,0,0,0,0
0.157501,0,0,0,0,0,0
0.158948,0,0,0,0,0,0
0.160483,0,0,0,0,0,0
0.162042,0,0,0,0,0,0
0.163605,0,0,0,0,0,0
0.165165,0,0,0,0,0,0
0.166767,0,0,0,0,0,0
0.168415,0,0,0,0,0,0
0.169987,0,0,0,0,0,0
0.171548,0,0,0,0,0,0
0.173108,0,0,0,0,0,0
0.174674,0,0,0,0,0,0
0.176109,0,0,0,0,0,0
0.177508,0,0,0,0,0,0
0.178899,0,0,0,0,0,0
0.180328,0,0,0,0,0,0
0.181716,0,0,0,0,0,0
0.183263,0,0,0,0,0,0
0.184628,0,0,0,0,0,0
0.185991,0,0,0,0,0,0
0.187354,0,0,0,0,0,0
0.188720,0,0,0,0,0,0
0.190118,0,0,0,0,0,0
0.191474,0,0,0,0,0,0
0.192822,0,0,0,0,0,0
0.194171,0,0,0,0,0,0
0.195520,0,0,0,0,0,0
0.196870,0,0,0,0,0,0
0.198247,0,0,0,0,0,0
0.199666,0,0,0,0,0,0
0.201085,0,0,0,0,0,0
0.202509,0,0,0,0,0,0
0.203928,0,0,0,0,0,0
0.205346,0,0,0,0,0,0
0.206780,0,0,0,0,0,0
0.208270,0,0,0,0,0,0
0.209674,0,0,0,0,0,0
0.211076,0,0,0,0,0,0
0.212439,0,0,0,0,0,0
0.213827,0,0,0,0,0,0
0.215681,0,0,0,0,0,0
0.217094,0,0,0,0,0,0
0.218551,0,0,0,0,0,0
0.219953,0,0,0,0,0,0
0.221350,0,0,0,0,0,0
0.222816,0,0,0,0,0,0
0.224370,0,0,0,0,0,0
0.225784,0,0,0,98,118,0
0.227174,0,0,0,0,0,0
0.228715,0,0,0,0,0,0
0.230255,0,0,0,0,0,0
0.231736,0,0,0,0,0,0
0.233098,0,0,0,0,0,0
0.234515,0,0,0,0,0,0
0.235931,0,0,0,252,311,0
0.237338,0,0,0,0,0,0
0.238735,0,0,0,0,0,0
0.240130,0,0,0,0,0,0
0.241527,0,0,0,0,0,0
0.242923,0,0,0,0,0,0
0.244362,0,0,0,0,0,0
0.245764,0,0,0,0,0,0
0.247184,0,0,0,0,0,0
0.248644,0,0,0,0,0,0
0.250035,0,0,0,0,0,0
0.251482,0,0,0,0,0,0
0.252871,0,0,0,0,0,0
0.254304,0,0,0,0,0,0
0.259240,0,0,0,0,0,0
0.260736,0,0,0,0,0,0
0.262161,0,0,0,0,0,0
0.263567,0,0,0,0,0,0
0.264994,0,0,0,0,0,0
0.266511,0,0,0,0,0,0
0.267917,0,0,0,0,0,0
0.269277,0,0,0,0,0,0
0.270649,0,0,0,0,0,0
0.272055,0,0,0,0,0,0
0.273447,0,0,0,0,0,0
0.274837,0,0,0,0,0,0
0.276318,0,0,0,0,0,0
0.277707,0,0,0,0,0,0
0.279213,0,0,0,0,0,0
0.280741,0,0,0,0,0,0
0.282189,0,0,0,0,0,0
0.283594,0,0,0,0,0,0
0.284995,0,0,0,0,0,0
0.286435,0,0,0,0,0,0
0.287836,0,0,0,0,0,0
0.289234,0,0,0,0,0,0
0.290759,0,0,0,0,0,0
0.292329,0,0,0,0,0,0
0.293736,0,0,0,0,0,0
0.295138,0,0,0,0,0,0
0.296537,0,0,0,0,0,0
0.297935,0,0,0,0,0,0
0.299334,0,0,0,0,0,0
0.300730,0,0,0,0,0,0
0.302297,0,0,0,0,0,0
0.303750,0,0,0,0,0,0
0.305283,0,0,0,0,0,0
0.306843,0,0,0,0,0,0
0.308409,0,0,0,0,0,0
0.309969,0,0,0,0,0,0
0.311639,0,0,0,0,0,0
0.313271,0,0,0,0,0,0
0.314710,0,0,0,0,0,0
0.316109,0,0,0,0,0,0
0.317637,0,0,0,0,0,0
0.319073,0,0,0,0,0,0
0.320609,0,0,0,0,0,0
0.322169,0,0,0,0,0,0
0.323733,0,0,0,0,0,0
0.325308,0,0,0,0,0,0
0.326910,0,0,0,0,0,0
0.328477,0,0,0,0,0,0
0.330038,0,0,0,0,0,0
0.331602,0,0,0,0,0,0
0.333164,0,0,0,0,0,0
0.334767,0,0,0,0,0,0
0.336280,0,0,0,0,0,0
0.337813,0,0,0,0,0,0
0.339377,0,0,0,0,0,0
0.340940,0,0,0,0,0,0
0.342543,0,0,0,0,0,0
0.344106,0,0,0,0,0,0
0.345669,0,0,0,0,0,0
0.347246,0,0,0,0,0,0
0.348689,0,0,0,0,0,0
0.350142,0,0,0,0,0,0
0.351634,0,0,0,0,0,0
0.353027,0,0,0,0,0,0
0.354415,0,0,0,0,0,0
0.355803,0,0,0,0,0,0
0.357203,0,0,0,0,0,0
0.358641,0,0,0,0,0,0
0.360006,0,0,0,0,0,0
0.361369,0,0,0,0,0,0
0.362731,0,0,0,0,0,0
0.364092,0,0,0,0,0,0
0.365455,0,0,0,0,0,0
0.366853,0,0,0,0,0,0
0.368307,0,0,0,0,0,0
0.369655,0,0,0,0,0,0
0.371003,0,0,0,0,0,0
0.372377,0,0,0,0,0,0
0.373725,0,0,0,0,0,0
0.375100,0,0,0,0,0,0
0.376432,0,0,0,0,0,0
0.377804,0,0,0,0,0,0
0.379177,0,0,0,0,0,0
0.380546,0,0,0,0,0,0
0.381916,0,0,0,0,0,0
0.383191,0,0,0,0,0,0
0.384559,0,0,0,0,0,0
0.385928,0,0,0,0,0,0
0.387310,0,0,0,0,0,0
0.388691,0,0,0,0,0,0
0.389966,0,0,0,0,0,0
0.391440,0,0,0,0,0,0
0.392861,0,0,0,0,0,0
0.394394,0,0,0,0,0,0
0.395854,0,0,0,0,0,0
0.397241,0,0,0,0,0,0
0.398615,0,0,0,0,0,0
0.400026,0,0,0,0,0,0
0.401436,0,0,0,0,0,0
0.402817,0,0,0,0,0,0
0.404311,0,0,0,28,34,0
0.405734,0,0,0,0,0,0
0.407140,0,0,0,0,0,0
0.408556,0,0,0,0,0,0
0.409953,0,0,0,0,0,0
0.411353,0,0,0,0,0,0
0.412768,0,0,0,0,0,0
0.414203,0,0,0,253,311,0
0.415640,0,0,0,0,0,0
0.417040,0,0,0,0,0,0
0.418434,0,0,0,0,0,0
0.419831,0,0,0,0,0,0
0.421227,0,0,0,0,0,0
0.422661,0,0,0,0,0,0
0.424566,0,0,0,0,0,0
0.425962,0,0,0,0,0,0
0.427781,0,0,0,0,0,0
0.429173,0,0,0,0,0,0
0.430605,0,0,0,0,0,0
0.431996,0,0,0,0,0,0
0.433387,0,0,0,0,0,0
0.434786,0,0,0,0,0,0
0.436177,0,0,0,0,0,0
0.437563,0,0,0,0,0,0
0.438951,0,0,0,0,0,0
0.440357,0,0,0,0,0,0
0.441748,0,0,0,0,0,0
0.443202,0,0,0,0,0,0
0.444593,0,0,0,0,0,0
0.445990,0,0,0,0,0,0
0.447417,0,0,0,0,0,0
0.448839,0,0,0,0,0,0
0.450242,0,0,0,0,0,0
0.451641,0,0,0,0,0,0
0.453033,0,0,0,0,0,0
0.454456,0,0,0,0,0,0
0.455858,0,0,0,0,0,0
0.457940,0,0,0,0,0,0
0.459335,0,0,0,0,0,0
0.460727,0,0,0,0,0,0
0.462150,0,0,0,0,0,0
0.463821,0,0,0,0,0,0
0.465211,0,0,0,0,0,0
0.466599,0,0,0,0,0,0
0.467995,0,0,0,0,0,0
0.469385,0,0,0,0,0,0
0.470818,0,0,0,0,0,0
0.472272,0,0,0,0,0,0
0.473639,0,0,0,0,0,0
0.475004,0,0,0,0,0,0
0.476424,0,0,0,0,0,0
0.477893,0,0,0,0,0,0
0.479457,0,0,0,0,0,0
0.481031,0,0,0,0,0,0
0.482486,0,0,0,0,0,0
0.483897,0,0,0,0,0,0
0.485425,0,0,0,0,0,0
0.486986,0,0,0,0,0,0
0.488534,0,0,0,0,0,0
0.489947,0,0,0,0,0,0
0.491479,0,0,0,0,0,0
0.493040,0,0,0,0,0,0
0.494642,0,0,0,0,0,0
0.496204,0,0,0,0,0,0
0.497765,0,0,0,0,0,0
0.499329,0,0,0,0,0,0
0.500902,0,0,0,0,0,0
0.502504,0,0,0,0,0,0
0.504067,0,0,0,0,0,0
0.505628,0,0,0,0,0,0
0.507191,0,0,0,0,0,0
0.508753,0,0,0,0,0,0
0.510356,0,0,0,0,0,0
0.511932,0,0,0,0,0,0
0.513494,0,0,0,0,0,0
0.515054,0,0,0,0,0,0
0.516620,0,0,0,0,0,0
0.518224,0,0,0,0,0,0
0.519788,0,0,0,0,0,0
0.521350,0,0,0,0,0,0
