elapsed_s,HLSQ_L2STC_REQ_INS_HLSQ,HLSQ_L2STC_REQ_INS_HLSQ_HIT,HLSQ_L2STC_REQ_INS_SP,HLSQ_L2STC_REQ_INS_SP_HIT,HLSQ_L2STC_REQ_UCHE,HLSQ_L2STC_LATENCY_CYCLES
0.001466,0,0,0,0,0,0
0.003264,0,0,0,0,0,0
0.004798,0,0,0,0,0,0
0.006280,0,0,0,0,0,0
0.007758,0,0,0,0,0,0
0.009251,0,0,0,0,0,0
0.010754,0,0,0,0,0,0
0.012261,0,0,0,0,0,0
0.013777,0,0,0,0,0,0
0.015267,0,0,0,0,0,0
0.016967,0,0,0,0,0,0
0.018681,0,0,0,0,0,0
0.021616,0,0,0,0,0,0
0.023170,0,0,0,0,0,0
0.024973,0,0,0,0,0,0
0.026504,0,0,0,0,0,0
0.028060,0,0,0,0,0,0
0.029635,0,0,0,0,0,0
0.031189,0,0,0,0,0,0
0.032598,0,0,0,0,0,0
0.033977,0,0,0,0,0,0
0.035433,0,0,0,0,0,0
0.036881,0,0,0,0,0,0
0.038326,0,0,0,0,0,0
0.039827,0,0,0,0,0,0
0.041199,0,0,0,0,0,0
0.042582,0,0,0,0,0,0
0.044005,0,0,0,0,0,0
0.045404,0,0,0,0,0,0
0.046796,0,0,0,0,0,0
0.048235,0,0,0,0,0,0
0.049590,0,0,0,0,0,0
0.051038,0,0,0,0,0,0
0.052413,0,0,0,0,0,0
0.053772,0,0,0,0,0,0
0.055142,0,0,0,0,0,0
0.056726,0,0,0,0,0,0
0.058102,0,0,0,0,0,0
0.059515,0,0,0,0,0,0
0.060959,0,0,0,0,0,0
0.062364,0,0,0,0,0,0
0.063761,0,0,0,0,0,0
0.065158,0,0,0,0,0,0
0.066582,0,0,0,0,0,0
0.067978,0,0,0,0,0,0
0.069374,0,0,0,0,0,0
0.070871,72,32,0,0,112,1090
0.072134,0,0,0,0,0,0
0.073525,0,0,0,0,0,0
0.075000,0,0,0,0,0,0
0.076508,0,0,0,0,0,0
0.077916,0,0,0,0,0,0
0.079433,0,0,0,0,0,0
0.082510,0,0,0,0,0,0
0.083910,0,0,0,0,0,0
0.085302,0,0,0,0,0,0
0.086696,0,0,0,0,0,0
0.088109,0,0,0,0,0,0
0.089501,0,0,0,0,0,0
0.090932,0,0,0,0,0,0
0.095362,0,0,0,0,0,0
0.096788,0,0,0,0,0,0
0.098197,0,0,0,0,0,0
0.099638,0,0,0,0,0,0
0.100974,0,0,0,0,0,0
0.102298,0,0,0,0,0,0
0.103679,0,0,0,0,0,0
0.105046,0,0,0,0,0,0
0.106449,0,0,0,0,0,0
0.107842,0,0,0,0,0,0
0.109242,0,0,0,0,0,0
0.110634,0,0,0,0,0,0
0.112027,0,0,0,0,0,0
0.113430,0,0,0,0,0,0
0.114866,0,0,0,0,0,0
0.116266,0,0,0,0,0,0
0.117794,0,0,0,0,0,0
0.119360,0,0,0,0,0,0
0.120935,0,0,0,0,0,0
0.122539,0,0,0,0,0,0
0.124104,0,0,0,0,0,0
0.125668,0,0,0,0,0,0
0.127229,0,0,0,0,0,0
0.128797,0,0,0,0,0,0
0.130402,0,0,0,0,0,0
0.131980,0,0,0,0,0,0
0.133543,0,0,0,0,0,0
0.135104,0,0,0,0,0,0
0.136665,0,0,0,0,0,0
0.138217,0,0,0,0,0,0
0.139781,0,0,0,0,0,0
0.141568,0,0,0,0,0,0
0.143179,0,0,0,0,0,0
0.144673,0,0,0,0,0,0
0.146069,0,0,0,0,0,0
0.147471,0,0,0,0,0,0
0.150076,0,0,0,0,0,0
0.151622,0,0,0,0,0,0
0.153062,0,0,0,0,0,0
0.154490,0,0,0,0,0,0
0.155885,0,0,0,0,0,0
0.157284,0,0,0,0,0,0
0.158682,0,0,0,0,0,0
0.160082,0,0,0,0,0,0
0.161480,0,0,0,0,0,0
0.162911,0,0,0,0,0,0
0.164319,0,0,0,0,0,0
0.165717,0,0,0,0,0,0
0.167114,0,0,0,0,0,0
0.168514,0,0,0,0,0,0
0.169911,0,0,0,0,0,0
0.171440,0,0,0,0,0,0
0.173004,0,0,0,0,0,0
0.174578,0,0,0,0,0,0
0.176142,0,0,0,0,0,0
0.177706,0,0,0,0,0,0
0.179268,0,0,0,0,0,0
0.180841,0,0,0,0,0,0
0.182244,0,0,0,0,0,0
0.183775,0,0,0,0,0,0
0.185352,0,0,0,0,0,0
0.186940,0,0,0,0,0,0
0.188453,0,0,0,0,0,0
0.189857,0,0,0,0,0,0
0.191254,0,0,0,0,0,0
0.192712,0,0,0,0,0,0
0.194101,0,0,0,0,0,0
0.195533,0,0,0,0,0,0
0.196898,0,0,0,0,0,0
0.198260,0,0,0,0,0,0
0.199626,0,0,0,0,0,0
0.200990,0,0,0,0,0,0
0.202390,0,0,0,0,0,0
0.203812,0,0,0,0,0,0
0.205230,0,0,0,0,0,0
0.206650,0,0,0,0,0,0
0.208067,0,0,0,0,0,0
0.209378,0,0,0,0,0,0
0.210810,0,0,0,0,0,0
0.212140,0,0,0,0,0,0
