elapsed_s,HLSQ_STPROC_L0_INS_LATENCY_CYCLE,HLSQ_STPROC_DPS_RUN_COUNT,HLSQ_STPROC_DPS_RUN_CYCLE,HLSQ_VSDP_BR_QUERY_REQ,HLSQ_VSDP_BV_QUERY_REQ,HLSQ_VSDP_BR_QUERY_REQ_WHEN_BV_PENDING
0.001124,0,0,0,0,0,0
0.002695,0,0,0,0,0,0
0.004211,0,0,0,0,0,0
0.005776,0,0,0,0,0,0
0.007212,0,0,0,0,0,0
0.008650,0,0,0,0,0,0
0.010176,0,0,0,0,0,0
0.012060,0,0,0,0,0,0
0.013577,0,0,0,0,0,0
0.015086,0,0,0,0,0,0
0.016593,0,0,0,0,0,0
0.018282,0,0,0,0,0,0
0.019983,0,0,0,0,0,0
0.021545,0,0,0,0,0,0
0.023022,0,0,0,0,0,0
0.024489,0,0,0,0,0,0
0.026090,0,0,0,0,0,0
0.027562,0,0,0,0,0,0
0.029189,0,0,0,0,0,0
0.030679,0,0,0,0,0,0
0.032177,0,0,0,0,0,0
0.033666,0,0,0,0,0,0
0.035156,0,0,0,0,0,0
0.036643,0,0,0,0,0,0
0.038137,0,0,0,0,0,0
0.039626,0,0,0,0,0,0
0.041111,0,0,0,0,0,0
0.042608,0,0,0,0,0,0
0.044164,0,0,0,0,0,0
0.045721,0,0,0,0,0,0
0.047310,0,0,0,0,0,0
0.048876,0,0,0,0,0,0
0.050228,0,0,0,0,0,0
0.051651,0,0,0,0,0,0
0.053134,0,0,0,0,0,0
0.054565,0,0,0,0,0,0
0.055985,0,0,0,0,0,0
0.057406,0,0,0,0,0,0
0.058825,0,0,0,0,0,0
0.060266,0,0,0,0,0,0
0.061757,0,0,0,0,0,0
0.063166,0,0,0,0,0,0
0.064558,0,0,0,0,0,0
0.066061,0,0,0,0,0,0
0.067417,0,0,0,0,0,0
0.068772,0,0,0,0,0,0
0.070134,0,0,0,0,0,0
0.071489,0,0,0,0,0,0
0.072850,0,0,0,0,0,0
0.074226,0,0,0,0,0,0
0.075585,0,0,0,0,0,0
0.076958,0,0,0,0,0,0
0.078411,0,0,0,0,0,0
0.079799,0,0,0,0,0,0
0.081162,0,0,0,0,0,0
0.082522,0,0,0,0,0,0
0.083886,0,0,0,0,0,0
0.085258,0,0,0,0,0,0
0.086617,0,0,0,0,0,0
0.087985,16,0,0,0,0,0
0.089210,0,0,0,0,0,0
0.090566,0,0,0,0,0,0
0.091943,0,0,0,0,0,0
0.093358,0,0,0,0,0,0
0.094758,0,0,0,0,0,0
0.096168,0,0,0,0,0,0
0.098317,0,0,0,0,0,0
0.099707,0,0,0,0,0,0
0.101171,0,0,0,0,0,0
0.102604,0,0,0,0,0,0
0.103994,0,0,0,0,0,0
0.108947,0,0,0,0,0,0
0.110353,0,0,0,0,0,0
0.111720,0,0,0,0,0,0
0.113070,0,0,0,0,0,0
0.114475,0,0,0,0,0,0
0.115844,0,0,0,0,0,0
0.117196,0,0,0,0,0,0
0.118553,0,0,0,0,0,0
0.119904,0,0,0,0,0,0
0.121273,0,0,0,0,0,0
0.122624,0,0,0,0,0,0
0.123994,0,0,0,0,0,0
0.125392,0,0,0,0,0,0
0.126787,0,0,0,0,0,0
0.128302,0,0,0,0,0,0
0.129729,0,0,0,0,0,0
0.131253,0,0,0,0,0,0
0.132693,0,0,0,0,0,0
0.134135,0,0,0,0,0,0
0.135537,0,0,0,0,0,0
0.136937,0,0,0,0,0,0
0.138334,0,0,0,0,0,0
0.139731,0,0,0,0,0,0
0.141304,0,0,0,0,0,0
0.142879,0,0,0,0,0,0
0.144442,0,0,0,0,0,0
0.146003,0,0,0,0,0,0
0.147565,0,0,0,0,0,0
0.149127,0,0,0,0,0,0
0.150688,0,0,0,0,0,0
0.152247,0,0,0,0,0,0
0.153821,0,0,0,0,0,0
0.155382,0,0,0,0,0,0
0.156946,0,0,0,0,0,0
0.158508,0,0,0,0,0,0
0.160068,0,0,0,0,0,0
0.161631,0,0,0,0,0,0
0.163193,0,0,0,0,0,0
0.164766,0,0,0,0,0,0
0.166332,0,0,0,0,0,0
0.167891,0,0,0,0,0,0
0.169377,0,0,0,0,0,0
0.170936,0,0,0,0,0,0
0.172538,0,0,0,0,0,0
0.174159,0,0,0,0,0,0
0.175731,0,0,0,0,0,0
0.177293,0,0,0,0,0,0
0.178854,0,0,0,0,0,0
0.180413,0,0,0,0,0,0
0.181974,0,0,0,0,0,0
0.183536,0,0,0,0,0,0
0.185098,0,0,0,0,0,0
0.186672,0,0,0,0,0,0
0.188286,0,0,0,0,0,0
0.189845,0,0,0,0,0,0
0.191407,0,0,0,0,0,0
0.192969,0,0,0,0,0,0
0.194521,0,0,0,0,0,0
0.196072,0,0,0,0,0,0
0.197512,0,0,0,0,0,0
0.199079,0,0,0,0,0,0
0.200638,0,0,0,0,0,0
0.202059,0,0,0,0,0,0
0.203457,0,0,0,0,0,0
0.204892,0,0,0,0,0,0
0.206282,0,0,0,0,0,0
0.207684,0,0,0,0,0,0
0.209152,0,0,0,0,0,0
0.210619,0,0,0,0,0,0
0.212008,0,0,0,0,0,0
0.213395,0,0,0,0,0,0
0.214787,0,0,0,0,0,0
0.216176,0,0,0,0,0,0
0.217564,0,0,0,0,0,0
0.218960,0,0,0,0,0,0
0.220398,0,0,0,0,0,0
0.221764,0,0,0,0,0,0
0.223127,0,0,0,0,0,0
0.224490,0,0,0,0,0,0
0.225853,0,0,0,0,0,0
0.227216,0,0,0,0,0,0
0.228579,0,0,0,0,0,0
0.230046,0,0,0,0,0,0
0.231408,0,0,0,0,0,0
0.232770,0,0,0,0,0,0
0.234307,0,0,0,0,0,0
0.235671,0,0,0,0,0,0
0.237057,0,0,0,0,0,0
0.238406,0,0,0,0,0,0
0.239755,0,0,0,0,0,0
0.241109,0,0,0,0,0,0
0.242459,0,0,0,0,0,0
0.243809,0,0,0,0,0,0
0.245158,0,0,0,0,0,0
0.246508,0,0,0,0,0,0
0.247856,0,0,0,0,0,0
0.249204,0,0,0,0,0,0
0.250553,0,0,0,0,0,0
0.251936,0,0,0,0,0,0
0.253355,0,0,0,0,0,0
0.254773,0,0,0,0,0,0
0.256192,0,0,0,0,0,0
0.257611,0,0,0,0,0,0
0.259029,0,0,0,0,0,0
0.260446,0,0,0,0,0,0
0.261877,0,0,0,0,0,0
0.263300,0,0,0,0,0,0
0.264721,0,0,0,0,0,0
0.266054,0,0,0,0,0,0
0.267471,0,0,0,0,0,0
0.268926,0,0,0,0,0,0
0.270322,0,0,0,0,0,0
0.271733,0,0,0,0,0,0
0.273263,0,0,0,0,0,0
0.274744,0,0,0,0,0,0
0.276179,0,0,0,0,0,0
0.277541,0,0,0,0,0,0
0.278899,0,0,0,0,0,0
0.280250,0,0,0,0,0,0
0.281602,0,0,0,0,0,0
0.282955,0,0,0,0,0,0
0.284322,16,0,0,0,0,0
0.285724,0,0,0,0,0,0
0.287123,0,0,0,0,0,0
0.288571,0,0,0,0,0,0
0.290046,0,0,0,0,0,0
0.291443,0,0,0,0,0,0
0.292934,0,0,0,0,0,0
0.294376,0,0,0,0,0,0
0.295782,0,0,0,0,0,0
0.297516,0,0,0,0,0,0
0.298938,0,0,0,0,0,0
0.300374,0,0,0,0,0,0
0.304899,0,0,0,0,0,0
0.306307,0,0,0,0,0,0
0.307703,0,0,0,0,0,0
0.309359,0,0,0,0,0,0
0.310829,0,0,0,0,0,0
0.312221,0,0,0,0,0,0
0.313648,0,0,0,0,0,0
0.315043,0,0,0,0,0,0
0.316498,0,0,0,0,0,0
0.317892,0,0,0,0,0,0
0.319288,0,0,0,0,0,0
0.320685,0,0,0,0,0,0
0.322078,0,0,0,0,0,0
0.323469,0,0,0,0,0,0
0.324921,0,0,0,0,0,0
0.326386,0,0,0,0,0,0
0.327773,0,0,0,0,0,0
0.329128,0,0,0,0,0,0
0.330480,0,0,0,0,0,0
0.331848,0,0,0,0,0,0
0.333248,0,0,0,0,0,0
0.334774,0,0,0,0,0,0
0.336333,0,0,0,0,0,0
0.337894,0,0,0,0,0,0
