elapsed_s,CCHE_GMEM0_LOCAL_RD_REQUEST,CCHE_GMEM0_LOCAL_WR_REQUEST,CCHE_GMEM1_LOCAL_RD_REQUEST,CCHE_GMEM1_LOCAL_WR_REQUEST,CCHE_GMEM0_REMOTE_RD_REQUEST,CCHE_GMEM0_REMOTE_WR_REQUEST,CCHE_GMEM1_REMOTE_RD_REQUEST,CCHE_GMEM1_REMOTE_WR_REQUEST,CCHE_STALL_CYCLES_TP,CCHE_ATOMIC_REQUESTS_SP_TOTAL,CCHE_ATOMIC_PACKING_BEAT_SP_TOTAL
0.001112,0,0,0,0,0,0,0,0,0,0,0
0.003102,0,0,0,0,0,0,0,0,0,0,0
0.004765,0,0,0,0,0,0,0,0,0,0,0
0.006363,0,0,0,0,0,0,0,0,0,0,0
0.007912,0,0,0,0,0,0,0,0,0,0,0
0.009477,0,0,0,0,0,0,0,0,0,0,0
0.011181,0,0,0,0,0,0,0,0,0,0,0
0.012736,0,0,0,0,0,0,0,0,0,0,0
0.014336,0,0,0,0,0,0,0,0,0,0,0
0.015882,0,0,0,0,0,0,0,0,0,0,0
0.017430,0,0,0,0,0,0,0,0,0,0,0
0.019120,0,0,0,0,0,0,0,0,0,0,0
0.020921,0,0,0,0,0,0,0,0,0,0,0
0.022483,0,0,0,0,0,0,0,0,0,0,0
0.024026,0,0,0,0,0,0,0,0,0,0,0
0.025550,0,0,0,0,0,0,0,0,0,0,0
0.027165,0,0,0,0,0,0,0,0,0,0,0
0.028708,0,0,0,0,0,0,0,0,0,0,0
0.030232,0,0,0,0,0,0,0,0,0,0,0
0.031769,0,0,0,0,0,0,0,0,0,0,0
0.033290,0,0,0,0,0,0,0,0,0,0,0
0.034869,0,0,0,0,0,0,0,0,0,0,0
0.036378,0,0,0,0,0,0,0,0,0,0,0
0.037960,0,0,0,0,0,0,0,0,0,0,0
0.039491,0,0,0,0,0,0,0,0,0,0,0
0.041093,0,0,0,0,0,0,0,0,0,0,0
0.042678,0,0,0,0,0,0,0,0,0,0,0
0.044264,0,0,0,0,0,0,0,0,0,0,0
0.045842,0,0,0,0,0,0,0,0,0,0,0
0.047274,0,0,0,0,0,0,0,0,0,0,0
0.048673,0,0,0,0,0,0,0,0,0,0,0
0.050074,0,0,0,0,0,0,0,0,0,0,0
0.051490,0,0,0,0,0,0,0,0,0,0,0
0.052893,0,0,0,0,0,0,0,0,0,0,0
0.054308,0,0,0,0,0,0,0,0,0,0,0
0.055794,0,0,0,0,0,0,0,0,0,0,0
0.057271,0,0,0,0,0,0,0,0,0,0,0
0.058750,0,0,0,0,0,0,0,0,0,0,0
0.060132,0,0,0,0,0,0,0,0,0,0,0
0.061490,0,0,0,0,0,0,0,0,0,0,0
0.062993,0,0,0,0,0,0,0,0,0,0,0
0.064359,0,0,0,0,0,0,0,0,0,0,0
0.065719,0,0,0,0,0,0,0,0,0,0,0
0.067084,0,0,0,0,0,0,0,0,0,0,0
0.068506,0,0,0,0,0,0,0,0,0,0,0
0.069894,0,0,0,0,0,0,0,0,0,0,0
0.071829,0,0,0,0,0,0,0,0,0,0,0
0.073256,0,0,0,0,0,0,0,0,0,0,0
0.074647,0,0,0,0,0,0,0,0,0,0,0
0.076029,0,0,0,0,0,0,0,0,0,0,0
0.077409,0,0,0,0,0,0,0,0,0,0,0
0.079064,0,0,0,0,0,0,0,0,0,0,0
0.080451,0,0,0,0,0,0,0,0,0,0,0
0.081837,0,0,0,0,0,0,0,0,0,0,0
0.083073,0,0,0,0,0,0,0,0,0,0,0
0.084504,0,0,0,0,0,0,0,0,0,0,0
0.086081,0,0,0,0,0,0,0,0,0,0,0
0.087533,0,0,0,0,0,0,0,0,0,0,0
0.088926,0,0,0,0,0,0,0,0,0,0,0
0.090315,0,0,0,0,0,0,0,0,0,0,0
0.091701,0,0,0,0,0,0,0,0,0,0,0
0.093084,0,0,0,0,0,0,0,0,0,0,0
