elapsed_s,HLSQ_BV_STALL_CYCLES,HLSQ_VSBR_DEREF_CYCLES,HLSQ_FS_DEREF_CYCLES,HLSQ_LPAC_DEREF_CYCLES,HLSQ_BV_DEREF_CYCLES,HLSQ_VSBR_S2W_CYCLES
0.001082,0,0,0,0,0,0
0.002455,0,0,0,0,0,0
0.003860,0,0,0,0,0,0
0.005256,0,0,0,0,0,0
0.006606,0,0,0,0,0,0
0.008022,0,0,0,0,0,0
0.009473,0,0,0,0,0,0
0.010827,0,0,0,0,0,0
0.012209,0,0,0,0,0,0
0.013540,0,0,0,0,0,0
0.014870,0,0,0,0,0,0
0.016202,0,0,0,0,0,0
0.017532,0,0,0,0,0,0
0.018863,0,0,0,0,0,0
0.020201,0,0,0,0,0,0
0.021530,0,0,0,0,0,0
0.022871,0,0,0,0,0,0
0.024344,0,0,0,0,0,0
0.025691,0,0,0,0,0,0
0.027114,0,0,0,0,0,0
0.028537,0,0,0,0,0,0
0.029851,0,0,0,0,0,0
0.031276,0,0,0,0,0,0
0.032590,0,0,0,0,0,0
0.033928,0,0,0,0,0,0
0.035352,0,0,0,0,0,0
0.036667,0,0,0,0,0,0
0.037981,0,0,0,0,0,0
0.039404,0,0,0,0,0,0
0.040730,0,0,0,0,0,0
0.042076,0,0,0,0,0,0
0.043432,0,0,0,0,0,0
0.044893,0,0,0,0,0,0
0.046256,0,0,0,0,0,0
0.047597,0,0,0,0,0,0
0.048959,0,0,0,0,0,0
0.050297,0,0,0,0,0,0
0.051636,0,0,0,0,0,0
0.053054,0,0,0,0,0,0
0.054392,1,16,20,0,4,0
0.055791,0,0,0,0,0,0
0.057207,0,0,0,0,0,0
0.059274,0,0,0,0,0,0
0.060671,0,0,0,0,0,0
0.062070,0,0,0,0,0,0
0.063558,12,74,335,0,36,0
0.065114,0,308,300,0,0,0
0.066364,0,288,288,0,0,0
0.067615,0,300,300,0,0,0
0.068899,0,288,288,0,0,0
0.070154,0,288,288,0,0,0
0.071409,0,300,300,0,0,0
0.073113,0,396,396,0,0,0
0.074365,0,288,288,0,0,0
0.075615,0,300,312,0,0,0
0.076969,0,308,300,0,0,0
0.078380,0,0,0,0,0,0
0.079802,0,0,0,0,0,0
0.081225,0,0,0,0,0,0
0.082648,0,0,0,0,0,0
0.084071,0,0,0,0,0,0
0.085494,0,0,0,0,0,0
0.086916,0,0,0,0,0,0
0.088357,0,0,0,0,0,0
0.089674,0,0,0,0,0,0
0.091103,0,0,0,0,0,0
0.092522,0,0,0,0,0,0
0.093942,0,0,0,0,0,0
0.095362,0,0,0,0,0,0
0.096795,0,0,0,0,0,0
0.098213,0,0,0,0,0,0
0.099661,0,0,0,0,0,0
0.101047,0,0,0,0,0,0
0.102469,0,0,0,0,0,0
0.103900,0,0,0,0,0,0
0.105220,0,0,0,0,0,0
0.106542,0,0,0,0,0,0
0.107884,0,0,0,0,0,0
0.109207,0,0,0,0,0,0
0.110532,0,0,0,0,0,0
0.111863,0,0,0,0,0,0
0.113186,0,0,0,0,0,0
0.114510,0,0,0,0,0,0
0.115834,0,0,0,0,0,0
0.117157,0,0,0,0,0,0
0.118480,0,0,0,0,0,0
0.119802,0,0,0,0,0,0
0.121152,0,0,0,0,0,0
0.122597,0,0,0,0,0,0
0.124003,0,0,0,0,0,0
0.125530,0,0,0,0,0,0
0.127090,0,0,0,0,0,0
0.128650,0,0,0,0,0,0
0.130211,0,0,0,0,0,0
0.131773,0,0,0,0,0,0
0.133223,0,0,0,0,0,0
0.134755,0,0,0,0,0,0
0.136361,0,0,0,0,0,0
0.137924,0,0,0,0,0,0
0.139483,0,0,0,0,0,0
0.141049,0,0,0,0,0,0
0.142608,0,0,0,0,0,0
0.144184,0,0,0,0,0,0
0.145745,0,0,0,0,0,0
0.147304,0,0,0,0,0,0
0.148865,0,0,0,0,0,0
0.150427,0,0,0,0,0,0
0.151989,0,0,0,0,0,0
0.153594,0,0,0,0,0,0
0.155537,0,0,0,0,0,0
0.156980,0,0,0,0,0,0
0.158378,0,0,0,0,0,0
0.159947,0,0,0,0,0,0
0.161411,0,0,0,0,0,0
0.162874,0,0,0,0,0,0
0.164270,0,0,0,0,0,0
0.165677,0,0,0,0,0,0
0.167200,0,0,0,0,0,0
0.168804,0,0,0,0,0,0
0.170364,0,0,0,0,0,0
0.171924,0,0,0,0,0,0
0.173484,0,0,0,0,0,0
0.175042,0,0,0,0,0,0
0.176614,0,0,0,0,0,0
