elapsed_s,HLSQ_SPTROC_STCHE_MISS_INC_VS,HLSQ_SPTROC_STCHE_MISS_INC_FS,HLSQ_SPTROC_STCHE_MISS_INC_BV,HLSQ_SPTROC_STCHE_MISS_INC_LPAC,HLSQ_VSBR_S2W_CYCLES_SP,HLSQ_FS_S2W_CYCLES_SP
0.001094,0,0,0,0,0,0
0.002566,0,0,0,0,0,0
0.004004,0,0,0,0,0,0
0.005440,0,0,0,0,0,0
0.006919,0,0,0,0,0,0
0.008354,0,0,0,0,0,0
0.009800,0,0,0,0,0,0
0.011234,0,0,0,0,0,0
0.012669,0,0,0,0,0,0
0.014101,0,0,0,0,0,0
0.015638,0,0,0,0,0,0
0.017135,0,0,0,0,0,0
0.018780,0,0,0,0,0,0
0.020287,0,0,0,0,0,0
0.021684,0,0,0,0,0,0
0.023139,0,0,0,0,0,0
0.024592,0,0,0,0,0,0
0.026034,0,0,0,0,0,0
0.027743,0,0,0,0,0,0
0.029181,0,0,0,0,0,0
0.030633,0,0,0,0,0,0
0.032068,0,0,0,0,0,0
0.033500,0,0,0,0,0,0
0.034934,0,0,0,0,0,0
0.036369,0,0,0,0,0,0
0.037802,0,0,0,0,0,0
0.039302,0,0,0,0,0,0
0.040719,0,0,0,0,0,0
0.042127,0,0,0,0,0,0
0.043617,0,0,0,0,0,0
0.045034,0,0,0,0,0,0
0.046430,0,0,0,0,0,0
0.047839,0,0,0,0,0,0
0.049248,0,0,0,0,0,0
0.050844,0,0,0,0,0,0
0.052289,0,0,0,0,0,0
0.053779,0,0,0,0,0,0
0.055327,0,0,0,0,0,0
0.056802,0,0,0,0,0,0
0.058278,0,0,0,0,0,0
0.059794,0,0,0,0,0,0
0.061266,0,0,0,0,0,0
0.062745,0,0,0,0,0,0
0.064218,0,0,0,0,0,0
0.065688,0,0,0,0,0,0
0.067159,0,0,0,0,0,0
0.068630,0,0,0,0,0,0
0.070101,0,0,0,0,0,0
0.071702,0,0,0,0,0,0
0.073270,0,0,0,0,0,0
0.074732,0,0,0,0,0,0
0.076141,0,0,0,0,0,0
0.077528,0,0,0,0,0,0
0.078913,0,0,0,0,0,0
0.080295,0,0,0,0,0,0
0.081679,0,0,0,0,0,0
0.083103,0,0,0,0,0,0
0.084480,0,0,0,0,0,0
0.085860,0,0,0,0,0,0
0.087292,0,0,0,0,0,0
0.088665,0,0,0,0,0,0
0.090037,0,0,0,0,0,0
0.091431,0,0,0,0,0,0
0.092801,0,0,0,0,0,0
0.094168,0,0,0,0,0,0
0.095510,0,0,0,0,0,0
0.096882,0,0,0,0,0,0
0.098309,0,0,0,0,0,0
0.099482,0,0,0,0,0,0
0.100900,0,0,0,0,0,0
0.102373,0,0,0,0,0,0
0.103704,0,0,0,0,0,0
0.105122,0,0,0,0,0,0
0.106571,0,0,0,0,0,0
0.107968,0,0,0,0,0,0
0.109374,0,0,0,0,0,0
0.110783,0,0,0,0,0,0
0.112176,0,0,0,0,0,0
0.113568,0,0,0,0,0,0
0.115011,0,0,0,0,0,762
0.116370,0,0,0,0,0,6486
0.117577,0,0,0,0,0,6768
0.118838,0,0,0,0,0,6768
0.120044,0,0,0,0,0,6768
0.121249,0,0,0,0,0,6486
0.122452,0,0,0,0,0,6486
0.123656,0,0,0,0,0,6768
0.124861,0,0,0,0,0,6486
0.126066,0,0,0,0,0,6486
