elapsed_s,HLSQ_BV_WAIT_FS_S2W,HLSQ_RESERVED_37,HLSQ_FS_WAIT_SAME_VS_S2W,HLSQ_FS_STARVING_SP,HLSQ_VS_DATA_WAIT_PROGRAMMING,HLSQ_BV_DATA_WAIT_PROGRAMMING
0.001128,0,0,0,0,0,0
0.002593,0,0,0,0,0,0
0.004029,0,0,0,0,0,0
0.005464,0,0,0,0,0,0
0.006898,0,0,0,0,0,0
0.008330,0,0,0,0,0,0
0.009775,0,0,0,0,0,0
0.011210,0,0,0,0,0,0
0.012642,0,0,0,0,0,0
0.014142,0,0,0,0,0,0
0.015553,0,0,0,0,0,0
0.016979,0,0,0,0,0,0
0.018404,0,0,0,0,0,0
0.019806,0,0,0,0,0,0
0.021176,0,0,0,0,0,0
0.022541,0,0,0,0,0,0
0.023902,0,0,0,0,0,0
0.025312,0,0,0,0,0,0
0.026679,0,0,0,0,0,0
0.028045,0,0,0,0,0,0
0.029406,0,0,0,0,0,0
0.030759,0,0,0,0,0,0
0.032103,0,0,0,0,0,0
0.033496,0,0,0,0,0,0
0.034843,0,0,0,0,0,0
0.036191,0,0,0,0,0,0
0.037540,0,0,0,0,0,0
0.038884,0,0,0,0,0,0
0.040231,0,0,0,0,0,0
0.041634,0,0,0,0,0,0
0.042981,0,0,0,0,0,0
0.044333,0,0,0,0,0,0
0.045720,0,0,0,0,0,0
0.047040,0,0,0,0,0,0
0.048345,0,0,0,0,0,0
0.049699,0,0,0,0,0,0
0.051014,0,0,0,0,0,0
0.052327,0,0,0,0,0,0
0.053693,0,0,0,0,0,0
0.054964,0,0,0,0,0,0
0.056229,0,0,0,0,0,0
0.057543,0,0,0,0,0,0
0.058808,0,0,0,0,0,0
0.060074,0,0,0,0,0,0
0.061415,0,0,0,0,0,0
0.062789,0,0,0,0,0,0
0.064143,0,0,0,0,0,0
0.065493,0,0,0,0,0,0
0.066891,0,0,0,0,0,0
0.068273,0,0,0,0,0,0
0.069642,0,0,0,0,0,0
0.070998,0,0,0,0,0,0
0.072355,0,0,0,0,0,0
0.073724,0,0,0,0,0,0
0.075075,0,0,1086,0,2268,804
0.076526,0,0,0,0,0,0
0.077922,0,0,0,0,0,0
0.079352,0,0,0,0,0,0
