elapsed_s,TSE_SETUP_CTRL_WORKING_CYCLE_L2,TSE_SETUP_FDP3_WORKING_CYCLE_L2,TSE_SETUP_FDP3_0_WORKING_CYCLE_L3,TSE_SETUP_FDP3_1_WORKING_CYCLE_L3
0.001107,0,0,0,0
0.002881,0,0,0,0
0.004364,0,0,0,0
0.005802,0,0,0,0
0.007365,0,0,0,0
0.008804,0,0,0,0
0.010211,0,0,0,0
0.011659,0,0,0,0
0.013044,0,0,0,0
0.014443,0,0,0,0
0.015851,0,0,0,0
0.017290,0,0,0,0
0.018733,0,0,0,0
0.020296,0,0,0,0
0.021745,0,0,0,0
0.023202,0,0,0,0
0.024634,0,0,0,0
0.026046,0,0,0,0
0.027466,0,0,0,0
0.028879,0,0,0,0
0.030353,0,0,0,0
0.031770,0,0,0,0
0.033167,0,0,0,0
0.034565,0,0,0,0
0.035962,0,0,0,0
0.037361,0,0,0,0
0.038937,0,0,0,0
0.040490,0,0,0,0
0.042019,0,0,0,0
0.043420,0,0,0,0
0.044819,0,0,0,0
0.046265,0,0,0,0
0.047721,0,0,0,0
0.049198,0,0,0,0
0.050729,0,0,0,0
0.052233,0,0,0,0
0.053709,0,0,0,0
0.055194,0,0,0,0
0.056669,0,0,0,0
0.058193,0,0,0,0
0.059676,0,0,0,0
0.061160,0,0,0,0
0.062626,0,0,0,0
0.064003,0,0,0,0
0.065439,0,0,0,0
0.066783,0,0,0,0
0.068174,0,0,0,0
0.069540,0,0,0,0
0.070951,0,0,0,0
0.072336,0,0,0,0
0.073682,0,0,0,0
0.075089,0,0,0,0
0.076432,0,0,0,0
0.077774,0,0,0,0
0.079192,315,315,315,315
0.080464,0,0,0,0
0.081916,0,0,0,0
0.083466,0,0,0,0
0.084958,0,0,0,0
0.086425,0,0,0,0
0.087850,0,0,0,0
0.089269,0,0,0,0
0.090689,0,0,0,0
0.092122,735,735,735,735
0.093385,0,0,0,0
0.094781,0,0,0,0
0.096243,0,0,0,0
0.097631,0,0,0,0
0.100910,0,0,0,0
0.102297,0,0,0,0
0.103689,0,0,0,0
0.105076,0,0,0,0
0.107337,0,0,0,0
0.108717,0,0,0,0
0.110241,0,0,0,0
0.111745,0,0,0,0
0.113128,0,0,0,0
0.114526,0,0,0,0
0.115902,0,0,0,0
0.117280,0,0,0,0
0.118662,0,0,0,0
0.120041,0,0,0,0
0.121420,0,0,0,0
0.122802,0,0,0,0
0.124188,0,0,0,0
0.125586,0,0,0,0
0.126974,0,0,0,0
0.128469,0,0,0,0
0.130090,0,0,0,0
0.131553,0,0,0,0
0.132933,0,0,0,0
0.134316,0,0,0,0
0.135712,0,0,0,0
0.137098,0,0,0,0
0.138486,0,0,0,0
0.139871,0,0,0,0
0.141386,0,0,0,0
0.142938,0,0,0,0
0.144491,0,0,0,0
0.146057,0,0,0,0
0.147610,0,0,0,0
0.149161,0,0,0,0
0.150609,0,0,0,0
0.152156,0,0,0,0
0.153707,0,0,0,0
0.155263,0,0,0,0
0.156826,0,0,0,0
0.158379,0,0,0,0
0.159977,0,0,0,0
0.161527,0,0,0,0
0.163079,0,0,0,0
0.164632,0,0,0,0
0.166187,0,0,0,0
0.167753,0,0,0,0
0.169304,0,0,0,0
0.170856,0,0,0,0
0.172410,0,0,0,0
0.174052,0,0,0,0
0.175517,0,0,0,0
0.176910,0,0,0,0
0.178439,0,0,0,0
0.179991,0,0,0,0
0.181542,0,0,0,0
0.183094,0,0,0,0
0.184646,0,0,0,0
0.186200,0,0,0,0
0.187754,0,0,0,0
0.189316,0,0,0,0
0.190868,0,0,0,0
0.192421,0,0,0,0
0.193976,0,0,0,0
0.195528,0,0,0,0
0.197078,0,0,0,0
0.198632,0,0,0,0
0.200199,0,0,0,0
0.201749,0,0,0,0
0.203305,0,0,0,0
0.204855,0,0,0,0
0.206301,0,0,0,0
0.207736,0,0,0,0
0.209118,0,0,0,0
0.210511,0,0,0,0
0.211891,0,0,0,0
0.213270,0,0,0,0
0.214649,0,0,0,0
0.216028,0,0,0,0
0.217407,0,0,0,0
0.218785,0,0,0,0
0.220161,0,0,0,0
0.221547,0,0,0,0
0.222925,0,0,0,0
0.224297,0,0,0,0
0.225648,0,0,0,0
0.227002,0,0,0,0
0.228356,0,0,0,0
0.229710,0,0,0,0
0.231128,0,0,0,0
0.232490,0,0,0,0
0.233844,0,0,0,0
0.235281,0,0,0,0
0.236634,0,0,0,0
0.238031,0,0,0,0
0.239516,0,0,0,0
0.240856,0,0,0,0
0.242195,0,0,0,0
0.243541,0,0,0,0
0.244882,0,0,0,0
0.246222,0,0,0,0
0.247563,0,0,0,0
0.248904,0,0,0,0
0.250244,0,0,0,0
0.251601,0,0,0,0
0.252940,0,0,0,0
0.254325,0,0,0,0
0.255695,0,0,0,0
0.257106,0,0,0,0
0.258516,0,0,0,0
0.259926,0,0,0,0
0.261335,0,0,0,0
0.262744,0,0,0,0
0.264161,0,0,0,0
0.265583,0,0,0,0
0.266993,0,0,0,0
0.268404,0,0,0,0
0.269813,0,0,0,0
0.271238,0,0,0,0
0.272514,0,0,0,0
0.273875,0,0,0,0
0.275257,0,0,0,0
0.276630,0,0,0,0
0.278058,0,0,0,0
0.279481,105,105,105,105
0.280900,0,0,0,0
0.282266,0,0,0,0
0.283625,0,0,0,0
0.284980,0,0,0,0
0.286370,0,0,0,0
0.287744,0,0,0,0
0.289107,378,441,441,441
0.290455,357,294,294,294
0.291815,0,0,0,0
0.293175,0,0,0,0
0.294534,0,0,0,0
0.295893,0,0,0,0
0.297250,0,0,0,0
0.298616,0,0,0,0
0.299975,0,0,0,0
0.301331,0,0,0,0
0.302938,0,0,0,0
0.304340,0,0,0,0
0.305720,0,0,0,0
0.307158,0,0,0,0
0.308534,0,0,0,0
0.309918,0,0,0,0
0.311379,0,0,0,0
0.312755,0,0,0,0
0.314167,0,0,0,0
0.315547,0,0,0,0
0.316926,0,0,0,0
0.319216,0,0,0,0
0.320720,0,0,0,0
0.322218,0,0,0,0
0.323679,0,0,0,0
0.325059,0,0,0,0
0.326438,0,0,0,0
0.327816,0,0,0,0
0.329290,0,0,0,0
0.330709,0,0,0,0
0.332240,0,0,0,0
0.333788,0,0,0,0
0.335359,0,0,0,0
0.336954,0,0,0,0
0.338505,0,0,0,0
0.340053,0,0,0,0
0.341601,0,0,0,0
0.343210,0,0,0,0
0.344760,0,0,0,0
0.346310,0,0,0,0
0.347858,0,0,0,0
0.349451,0,0,0,0
0.351001,0,0,0,0
0.352552,0,0,0,0
0.354115,0,0,0,0
0.355665,0,0,0,0
0.357212,0,0,0,0
0.358656,0,0,0,0
0.360200,0,0,0,0
0.361747,0,0,0,0
0.363174,0,0,0,0
0.364704,0,0,0,0
0.366255,0,0,0,0
0.367849,0,0,0,0
0.369397,0,0,0,0
0.370947,0,0,0,0
0.372496,0,0,0,0
0.374047,0,0,0,0
0.375610,0,0,0,0
0.377158,0,0,0,0
0.378710,0,0,0,0
0.380258,0,0,0,0
0.381806,0,0,0,0
0.383360,0,0,0,0
0.384952,0,0,0,0
0.386515,0,0,0,0
0.388065,0,0,0,0
0.389614,0,0,0,0
0.391103,0,0,0,0
0.392616,0,0,0,0
0.394148,0,0,0,0
0.395702,0,0,0,0
0.397299,0,0,0,0
0.398852,0,0,0,0
0.400405,0,0,0,0
0.402012,0,0,0,0
0.403494,0,0,0,0
0.404888,0,0,0,0
0.406273,0,0,0,0
0.407663,0,0,0,0
0.409041,0,0,0,0
0.410419,0,0,0,0
0.411797,0,0,0,0
0.413175,0,0,0,0
