elapsed_s,TSE_SETUP_FMUL_WORKING_CYCLE_L2,TSE_SETUP_FMUL_0_WORKING_CYCLE_L3,TSE_SETUP_FMUL_1_WORKING_CYCLE_L3,TSE_SETUP_FMUL_2_WORKING_CYCLE_L3
0.001244,0,0,0,0
0.002837,0,0,0,0
0.004334,0,0,0,0
0.005817,0,0,0,0
0.007298,0,0,0,0
0.008780,0,0,0,0
0.010274,0,0,0,0
0.012007,0,0,0,0
0.013491,0,0,0,0
0.014973,0,0,0,0
0.016545,0,0,0,0
0.018002,0,0,0,0
0.019540,0,0,0,0
0.021007,0,0,0,0
0.022612,0,0,0,0
0.024071,0,0,0,0
0.025528,0,0,0,0
0.026986,0,0,0,0
0.028446,0,0,0,0
0.029903,0,0,0,0
0.031373,0,0,0,0
0.032924,0,0,0,0
0.034656,0,0,0,0
0.036427,0,0,0,0
0.037882,0,0,0,0
0.039328,0,0,0,0
0.040773,0,0,0,0
0.042226,0,0,0,0
0.043715,0,0,0,0
0.045290,0,0,0,0
0.046865,0,0,0,0
0.048496,0,0,0,0
0.050024,0,0,0,0
0.051697,0,0,0,0
0.053227,0,0,0,0
0.054771,0,0,0,0
0.056257,0,0,0,0
0.057734,0,0,0,0
0.059261,0,0,0,0
0.060736,0,0,0,0
0.062209,0,0,0,0
0.063803,0,0,0,0
0.065217,0,0,0,0
0.066561,0,0,0,0
0.067905,0,0,0,0
0.069246,0,0,0,0
0.070591,0,0,0,0
0.071939,0,0,0,0
0.073279,0,0,0,0
0.074644,0,0,0,0
0.075986,0,0,0,0
0.077326,273,273,273,273
0.079046,0,0,0,0
0.080434,0,0,0,0
0.081772,0,0,0,0
0.083112,0,0,0,0
0.084455,0,0,0,0
0.085811,0,0,0,0
0.087159,0,0,0,0
0.088501,735,735,735,735
0.089696,0,0,0,0
0.091035,0,0,0,0
0.092372,0,0,0,0
0.093710,0,0,0,0
0.095049,0,0,0,0
0.096479,0,0,0,0
0.097884,0,0,0,0
0.099271,0,0,0,0
0.100784,0,0,0,0
0.102211,0,0,0,0
0.103990,0,0,0,0
0.105370,0,0,0,0
0.109972,0,0,0,0
0.113106,0,0,0,0
0.114618,0,0,0,0
0.116008,0,0,0,0
0.117378,0,0,0,0
0.118725,0,0,0,0
0.120066,0,0,0,0
0.121406,0,0,0,0
0.122745,0,0,0,0
0.124084,0,0,0,0
0.125423,0,0,0,0
0.126762,0,0,0,0
0.128171,0,0,0,0
0.129511,0,0,0,0
0.130849,0,0,0,0
0.132187,0,0,0,0
0.133526,0,0,0,0
0.134866,0,0,0,0
0.136205,0,0,0,0
0.137545,0,0,0,0
0.138895,0,0,0,0
0.140233,0,0,0,0
0.141572,0,0,0,0
0.142912,0,0,0,0
0.144382,0,0,0,0
0.145943,0,0,0,0
0.147493,0,0,0,0
0.149043,0,0,0,0
0.150609,0,0,0,0
0.152159,0,0,0,0
0.153709,0,0,0,0
0.155259,0,0,0,0
0.156810,0,0,0,0
0.158358,0,0,0,0
0.159994,0,0,0,0
0.161557,0,0,0,0
0.163109,0,0,0,0
0.164660,0,0,0,0
0.166209,0,0,0,0
0.170072,0,0,0,0
0.171611,0,0,0,0
0.173000,0,0,0,0
0.174565,0,0,0,0
0.175995,0,0,0,0
0.177381,0,0,0,0
0.178768,0,0,0,0
0.180152,0,0,0,0
0.181536,0,0,0,0
0.182941,0,0,0,0
0.184325,0,0,0,0
0.185709,0,0,0,0
0.187094,0,0,0,0
0.188478,0,0,0,0
0.189861,0,0,0,0
0.191247,0,0,0,0
0.192666,0,0,0,0
0.194169,0,0,0,0
0.195633,0,0,0,0
0.197017,0,0,0,0
0.198401,0,0,0,0
0.199783,0,0,0,0
0.201297,0,0,0,0
0.202854,0,0,0,0
0.204250,0,0,0,0
0.205628,0,0,0,0
0.207005,0,0,0,0
0.208419,0,0,0,0
0.209795,0,0,0,0
0.211172,0,0,0,0
0.212551,0,0,0,0
0.213927,0,0,0,0
0.215313,0,0,0,0
0.216690,0,0,0,0
0.218066,0,0,0,0
0.219442,0,0,0,0
0.220818,0,0,0,0
0.222195,0,0,0,0
0.223598,0,0,0,0
0.224970,0,0,0,0
0.226330,0,0,0,0
0.227667,0,0,0,0
0.229021,0,0,0,0
0.230375,0,0,0,0
0.231816,0,0,0,0
0.233168,0,0,0,0
0.234521,0,0,0,0
0.235874,0,0,0,0
0.237234,0,0,0,0
0.238653,0,0,0,0
0.240045,0,0,0,0
0.241459,0,0,0,0
0.242760,0,0,0,0
0.244171,0,0,0,0
0.245581,0,0,0,0
0.246992,0,0,0,0
0.248406,0,0,0,0
0.249709,0,0,0,0
0.251011,0,0,0,0
0.252420,0,0,0,0
0.253830,0,0,0,0
0.255244,0,0,0,0
0.256664,0,0,0,0
0.258076,0,0,0,0
0.259502,0,0,0,0
0.260912,0,0,0,0
0.262323,0,0,0,0
0.263700,0,0,0,0
0.265110,0,0,0,0
0.266520,105,105,105,105
0.268028,0,0,0,0
0.269439,0,0,0,0
0.270853,0,0,0,0
0.272264,0,0,0,0
0.273674,0,0,0,0
0.275104,0,0,0,0
0.276485,0,0,0,0
0.278102,0,0,0,0
0.279897,0,0,0,0
0.281311,735,735,735,735
0.282705,0,0,0,0
0.284092,0,0,0,0
0.285477,0,0,0,0
0.286862,0,0,0,0
0.288290,0,0,0,0
0.289676,0,0,0,0
0.291059,0,0,0,0
0.292454,0,0,0,0
0.293837,0,0,0,0
0.295284,0,0,0,0
0.296664,0,0,0,0
0.298043,0,0,0,0
0.301902,0,0,0,0
0.304984,0,0,0,0
0.306447,0,0,0,0
0.307796,0,0,0,0
0.309148,0,0,0,0
0.310489,0,0,0,0
0.311944,0,0,0,0
0.313317,0,0,0,0
0.314658,0,0,0,0
0.315998,0,0,0,0
0.317336,0,0,0,0
0.318674,0,0,0,0
0.320140,0,0,0,0
0.321694,0,0,0,0
0.323113,0,0,0,0
0.324642,0,0,0,0
0.326190,0,0,0,0
0.327743,0,0,0,0
0.329290,0,0,0,0
0.330842,0,0,0,0
0.332263,0,0,0,0
0.333783,0,0,0,0
0.335219,0,0,0,0
0.336785,0,0,0,0
0.338334,0,0,0,0
0.339887,0,0,0,0
0.341437,0,0,0,0
0.342989,0,0,0,0
0.344540,0,0,0,0
0.346104,0,0,0,0
0.347659,0,0,0,0
0.349210,0,0,0,0
0.350761,0,0,0,0
0.352354,0,0,0,0
0.353902,0,0,0,0
0.355454,0,0,0,0
0.357019,0,0,0,0
0.358616,0,0,0,0
0.360168,0,0,0,0
0.361614,0,0,0,0
0.363167,0,0,0,0
0.364717,0,0,0,0
0.366267,0,0,0,0
0.367834,0,0,0,0
0.369429,0,0,0,0
0.370981,0,0,0,0
0.372531,0,0,0,0
0.374083,0,0,0,0
0.375732,0,0,0,0
0.377283,0,0,0,0
0.378849,0,0,0,0
0.380400,0,0,0,0
0.381949,0,0,0,0
0.383501,0,0,0,0
0.385050,0,0,0,0
0.386600,0,0,0,0
0.388152,0,0,0,0
0.389716,0,0,0,0
0.391267,0,0,0,0
0.393018,0,0,0,0
0.394585,0,0,0,0
0.396255,0,0,0,0
0.397644,0,0,0,0
0.399022,0,0,0,0
0.400457,0,0,0,0
0.401838,0,0,0,0
0.403216,0,0,0,0
0.404595,0,0,0,0
0.405974,0,0,0,0
0.407352,0,0,0,0
0.408730,0,0,0,0
0.410109,0,0,0,0
0.411618,0,0,0,0
0.412994,0,0,0,0
0.414370,0,0,0,0
0.415750,0,0,0,0
0.417121,0,0,0,0
0.418480,0,0,0,0
0.419834,0,0,0,0
