elapsed_s,TSE_BE_FACENESS_CULLED_PRIM,TSE_BE_ZERO_PIXEL_PRIM,TSE_BE_OUTPUT_NULL_PRIM,TSE_BE_OUTPUT_VISIBLE_PRIM
0.001458,0,0,0,0
0.003083,0,0,0,0
0.004617,0,0,0,0
0.006102,0,0,0,0
0.007583,0,0,0,0
0.009128,0,0,0,0
0.010621,0,0,0,0
0.012104,0,0,0,0
0.013783,0,0,0,0
0.015276,0,0,0,0
0.016791,0,0,0,0
0.018240,0,0,0,0
0.019681,0,0,0,0
0.021184,0,0,0,0
0.022624,0,0,0,0
0.024064,0,0,0,0
0.025504,0,0,0,0
0.026943,0,0,0,0
0.028405,0,0,0,0
0.029873,0,0,0,0
0.031362,0,0,0,0
0.032821,0,0,0,0
0.034280,0,0,0,0
0.035737,0,0,0,0
0.037235,0,0,0,0
0.038692,0,0,0,0
0.040223,0,0,0,0
0.041691,0,0,0,0
0.043149,0,0,0,0
0.044608,0,0,0,0
0.046134,0,0,0,0
0.047581,0,0,0,0
0.049084,0,0,0,0
0.050528,0,0,0,0
0.052167,0,0,0,0
0.053742,0,0,0,0
0.055186,0,0,0,0
0.056630,0,0,0,0
0.058201,0,0,0,0
0.059645,0,0,0,0
0.061200,0,0,0,0
0.062687,0,0,0,0
0.064204,0,0,0,0
0.065657,0,0,0,0
0.067109,0,0,0,0
0.068690,0,0,0,0
0.070129,0,0,0,0
0.071538,0,0,0,0
0.072957,0,0,0,0
0.074361,0,0,0,0
0.075763,0,0,0,0
0.077200,0,0,0,0
0.078662,0,0,0,0
0.080129,0,0,0,0
0.081592,0,0,0,0
0.083066,0,0,0,0
0.084479,0,0,0,0
0.085849,0,0,0,0
0.087318,0,0,0,0
0.088735,0,0,0,0
0.089929,0,0,0,0
0.091354,0,0,0,0
0.092774,0,0,0,0
0.094219,0,0,0,0
0.095608,0,0,0,0
0.097090,0,0,0,0
0.098605,0,0,0,0
0.100282,0,0,0,0
0.101670,0,0,0,0
0.103055,0,0,0,0
0.104451,0,0,0,0
0.105837,0,0,0,0
0.107222,0,0,0,0
0.108608,0,0,0,0
0.110030,0,0,0,0
0.111408,0,0,0,0
0.113396,0,0,0,0
0.114787,0,0,0,0
0.119882,0,0,0,0
0.121268,0,0,0,0
0.122653,0,0,0,0
0.125024,0,0,0,0
0.126547,0,0,0,0
0.128109,0,0,0,0
0.129531,0,0,0,0
0.130891,0,0,0,0
0.132233,0,0,0,0
0.133573,0,0,0,0
0.134911,0,0,0,0
0.136250,0,0,0,0
0.137605,0,0,0,0
0.138942,0,0,0,0
0.140283,0,0,0,0
0.141761,0,0,0,0
0.143324,0,0,0,0
0.144875,0,0,0,0
0.146427,0,0,0,0
0.147872,0,0,0,0
0.149268,0,0,0,0
0.150656,0,0,0,0
0.152045,0,0,0,0
0.153431,0,0,0,0
0.155385,0,0,0,0
0.156771,0,0,0,0
0.158202,0,0,0,0
0.159583,0,0,0,0
0.161005,0,0,0,0
0.162390,0,0,0,0
0.163774,0,0,0,0
0.165162,0,0,0,0
0.166546,0,0,0,0
0.168062,0,0,0,0
0.169624,0,0,0,0
0.171172,0,0,0,0
0.172594,0,0,0,0
0.174156,0,0,0,0
0.175705,0,0,0,0
0.177260,0,0,0,0
0.178809,0,0,0,0
0.180376,0,0,0,0
0.181927,0,0,0,0
0.183476,0,0,0,0
0.184994,0,0,0,0
0.186510,0,0,0,0
0.187909,0,0,0,0
0.189298,0,0,0,0
0.190739,0,0,0,0
0.192128,0,0,0,0
0.193514,0,0,0,0
0.194899,0,0,0,0
0.196416,0,0,0,0
0.197968,0,0,0,0
0.199518,0,0,0,0
0.201169,0,0,0,0
0.202719,0,0,0,0
0.204273,0,0,0,0
0.205869,0,0,0,0
0.207421,0,0,0,0
0.208973,0,0,0,0
0.210525,0,0,0,0
0.212035,0,0,0,0
0.213461,0,0,0,0
0.214852,0,0,0,0
0.216237,0,0,0,0
0.217617,0,0,0,0
0.218995,0,0,0,0
0.220373,0,0,0,0
0.221798,0,0,0,0
0.223191,0,0,0,0
0.224569,0,0,0,0
0.225948,0,0,0,0
0.227327,0,0,0,0
0.228705,0,0,0,0
0.230082,0,0,0,0
0.231459,0,0,0,0
0.232837,0,0,0,0
0.234223,0,0,0,0
0.235600,0,0,0,0
0.236990,0,0,0,0
0.238417,0,0,0,0
0.239772,0,0,0,0
0.241114,0,0,0,0
0.242468,0,0,0,0
0.243833,0,0,0,0
0.245194,0,0,0,0
0.246547,0,0,0,0
0.247978,0,0,0,0
0.249334,0,0,0,0
0.250688,0,0,0,0
0.252043,0,0,0,0
0.253433,0,0,0,0
0.254772,0,0,0,0
0.256117,0,0,0,0
0.257456,0,0,0,0
0.258797,0,0,0,0
0.260136,0,0,0,0
0.261475,0,0,0,0
0.262813,0,0,0,0
0.264152,0,0,0,0
0.265491,0,0,0,0
0.266836,0,0,0,0
0.268397,0,0,0,0
0.269766,0,0,0,0
0.271177,0,0,0,0
0.272587,0,0,0,0
0.273997,0,0,0,0
0.275408,0,0,0,0
0.276824,0,0,0,0
0.278234,0,0,0,0
0.279543,0,0,0,0
0.280957,0,0,0,0
0.282214,0,0,0,0
0.283575,0,0,0,0
0.284938,0,0,0,0
0.286301,0,0,0,0
0.287665,0,0,0,0
0.289839,0,0,0,0
0.292055,0,0,0,0
0.293725,0,0,0,0
0.295116,0,0,0,0
0.296503,0,0,0,0
0.297900,0,0,0,0
0.299284,0,0,0,0
0.300668,0,0,0,0
0.302055,0,0,0,0
0.303299,0,0,0,0
0.305265,0,0,0,0
0.306615,0,0,0,0
0.308009,0,0,0,0
0.309394,0,0,0,0
0.310779,0,0,0,0
0.312163,0,0,0,0
0.313541,0,0,0,0
0.314920,0,0,0,0
0.316303,0,0,0,0
0.317739,0,0,0,0
0.319132,0,0,0,0
0.320515,0,0,0,0
0.321892,0,0,0,0
0.323269,0,0,0,0
0.324651,0,0,0,0
0.326031,0,0,0,0
0.327409,0,0,0,0
0.328789,0,0,0,0
0.330189,0,0,0,0
0.331574,0,0,0,0
0.332962,0,0,0,0
0.334398,0,0,0,0
0.335777,0,0,0,0
0.337215,0,0,0,0
0.338723,0,0,0,0
0.340143,0,0,0,0
0.341673,0,0,0,0
0.343223,0,0,0,0
0.344774,0,0,0,0
0.346325,0,0,0,0
0.347805,0,0,0,0
0.349452,0,0,0,0
0.351002,0,0,0,0
0.352569,0,0,0,0
0.354119,0,0,0,0
0.355710,0,0,0,0
0.357266,0,0,0,0
0.358815,0,0,0,0
0.360367,0,0,0,0
0.361919,0,0,0,0
0.363481,0,0,0,0
0.365091,0,0,0,0
0.366686,0,0,0,0
0.368238,0,0,0,0
0.369789,0,0,0,0
0.371338,0,0,0,0
0.372889,0,0,0,0
0.374328,0,0,0,0
