elapsed_s,PC_RESERVED_56,PC_RESERVED_57,PC_RESERVED_58,PC_RESERVED_59,PC_S_BUSY_CYCLES,PC_S_WORKING_CYCLES,PC_S_STALL_CYCLES_VFD,PC_S_STALL_CYCLES_VPC_FE
0.001101,0,0,0,0,0,0,0,0
0.002701,0,0,0,0,0,0,0,0
0.004253,0,0,0,0,0,0,0,0
0.005800,0,0,0,0,0,0,0,0
0.007347,0,0,0,0,0,0,0,0
0.009032,0,0,0,0,0,0,0,0
0.010579,0,0,0,0,0,0,0,0
0.012317,0,0,0,0,0,0,0,0
0.013885,0,0,0,0,0,0,0,0
0.015396,0,0,0,0,0,0,0,0
0.016976,0,0,0,0,0,0,0,0
0.018482,0,0,0,0,0,0,0,0
0.020018,0,0,0,0,0,0,0,0
0.021524,0,0,0,0,0,0,0,0
0.023027,0,0,0,0,0,0,0,0
0.024601,0,0,0,0,0,0,0,0
0.026119,0,0,0,0,0,0,0,0
0.027680,0,0,0,0,0,0,0,0
0.030811,0,0,0,0,0,0,0,0
0.032378,0,0,0,0,0,0,0,0
0.033969,0,0,0,0,0,0,0,0
0.035511,0,0,0,0,0,0,0,0
0.037042,0,0,0,0,0,0,0,0
0.038562,0,0,0,0,0,0,0,0
0.040083,0,0,0,0,0,0,0,0
0.041679,0,0,0,0,0,0,0,0
0.043264,0,0,0,0,0,0,0,0
0.044859,0,0,0,0,0,0,0,0
0.046397,0,0,0,0,0,0,0,0
0.047925,0,0,0,0,0,0,0,0
0.049362,0,0,0,0,0,0,0,0
0.050798,0,0,0,0,0,0,0,0
0.052240,0,0,0,0,0,0,0,0
0.053679,0,0,0,0,0,0,0,0
0.055116,0,0,0,0,0,0,0,0
0.056602,0,0,0,0,0,0,0,0
0.058063,0,0,0,0,0,0,0,0
0.059521,0,0,0,0,0,0,0,0
0.060965,0,0,0,0,0,0,0,0
0.062398,0,0,0,0,0,0,0,0
0.063808,0,0,0,0,0,0,0,0
0.065264,0,0,0,0,0,0,0,0
0.066686,0,0,0,0,0,0,0,0
0.068064,0,0,0,0,0,0,0,0
0.069443,0,0,0,0,0,0,0,0
0.070814,0,0,0,0,0,0,0,0
0.072180,0,0,0,0,0,0,0,0
0.073631,0,0,0,0,0,0,0,0
0.075000,0,0,0,0,0,0,0,0
0.076429,0,0,0,0,130,183,0,0
0.077960,0,0,0,0,324,402,0,0
0.079329,0,0,0,0,0,0,0,0
0.080716,0,0,0,0,0,0,0,0
0.082082,0,0,0,0,0,0,0,0
0.083448,0,0,0,0,0,0,0,0
0.084825,0,0,0,0,0,0,0,0
0.086194,0,0,0,0,0,0,0,0
0.087559,0,0,0,0,1623,2022,24,0
0.088909,0,0,0,0,0,0,0,0
0.090322,0,0,0,0,0,0,0,0
0.091687,0,0,0,0,0,0,0,0
0.093051,0,0,0,0,0,0,0,0
0.094415,0,0,0,0,0,0,0,0
0.095796,0,0,0,0,0,0,0,0
0.097163,0,0,0,0,0,0,0,0
0.098527,0,0,0,0,0,0,0,0
0.099884,0,0,0,0,0,0,0,0
0.101245,0,0,0,0,0,0,0,0
0.102611,0,0,0,0,0,0,0,0
0.103969,0,0,0,0,0,0,0,0
0.105368,0,0,0,0,0,0,0,0
0.106739,0,0,0,0,0,0,0,0
0.108097,0,0,0,0,0,0,0,0
0.109452,0,0,0,0,0,0,0,0
0.110807,0,0,0,0,0,0,0,0
0.112162,0,0,0,0,0,0,0,0
0.113519,0,0,0,0,0,0,0,0
0.114884,0,0,0,0,0,0,0,0
0.116265,0,0,0,0,0,0,0,0
0.117640,0,0,0,0,0,0,0,0
0.119000,0,0,0,0,0,0,0,0
0.120358,0,0,0,0,0,0,0,0
0.121845,0,0,0,0,0,0,0,0
0.123525,0,0,0,0,0,0,0,0
0.124962,0,0,0,0,0,0,0,0
0.126379,0,0,0,0,0,0,0,0
0.127798,0,0,0,0,0,0,0,0
0.129207,0,0,0,0,0,0,0,0
0.130614,0,0,0,0,0,0,0,0
0.132024,0,0,0,0,0,0,0,0
0.133432,0,0,0,0,0,0,0,0
0.134838,0,0,0,0,0,0,0,0
0.136376,0,0,0,0,0,0,0,0
0.137881,0,0,0,0,0,0,0,0
0.139294,0,0,0,0,0,0,0,0
0.140706,0,0,0,0,0,0,0,0
0.142113,0,0,0,0,0,0,0,0
0.143522,0,0,0,0,0,0,0,0
0.144929,0,0,0,0,0,0,0,0
0.146465,0,0,0,0,0,0,0,0
0.148052,0,0,0,0,0,0,0,0
0.149623,0,0,0,0,0,0,0,0
0.151193,0,0,0,0,0,0,0,0
0.152769,0,0,0,0,0,0,0,0
0.154341,0,0,0,0,0,0,0,0
0.155915,0,0,0,0,0,0,0,0
0.157488,0,0,0,0,0,0,0,0
0.159072,0,0,0,0,0,0,0,0
0.160708,0,0,0,0,0,0,0,0
0.162279,0,0,0,0,0,0,0,0
0.163853,0,0,0,0,0,0,0,0
0.165425,0,0,0,0,0,0,0,0
0.166995,0,0,0,0,0,0,0,0
0.168567,0,0,0,0,0,0,0,0
0.170047,0,0,0,0,0,0,0,0
0.171473,0,0,0,0,0,0,0,0
0.172888,0,0,0,0,0,0,0,0
0.174295,0,0,0,0,0,0,0,0
0.175705,0,0,0,0,0,0,0,0
0.177112,0,0,0,0,0,0,0,0
