elapsed_s,RBBM_NEVER_COUNT,RBBM_US_ALWAYS_COUNT,RBBM_US_ALWAYS_ON,RBBM_US_STATUS_MASKED
0.001169,0,100509,6030,1640
0.002947,0,69193,4152,1649
0.004414,0,66837,4011,1484
0.005850,0,63777,3765,1373
0.007219,0,59940,3564,1229
0.008679,0,58475,3510,1273
0.010044,0,59234,3552,1085
0.011384,0,66504,3991,1213
0.012823,0,60920,3655,1245
0.014203,0,59142,3549,1079
0.015627,0,64303,3990,1497
0.017207,0,70955,4218,1589
0.018625,0,64376,3862,1566
0.020049,0,64770,3887,1557
0.021479,0,67229,4034,1653
0.022883,0,65049,3903,1619
0.024344,0,64757,3886,1709
0.025760,0,64750,3885,1499
0.027178,0,98990,5969,1540
0.028872,0,72920,4348,1572
0.030367,0,66327,3980,1569
0.031789,0,64963,3898,1626
0.033278,0,78219,4687,1493
0.034759,0,78499,4709,1510
0.036235,0,78478,4732,1525
0.037740,0,81871,4995,1644
0.039267,0,87354,5276,1593
0.040769,0,80279,4678,1607
0.042242,0,78314,4704,1593
0.043730,0,77528,4649,1533
0.045206,0,78852,4731,1535
0.046686,0,78181,4691,1679
0.048156,0,73008,4284,1174
0.049535,0,67836,4069,1211
0.050904,0,67808,4070,1189
0.052290,0,59260,3568,1155
0.053731,0,59905,3592,1209
0.055096,0,58371,3503,1222
0.056445,0,58972,3539,1192
0.057796,0,58840,3530,1196
0.059144,0,58946,3544,1261
0.060491,0,59393,3560,1198
0.061866,0,58356,3500,1199
0.063211,0,58757,3526,1271
0.064622,0,59055,3545,1119
0.065984,0,60016,3601,1117
0.067402,0,116759,7006,11317
0.069099,0,59148,3550,1157
0.070490,0,58897,3534,1143
0.071880,0,58477,3507,1104
0.073279,0,58610,3517,1111
0.074667,0,58445,3507,1111
0.076051,0,58455,3510,1106
0.077437,0,58649,3518,1106
0.078851,0,585104,7753,143705
0.080111,0,416655,3554,2796
0.081546,0,413929,3542,2490
0.082932,0,427931,3664,2490
0.085207,0,419407,3589,2508
0.086593,0,420839,3603,2569
0.087980,0,419185,3588,2491
0.089366,0,414758,3547,2497
0.090749,0,423948,3628,2527
0.093126,0,404998,3463,2637
0.094516,0,399776,3419,2485
0.096001,0,424545,3634,2504
0.097436,0,412914,3534,2605
0.098823,0,406275,3475,2497
0.100208,0,412935,3534,2496
0.101586,0,411956,3524,2492
0.102963,0,412046,3525,2609
0.104362,0,438897,3759,2498
0.105780,0,403054,3434,2492
0.107183,0,420776,3615,2499
0.108857,0,415720,3557,2500
0.110242,0,417980,3577,2484
0.111628,0,455115,3902,2487
0.113098,0,402604,3442,2507
0.114479,0,414165,3544,2505
0.115967,0,420250,3596,2490
0.117355,0,417105,3568,2492
0.118738,0,416840,3567,2492
0.120122,0,416889,3567,2488
0.121506,0,417660,3574,2493
0.122890,0,416583,3564,2499
0.124277,0,518584,4455,2587
0.125885,0,432621,3704,2486
0.127321,0,426715,3652,2492
0.128720,0,402953,3446,2492
0.130108,0,418149,3578,2493
0.131495,0,444630,3809,2506
0.132907,0,420572,3599,2488
0.134294,0,417573,3574,2496
0.135681,0,417372,3572,2488
0.137197,0,432282,3701,2503
0.138762,0,430617,3688,2496
0.140316,0,433514,3712,2480
0.141869,0,432449,3704,2668
0.143420,0,436659,3739,2494
0.144975,0,484091,4154,2500
0.146572,0,430439,3685,2497
0.148126,0,433489,3712,2495
0.149693,0,430139,3684,2489
0.151243,0,434806,3724,2493
0.152797,0,433564,3713,2489
0.154348,0,430611,3687,2489
0.155903,0,431374,3694,2495
0.157456,0,431652,3696,2491
0.159006,0,431052,3690,2499
0.160571,0,430671,3688,2527
0.162126,0,431371,3694,2570
0.163680,0,431147,3692,2505
0.165233,0,430902,3688,2683
0.166784,0,441459,3781,2482
0.168339,0,427781,3663,2571
0.169883,0,426960,3655,2492
0.171436,0,424485,3645,2557
0.172858,0,421976,3602,2502
0.174382,0,432079,3700,2491
0.175937,0,444080,3805,2491
0.177545,0,429179,3675,2528
0.179094,0,431873,3698,2492
0.180647,0,431755,3697,2499
0.182213,0,431319,3693,2641
0.183767,0,431430,3694,2495
0.185319,0,418521,3581,2628
0.186870,0,433165,3710,2507
0.188423,0,432613,3704,2502
0.189976,0,429839,3679,2493
0.191598,0,502498,4314,2486
0.193156,0,431689,3695,2499
0.194526,0,413759,3541,2499
0.195910,0,396748,3392,2495
0.197242,0,411507,3521,2492
0.198571,0,411285,3518,2500
0.199950,0,425720,3645,2546
0.201286,0,423017,3622,2494
0.202621,0,417711,3573,2494
0.203979,0,419831,3593,2492
0.205317,0,421000,3603,2603
0.206655,0,417283,3571,2505
0.207989,0,417025,3569,2503
0.209378,0,412749,3527,2489
0.210689,0,398639,3408,2497
0.212045,0,395364,3379,2544
0.213350,0,395096,3377,2570
0.214661,0,395877,3384,2485
0.216014,0,397773,3401,2498
0.217318,0,397030,3395,2653
0.218655,0,408229,3491,2484
0.220008,0,395295,3377,2493
0.221311,0,395169,3378,2505
0.222614,0,396153,3387,2589
0.223967,0,399674,3418,2530
0.225320,0,485125,4156,2496
0.226685,0,483587,4149,2499
0.228046,0,481135,4128,2503
0.229406,0,480419,4122,2635
0.230815,0,481466,4131,2560
0.232225,0,374626,3198,2497
0.233478,0,481812,4133,2495
0.234839,0,374145,3194,2629
0.236095,0,481250,4129,2512
0.237455,0,481340,4130,2542
0.238814,0,480409,4121,2646
0.240224,0,375011,3202,2516
0.241568,0,426363,3663,2503
0.242985,0,409237,3500,2691
0.244876,0,426832,3656,2501
0.246303,0,418228,3577,2497
0.247837,0,397104,3380,2502
0.250433,0,497776,4285,2494
0.251913,0,876722,7476,30716
0.253306,0,430533,3687,2486
0.254696,0,418926,3583,2488
0.256328,0,417979,3577,2486
0.257725,0,406219,3474,2509
0.259108,0,417326,3571,2493
0.260490,0,427643,3663,2490
0.261918,0,848544,7300,153930
0.263305,0,465988,3959,2573
0.264731,0,416943,3567,2588
0.266115,0,417296,3571,2534
0.267499,0,418991,3586,2503
0.268897,0,382351,3498,2462
0.270283,0,400906,3592,2440
0.271699,0,394982,3535,2424
0.273082,0,375359,3357,2459
0.274463,0,396531,3552,2409
0.276064,0,397792,3563,2420
0.277443,0,394984,3537,2552
0.278820,0,395556,3544,2491
0.283397,0,475310,4269,2415
0.284853,0,377387,3376,2452
0.286235,0,396446,3550,2448
0.287887,0,485386,4364,2423
0.289419,0,401242,3592,2485
0.290826,0,399505,3578,2585
0.292214,0,381592,3413,2420
0.293594,0,396618,3552,2456
0.294973,0,396514,3550,2452
0.296353,0,396228,3547,2470
0.297733,0,396495,3551,2495
0.299112,0,395606,3543,2456
0.300494,0,378941,3391,2422
0.301898,0,399913,3582,2460
0.303283,0,403176,3612,2498
0.304672,0,401245,3595,2450
0.306095,0,400092,3583,2609
0.307480,0,403265,3612,2460
0.308869,0,409725,3672,2494
0.310254,0,400252,3584,2450
0.311642,0,401753,3599,2408
0.313042,0,397993,3563,2415
0.314427,0,400025,3583,2464
0.315947,0,414597,3717,2412
0.317500,0,413234,3705,2415
0.319049,0,412227,3695,2419
0.320602,0,412733,3699,2458
0.322155,0,412660,3699,2453
0.323723,0,413258,3703,2529
0.325274,0,413647,3707,2531
0.326824,0,411762,3691,2458
0.328269,0,405838,3637,2494
0.329806,0,407072,3648,2441
0.331347,0,420428,3769,2580
0.332904,0,411547,3687,2454
0.334466,0,411523,3688,2458
0.336019,0,411356,3686,2451
0.337613,0,411009,3683,2639
0.339163,0,410925,3682,2459
0.340586,0,410235,3677,2445
0.342106,0,412123,3694,2494
0.343659,0,401920,3601,2459
0.345223,0,412142,3693,2457
0.346773,0,412624,3697,2458
0.348326,0,412486,3698,2456
0.349878,0,410642,3680,2450
0.351426,0,416652,3734,2445
0.352981,0,470517,4228,2460
0.354587,0,410415,3679,2419
0.356153,0,412044,3694,2417
0.357704,0,410562,3679,2457
0.359253,0,418856,3756,2489
0.360809,0,412105,3695,2449
0.362358,0,423731,3799,2441
0.363912,0,413328,3706,2451
0.365464,0,412477,3696,2419
0.367027,0,411199,3685,2458
0.368578,0,413064,3703,2465
0.370130,0,412550,3697,2417
0.371684,0,412574,3697,2420
0.373235,0,1110800,10083,2525
0.375317,0,415915,3728,2490
0.376724,0,383284,3429,2470
0.378117,0,386780,3462,2457
0.379497,0,574579,5178,2421
0.381047,0,395610,3543,2450
0.382426,0,395228,3540,2581
0.383805,0,370378,3314,2457
0.385226,0,395583,3542,2468
0.386604,0,395048,3538,2463
0.387981,0,394806,3536,2414
0.389371,0,386417,3458,2414
0.390749,0,394352,3530,2450
0.392126,0,394158,3528,2445
0.393504,0,394055,3529,2460
0.394881,0,394981,3537,2598
0.396258,0,393881,3527,2693
0.397636,0,396038,3545,2515
0.399013,0,394472,3532,2452
0.400398,0,383756,3434,2460
0.401827,0,383069,3423,2449
0.403181,0,380537,3406,2421
0.404536,0,379737,3397,2451
0.405889,0,381591,3414,2453
0.407241,0,380632,3406,2418
0.408683,0,380064,3401,2417
0.410037,0,380410,3404,2476
0.411398,0,393968,3527,2420
0.412767,0,380450,3404,2414
0.414121,0,382519,3422,2462
0.415475,0,377495,3376,2409
0.416827,0,418052,3748,2416
0.418211,0,373380,3336,2456
0.419622,0,373937,3345,2450
0.420965,0,371399,3322,2416
0.422311,0,370833,3315,2427
0.424019,0,371563,3322,2456
0.425358,0,371117,3318,2434
0.426697,0,370549,3313,2451
0.428036,0,370817,3315,2427
0.429374,0,371621,3324,2494
0.430716,0,372533,3332,2412
0.432058,0,370760,3314,2511
0.433454,0,460940,4135,2552
0.434866,0,461694,4147,2464
0.436276,0,460876,4140,2417
0.437685,0,460358,4133,2460
0.439095,0,460531,4136,2507
0.440504,0,461970,4167,2470
0.441923,0,467485,4184,2429
0.443380,0,463126,4161,2573
0.444812,0,358518,3203,2532
0.446116,0,464072,4168,2427
0.447528,0,460319,4134,2564
0.448938,0,363574,3251,2465
0.450257,0,461086,4141,2411
0.451668,0,358844,3208,2487
0.452971,0,464087,4168,2428
0.454384,0,636450,5746,17259
0.455917,0,475170,4233,2595
0.457327,0,462127,4151,2421
0.458738,0,461187,4141,2443
0.460148,0,462750,4157,2474
0.461558,0,465193,4180,2489
0.462971,0,458876,4121,2599
0.464382,0,461770,4147,2482
0.465797,0,359071,3209,2418
0.467123,0,428827,3820,77935
0.469947,0,535847,4572,110485
0.471334,0,440282,3775,2500
0.473080,0,777717,6711,2498
0.474470,0,426835,3656,2495
0.475866,0,408936,3499,2497
0.477256,0,405556,3466,2522
0.478640,0,411505,3519,2560
0.480016,0,426956,3655,2523
0.481443,0,417003,3569,2512
0.482827,0,412138,3526,2498
0.484974,0,396786,3391,2574
0.486364,0,400392,3423,2501
0.487901,0,445034,3813,2534
0.489321,0,422275,3614,2498
0.490697,0,421817,3611,2611
0.492072,0,410785,3514,2498
0.493449,0,413642,3539,2488
0.494826,0,447265,3834,2507
0.496253,0,441565,3783,2553
0.497683,0,429016,3638,2532
0.499065,0,417937,3577,2480
0.500451,0,417710,3574,2585
0.501836,0,416179,3560,2667
0.503219,0,427459,3660,2500
0.504665,0,410797,3521,2497
0.506076,0,418666,3575,2491
0.507455,0,429930,3682,2611
0.508860,0,406484,3477,2491
0.510245,0,417759,3576,2633
0.511630,0,417124,3569,2655
0.513386,0,413023,3540,2711
0.514877,0,608799,5235,2493
0.517159,0,429490,3676,2515
0.518568,0,435077,3727,2489
0.519972,0,406121,3473,2493
0.521355,0,415489,3555,2500
0.522736,0,414878,3550,2498
0.524115,0,413125,3535,2524
0.525493,0,414047,3543,2496
0.526857,0,508567,4368,2504
0.528322,0,411799,3522,2499
0.529873,0,411499,3521,2497
0.531432,0,492270,4225,2499
0.533035,0,426763,3653,2500
0.534577,0,425982,3646,2498
0.535993,0,403847,3454,2483
0.537631,0,441843,3785,2527
0.539175,0,425412,3642,2505
0.540857,0,426991,3654,2496
0.542413,0,427663,3662,2486
0.543834,0,417583,3574,2494
0.545400,0,421652,3610,2486
0.546952,0,433826,3716,2487
0.548505,0,430886,3689,2500
0.550058,0,431736,3696,2501
0.551614,0,432185,3700,2498
0.553055,0,417473,3572,2546
0.554578,0,429759,3680,2489
0.556132,0,433284,3710,2491
0.557686,0,431560,3695,2498
0.559237,0,436449,3739,2489
0.560790,0,474903,4072,2499
0.562377,0,428145,3666,2499
0.564043,0,423628,3625,2502
0.565439,0,404945,3472,2716
0.566828,0,396676,3383,2500
0.568214,0,417007,3568,2497
0.569600,0,418011,3578,2500
0.570984,0,418293,3579,2495
0.572372,0,419041,3585,2485
0.573756,0,418624,3582,2493
0.575150,0,376431,3455,2454
0.576666,0,408459,3659,2491
0.578217,0,409404,3670,2450
0.579763,0,408778,3663,2455
0.581453,0,406676,3643,2414
0.582852,0,383654,3432,2467
0.584233,0,394672,3535,2416
0.585623,0,385452,3449,2488
0.587001,0,395734,3545,2568
0.588380,0,394137,3529,2460
0.589758,0,396605,3551,2420
0.591137,0,396545,3551,2650
0.592517,0,394968,3537,2563
0.593936,0,395296,3541,2517
0.595315,0,445714,4008,2489
0.596753,0,390362,3488,2461
0.598132,0,394310,3529,2453
0.599508,0,416773,3737,2413
0.600905,0,402942,3610,2454
0.602282,0,394272,3532,2481
0.603987,0,395954,3545,2465
0.605366,0,395389,3541,2454
0.606752,0,382481,3423,2419
0.608129,0,395264,3539,2458
0.609559,0,380027,3398,2457
0.610914,0,379887,3398,2414
0.612267,0,382746,3426,2424
0.613621,0,379682,3396,2586
0.614973,0,379688,3397,2550
0.616327,0,380904,3408,2413
0.617688,0,380763,3408,2419
0.619041,0,390745,3498,2412
0.620395,0,381044,3409,2417
0.621750,0,381560,3416,2537
0.623105,0,381664,3415,2453
0.624460,0,381748,3417,2652
0.625851,0,384959,3444,2409
0.627192,0,383092,3429,2414
0.628540,0,372378,3329,2586
0.629881,0,372714,3334,2415
0.631224,0,372058,3326,2450
0.632565,0,372602,3333,2519
0.633905,0,371940,3326,2455
0.635243,0,381748,3418,2424
0.636628,0,370714,3314,2419
0.637966,0,370946,3318,2520
0.639315,0,386775,3462,2465
0.640668,0,371159,3320,2456
0.642038,0,453513,4066,2513
0.643449,0,363066,3246,2449
0.644735,0,462973,4158,2415
0.646100,0,461682,4148,2809
0.647461,0,462671,4155,2445
0.648822,0,461464,4145,2455
0.650187,0,461936,4150,2413
0.651600,0,463022,4160,2466
0.652963,0,462016,4149,2453
0.654324,0,461754,4148,2452
0.655735,0,462794,4157,2447
0.657113,0,358258,3201,2455
0.658366,0,360242,3218,2459
0.659670,0,463449,4163,2609
0.661038,0,463033,4159,2463
0.662452,0,623174,5625,17120
0.663976,0,460909,4137,2640
0.665387,0,462004,4149,2407
0.666798,0,461265,4143,2514
0.668209,0,358054,3199,2554
0.669512,0,462719,4157,2504
0.670922,0,462075,4150,2408
0.672336,0,461949,4149,2478
0.673761,0,461894,4150,2407
0.675195,0,712141,6293,245360
0.678196,0,483363,4114,2736
0.679628,0,596374,5135,2568
0.681175,0,424478,3633,2506
0.682578,0,419783,3592,2535
0.683968,0,402584,3442,2553
0.685354,0,417169,3570,2656
0.686737,0,413710,3538,2627
0.688787,0,553170,4757,2501
0.690310,0,422847,3619,2491
0.691690,0,1685696,14641,2543
0.694283,0,415523,3554,2490
0.695756,0,414185,3543,2790
0.697134,0,410584,3512,2502
0.698511,0,412547,3529,2522
0.700028,0,428854,3671,2534
0.701427,0,402693,3444,2498
0.702811,0,414026,3543,2501
0.704190,0,412813,3531,2495
0.705581,0,404143,3456,2490
0.706960,0,413788,3540,2494
0.708340,0,414205,3544,2494
0.709721,0,415949,3560,2483
0.711100,0,414086,3542,2504
0.712480,0,413143,3535,2491
0.713987,0,425036,3637,2489
0.715801,0,432312,3701,2503
0.717291,0,426001,3612,2491
0.718693,0,429897,3681,2502
0.720109,0,436638,3740,2485
0.721527,0,402039,3438,2499
0.722913,0,427265,3657,2491
0.724297,0,416310,3562,2497
0.725812,0,429254,3675,2502
0.727361,0,457543,3927,2496
0.728937,0,431829,3694,2498
0.730485,0,429626,3679,2651
0.732037,0,428493,3669,2499
0.733587,0,429711,3678,2491
0.735135,0,432057,3700,2509
0.736687,0,431097,3692,2616
0.738237,0,441024,3778,2490
0.739803,0,431722,3696,2497
0.741355,0,431807,3699,2497
0.742904,0,429197,3676,2498
0.744456,0,429655,3678,2536
0.746006,0,431317,3694,2488
0.747559,0,431267,3692,2507
0.749109,0,429350,3676,2644
0.750670,0,428668,3670,2733
0.752221,0,432621,3704,2497
0.753816,0,430982,3691,2495
0.755368,0,437444,3747,2498
0.756923,0,430042,3682,2503
0.758472,0,439941,3768,2491
0.760025,0,431521,3695,2498
0.761589,0,429247,3676,2500
0.763138,0,429314,3676,2496
0.764690,0,429683,3677,2496
0.766241,0,431661,3695,2501
0.767794,0,431548,3696,2641
0.769389,0,430780,3689,2599
0.770938,0,430748,3689,2502
0.772373,0,420372,3562,2497
0.773894,0,429247,3674,2501
0.775441,0,435352,3729,2485
0.776996,0,430986,3690,2545
0.778545,0,429543,3678,2497
0.780097,0,431526,3695,2496
0.781649,0,428674,3671,2496
0.783211,0,431844,4307,2503
0.784826,0,550145,4122,2502
0.786421,0,429978,3682,2493
0.787973,0,430501,3687,2502
0.789924,0,440804,3776,2489
0.791352,0,397472,3399,2488
0.792749,0,422706,3619,2493
0.794139,0,422333,3615,2503
0.795506,0,431090,3691,2501
0.796899,0,412835,3531,2496
0.798278,0,413140,3534,2478
0.799656,0,413574,3538,2497
0.801078,0,412562,3530,2501
0.802455,0,424182,3630,2511
0.803834,0,412959,3534,2494
0.805222,0,401001,3429,2501
0.806599,0,413066,3534,2506
0.807977,0,415008,3551,2496
0.809355,0,412105,3525,2494
0.810732,0,410779,3513,2500
0.812109,0,412223,3526,2636
0.813487,0,423314,3625,2498
0.814864,0,422181,3613,2601
0.816250,0,399851,3419,2510
0.817678,0,401006,3426,2495
0.819033,0,398803,3410,2505
0.820387,0,398696,3409,2510
