elapsed_s,RBBM_US_PC_BUSY,RBBM_US_COM_BUSY,RBBM_US_DCOM_BUSY,RBBM_US_VBIF_BUSY
0.001099,0,0,0,2755
0.002552,0,0,0,2757
0.003973,0,0,0,2538
0.005390,0,0,0,2948
0.006826,0,0,0,2602
0.008241,0,0,0,2987
0.009821,0,0,0,2709
0.011271,0,0,0,2775
0.012655,0,0,0,2821
0.014048,0,0,0,2529
0.015443,0,0,0,2941
0.016862,0,0,0,3021
0.018281,0,0,0,2571
0.019640,0,0,0,2952
0.020987,0,0,0,2843
0.022433,0,0,0,2901
0.023776,0,0,0,2923
0.025119,0,0,0,2532
0.026511,0,0,0,2903
0.027866,0,0,0,2740
0.029208,0,0,0,2952
0.030642,0,0,0,2872
0.031999,0,0,0,3132
0.033296,0,0,0,2482
0.034688,0,0,0,2405
0.035980,0,0,0,2675
0.037270,0,0,0,2378
0.038598,0,0,0,2438
0.039889,0,0,0,2573
0.041179,0,0,0,2883
0.042517,0,0,0,1832
0.043828,0,0,0,1579
0.045083,0,0,0,1616
0.046352,0,0,0,1597
0.047613,0,0,0,1571
0.048866,0,0,0,1537
0.050251,0,0,0,1635
0.051590,0,0,0,1596
0.052926,0,0,0,1559
0.054380,0,0,0,1536
0.055706,0,0,0,1615
0.057070,0,0,0,1569
0.058495,0,0,0,2108
0.059905,0,0,0,2318
0.061315,0,0,0,2392
0.062738,0,0,0,2525
0.064141,0,0,0,2534
0.065617,0,0,0,2100
0.066944,0,0,0,2495
0.068348,0,0,0,2477
0.069752,0,0,0,2399
0.071142,0,0,0,2535
0.072526,126,20,0,68602
0.074133,131,111,0,26225
0.075662,0,0,0,2716
0.077113,0,0,0,2928
0.078650,0,0,0,6762
0.080099,0,0,0,2700
0.081538,0,0,0,2577
0.083068,0,0,0,1190
0.084410,0,0,0,1216
0.085768,0,0,0,1194
0.087194,0,0,0,1192
0.088605,384222,237,0,281287
0.089850,969357,130,0,634493
0.091092,970399,130,0,615982
0.092332,968965,130,0,629326
0.093699,1135113,160,0,734140
0.095021,977783,130,0,639460
0.096265,1002452,130,0,659751
0.097532,980398,130,0,646813
0.098941,1089991,150,0,779111
0.100183,971590,130,0,615684
0.101421,1012939,140,0,657725
0.102732,981568,130,0,627739
0.105716,2524033,340,0,1676128
0.107372,1351203,170,0,877258
0.108918,975375,130,0,628243
0.110187,984243,140,0,630828
0.111427,968547,130,0,616945
0.112665,892127,217,0,571939
0.114073,0,0,0,2286
0.115453,0,0,0,2196
0.116808,0,0,0,2042
0.118169,0,0,0,2031
0.119556,0,0,0,2064
0.120935,0,0,0,2036
0.122313,0,0,0,2038
0.123693,0,0,0,2036
0.125083,0,0,0,2159
0.126513,0,0,0,2032
0.127870,0,0,0,2026
0.129225,0,0,0,2214
0.130581,0,0,0,2152
0.131936,0,0,0,2036
0.133290,0,0,0,2037
0.134743,0,0,0,2034
0.136090,0,0,0,2035
0.137430,0,0,0,2037
0.139208,0,0,0,2035
0.140548,0,0,0,2173
0.141902,0,0,0,2036
0.143243,0,0,0,2060
0.144525,0,0,0,2025
0.145854,0,0,0,2035
0.147139,0,0,0,2038
0.148418,0,0,0,2160
0.149696,0,0,0,2029
0.150993,0,0,0,2040
0.152372,0,0,0,2152
0.153800,0,0,0,2040
0.155231,0,0,0,2080
0.156711,0,0,0,2038
0.158122,0,0,0,2036
0.159476,0,0,0,2031
0.160820,0,0,0,2030
0.162442,0,0,0,2032
0.163812,0,0,0,2039
0.165154,0,0,0,2038
0.166571,0,0,0,2035
0.167950,0,0,0,2032
0.169340,0,0,0,2036
0.170803,0,0,0,2035
0.172182,0,0,0,2035
0.173644,0,0,0,2211
0.175028,0,0,0,2031
0.176534,0,0,0,2033
0.177956,0,0,0,2035
0.179485,0,0,0,2035
0.181035,0,0,0,2050
0.182735,0,0,0,2030
0.184128,0,0,0,2100
0.185645,0,0,0,2036
0.187194,0,0,0,2146
0.188741,0,0,0,2211
0.190346,0,0,0,2032
0.191896,0,0,0,2039
0.193444,0,0,0,2214
0.194997,0,0,0,2256
0.196543,0,0,0,2177
0.198135,0,0,0,2048
0.199683,0,0,0,2032
0.201244,0,0,0,2035
0.202743,0,0,0,2057
0.204261,0,0,0,2034
0.205811,0,0,0,2037
0.207404,0,0,0,2035
0.208953,0,0,0,2034
0.210502,0,0,0,2033
0.212067,0,0,0,2035
0.213616,0,0,0,2035
0.215166,0,0,0,2033
0.216714,0,0,0,2034
0.218265,0,0,0,2028
0.219815,0,0,0,2034
0.221363,0,0,0,2035
0.222932,0,0,0,2084
0.224482,0,0,0,2032
0.226033,0,0,0,2101
0.227584,0,0,0,2191
0.229132,0,0,0,2033
0.230725,0,0,0,2055
0.232155,0,0,0,2035
0.233572,0,0,0,2035
0.234961,0,0,0,2037
0.236348,0,0,0,2034
0.237734,0,0,0,2032
0.239155,0,0,0,2022
0.240536,0,0,0,2037
0.241931,0,0,0,2035
0.244178,0,0,0,2066
0.245689,0,0,0,2038
0.247047,0,0,0,2031
0.248435,0,0,0,2183
0.249824,0,0,0,2177
0.251210,0,0,0,2039
0.252596,0,0,0,2034
0.254019,0,0,0,2025
0.255542,0,0,0,2030
0.257093,0,0,0,2035
0.258545,0,0,0,2029
0.259945,0,0,0,2035
0.261335,0,0,0,2038
0.262768,0,0,0,2208
0.264155,0,0,0,2034
0.265557,0,0,0,2035
0.267072,0,0,0,2037
0.268621,0,0,0,2031
0.270220,0,0,0,2035
0.271771,0,0,0,2038
0.273322,0,0,0,2036
0.274872,0,0,0,2035
0.276426,0,0,0,2040
0.277845,0,0,0,2234
0.279407,0,0,0,2038
0.280958,0,0,0,2063
0.282552,0,0,0,2036
0.284104,0,0,0,2053
0.285657,0,0,0,2144
0.287266,0,0,0,2031
0.288817,0,0,0,2037
0.290369,0,0,0,2036
0.291912,0,0,0,2172
0.293829,0,0,0,2202
0.295431,0,0,0,2031
0.296869,0,0,0,2053
0.298278,0,0,0,2010
0.299678,0,0,0,1952
0.301065,0,0,0,1958
0.302495,0,0,0,1963
0.303882,0,0,0,2035
0.305267,0,0,0,1957
0.306701,0,0,0,1955
0.308213,0,0,0,1997
0.309653,0,0,0,1993
0.311045,0,0,0,2044
0.312702,0,0,0,1953
0.314072,0,0,0,1984
0.315501,0,0,0,1974
0.317026,0,0,0,1952
0.318687,0,0,0,2112
0.320666,0,0,0,2002
0.322342,0,0,0,2000
0.323741,0,0,0,1993
0.325123,0,0,0,2121
0.326543,0,0,0,1955
0.327924,0,0,0,2012
0.329305,0,0,0,1997
0.330801,0,0,0,1995
0.332181,0,0,0,1953
0.333602,0,0,0,1995
0.335175,0,0,0,1951
0.336561,0,0,0,1996
0.337946,0,0,0,1951
0.339333,0,0,0,1956
0.340718,0,0,0,1972
0.342150,0,0,0,1997
0.343531,0,0,0,2090
0.344911,0,0,0,1995
0.346293,0,0,0,1998
0.347863,0,0,0,1997
0.349413,0,0,0,1994
0.350971,0,0,0,1997
0.352535,0,0,0,2043
0.354088,0,0,0,1955
0.355639,0,0,0,1993
0.357190,0,0,0,2014
0.358658,0,0,0,1960
0.360178,0,0,0,1998
0.361731,0,0,0,1954
0.363298,0,0,0,1954
0.364846,0,0,0,1995
0.366443,0,0,0,1957
0.367995,0,0,0,1995
0.369611,0,0,0,1954
