elapsed_s,RBBM_US_VSC_BUSY,RBBM_US_UCHE_BUSY,RBBM_US_HLSQ_BUSY,RBBM_S_HLSQ_BUSY
0.001395,0,0,104,0
0.002830,0,0,104,0
0.004239,0,0,104,0
0.005819,0,0,104,0
0.007232,0,0,104,0
0.008676,0,0,104,0
0.010085,0,0,104,0
0.011479,0,0,104,0
0.012872,0,0,104,0
0.014380,0,0,104,0
0.015908,0,0,104,0
0.017204,0,0,104,0
0.018561,0,0,104,0
0.019913,0,0,104,0
0.021236,0,0,104,0
0.022538,0,0,104,0
0.023833,0,0,104,0
0.025089,0,0,104,0
0.026344,0,0,104,0
0.027729,0,0,104,0
0.029071,0,0,104,0
0.030411,0,0,104,0
0.032074,0,0,104,0
0.033631,0,0,104,0
0.035104,0,0,104,0
0.036984,0,0,104,0
0.038408,0,0,104,0
0.040157,0,0,104,0
0.041624,0,0,104,0
0.043093,0,0,104,0
0.044497,0,0,104,0
0.045851,0,0,104,0
0.047208,0,0,104,0
0.048641,0,0,104,0
0.050027,0,0,104,0
0.051466,109,1897,1752,0
0.053945,0,0,104,0
0.055377,0,0,104,0
0.056763,0,0,104,0
0.058147,0,0,104,0
0.059528,0,0,104,0
0.060912,0,0,104,0
0.062294,165,72519,83112,0
0.063574,472,882386,988385,0
0.064813,429,798999,983812,0
0.066053,457,793627,960078,0
0.067292,434,778689,978776,0
0.068531,429,772111,983347,0
0.069769,457,778005,969720,0
0.071055,434,805071,1021265,0
0.072296,457,784044,961037,0
0.073534,434,780725,976408,0
0.074850,462,827310,1047246,0
0.076098,429,774098,985515,0
0.077342,457,792132,960257,0
0.078624,434,803507,1024653,0
0.079870,462,791185,970166,0
0.081113,429,778880,985966,0
0.082355,429,815564,1004920,0
0.083642,462,778998,988167,0
0.084885,429,777905,987563,0
0.086128,467,788859,963843,0
0.087406,32,12623,579,0
0.088796,0,0,104,0
0.090181,0,0,104,0
0.091565,0,0,104,0
0.092951,0,0,104,0
0.094337,0,0,104,0
0.095773,0,0,104,0
0.097164,0,0,104,0
0.098562,0,0,104,0
0.100070,0,0,104,0
0.101451,0,0,104,0
0.106688,0,0,104,0
0.108071,0,0,104,0
0.109460,0,0,104,0
0.112201,0,0,104,0
0.113577,0,0,104,0
0.114984,0,0,104,0
0.116323,0,0,104,0
0.117656,0,0,104,0
0.119006,0,0,104,0
0.120548,0,0,104,0
0.122163,0,0,104,0
0.123954,0,0,104,0
0.125340,0,0,104,0
0.127036,0,0,104,0
0.128418,0,0,104,0
0.129798,0,0,104,0
0.131189,0,0,104,0
0.132573,0,0,104,0
0.133957,0,0,104,0
0.135377,0,0,104,0
0.136762,0,0,104,0
0.138145,0,0,104,0
0.139529,0,0,104,0
0.141042,0,0,104,0
0.142479,0,0,104,0
0.143938,0,0,104,0
0.145325,0,0,104,0
0.146714,0,0,104,0
0.148099,0,0,104,0
0.149484,0,0,104,0
0.150871,0,0,104,0
0.152386,0,0,104,0
0.153823,0,0,104,0
0.155219,0,0,104,0
0.156608,0,0,104,0
0.157993,0,0,104,0
0.159423,0,0,104,0
0.160809,0,0,104,0
0.162193,0,0,104,0
0.163648,0,0,104,0
0.165040,0,0,104,0
0.166554,0,0,104,0
0.167977,0,0,104,0
0.169493,0,0,104,0
0.171043,0,0,104,0
0.172590,0,0,104,0
0.174137,0,0,104,0
0.175611,0,0,104,0
0.177131,0,0,104,0
0.178679,0,0,104,0
0.180225,0,0,104,0
0.181648,0,0,104,0
0.183083,0,0,104,0
0.184601,0,0,104,0
0.186162,0,0,104,0
0.187758,0,0,104,0
0.189305,0,0,104,0
0.190855,0,0,104,0
0.192536,0,0,104,0
0.194013,0,0,104,0
0.195409,0,0,104,0
0.196810,0,0,104,0
0.198196,0,0,104,0
0.199684,0,0,104,0
0.201125,0,0,104,0
0.202640,0,0,104,0
0.204199,0,0,104,0
0.205645,0,0,104,0
0.207099,0,0,104,0
0.208617,0,0,104,0
0.210164,0,0,104,0
0.211658,0,0,104,0
0.213178,0,0,104,0
0.214729,0,0,104,0
0.216323,0,0,104,0
0.217761,0,0,104,0
0.219284,0,0,104,0
0.220834,0,0,104,0
0.222381,0,0,104,0
0.223937,0,0,104,0
0.225484,0,0,104,0
0.227035,0,0,104,0
0.228599,0,0,104,0
0.230146,0,0,104,0
0.231609,0,0,104,0
0.233130,0,0,104,0
0.234681,0,0,104,0
0.236748,0,0,104,0
0.238138,0,0,104,0
0.239560,0,0,104,0
0.240946,0,0,104,0
0.242328,0,0,104,0
0.243788,0,0,104,0
0.245188,0,0,104,0
0.246648,0,0,104,0
0.248071,0,0,104,0
0.249451,0,0,104,0
0.250843,0,0,104,0
0.252228,0,0,104,0
0.253610,0,0,104,0
0.255006,0,0,104,0
0.256549,0,0,104,0
0.257975,0,0,104,0
0.259499,0,0,104,0
0.261061,0,0,104,0
0.262612,0,0,104,0
0.264206,0,0,104,0
0.265754,0,0,104,0
0.267306,0,0,104,0
0.268856,0,0,104,0
0.270404,0,0,104,0
0.271975,0,0,104,0
0.273523,0,0,104,0
0.275074,0,0,104,0
0.276624,0,0,104,0
0.278172,0,0,104,0
0.279784,0,0,104,0
0.281333,0,0,104,0
0.282897,0,0,104,0
0.284448,0,0,104,0
0.285997,0,0,104,0
0.287463,0,0,104,0
0.288984,0,0,104,0
0.290535,0,0,104,0
0.292086,0,0,104,0
0.293649,0,0,104,0
0.295243,0,0,104,0
0.296796,0,0,104,0
0.298344,0,0,104,0
0.299868,0,0,104,0
0.301387,0,0,104,0
0.302982,0,0,104,0
0.304591,0,0,104,0
0.306139,0,0,104,0
0.307562,0,0,104,0
0.309083,0,0,104,0
0.310634,0,0,104,0
0.312227,0,0,104,0
0.313776,0,0,104,0
0.315340,0,0,104,0
0.316890,0,0,104,0
0.318438,0,0,104,0
0.319994,0,0,104,0
0.321542,0,0,104,0
0.323093,0,0,104,0
0.324644,0,0,104,0
0.326205,0,0,104,0
0.327844,0,0,104,0
0.329393,0,0,104,0
0.330945,0,0,104,0
0.332495,0,0,104,0
