elapsed_s,RB_2D_ALIVE_CYCLES,RB_2D_STARVE_CYCLES_SP,RB_2D_VALID_PIXELS,RB_3D_PIXELS,RB_BLENDER_WORKING_CYCLES,RB_ZPROC_WORKING_CYCLES,RB_CPROC_WORKING_CYCLES,RB_SAMPLER_WORKING_CYCLES
0.001101,0,0,0,0,0,0,0,0
0.002723,0,0,0,0,0,0,0,0
0.004274,0,0,0,0,0,0,0,0
0.005822,0,0,0,0,0,0,0,0
0.007530,0,0,0,0,0,0,0,0
0.009190,0,0,0,0,0,0,0,0
0.010717,0,0,0,0,0,0,0,0
0.012228,0,0,0,0,0,0,0,0
0.013737,0,0,0,0,0,0,0,0
0.015271,0,0,0,0,0,0,0,0
0.016824,0,0,0,0,0,0,0,0
0.018358,0,0,0,0,0,0,0,0
0.019904,0,0,0,0,0,0,0,0
0.021438,0,0,0,0,0,0,0,0
0.023018,0,0,0,0,0,0,0,0
0.024786,0,0,0,0,0,0,0,0
0.026427,0,0,0,0,0,0,0,0
0.027989,0,0,0,0,0,0,0,0
0.029500,0,0,0,0,0,0,0,0
0.031200,0,0,0,0,0,0,0,0
0.032850,0,0,0,0,0,0,0,0
0.034291,0,0,0,0,0,0,0,0
0.035727,0,0,0,0,0,0,0,0
0.037164,0,0,0,0,0,0,0,0
0.038621,0,0,0,0,0,0,0,0
0.040054,0,0,0,0,0,0,0,0
0.041440,0,0,0,0,0,0,0,0
0.042822,0,0,0,0,0,0,0,0
0.044206,0,0,0,0,0,0,0,0
0.045589,0,0,0,0,0,0,0,0
0.046984,0,0,0,0,0,0,0,0
0.048389,0,0,0,0,0,0,0,0
0.049757,0,0,0,0,0,0,0,0
0.051121,0,0,0,0,0,0,0,0
0.052582,0,0,0,0,0,0,0,0
0.053954,0,0,0,0,0,0,0,0
0.055328,0,0,0,0,0,0,0,0
0.056754,0,0,0,0,0,0,0,0
0.058138,0,0,0,0,0,0,0,0
0.059507,0,0,0,0,0,0,0,0
0.060875,0,0,0,0,0,0,0,0
0.062245,0,0,0,0,0,0,0,0
0.063700,0,0,0,0,0,618,1314,288
0.065344,0,0,0,0,0,0,0,0
0.066739,0,0,0,0,0,0,0,0
0.068117,0,0,0,0,0,0,0,0
0.069490,0,0,0,0,0,0,0,0
0.070909,0,0,0,0,0,0,0,0
0.072277,0,0,0,0,0,0,0,0
0.073645,0,0,0,0,0,0,0,0
0.075043,0,0,0,0,0,3504,281995,1836
0.076282,0,0,0,0,0,0,0,0
0.077652,0,0,0,0,0,0,0,0
0.079043,0,0,0,0,0,0,0,0
0.080624,0,0,0,0,0,0,0,0
0.082038,0,0,0,0,0,0,0,0
0.083447,0,0,0,0,0,0,0,0
0.084856,0,0,0,0,0,0,0,0
0.086266,0,0,0,0,0,0,0,0
0.089274,0,0,0,0,0,0,0,0
0.090710,0,0,0,0,0,0,0,0
0.095532,0,0,0,0,0,0,0,0
0.096979,0,0,0,0,0,0,0,0
0.098347,0,0,0,0,0,0,0,0
0.099753,0,0,0,0,0,0,0,0
0.101121,0,0,0,0,0,0,0,0
0.102504,0,0,0,0,0,0,0,0
0.103907,0,0,0,0,0,0,0,0
0.105309,0,0,0,0,0,0,0,0
0.106710,0,0,0,0,0,0,0,0
0.108123,0,0,0,0,0,0,0,0
0.109531,0,0,0,0,0,0,0,0
0.110977,0,0,0,0,0,0,0,0
0.112387,0,0,0,0,0,0,0,0
0.113796,0,0,0,0,0,0,0,0
0.115202,0,0,0,0,0,0,0,0
0.116741,0,0,0,0,0,0,0,0
0.118200,0,0,0,0,0,0,0,0
0.119662,0,0,0,0,0,0,0,0
0.121073,0,0,0,0,0,0,0,0
0.122480,0,0,0,0,0,0,0,0
0.123890,0,0,0,0,0,0,0,0
0.125298,0,0,0,0,0,0,0,0
0.126876,0,0,0,0,0,0,0,0
0.128339,0,0,0,0,0,0,0,0
0.129754,0,0,0,0,0,0,0,0
0.131163,0,0,0,0,0,0,0,0
0.132574,0,0,0,0,0,0,0,0
0.133982,0,0,0,0,0,0,0,0
0.135392,0,0,0,0,0,0,0,0
0.136930,0,0,0,0,0,0,0,0
0.138513,0,0,0,0,0,0,0,0
0.140086,0,0,0,0,0,0,0,0
0.141658,0,0,0,0,0,0,0,0
0.143228,0,0,0,0,0,0,0,0
0.144647,0,0,0,0,0,0,0,0
