elapsed_s,RB_EARLY_Z_ARB3_GRANT,RB_LATE_Z_ARB3_GRANT,RB_EARLY_Z_SKIP_GRANT,RB_VRS_1X1_QUADS,RB_VRS_2X1_QUADS,RB_VRS_1X2_QUADS,RB_VRS_2X2_QUADS,RB_VRS_2X4_QUADS
0.001589,0,0,0,0,0,0,0,0
0.004611,0,0,0,0,0,0,0,0
0.006514,0,0,0,0,0,0,0,0
0.008180,0,0,0,0,0,0,0,0
0.009789,0,0,0,0,0,0,0,0
0.011303,0,0,0,0,0,0,0,0
0.012812,0,0,0,0,0,0,0,0
0.014318,0,0,0,0,0,0,0,0
0.015824,0,0,0,0,0,0,0,0
0.017330,0,0,0,0,0,0,0,0
0.018838,0,0,0,0,0,0,0,0
0.020379,0,0,0,0,0,0,0,0
0.021900,0,0,0,0,0,0,0,0
0.023470,0,0,0,0,0,0,0,0
0.025002,0,0,0,0,0,0,0,0
0.026537,0,0,0,0,0,0,0,0
0.028060,0,0,0,0,0,0,0,0
0.029582,0,0,0,0,0,0,0,0
0.031170,0,0,0,0,0,0,0,0
0.032691,0,0,0,0,0,0,0,0
0.034249,0,0,0,0,0,0,0,0
0.035791,0,0,0,0,0,0,0,0
0.037378,0,0,0,0,0,0,0,0
0.039053,0,0,0,0,0,0,0,0
0.040635,0,0,0,0,0,0,0,0
0.042223,0,0,0,0,0,0,0,0
0.043905,0,0,0,0,0,0,0,0
0.045513,0,0,0,0,0,0,0,0
0.047243,0,0,0,0,0,0,0,0
0.048678,0,0,0,0,0,0,0,0
0.050125,0,0,0,0,0,0,0,0
0.051561,0,0,0,0,0,0,0,0
0.053020,0,0,0,0,0,0,0,0
0.054488,0,0,0,0,0,0,0,0
0.055865,0,0,0,0,0,0,0,0
0.057209,0,0,0,0,0,0,0,0
0.058552,0,0,0,0,0,0,0,0
0.059896,0,0,0,0,0,0,0,0
0.061367,0,0,0,0,0,0,0,0
0.062711,0,0,0,0,0,0,0,0
0.064075,0,0,0,0,0,0,0,0
0.065422,0,0,0,0,0,0,0,0
0.066931,0,0,0,0,0,0,0,0
0.068397,0,0,0,0,0,0,0,0
0.069931,0,0,0,0,0,0,0,0
0.071323,0,0,0,0,0,0,0,0
0.072823,0,0,0,0,0,0,0,0
0.074260,0,0,0,0,0,0,0,0
0.075633,0,0,0,0,0,0,0,0
0.077001,0,0,0,0,0,0,0,0
