elapsed_s,RB_C_WRITE,RB_TOTAL_PASS,RB_Z_PASS,RB_Z_FAIL,RB_S_FAIL,RB_BLENDED_FXP_COMPONENTS,RB_BLENDED_FP16_COMPONENTS,RB_PS_INVOCATIONS
0.001139,0,0,0,0,0,0,0,0
0.002730,0,0,0,0,0,0,0,0
0.004174,0,0,0,0,0,0,0,0
0.005594,0,0,0,0,0,0,0,0
0.007026,0,0,0,0,0,0,0,0
0.008511,0,0,0,0,0,0,0,0
0.010005,0,0,0,0,0,0,0,0
0.011393,0,0,0,0,0,0,0,0
0.012780,0,0,0,0,0,0,0,0
0.014170,0,0,0,0,0,0,0,0
0.015714,0,0,0,0,0,0,0,0
0.017161,0,0,0,0,0,0,0,0
0.018655,0,0,0,0,0,0,0,0
0.020148,0,0,0,0,0,0,0,0
0.021640,0,0,0,0,0,0,0,0
0.023130,0,0,0,0,0,0,0,0
0.024679,0,0,0,0,0,0,0,0
0.026249,0,0,0,0,0,0,0,0
0.027880,0,0,0,0,0,0,0,0
0.029457,0,0,0,0,0,0,0,0
0.030894,0,0,0,0,0,0,0,0
0.032333,0,0,0,0,0,0,0,0
0.033768,0,0,0,0,0,0,0,0
0.035204,0,0,0,0,0,0,0,0
0.036640,0,0,0,0,0,0,0,0
0.038081,0,0,0,0,0,0,0,0
0.039468,0,0,0,0,0,0,0,0
0.040894,0,0,0,0,0,0,0,0
0.042259,0,0,0,0,0,0,0,0
0.043623,0,0,0,0,0,0,0,0
0.044988,0,0,0,0,0,0,0,0
0.046386,0,0,0,0,0,0,0,0
0.047842,0,0,0,0,0,0,0,0
0.049237,0,0,0,0,0,0,0,0
0.050614,0,0,0,0,0,0,0,0
0.051986,0,0,0,0,0,0,0,0
0.053356,0,0,0,0,0,0,0,0
0.054721,0,0,0,0,0,0,0,0
0.056131,0,0,0,0,0,0,0,0
0.057545,0,0,0,0,0,0,0,0
0.058906,0,0,0,0,0,0,0,0
0.060270,0,0,0,0,0,0,0,0
0.061631,0,0,0,0,0,0,0,0
0.062994,0,0,0,0,0,0,0,0
0.064361,0,0,0,0,0,0,0,0
0.065729,0,0,0,0,0,0,0,0
0.067098,0,0,0,0,0,0,0,0
0.068466,0,0,0,0,0,0,0,0
0.069688,0,0,0,0,0,0,0,0
0.071053,0,0,0,0,0,0,0,0
0.072434,0,0,0,0,0,0,0,0
0.073863,0,0,0,0,0,0,0,0
0.075291,0,0,0,0,0,0,0,0
0.076707,0,0,0,0,0,0,0,0
0.078203,0,0,0,0,0,0,0,0
0.079623,0,0,0,0,0,0,0,0
0.081064,0,0,0,0,0,0,0,0
0.082466,0,0,0,0,0,0,0,0
0.083866,0,0,0,0,0,0,0,0
0.085364,0,0,0,0,0,0,0,0
0.086808,0,0,0,0,0,0,0,0
0.088283,0,0,0,0,0,0,0,0
0.093028,0,0,0,0,0,0,0,0
0.094438,0,0,0,0,0,0,0,0
0.095892,0,0,0,0,0,0,0,0
0.097338,0,0,0,0,0,0,0,0
0.098742,0,0,0,0,0,0,0,0
0.100163,0,0,0,0,0,0,0,0
0.101565,0,0,0,0,0,0,0,0
0.102967,0,0,0,0,0,0,0,0
0.104404,0,0,0,0,0,0,0,0
0.105808,0,0,0,0,0,0,0,0
0.107217,0,0,0,0,0,0,0,0
0.108625,0,0,0,0,0,0,0,0
0.110037,0,0,0,0,0,0,0,0
0.111460,0,0,0,0,0,0,0,0
0.112870,0,0,0,0,0,0,0,0
0.114279,0,0,0,0,0,0,0,0
0.115686,0,0,0,0,0,0,0,0
0.117095,0,0,0,0,0,0,0,0
0.118503,0,0,0,0,0,0,0,0
0.120082,0,0,0,0,0,0,0,0
0.121548,0,0,0,0,0,0,0,0
0.122964,0,0,0,0,0,0,0,0
0.124375,0,0,0,0,0,0,0,0
0.125786,0,0,0,0,0,0,0,0
0.127195,0,0,0,0,0,0,0,0
0.128638,0,0,0,0,0,0,0,0
0.130178,0,0,0,0,0,0,0,0
0.131636,0,0,0,0,0,0,0,0
0.133055,0,0,0,0,0,0,0,0
0.134467,0,0,0,0,0,0,0,0
0.135918,0,0,0,0,0,0,0,0
0.137329,0,0,0,0,0,0,0,0
0.138737,0,0,0,0,0,0,0,0
0.140274,0,0,0,0,0,0,0,0
0.141860,0,0,0,0,0,0,0,0
0.143433,0,0,0,0,0,0,0,0
0.145006,0,0,0,0,0,0,0,0
0.146579,0,0,0,0,0,0,0,0
0.148151,0,0,0,0,0,0,0,0
0.149723,0,0,0,0,0,0,0,0
0.151296,0,0,0,0,0,0,0,0
0.152884,0,0,0,0,0,0,0,0
0.154454,0,0,0,0,0,0,0,0
0.155881,0,0,0,0,0,0,0,0
0.157291,0,0,0,0,0,0,0,0
0.158704,0,0,0,0,0,0,0,0
0.160155,0,0,0,0,0,0,0,0
0.161566,0,0,0,0,0,0,0,0
0.162988,0,0,0,0,0,0,0,0
0.164397,0,0,0,0,0,0,0,0
0.165806,0,0,0,0,0,0,0,0
0.167215,0,0,0,0,0,0,0,0
0.168753,0,0,0,0,0,0,0,0
0.170331,0,0,0,0,0,0,0,0
0.171902,0,0,0,0,0,0,0,0
0.173490,0,0,0,0,0,0,0,0
0.175063,0,0,0,0,0,0,0,0
0.176636,0,0,0,0,0,0,0,0
0.178213,0,0,0,0,0,0,0,0
0.179784,0,0,0,0,0,0,0,0
0.181356,0,0,0,0,0,0,0,0
0.182823,0,0,0,0,0,0,0,0
0.184251,0,0,0,0,0,0,0,0
0.185618,0,0,0,0,0,0,0,0
0.186979,0,0,0,0,0,0,0,0
0.188335,0,0,0,0,0,0,0,0
0.189706,0,0,0,0,0,0,0,0
0.191134,0,0,0,0,0,0,0,0
0.192596,0,0,0,0,0,0,0,0
0.194066,0,0,0,0,0,0,0,0
0.195449,0,0,0,0,0,0,0,0
0.196871,0,0,0,0,0,0,0,0
0.198268,0,0,0,0,0,0,0,0
0.199642,0,0,0,0,0,0,0,0
0.201040,0,0,0,0,0,0,0,0
0.202398,0,0,0,0,0,0,0,0
0.203757,0,0,0,0,0,0,0,0
0.205115,0,0,0,0,0,0,0,0
0.206479,0,0,0,0,0,0,0,0
0.207865,0,0,0,0,0,0,0,0
0.209292,0,0,0,0,0,0,0,0
0.210718,0,0,0,0,0,0,0,0
0.212144,0,0,0,0,0,0,0,0
0.213570,0,0,0,0,0,0,0,0
0.215004,0,0,0,0,0,0,0,0
0.216444,0,0,0,0,0,0,0,0
0.217790,0,0,0,0,0,0,0,0
0.219200,0,0,0,0,0,0,0,0
0.220746,0,0,0,0,0,0,0,0
0.222187,0,0,0,0,0,0,0,0
0.223554,0,0,0,0,0,0,0,0
0.225834,0,0,0,0,0,0,0,0
0.228038,0,0,0,0,0,0,0,0
0.229462,0,0,0,0,0,0,0,0
0.230877,0,0,0,0,0,0,0,0
0.232325,0,0,0,0,0,0,0,0
0.233854,0,0,0,0,0,0,0,0
0.235245,0,0,0,0,0,0,0,0
0.236628,0,0,0,0,0,0,0,0
0.238022,0,0,0,0,0,0,0,0
0.239393,0,0,0,0,0,0,0,0
0.240775,0,0,0,0,0,0,0,0
0.242292,0,0,0,0,0,0,0,0
0.243694,0,0,0,0,0,0,0,0
0.245098,0,0,0,0,0,0,0,0
0.246623,0,0,0,0,0,0,0,0
0.247941,0,0,0,0,0,0,0,0
0.249358,0,0,0,0,0,0,0,0
0.250783,0,0,0,0,0,0,0,0
0.252191,0,0,0,0,0,0,0,0
0.253597,0,0,0,0,0,0,0,0
0.255004,0,0,0,0,0,0,0,0
0.256456,0,0,0,0,0,0,0,0
0.257864,0,0,0,0,0,0,0,0
0.259270,0,0,0,0,0,0,0,0
0.260677,0,0,0,0,0,0,0,0
0.262166,0,0,0,0,0,0,0,0
0.263565,0,0,0,0,0,0,0,0
0.265159,0,0,0,0,0,0,0,0
0.266581,0,0,0,0,0,0,0,0
0.267980,0,0,0,0,0,0,0,0
0.269378,0,0,0,0,0,0,0,0
0.270786,0,0,0,0,0,0,0,0
0.272199,0,0,0,0,0,0,0,0
0.273575,0,0,0,0,0,0,0,0
0.274956,0,0,0,0,0,0,0,0
0.276335,0,0,0,0,0,0,0,0
0.277710,0,0,0,0,0,0,0,0
0.279084,0,0,0,0,0,0,0,0
0.280466,0,0,0,0,0,0,0,0
0.281876,0,0,0,0,0,0,0,0
0.283275,0,0,0,0,0,0,0,0
0.284677,0,0,0,0,0,0,0,0
0.286080,0,0,0,0,0,0,0,0
0.287481,0,0,0,0,0,0,0,0
0.289112,0,0,0,0,0,0,0,0
0.290604,0,0,0,0,0,0,0,0
0.292036,0,0,0,0,0,0,0,0
0.293452,0,0,0,0,0,0,0,0
0.294862,0,0,0,0,0,0,0,0
0.296310,0,0,0,0,0,0,0,0
0.298109,0,0,0,0,0,0,0,0
0.299647,0,0,0,0,0,0,0,0
0.301223,0,0,0,0,0,0,0,0
0.302810,0,0,0,0,0,0,0,0
0.304424,0,0,0,0,0,0,0,0
0.305998,0,0,0,0,0,0,0,0
0.307573,0,0,0,0,0,0,0,0
0.308995,0,0,0,0,0,0,0,0
0.310387,0,0,0,0,0,0,0,0
0.311850,0,0,0,0,0,0,0,0
0.313280,0,0,0,0,0,0,0,0
0.315207,0,0,0,0,0,0,0,0
0.316639,0,0,0,0,0,0,0,0
0.318051,0,0,0,0,0,0,0,0
0.319460,0,0,0,0,0,0,0,0
0.320871,0,0,0,0,0,0,0,0
0.322280,0,0,0,0,0,0,0,0
0.323692,0,0,0,0,0,0,0,0
0.325232,0,0,0,0,0,0,0,0
0.326806,0,0,0,0,0,0,0,0
0.328492,0,0,0,0,0,0,0,0
0.330000,0,0,0,0,0,0,0,0
0.331414,0,0,0,0,0,0,0,0
0.332862,0,0,0,0,0,0,0,0
0.334281,0,0,0,0,0,0,0,0
0.335689,0,0,0,0,0,0,0,0
0.337134,0,0,0,0,0,0,0,0
0.338671,0,0,0,0,0,0,0,0
0.340243,0,0,0,0,0,0,0,0
0.341816,0,0,0,0,0,0,0,0
0.343390,0,0,0,0,0,0,0,0
0.344979,0,0,0,0,0,0,0,0
0.346552,0,0,0,0,0,0,0,0
0.348125,0,0,0,0,0,0,0,0
0.349698,0,0,0,0,0,0,0,0
0.351271,0,0,0,0,0,0,0,0
0.352926,0,0,0,0,0,0,0,0
0.354482,0,0,0,0,0,0,0,0
0.355907,0,0,0,0,0,0,0,0
0.357450,0,0,0,0,0,0,0,0
0.359023,0,0,0,0,0,0,0,0
0.360597,0,0,0,0,0,0,0,0
0.362171,0,0,0,0,0,0,0,0
0.363611,0,0,0,0,0,0,0,0
0.365045,0,0,0,0,0,0,0,0
0.366460,0,0,0,0,0,0,0,0
0.367890,0,0,0,0,0,0,0,0
0.369290,0,0,0,0,0,0,0,0
0.370690,0,0,0,0,0,0,0,0
0.372089,0,0,0,0,0,0,0,0
0.373489,0,0,0,0,0,0,0,0
0.374891,0,0,0,0,0,0,0,0
0.376344,0,0,0,0,0,0,0,0
0.377726,0,0,0,0,0,0,0,0
0.379113,0,0,0,0,0,0,0,0
0.380485,0,0,0,0,0,0,0,0
0.381863,0,0,0,0,0,0,0,0
0.383236,0,0,0,0,0,0,0,0
0.384647,0,0,0,0,0,0,0,0
0.386096,0,0,0,0,0,0,0,0
0.387454,0,0,0,0,0,0,0,0
0.388817,0,0,0,0,0,0,0,0
0.391629,0,0,0,0,0,0,0,0
0.393060,0,0,0,0,0,0,0,0
0.394331,0,0,0,0,0,0,0,0
0.395708,0,0,0,0,0,0,0,0
0.397133,0,0,0,0,0,0,0,0
0.398509,0,0,0,0,0,0,0,0
0.399903,0,0,0,0,0,0,0,0
0.401348,0,0,0,0,0,0,0,0
0.402703,0,0,0,0,0,0,0,0
0.404065,0,0,0,0,0,0,0,0
0.405428,0,0,0,0,0,0,0,0
0.406788,0,0,0,0,0,0,0,0
0.408195,0,0,0,0,0,0,0,0
0.410773,0,0,0,0,0,0,0,0
0.412301,0,0,0,0,0,0,0,0
0.413724,0,0,0,0,0,0,0,0
0.415132,0,0,0,0,0,0,0,0
0.416543,0,0,0,0,0,0,0,0
0.418035,0,0,0,0,0,0,0,0
0.419449,0,0,0,0,0,0,0,0
0.420920,0,0,0,0,0,0,0,0
0.422313,0,0,0,0,0,0,0,0
0.423675,0,0,0,0,0,0,0,0
0.425104,0,0,0,0,0,0,0,0
0.426510,0,0,0,0,0,0,0,0
0.427916,0,0,0,0,0,0,0,0
0.429322,0,0,0,0,0,0,0,0
0.430760,0,0,0,0,0,0,0,0
0.432226,0,0,0,0,0,0,0,0
0.433644,0,0,0,0,0,0,0,0
0.435052,0,0,0,0,0,0,0,0
0.436457,0,0,0,0,0,0,0,0
0.437865,0,0,0,0,0,0,0,0
0.439274,0,0,0,0,0,0,0,0
0.440716,0,0,0,0,0,0,0,0
0.442241,0,0,0,0,0,0,0,0
0.443718,0,0,0,0,0,0,0,0
0.445224,0,0,0,0,0,0,0,0
0.446627,0,0,0,0,0,0,0,0
0.448075,0,0,0,0,0,0,0,0
0.449499,0,0,0,0,0,0,0,0
0.450901,0,0,0,0,0,0,0,0
0.452264,0,0,0,0,0,0,0,0
0.453689,0,0,0,0,0,0,0,0
0.455102,0,0,0,0,0,0,0,0
0.456547,0,0,0,0,0,0,0,0
0.458103,0,0,0,0,0,0,0,0
0.459507,0,0,0,0,0,0,0,0
0.460970,0,0,0,0,0,0,0,0
0.462372,0,0,0,0,0,0,0,0
0.463808,0,0,0,0,0,0,0,0
0.465221,0,0,0,0,0,0,0,0
0.466636,0,0,0,0,0,0,0,0
0.468048,0,0,0,0,0,0,0,0
0.469443,0,0,0,0,0,0,0,0
0.470972,0,0,0,0,0,0,0,0
0.472578,0,0,0,0,0,0,0,0
0.474170,0,0,0,0,0,0,0,0
0.475630,0,0,0,0,0,0,0,0
0.477054,0,0,0,0,0,0,0,0
0.478465,0,0,0,0,0,0,0,0
0.479916,0,0,0,0,0,0,0,0
0.481326,0,0,0,0,0,0,0,0
0.482776,0,0,0,0,0,0,0,0
0.484184,0,0,0,0,0,0,0,0
0.485722,0,0,0,0,0,0,0,0
0.487309,0,0,0,0,0,0,0,0
0.488885,0,0,0,0,0,0,0,0
0.490458,0,0,0,0,0,0,0,0
0.492030,0,0,0,0,0,0,0,0
0.493606,0,0,0,0,0,0,0,0
0.495180,0,0,0,0,0,0,0,0
0.496753,0,0,0,0,0,0,0,0
0.498343,0,0,0,0,0,0,0,0
0.499916,0,0,0,0,0,0,0,0
0.501492,0,0,0,0,0,0,0,0
0.503063,0,0,0,0,0,0,0,0
0.504637,0,0,0,0,0,0,0,0
0.506215,0,0,0,0,0,0,0,0
0.507787,0,0,0,0,0,0,0,0
0.509374,0,0,0,0,0,0,0,0
0.510948,0,0,0,0,0,0,0,0
0.512562,0,0,0,0,0,0,0,0
0.514140,0,0,0,0,0,0,0,0
0.515712,0,0,0,0,0,0,0,0
0.517288,0,0,0,0,0,0,0,0
0.518862,0,0,0,0,0,0,0,0
0.520365,0,0,0,0,0,0,0,0
0.521911,0,0,0,0,0,0,0,0
0.523484,0,0,0,0,0,0,0,0
0.525060,0,0,0,0,0,0,0,0
0.526635,0,0,0,0,0,0,0,0
0.528249,0,0,0,0,0,0,0,0
0.529823,0,0,0,0,0,0,0,0
0.531284,0,0,0,0,0,0,0,0
0.532930,0,0,0,0,0,0,0,0
0.534475,0,0,0,0,0,0,0,0
0.535926,0,0,0,0,0,0,0,0
0.537335,0,0,0,0,0,0,0,0
0.538778,0,0,0,0,0,0,0,0
0.540186,0,0,0,0,0,0,0,0
0.541608,0,0,0,0,0,0,0,0
0.543813,0,0,0,0,0,0,0,0
0.545260,0,0,0,0,0,0,0,0
0.546669,0,0,0,0,0,0,0,0
0.548071,0,0,0,0,0,0,0,0
0.549472,0,0,0,0,0,0,0,0
0.550871,0,0,0,0,0,0,0,0
0.552332,0,0,0,0,0,0,0,0
0.553709,0,0,0,0,0,0,0,0
0.555083,0,0,0,0,0,0,0,0
0.556456,0,0,0,0,0,0,0,0
0.557829,0,0,0,0,0,0,0,0
0.559204,0,0,0,0,0,0,0,0
0.560611,0,0,0,0,0,0,0,0
0.562019,0,0,0,0,0,0,0,0
0.563382,0,0,0,0,0,0,0,0
0.564739,0,0,0,0,0,0,0,0
0.566096,0,0,0,0,0,0,0,0
0.567453,0,0,0,0,0,0,0,0
0.568801,0,0,0,0,0,0,0,0
0.570101,0,0,0,0,0,0,0,0
0.571489,0,0,0,0,0,0,0,0
0.572758,0,0,0,0,0,0,0,0
0.574137,0,0,0,0,0,0,0,0
0.575514,0,0,0,0,0,0,0,0
0.576978,0,0,0,0,0,0,0,0
0.578337,0,0,0,0,0,0,0,0
0.579699,0,0,0,0,0,0,0,0
0.581066,0,0,0,0,0,0,0,0
0.582430,0,0,0,0,0,0,0,0
0.583802,0,0,0,0,0,0,0,0
0.586995,0,0,0,0,0,0,0,0
0.588618,0,0,0,0,0,0,0,0
0.590061,0,0,0,0,0,0,0,0
0.591483,0,0,0,0,0,0,0,0
0.593005,0,0,0,0,0,0,0,0
0.594432,0,0,0,0,0,0,0,0
0.595816,0,0,0,0,0,0,0,0
0.597184,0,0,0,0,0,0,0,0
0.598574,0,0,0,0,0,0,0,0
0.599733,0,0,0,0,0,0,0,0
0.601111,0,0,0,0,0,0,0,0
0.602522,0,0,0,0,0,0,0,0
0.603928,0,0,0,0,0,0,0,0
0.605334,0,0,0,0,0,0,0,0
0.606750,0,0,0,0,0,0,0,0
0.608201,0,0,0,0,0,0,0,0
0.609606,0,0,0,0,0,0,0,0
0.611015,0,0,0,0,0,0,0,0
0.612359,0,0,0,0,0,0,0,0
0.613769,0,0,0,0,0,0,0,0
0.615177,0,0,0,0,0,0,0,0
0.616631,0,0,0,0,0,0,0,0
0.618092,0,0,0,0,0,0,0,0
0.619499,0,0,0,0,0,0,0,0
0.620920,0,0,0,0,0,0,0,0
0.622329,0,0,0,0,0,0,0,0
0.623867,0,0,0,0,0,0,0,0
0.625793,0,0,0,0,0,0,0,0
0.627266,0,0,0,0,0,0,0,0
0.628682,0,0,0,0,0,0,0,0
0.630090,0,0,0,0,0,0,0,0
0.631488,0,0,0,0,0,0,0,0
0.633047,0,0,0,0,0,0,0,0
0.634522,0,0,0,0,0,0,0,0
0.635920,0,0,0,0,0,0,0,0
0.637322,0,0,0,0,0,0,0,0
0.638734,0,0,0,0,0,0,0,0
0.640671,0,0,0,0,0,0,0,0
0.642102,0,0,0,0,0,0,0,0
0.643511,0,0,0,0,0,0,0,0
0.644920,0,0,0,0,0,0,0,0
0.646322,0,0,0,0,0,0,0,0
0.647723,0,0,0,0,0,0,0,0
0.649167,0,0,0,0,0,0,0,0
0.650569,0,0,0,0,0,0,0,0
0.652096,0,0,0,0,0,0,0,0
0.653538,0,0,0,0,0,0,0,0
0.655081,0,0,0,0,0,0,0,0
0.656654,0,0,0,0,0,0,0,0
0.658253,0,0,0,0,0,0,0,0
0.659836,0,0,0,0,0,0,0,0
0.661410,0,0,0,0,0,0,0,0
0.662973,0,0,0,0,0,0,0,0
0.664578,0,0,0,0,0,0,0,0
0.666110,0,0,0,0,0,0,0,0
0.667524,0,0,0,0,0,0,0,0
0.668933,0,0,0,0,0,0,0,0
0.670358,0,0,0,0,0,0,0,0
0.671802,0,0,0,0,0,0,0,0
0.673210,0,0,0,0,0,0,0,0
0.674746,0,0,0,0,0,0,0,0
0.676197,0,0,0,0,0,0,0,0
0.677619,0,0,0,0,0,0,0,0
0.679024,0,0,0,0,0,0,0,0
0.680481,0,0,0,0,0,0,0,0
0.681886,0,0,0,0,0,0,0,0
0.683289,0,0,0,0,0,0,0,0
0.684690,0,0,0,0,0,0,0,0
0.686218,0,0,0,0,0,0,0,0
0.687829,0,0,0,0,0,0,0,0
