elapsed_s,CP_SQE_SYNC_STALL,CP_SQE_PM4_WFI_STALL,CP_SQE_SYS_WFI_STALL,CP_WAIT_ON_OTHER_PIPE,CP_OUTPUT_BLOCKED,CP_SQE_T4_EXEC,CP_SQE_LOAD_STATE_EXEC,CP_SQE_SAVE_SDS_STATE,CP_SQE_DRAW_EXEC,CP_SQE_CTXT_REG_BUNCH_EXEC,CP_SQE_EXEC_PROFILED,CP_MEMORY_POOL_EMPTY,CP_MEMORY_POOL_SYNC_STALL,CP_MEMORY_POOL_ABOVE_THRESH
0.001097,0,0,0,0,0,0,0,0,0,0,131637,131918,0,0
0.002779,0,0,0,0,0,0,0,0,0,0,136403,135693,0,0
0.004394,0,0,0,0,0,0,0,0,0,0,143051,142831,0,0
0.006046,0,0,0,0,0,0,0,0,0,0,130691,130458,0,0
0.007639,0,0,0,0,0,0,0,0,0,0,130416,130180,0,0
0.009294,0,0,0,0,0,0,0,0,0,0,130553,130337,0,0
0.010890,0,0,0,0,0,0,0,0,0,0,131060,130931,0,0
0.012535,0,0,0,0,0,0,0,0,0,0,139754,139442,0,0
0.014155,0,0,0,0,0,0,0,0,0,0,139793,141287,0,0
0.015840,0,0,0,0,0,0,0,0,0,0,175208,174065,0,0
0.017644,0,0,0,0,0,0,0,0,0,0,155206,156927,0,0
0.019472,0,0,0,0,0,0,0,0,0,0,139984,137110,0,0
0.021038,0,0,0,0,0,0,0,0,0,0,127996,127851,0,0
0.022604,0,0,0,0,0,0,0,0,0,0,109587,107968,0,0
0.024062,0,0,0,0,0,0,0,0,0,0,114748,115072,0,0
0.025569,0,0,0,0,0,0,0,0,0,0,119741,119143,0,0
0.027071,0,0,0,0,0,0,0,0,0,0,104422,104280,0,0
0.028512,0,0,0,0,0,0,0,0,0,0,116757,116571,0,0
0.029986,0,0,0,0,0,0,0,0,0,0,113123,114210,0,0
0.031459,0,0,0,0,0,0,0,0,0,0,121678,120118,0,0
0.032987,0,0,0,0,0,0,0,0,0,0,111486,110598,0,0
0.034397,0,0,0,0,0,0,0,0,0,0,108700,108542,0,0
0.035807,0,0,0,0,0,0,0,0,0,0,108773,108640,0,0
0.037283,0,0,0,0,0,0,0,0,0,0,108558,108413,0,0
0.038693,0,0,0,0,0,0,0,0,0,0,108691,108554,0,0
0.040157,0,0,0,0,0,0,0,0,0,0,74955,75144,0,0
0.041556,0,0,0,0,0,0,0,0,0,0,66979,66435,0,0
0.042959,0,0,0,0,0,0,0,0,0,0,66626,66489,0,0
0.044368,0,0,0,0,0,0,0,0,0,0,69554,69565,0,0
0.045826,0,0,0,0,0,0,0,0,0,0,72176,72001,0,0
0.047242,0,0,0,0,0,0,0,0,0,0,67616,67377,0,0
0.048643,0,0,0,0,0,0,0,0,0,0,67375,67227,0,0
0.050042,0,0,0,0,0,0,0,0,0,0,67635,67513,0,0
0.051491,0,0,0,0,0,0,0,0,0,0,75501,75156,0,0
0.052967,0,0,0,0,0,0,0,0,0,0,74416,74282,0,0
0.054474,0,0,0,0,0,0,0,0,0,0,68285,68338,0,0
0.055898,0,0,0,0,0,0,0,0,0,0,68401,68276,0,0
0.057525,0,0,0,0,0,0,0,0,0,0,72896,72777,0,0
0.059052,0,0,0,0,0,0,0,0,0,0,68613,68485,0,0
0.060482,0,0,0,0,0,0,0,0,0,0,75636,75485,0,0
0.061970,0,0,0,0,0,0,0,0,0,0,67829,67698,0,0
0.063399,0,0,22,0,0,0,0,288,0,0,102257,98983,161,863
0.065070,681,14,681,0,0,0,0,0,0,0,71662,79469,537,430
0.066533,0,0,0,0,0,0,0,0,0,0,67918,67496,0,0
0.067939,0,0,0,0,0,0,0,0,0,0,67902,67766,0,0
0.069465,0,0,0,0,0,0,0,0,0,0,79431,79311,0,0
0.070872,0,0,0,0,0,0,0,0,0,0,67147,67004,0,0
0.072291,0,0,0,0,0,0,0,0,0,0,67351,67209,0,0
0.073697,0,0,0,0,0,0,0,0,0,0,67993,67968,0,0
0.075103,552,0,625,0,0,311,0,41,0,18,81498,127014,507317,513218
0.076384,0,0,0,0,0,350,0,52,0,0,0,0,1563265,1564668
0.077819,0,0,0,0,0,336,0,46,0,0,0,0,1432190,1433413
0.079129,0,0,0,0,0,336,0,48,0,0,4,0,1435907,1437127
0.080561,0,0,0,0,0,378,0,54,0,0,0,0,1666762,1668340
0.081930,0,0,0,0,0,336,0,48,0,0,0,0,1407950,1409096
0.083228,0,0,0,0,0,322,0,46,0,0,4,0,1423439,1424678
0.084643,0,0,0,0,0,378,0,54,0,0,0,0,1625092,1626504
0.086005,0,0,0,0,0,322,0,48,0,0,0,0,1430269,1431538
0.087302,0,0,0,0,0,336,0,46,0,0,4,0,1424534,1425846
0.088616,0,0,300292,0,0,280,0,36,0,0,0,0,1443725,1444890
0.089968,318,14,241190,0,0,0,0,0,0,0,481389,488357,169972,164536
0.091426,0,0,0,0,0,0,0,0,0,0,476716,476539,0,0
0.092870,0,0,0,0,0,0,0,0,0,0,484260,484066,0,0
0.094313,0,0,0,0,0,0,0,0,0,0,463464,463500,0,0
0.095756,0,0,0,0,0,0,0,0,0,0,805988,805766,0,0
0.097515,0,0,0,0,0,0,0,0,0,0,468822,468548,0,0
0.098963,0,0,0,0,0,0,0,0,0,0,465140,465128,0,0
0.100520,0,0,0,0,0,0,0,0,0,0,471062,470558,0,0
0.101956,0,0,0,0,0,0,0,0,0,0,452332,452122,0,0
0.103527,0,0,0,0,0,0,0,0,0,0,504334,504193,0,0
0.105051,0,0,0,0,0,0,0,0,0,0,478982,478743,0,0
0.106498,0,0,0,0,0,0,0,0,0,0,454609,454403,0,0
0.107931,0,0,0,0,0,0,0,0,0,0,468310,468133,0,0
0.112348,0,0,0,0,0,0,0,0,0,0,477009,476811,0,0
0.113805,0,0,0,0,0,0,0,0,0,0,459578,459385,0,0
0.115240,0,0,0,0,0,0,0,0,0,0,472355,472145,0,0
0.116791,0,0,0,0,0,0,0,0,0,0,469689,469142,0,0
0.118195,0,0,0,0,0,0,0,0,0,0,455161,454965,0,0
0.119564,0,0,0,0,0,0,0,0,0,0,453638,453427,0,0
0.120975,0,0,0,0,0,0,0,0,0,0,449911,449715,0,0
0.122336,0,0,0,0,0,0,0,0,0,0,446116,445940,0,0
0.123694,0,0,0,0,0,0,0,0,0,0,449932,449721,0,0
0.125126,0,0,0,0,0,0,0,0,0,0,469394,475335,0,0
0.126567,0,0,0,0,0,0,0,0,0,0,449930,443969,0,0
0.128001,0,0,0,0,0,0,0,0,0,0,595467,595063,0,0
0.129556,0,0,0,0,0,0,0,0,0,0,453247,453347,0,0
0.131033,0,0,0,0,0,0,0,0,0,0,469677,469412,0,0
0.132556,0,0,0,0,0,0,0,0,0,0,504288,504092,0,0
0.134037,0,0,0,0,0,0,0,0,0,0,481811,481584,0,0
0.135487,0,0,0,0,0,0,0,0,0,0,468600,468438,0,0
0.136926,0,0,0,0,0,0,0,0,0,0,456134,455939,0,0
0.138367,0,0,0,0,0,0,0,0,0,0,456196,456020,0,0
0.139805,0,0,0,0,0,0,0,0,0,0,454207,453977,0,0
0.141279,0,0,0,0,0,0,0,0,0,0,481921,481739,0,0
0.142718,0,0,0,0,0,0,0,0,0,0,454568,454378,0,0
0.144156,0,0,0,0,0,0,0,0,0,0,457264,457052,0,0
0.145607,0,0,0,0,0,0,0,0,0,0,464123,463943,0,0
0.147046,0,0,0,0,0,0,0,0,0,0,456331,456137,0,0
0.148488,0,0,0,0,0,0,0,0,0,0,495819,495619,0,0
0.149962,0,0,0,0,0,0,0,0,0,0,456182,455989,0,0
0.151401,0,0,0,0,0,0,0,0,0,0,456237,456033,0,0
0.152843,0,0,0,0,0,0,0,0,0,0,546712,546534,0,0
0.154369,0,0,0,0,0,0,0,0,0,0,463753,463557,0,0
0.155821,0,0,0,0,0,0,0,0,0,0,470531,470338,0,0
0.157263,0,0,0,0,0,0,0,0,0,0,458831,458630,0,0
0.158704,0,0,0,0,0,0,0,0,0,0,481402,481195,0,0
