elapsed_s,CP_PM4_DATA,CP_PM4_HEADERS,CP_VBIF_READ_BEATS,CP_VBIF_WRITE_BEATS,CP_SQE_INSTR_COUNTER,CP_CLUSTER_FE_US_FULL,CP_CLUSTER_FE_S_FULL,CP_CLUSTER_SP_VS_FULL,CP_CLUSTER_VPC_US_FULL,CP_CLUSTER_VPC_VS_FULL,CP_CLUSTER_GRAS_FULL,CP_CLUSTER_SP_PS_FULL,CP_CLUSTER_VPC_PS_FULL,CP_CLUSTER_PS_FULL
0.001108,0,0,34,1,287,0,0,0,0,0,0,0,0,0
0.002847,0,0,34,1,277,0,0,0,0,0,0,0,0,0
0.004468,0,0,34,1,355,0,0,0,0,0,0,0,0,0
0.006125,0,0,34,1,353,0,0,0,0,0,0,0,0,0
0.007720,0,0,34,1,387,0,0,0,0,0,0,0,0,0
0.009370,0,0,34,1,243,0,0,0,0,0,0,0,0,0
0.011014,0,0,34,1,307,0,0,0,0,0,0,0,0,0
0.012451,0,0,34,1,311,0,0,0,0,0,0,0,0,0
0.013935,0,0,34,1,297,0,0,0,0,0,0,0,0,0
0.015371,0,0,34,1,227,0,0,0,0,0,0,0,0,0
0.016868,0,0,34,1,309,0,0,0,0,0,0,0,0,0
0.018362,0,0,34,1,323,0,0,0,0,0,0,0,0,0
0.019792,0,0,34,1,327,0,0,0,0,0,0,0,0,0
0.021208,0,0,34,1,327,0,0,0,0,0,0,0,0,0
0.022625,0,0,34,1,303,0,0,0,0,0,0,0,0,0
0.024041,0,0,34,1,299,0,0,0,0,0,0,0,0,0
0.025494,0,0,34,1,243,0,0,0,0,0,0,0,0,0
0.026974,0,0,34,1,237,0,0,0,0,0,0,0,0,0
0.028340,0,0,34,1,243,0,0,0,0,0,0,0,0,0
0.029958,0,0,34,1,219,0,0,0,0,0,0,0,0,0
0.031366,0,0,34,1,223,0,0,0,0,0,0,0,0,0
0.032774,0,0,35,1,215,0,0,0,0,0,0,0,0,0
0.034195,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.035603,0,0,36,1,271,0,0,0,0,0,0,0,0,0
0.037042,0,0,36,1,291,0,0,0,0,0,0,0,0,0
0.038438,0,0,36,1,217,0,0,0,0,0,0,0,0,0
0.039838,0,0,36,1,217,0,0,0,0,0,0,0,0,0
0.041306,0,0,36,1,213,0,0,0,0,0,0,0,0,0
0.042708,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.044102,0,0,36,1,213,0,0,0,0,0,0,0,0,0
0.045497,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.046891,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.048345,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.049841,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.051278,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.052679,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.054082,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.055479,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.056875,32,41,390,26,3594,0,0,0,0,0,0,0,0,0
0.058521,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.059923,0,0,36,1,225,0,0,0,0,0,0,0,0,0
