elapsed_s,RAS_SAMPLE_MASK_GEN_LANE_15_WORKING_CC_L2,RAS_EMPTY_SBLOCK_SCAN_CYCLE_PERFCOUNTER,RAS_STEGN_STALL_BY_LATENCY_FIFO,RAS_STALL_CYCLES_LRZ_PREFETCH
0.001098,0,0,0,0
0.002657,0,0,0,0
0.004067,0,0,0,0
0.005443,0,0,0,0
0.006816,0,0,0,0
0.008201,0,0,0,0
0.009573,0,0,0,0
0.010960,0,0,0,0
0.012309,0,0,0,0
0.013656,0,0,0,0
0.015004,0,0,0,0
0.016351,0,0,0,0
0.017700,0,0,0,0
0.019042,0,0,0,0
0.020373,0,0,0,0
0.021712,0,0,0,0
0.023132,0,0,0,0
0.024495,0,0,0,0
0.025925,0,0,0,0
0.027269,0,0,0,0
0.028589,0,0,0,0
0.029881,0,0,0,0
0.031171,0,0,0,0
0.032476,0,0,0,0
0.033766,0,0,0,0
0.035124,0,0,0,0
0.036459,0,0,0,0
0.037791,0,0,0,0
0.039176,0,0,0,0
0.040567,0,0,0,0
0.041915,0,0,0,0
0.043286,0,0,0,0
0.044704,0,0,0,0
0.046087,0,0,0,0
0.047626,0,0,0,0
0.049154,0,0,0,0
0.050632,0,0,0,0
0.052332,0,0,0,0
0.053759,0,0,0,0
0.055579,0,0,0,0
0.056964,0,0,0,0
0.058355,0,0,0,0
0.059790,0,0,0,0
0.062230,0,0,0,0
0.064107,0,0,0,0
0.065810,0,0,0,0
0.067293,0,0,0,0
0.068659,0,0,0,0
0.069860,0,0,0,0
0.071070,0,0,0,0
0.072424,0,0,0,0
0.073774,0,0,0,0
0.075155,0,0,0,0
0.076562,0,0,0,0
0.077950,0,0,0,0
0.079336,0,0,0,0
0.080721,0,0,0,0
0.082105,0,0,0,0
0.083489,0,0,0,0
0.084871,0,0,0,0
0.086260,0,0,0,0
0.087638,0,0,0,0
0.089015,0,0,0,0
0.090390,0,0,0,0
0.091815,0,0,0,0
0.093192,0,0,0,0
0.094571,0,0,0,0
0.096021,0,0,0,0
0.097408,0,0,0,0
0.098925,0,0,0,0
0.100306,0,0,0,0
0.101685,0,0,0,0
0.103248,0,0,0,0
0.104633,0,0,0,0
0.106020,0,0,0,0
0.107418,0,0,0,0
0.108798,0,0,0,0
0.110177,0,0,0,0
0.111557,0,0,0,0
0.113087,0,0,0,0
0.114670,0,0,0,0
0.116285,0,0,0,0
0.117846,0,0,0,0
0.119397,0,0,0,0
0.120949,0,0,0,0
0.122497,0,0,0,0
0.123924,0,0,0,0
0.125527,0,0,0,0
0.127149,0,0,0,0
0.128630,0,0,0,0
0.130182,0,0,0,0
0.131737,0,0,0,0
0.133288,0,0,0,0
0.134841,0,0,0,0
0.136391,0,0,0,0
0.137941,0,0,0,0
0.139379,0,0,0,0
0.140900,0,0,0,0
0.142449,0,0,0,0
0.144060,0,0,0,0
0.145609,0,0,0,0
0.147203,0,0,0,0
0.148754,0,0,0,0
0.150316,0,0,0,0
0.151867,0,0,0,0
0.153417,0,0,0,0
0.155011,0,0,0,0
0.156562,0,0,0,0
0.158110,0,0,0,0
0.159661,0,0,0,0
0.161101,0,0,0,0
0.162665,0,0,0,0
0.164221,0,0,0,0
0.165770,0,0,0,0
0.167323,0,0,0,0
0.168874,0,0,0,0
0.170314,0,0,0,0
0.171916,0,0,0,0
0.173467,0,0,0,0
0.175019,0,0,0,0
0.176571,0,0,0,0
0.178120,0,0,0,0
0.179671,0,0,0,0
0.181223,0,0,0,0
0.182875,0,0,0,0
0.184439,0,0,0,0
0.185830,0,0,0,0
0.187351,0,0,0,0
0.188903,0,0,0,0
0.190451,0,0,0,0
0.191980,0,0,0,0
0.193382,0,0,0,0
0.194817,0,0,0,0
0.196206,0,0,0,0
0.197593,0,0,0,0
0.198981,0,0,0,0
0.200367,0,0,0,0
0.201881,0,0,0,0
0.203434,0,0,0,0
0.204998,0,0,0,0
0.206548,0,0,0,0
0.208102,0,0,0,0
0.209651,0,0,0,0
0.211244,0,0,0,0
0.212794,0,0,0,0
0.214343,0,0,0,0
0.215908,0,0,0,0
0.217459,0,0,0,0
0.219052,0,0,0,0
0.220604,0,0,0,0
0.222153,0,0,0,0
0.223703,0,0,0,0
0.225255,0,0,0,0
0.226863,0,0,0,0
0.228415,0,0,0,0
0.229964,0,0,0,0
0.231516,0,0,0,0
0.233066,0,0,0,0
0.234657,0,0,0,0
0.236210,0,0,0,0
0.237774,0,0,0,0
0.239327,0,0,0,0
0.240868,0,0,0,0
0.242311,0,0,0,0
0.243749,0,0,0,0
0.245265,0,0,0,0
0.246815,0,0,0,0
0.248378,0,0,0,0
0.249926,0,0,0,0
0.251476,0,0,0,0
0.253025,0,0,0,0
0.254573,0,0,0,0
0.256126,0,0,0,0
0.257673,0,0,0,0
0.259279,0,0,0,0
0.260828,0,0,0,0
0.262375,0,0,0,0
0.263923,0,0,0,0
0.265470,0,0,0,0
0.267063,0,0,0,0
0.268611,0,0,0,0
0.271156,0,0,0,0
0.272726,0,0,0,0
0.274134,0,0,0,0
0.275519,0,0,0,0
0.276902,0,0,0,0
0.278282,0,0,0,0
0.279666,0,0,0,0
0.281063,0,0,0,0
0.282457,0,0,0,0
0.283941,0,0,0,0
0.285327,0,0,0,0
0.286709,0,0,0,0
0.288152,0,0,0,0
0.289528,0,0,0,0
0.290953,0,0,0,0
0.292339,0,0,0,0
0.293715,0,0,0,0
0.295091,0,0,0,0
0.296468,0,0,0,0
0.297843,0,0,0,0
0.299215,0,0,0,0
0.300569,0,0,0,0
0.301922,0,0,0,0
0.303282,0,0,0,0
0.304636,0,0,0,0
0.305989,0,0,0,0
0.307340,0,0,0,0
0.308679,0,0,0,0
0.310017,0,0,0,0
0.311356,0,0,0,0
0.312694,0,0,0,0
0.314038,0,0,0,0
0.315367,0,0,0,0
0.316778,0,0,0,0
0.318188,0,0,0,0
0.319599,0,0,0,0
0.320903,0,0,0,0
0.322314,0,0,0,0
0.323650,0,0,0,0
0.325037,0,0,0,0
0.326421,0,0,0,0
0.327806,0,0,0,0
0.329190,0,0,0,0
0.330649,0,0,0,0
0.332101,0,0,0,0
0.333589,0,0,0,0
0.335046,0,0,0,0
0.336457,0,0,0,0
0.337842,0,0,0,0
0.339226,0,0,0,0
0.340608,0,0,0,0
0.341992,0,0,0,0
0.344518,0,0,0,0
0.346638,0,0,0,0
0.348081,0,0,0,0
0.349463,0,0,0,0
0.350831,0,0,0,0
0.352218,0,0,0,0
0.353431,0,0,0,0
0.354929,0,0,0,0
0.356397,0,0,0,0
0.357781,0,0,0,0
0.359165,0,0,0,0
0.360549,0,0,0,0
0.361933,0,0,0,0
0.363317,0,0,0,0
0.364931,0,0,0,0
0.366315,0,0,0,0
0.367705,0,0,0,0
0.369086,0,0,0,0
0.370583,0,0,0,0
0.371981,0,0,0,0
0.373358,0,0,0,0
0.374737,0,0,0,0
0.376194,0,0,0,0
0.377572,0,0,0,0
0.378970,0,0,0,0
0.380347,0,0,0,0
0.381826,0,0,0,0
0.383281,0,0,0,0
0.384697,0,0,0,0
0.386084,0,0,0,0
0.387506,0,0,0,0
0.388887,0,0,0,0
0.390276,0,0,0,0
0.391655,0,0,0,0
0.393035,0,0,0,0
0.394440,0,0,0,0
0.396143,0,0,0,0
0.397734,0,0,0,0
0.399260,0,0,0,0
0.401008,0,0,0,0
0.402400,0,0,0,0
0.403831,0,0,0,0
0.405603,0,0,0,0
0.407845,0,0,0,0
0.409358,0,0,0,0
0.410862,0,0,0,0
0.412250,0,0,0,0
0.413637,0,0,0,0
0.415092,0,0,0,0
0.416481,0,0,0,0
0.417825,0,0,0,0
0.419177,0,0,0,0
0.420529,0,0,0,0
0.421918,0,0,0,0
0.423297,0,0,0,0
0.424805,0,0,0,0
0.426344,0,0,0,0
0.427804,0,0,0,0
0.429317,0,0,0,0
0.430921,0,0,0,0
0.432351,0,0,0,0
0.433862,0,0,0,0
0.435279,0,0,0,0
0.436791,0,0,0,0
0.438330,0,0,0,0
0.439745,0,0,0,0
0.441257,0,0,0,0
0.442955,0,0,0,0
0.444348,0,0,0,0
0.445739,0,0,0,0
0.447259,0,0,0,0
0.448810,0,0,0,0
0.450357,0,0,0,0
0.451847,0,0,0,0
0.453399,0,0,0,0
0.454949,0,0,0,0
0.456500,0,0,0,0
0.458048,0,0,0,0
0.459601,0,0,0,0
0.461151,0,0,0,0
0.462700,0,0,0,0
0.464268,0,0,0,0
0.465818,0,0,0,0
0.467371,0,0,0,0
0.468921,0,0,0,0
0.470470,0,0,0,0
0.472116,0,0,0,0
0.473663,0,0,0,0
0.475270,0,0,0,0
0.476820,0,0,0,0
0.478369,0,0,0,0
0.479921,0,0,0,0
0.481471,0,0,0,0
0.483066,0,0,0,0
0.484617,0,0,0,0
0.486181,0,0,0,0
0.487606,0,0,0,0
0.489127,0,0,0,0
0.490719,0,0,0,0
