elapsed_s,RAS_FULLY_COVERED_SUPER_TILES,RAS_FULLY_COVERED_8X4_TILES,RAS_PRIM_KILLED_INVISILBE,RAS_SUPERTILE_GEN_ACTIVE_CYCLES
0.001099,0,0,0,0
0.002764,0,0,0,0
0.004164,0,0,0,0
0.005540,0,0,0,0
0.006962,0,0,0,0
0.008336,0,0,0,0
0.009730,0,0,0,0
0.011102,0,0,0,0
0.012469,0,0,0,0
0.013836,0,0,0,0
0.015261,0,0,0,0
0.016637,0,0,0,0
0.018009,0,0,0,0
0.019383,0,0,0,0
0.020772,0,0,0,0
0.022145,0,0,0,0
0.023624,0,0,0,0
0.024974,0,0,0,0
0.026321,0,0,0,0
0.027688,0,0,0,0
0.029032,0,0,0,0
0.030379,0,0,0,0
0.031765,0,0,0,0
0.033130,0,0,0,0
0.034488,0,0,0,0
0.035837,0,0,0,0
0.037182,0,0,0,0
0.038567,0,0,0,0
0.039869,0,0,0,0
0.041158,0,0,0,0
0.042498,0,0,0,0
0.043788,0,0,0,0
0.045075,0,0,0,0
0.046367,0,0,0,0
0.047711,0,0,0,0
0.048971,0,0,0,0
0.050229,0,0,0,0
0.051510,0,0,0,0
0.052768,0,0,0,0
0.054023,0,0,0,0
0.055366,0,0,0,0
0.056711,0,0,0,0
0.058050,0,0,0,0
0.059397,0,0,0,0
0.060758,0,0,0,0
0.062103,0,0,0,0
0.063473,0,0,0,0
0.064865,0,0,0,0
0.066231,0,0,0,0
0.067593,0,0,0,0
0.068939,0,0,0,0
0.070316,0,0,0,84
0.071975,0,0,0,0
0.073377,0,0,0,0
0.074774,0,0,0,0
0.076160,0,0,0,0
0.077546,0,0,0,0
0.078932,0,0,0,0
0.080315,0,0,0,0
0.081699,0,0,0,606
0.082963,0,0,0,1302
0.084388,0,0,0,0
0.085790,0,0,0,0
0.087182,0,0,0,0
0.088568,0,0,0,0
0.089952,0,0,0,0
0.093416,0,0,0,0
0.094795,0,0,0,0
0.096184,0,0,0,0
0.097862,0,0,0,0
0.099241,0,0,0,0
0.100621,0,0,0,0
0.101999,0,0,0,0
0.106538,0,0,0,0
0.107934,0,0,0,0
0.109319,0,0,0,0
0.110736,0,0,0,0
0.112152,0,0,0,0
0.113531,0,0,0,0
0.114910,0,0,0,0
0.116289,0,0,0,0
0.117667,0,0,0,0
0.119058,0,0,0,0
0.120445,0,0,0,0
0.121829,0,0,0,0
0.123217,0,0,0,0
0.124603,0,0,0,0
0.125989,0,0,0,0
0.127376,0,0,0,0
0.128762,0,0,0,0
0.130165,0,0,0,0
0.131612,0,0,0,0
0.132998,0,0,0,0
0.134418,0,0,0,0
0.135808,0,0,0,0
0.137193,0,0,0,0
0.138580,0,0,0,0
0.139966,0,0,0,0
0.141360,0,0,0,0
0.142746,0,0,0,0
0.144259,0,0,0,0
0.145807,0,0,0,0
0.147355,0,0,0,0
0.148905,0,0,0,0
0.150500,0,0,0,0
0.152065,0,0,0,0
0.153614,0,0,0,0
0.155167,0,0,0,0
0.156706,0,0,0,0
0.158245,0,0,0,0
0.159840,0,0,0,0
0.161387,0,0,0,0
0.162826,0,0,0,0
0.164346,0,0,0,0
0.165894,0,0,0,0
0.167441,0,0,0,0
0.169018,0,0,0,0
0.170568,0,0,0,0
0.172119,0,0,0,0
0.173680,0,0,0,0
0.175231,0,0,0,0
0.176781,0,0,0,0
0.178329,0,0,0,0
