elapsed_s,HLSQ_BV_STALL_CYCLES,HLSQ_VSBR_DEREF_CYCLES,HLSQ_FS_DEREF_CYCLES,HLSQ_LPAC_DEREF_CYCLES,HLSQ_BV_DEREF_CYCLES,HLSQ_VSBR_S2W_CYCLES
0.001092,0,0,0,0,0,0
0.002666,0,0,0,0,0,0
0.004080,0,0,0,0,0,0
0.005473,0,0,0,0,0,0
0.006994,0,0,0,0,0,0
0.008407,0,0,0,0,0,0
0.009801,0,0,0,0,0,0
0.011211,0,0,0,0,0,0
0.012604,0,0,0,0,0,0
0.014037,0,0,0,0,0,0
0.015403,0,0,0,0,0,0
0.016834,0,0,0,0,0,0
0.018209,0,0,0,0,0,0
0.019570,0,0,0,0,0,0
0.020931,0,0,0,0,0,0
0.022351,0,0,0,0,0,0
0.023724,0,0,0,0,0,0
0.025090,0,0,0,0,0,0
0.026454,0,0,0,0,0,0
0.027828,0,0,0,0,0,0
0.029193,0,0,0,0,0,0
0.030615,0,0,0,0,0,0
0.031975,0,0,0,0,0,0
0.033330,0,0,0,0,0,0
0.034682,0,0,0,0,0,0
0.036027,0,0,0,0,0,0
0.037371,0,0,0,0,0,0
0.038765,0,0,0,0,0,0
0.040109,0,0,0,0,0,0
0.041540,0,0,0,0,0,0
0.042888,0,0,0,0,0,0
0.044245,0,0,0,0,0,0
0.045592,0,0,0,0,0,0
0.046904,0,0,0,0,0,0
0.048209,0,0,0,0,0,0
0.049513,0,0,0,0,0,0
0.050814,0,0,0,0,0,0
0.052280,0,0,0,0,0,0
0.053634,0,0,0,0,0,0
0.054943,0,0,0,0,0,0
0.056247,0,0,0,0,0,0
0.057558,0,0,0,0,0,0
0.058825,0,0,0,0,0,0
0.060137,0,0,0,0,0,0
0.061536,0,0,0,0,0,0
0.062892,0,0,0,0,0,0
0.064244,0,0,0,0,0,0
0.065673,0,0,0,0,0,0
0.067027,0,0,0,0,0,0
0.068378,0,0,0,0,0,0
0.069730,0,0,0,0,0,0
0.071079,0,0,0,0,0,0
0.072427,1,16,20,0,4,0
0.074070,0,0,0,0,0,0
0.075466,0,0,0,0,0,0
0.076875,0,0,0,0,0,0
0.078286,0,0,0,0,0,0
0.079752,0,0,0,0,0,0
0.081191,0,0,0,0,0,0
0.082848,0,0,0,0,0,0
0.084285,0,0,0,0,0,0
0.085718,0,0,0,0,0,0
0.087163,12,202,456,0,36,0
0.088416,0,56,60,0,0,0
0.090276,0,0,0,0,0,0
0.091717,0,0,0,0,0,0
0.093110,0,0,0,0,0,0
0.094551,0,0,0,0,0,0
0.095944,0,0,0,0,0,0
0.097357,0,0,0,0,0,0
0.100599,0,0,0,0,0,0
0.101992,0,0,0,0,0,0
0.103383,0,0,0,0,0,0
0.104773,0,0,0,0,0,0
0.107414,0,0,0,0,0,0
0.108815,0,0,0,0,0,0
0.110335,0,0,0,0,0,0
0.111737,0,0,0,0,0,0
0.113091,0,0,0,0,0,0
0.114443,0,0,0,0,0,0
0.115791,0,0,0,0,0,0
0.117138,0,0,0,0,0,0
0.118483,0,0,0,0,0,0
0.119848,0,0,0,0,0,0
0.121196,0,0,0,0,0,0
0.122618,0,0,0,0,0,0
0.123967,0,0,0,0,0,0
0.125334,0,0,0,0,0,0
0.126835,0,0,0,0,0,0
0.128225,0,0,0,0,0,0
0.129615,0,0,0,0,0,0
0.131014,0,0,0,0,0,0
0.132528,0,0,0,0,0,0
0.133957,0,0,0,0,0,0
0.135485,0,0,0,0,0,0
0.137041,0,0,0,0,0,0
0.138598,0,0,0,0,0,0
0.140158,0,0,0,0,0,0
0.141773,0,0,0,0,0,0
0.143333,0,0,0,0,0,0
0.144891,0,0,0,0,0,0
0.146450,0,0,0,0,0,0
0.148010,0,0,0,0,0,0
0.149572,0,0,0,0,0,0
0.151132,0,0,0,0,0,0
0.152702,0,0,0,0,0,0
0.154263,0,0,0,0,0,0
0.155822,0,0,0,0,0,0
0.157422,0,0,0,0,0,0
0.158986,0,0,0,0,0,0
0.160543,0,0,0,0,0,0
0.162103,0,0,0,0,0,0
0.163552,0,0,0,0,0,0
0.165083,0,0,0,0,0,0
0.166641,0,0,0,0,0,0
0.168155,0,0,0,0,0,0
0.169714,0,0,0,0,0,0
0.171266,0,0,0,0,0,0
0.172817,0,0,0,0,0,0
0.174255,0,0,0,0,0,0
0.175779,0,0,0,0,0,0
0.177328,0,0,0,0,0,0
0.178769,0,0,0,0,0,0
0.180171,0,0,0,0,0,0
0.181699,0,0,0,0,0,0
0.183260,0,0,0,0,0,0
0.184830,0,0,0,0,0,0
0.186390,0,0,0,0,0,0
0.187950,0,0,0,0,0,0
0.189553,0,0,0,0,0,0
0.191113,0,0,0,0,0,0
0.192671,0,0,0,0,0,0
0.194230,0,0,0,0,0,0
0.195852,0,0,0,0,0,0
0.197255,0,0,0,0,0,0
0.198882,0,0,0,0,0,0
0.200442,0,0,0,0,0,0
0.202006,0,0,0,0,0,0
0.203567,0,0,0,0,0,0
0.205127,0,0,0,0,0,0
0.206801,0,0,0,0,0,0
0.208361,0,0,0,0,0,0
0.209925,0,0,0,0,0,0
0.211485,0,0,0,0,0,0
0.213046,0,0,0,0,0,0
0.214607,0,0,0,0,0,0
0.216169,0,0,0,0,0,0
0.217744,0,0,0,0,0,0
0.219305,0,0,0,0,0,0
0.220862,0,0,0,0,0,0
0.222422,0,0,0,0,0,0
0.223982,0,0,0,0,0,0
0.225544,0,0,0,0,0,0
0.227104,0,0,0,0,0,0
0.228676,0,0,0,0,0,0
0.230238,0,0,0,0,0,0
0.231798,0,0,0,0,0,0
0.233354,0,0,0,0,0,0
0.234918,0,0,0,0,0,0
0.236476,0,0,0,0,0,0
0.238080,0,0,0,0,0,0
0.239654,0,0,0,0,0,0
0.241213,0,0,0,0,0,0
0.242777,0,0,0,0,0,0
0.244334,0,0,0,0,0,0
0.245895,0,0,0,0,0,0
0.247455,0,0,0,0,0,0
0.249013,0,0,0,0,0,0
0.250586,0,0,0,0,0,0
0.252146,0,0,0,0,0,0
0.253750,0,0,0,0,0,0
0.255310,0,0,0,0,0,0
0.256868,0,0,0,0,0,0
0.258428,0,0,0,0,0,0
0.259989,0,0,0,0,0,0
0.261565,0,0,0,0,0,0
0.263125,0,0,0,0,0,0
0.264683,0,0,0,0,0,0
0.266245,0,0,0,0,0,0
0.267817,0,0,0,0,0,0
0.270024,0,0,0,0,0,0
0.271565,0,0,0,0,0,0
0.273115,0,0,0,0,0,0
0.274546,0,0,0,0,0,0
0.276078,0,0,0,0,0,0
0.277641,0,0,0,0,0,0
0.279203,0,0,0,0,0,0
0.280762,0,0,0,0,0,0
0.282336,0,0,0,0,0,0
0.283897,0,0,0,0,0,0
0.285566,0,0,0,0,0,0
0.287194,0,0,0,0,0,0
0.288752,0,0,0,0,0,0
0.290312,0,0,0,0,0,0
0.291871,0,0,0,0,0,0
0.293547,0,0,0,0,0,0
0.295106,0,0,0,0,0,0
0.296663,0,0,0,0,0,0
0.298225,0,0,0,0,0,0
0.299785,0,0,0,0,0,0
0.301385,0,0,0,0,0,0
0.302949,0,0,0,0,0,0
0.304422,0,0,0,0,0,0
0.305821,0,0,0,0,0,0
0.307178,0,0,0,0,0,0
0.308529,0,0,0,0,0,0
0.309922,0,0,0,0,0,0
0.311265,0,0,0,0,0,0
0.312606,0,0,0,0,0,0
0.313996,0,0,0,0,0,0
0.315351,0,0,0,0,0,0
0.316696,0,0,0,0,0,0
0.318082,0,0,0,0,0,0
0.319403,0,0,0,0,0,0
0.320722,0,0,0,0,0,0
0.322044,0,0,0,0,0,0
0.323364,0,0,0,0,0,0
0.324685,0,0,0,0,0,0
0.326062,0,0,0,0,0,0
0.327381,0,0,0,0,0,0
0.328702,0,0,0,0,0,0
0.330023,0,0,0,0,0,0
0.331344,0,0,0,0,0,0
0.332662,0,0,0,0,0,0
0.333978,0,0,0,0,0,0
0.335283,0,0,0,0,0,0
0.336593,0,0,0,0,0,0
0.337945,0,0,0,0,0,0
0.339249,0,0,0,0,0,0
0.340555,0,0,0,0,0,0
0.341859,0,0,0,0,0,0
0.343164,0,0,0,0,0,0
0.344468,0,0,0,0,0,0
0.345773,0,0,0,0,0,0
0.347084,0,0,0,0,0,0
0.348387,0,0,0,0,0,0
0.349680,0,0,0,0,0,0
0.351049,0,0,0,0,0,0
0.352418,0,0,0,0,0,0
0.353787,0,0,0,0,0,0
0.355157,0,0,0,0,0,0
0.356526,0,0,0,0,0,0
0.357947,0,0,0,0,0,0
0.359315,0,0,0,0,0,0
0.360739,0,0,0,0,0,0
0.362166,0,0,0,0,0,0
