elapsed_s,HLSQ_BV2LPAC_SWITCH_CNT,HLSQ_LPAC2BV_SWITCH_CYC,HLSQ_BV2LPAC_SWITCH_CYC,HLSQ_VSDP_BV2BR_SWITCH_CYC,HLSQ_VS_SP_HCTX_ACTIVE_CNT,HLSQ_FS_SP_HCTX_ACTIVE_CNT
0.001093,0,0,0,0,0,0
0.002592,0,0,0,0,0,0
0.003973,0,0,0,0,0,0
0.005329,0,0,0,0,0,0
0.006683,0,0,0,0,0,0
0.008034,0,0,0,0,0,0
0.009410,0,0,0,0,0,0
0.010762,0,0,0,0,0,0
0.012115,0,0,0,0,0,0
0.013467,0,0,0,0,0,0
0.014812,0,0,0,0,0,0
0.016136,0,0,0,0,0,0
0.017461,0,0,0,0,0,0
0.018832,0,0,0,0,0,0
0.020160,0,0,0,0,0,0
0.021479,0,0,0,0,0,0
0.022833,0,0,0,0,0,0
0.024096,0,0,0,0,0,0
0.025359,0,0,0,0,0,0
0.026671,0,0,0,0,0,0
0.027935,0,0,0,0,0,0
0.029197,0,0,0,0,0,0
0.030504,0,0,0,0,0,0
0.031941,0,0,0,0,0,0
0.033390,0,0,0,0,0,0
0.034801,0,0,0,0,0,0
0.036206,0,0,0,0,0,0
0.037608,0,0,0,0,0,0
0.039064,0,0,0,0,0,0
0.040458,0,0,0,0,0,0
0.041864,0,0,0,0,0,0
0.043276,0,0,0,0,0,0
0.044791,0,0,0,0,0,0
0.046276,0,0,0,0,0,0
0.047687,0,0,0,0,0,0
0.049084,0,0,0,0,0,0
0.050480,0,0,0,0,0,0
0.051885,0,0,0,0,0,0
0.053421,0,0,0,0,0,0
0.055451,0,0,0,0,0,0
0.056800,0,0,0,0,0,0
0.058205,0,0,0,0,0,0
0.059636,0,0,0,0,0,0
0.061031,0,0,0,0,0,0
0.062433,0,0,0,0,0,0
0.063826,0,0,0,0,0,0
0.065077,0,0,0,0,0,0
0.066468,0,0,0,0,0,0
0.067868,0,0,0,0,0,0
0.069264,0,0,0,0,0,0
0.070769,0,0,0,0,0,0
0.072229,0,0,0,0,0,0
0.073645,0,0,0,0,0,0
0.075049,0,0,0,0,0,0
0.076444,0,0,0,0,0,0
0.077883,0,0,0,0,0,0
0.079365,0,0,0,0,0,0
0.080789,0,0,0,0,0,0
0.082237,0,0,0,0,0,0
0.083635,0,0,0,0,0,0
0.085021,0,0,0,0,0,0
0.086408,0,0,0,0,0,0
0.087797,0,0,0,0,0,0
0.089185,0,0,0,0,0,0
0.090647,0,0,0,0,0,0
0.092034,0,0,0,0,0,0
0.093422,0,0,0,0,0,0
0.094819,0,0,0,0,0,0
0.096208,0,0,0,0,0,0
0.097598,0,0,0,0,0,0
0.098988,0,0,0,0,0,0
0.100379,0,0,0,0,0,0
0.101803,0,0,0,0,0,0
0.103267,0,0,0,0,0,0
0.104877,0,0,0,0,0,0
0.106425,0,0,0,0,0,0
0.107959,0,0,0,0,0,0
0.109517,0,0,0,0,0,0
0.111123,0,0,0,0,0,0
0.112683,0,0,0,0,0,0
0.114245,0,0,0,0,0,0
0.115805,0,0,0,0,0,0
0.117376,0,0,0,0,0,0
0.118937,0,0,0,0,0,0
0.120498,0,0,0,0,0,0
0.122122,0,0,0,0,0,0
0.123747,0,0,0,0,0,0
0.125306,0,0,0,0,0,0
0.126870,0,0,0,0,0,0
0.128444,0,0,0,0,0,0
0.130003,0,0,0,0,0,0
0.131606,0,0,0,0,0,0
0.133164,0,0,0,0,0,0
0.134728,0,0,0,0,0,0
0.136288,0,0,0,0,0,0
0.137846,0,0,0,0,0,0
0.139425,0,0,0,0,0,0
0.140983,0,0,0,0,0,0
0.142587,0,0,0,0,0,0
0.144147,0,0,0,0,0,0
0.145705,0,0,0,0,0,0
0.147212,0,0,0,0,0,0
0.148735,0,0,0,0,0,0
0.150185,0,0,0,0,0,0
0.151717,0,0,0,0,0,0
0.153276,0,0,0,0,0,0
0.154852,0,0,0,0,0,0
0.156408,0,0,0,0,0,0
0.157857,0,0,0,0,0,0
0.159382,0,0,0,0,0,0
0.160824,0,0,0,0,0,0
0.162305,0,0,0,0,0,0
0.163867,0,0,0,0,0,0
0.165428,0,0,0,0,0,0
0.166991,0,0,0,0,0,0
0.168553,0,0,0,0,0,0
0.170116,0,0,0,0,0,0
0.171690,0,0,0,0,0,0
0.173250,0,0,0,0,0,0
0.174815,0,0,0,0,0,0
0.176377,0,0,0,0,0,0
0.177938,0,0,0,0,0,0
0.179505,0,0,0,0,0,0
0.181063,0,0,0,0,0,0
0.182672,0,0,0,0,0,0
0.184091,0,0,0,0,0,0
0.185492,0,0,0,0,0,0
0.186893,0,0,0,0,0,0
0.188290,0,0,0,0,0,0
0.189686,0,0,0,0,0,0
0.191202,0,0,0,0,0,0
0.192727,0,0,0,0,0,0
0.194301,0,0,0,0,0,0
0.195860,0,0,0,0,0,0
0.197417,0,0,0,0,0,0
0.198977,0,0,0,0,0,0
0.200537,0,0,0,0,0,0
0.202099,0,0,0,0,0,0
0.203660,0,0,0,0,0,0
0.205231,0,0,0,0,0,0
0.206794,0,0,0,0,0,0
0.208353,0,0,0,0,0,0
0.209910,0,0,0,0,0,0
0.211476,0,0,0,0,0,0
0.213034,0,0,0,0,0,0
0.214489,0,0,0,0,0,0
0.216057,0,0,0,0,0,0
0.217616,0,0,0,0,0,0
0.219176,0,0,0,0,0,0
0.220735,0,0,0,0,0,0
0.222340,0,0,0,0,0,0
0.223902,0,0,0,0,0,0
0.225461,0,0,0,0,0,0
0.227034,0,0,0,0,0,0
0.228595,0,0,0,0,0,0
0.230199,0,0,0,0,0,0
0.231759,0,0,0,0,0,0
0.233318,0,0,0,0,0,0
0.234879,0,0,0,0,0,0
0.236439,0,0,0,0,0,0
0.238143,0,0,0,0,0,0
