elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.001092,0,0,2677812,2678298,0,0
0.002707,0,0,2044818,2044524,0,0
0.004089,0,0,2004852,2004780,0,0
0.005446,0,0,1995648,1995510,0,0
0.006796,0,0,1988304,1988298,0,0
0.008201,0,0,2173800,2173800,0,0
0.009630,0,0,1994796,1994664,0,0
0.011041,0,0,2177346,2177736,0,0
0.012454,0,0,2017866,2017986,0,0
0.013821,0,0,1998192,1998108,0,0
0.015184,0,0,2015166,2015238,0,0
0.016584,0,0,1997826,1997754,0,0
0.017936,0,0,2001438,2001426,0,0
0.019288,0,0,1992654,1992594,0,0
0.020652,0,0,1969398,1969446,0,0
0.021999,0,0,1967016,1967088,0,0
0.023342,0,0,1970004,1969986,0,0
0.024732,0,0,1905840,1903644,0,0
0.026056,0,0,1908834,1909026,0,0
0.027380,0,0,1919376,1919448,0,0
0.028705,0,0,1906512,1906428,0,0
0.030025,0,0,1911348,1911342,0,0
0.031354,0,0,1899768,1899762,0,0
0.032723,0,0,1913844,1913838,0,0
0.034047,0,0,1913040,1912914,0,0
0.035369,0,0,1911498,1911618,0,0
0.036693,0,0,1914708,1914702,0,0
0.038017,0,0,1910982,1910898,0,0
0.039340,0,0,1917942,1917804,0,0
0.040710,0,0,1880532,1879878,0,0
0.042032,0,0,1872828,1872684,0,0
0.043341,0,0,1871412,1871268,0,0
0.044650,0,0,1868568,1868424,0,0
0.045958,0,0,1879056,1879392,0,0
0.047267,0,0,1872912,1873356,0,0
0.048624,0,0,1874778,1874172,0,0
0.049932,0,0,1859622,1859490,0,0
0.051238,0,0,1861488,1861488,0,0
0.052556,0,0,1864338,1864326,0,0
0.053862,0,0,1863552,1863420,0,0
0.055168,0,0,1866744,1866870,0,0
0.056463,0,0,1757298,1754370,0,0
0.057728,0,0,1739508,1739274,0,0
0.058992,0,0,1739682,1739832,0,0
0.060256,0,0,1746168,1746234,0,0
0.061521,0,0,1743894,1743738,0,0
0.062789,0,0,1743060,1743078,0,0
0.064104,0,0,1743996,1743894,0,0
0.065369,0,0,1737834,1737768,0,0
0.066688,0,0,1753794,1753866,0,0
0.068009,0,0,2240016,2239932,0,0
0.069429,0,0,1764480,1764684,0,0
0.070745,0,0,1746546,1746330,0,0
0.072076,0,0,2259360,2265558,0,0
0.073576,0,0,2013444,2013426,0,0
0.074949,0,0,2018622,2018628,0,0
0.076310,0,0,2001030,2001006,0,0
0.077667,0,0,2001522,2001876,0,0
0.079020,0,0,1985814,1985328,0,0
0.080604,0,0,5264403,5269866,0,0
0.082028,0,0,2023854,2023320,0,0
0.083393,0,0,2002314,2002320,0,0
0.084821,0,0,1868508,1865418,0,0
0.086179,0,0,1764810,1764900,0,0
0.087531,0,0,1764636,1764990,0,0
0.088903,0,0,1773294,1772868,0,0
0.090311,216,0,1756532,1874757,0,0
0.091645,0,0,4985966,6677171,0,0
0.092919,0,0,2530830,2531190,0,0
0.094319,0,0,2425944,2425836,0,0
0.095735,0,0,2528340,2528790,0,0
0.097769,0,0,2533584,2532900,0,0
0.099167,0,0,2601594,2602074,0,0
0.100564,0,0,2429202,2428446,0,0
