elapsed_s,HLSQ_STALL_CYCLES_VPC_BE,HLSQ_RESERVED_19,HLSQ_RESERVED_20,HLSQ_VSBR_STALL_CYCLES,HLSQ_FS_STALL_CYCLES,HLSQ_LPAC_STALL_CYCLES
0.001092,0,0,0,0,0,0
0.002591,0,0,0,0,0,0
0.003970,0,0,0,0,0,0
0.005327,0,0,0,0,0,0
0.006729,0,0,0,0,0,0
0.008082,0,0,0,0,0,0
0.009453,0,0,0,0,0,0
0.010806,0,0,0,0,0,0
0.012155,0,0,0,0,0,0
0.013501,0,0,0,0,0,0
0.015026,0,0,0,0,0,0
0.016505,0,0,0,0,0,0
0.017944,0,0,0,0,0,0
0.019278,0,0,0,0,0,0
0.020617,0,0,0,0,0,0
0.021993,0,0,0,0,0,0
0.023399,0,0,0,0,0,0
0.024780,0,0,0,0,0,0
0.026162,0,0,0,0,0,0
0.027539,0,0,0,0,0,0
0.028907,0,0,0,0,0,0
0.030278,0,0,0,0,0,0
0.031655,0,0,0,0,0,0
0.033022,0,0,0,0,0,0
0.034381,0,0,0,0,0,0
0.035717,0,0,0,0,0,0
0.037053,0,0,0,0,0,0
0.038389,0,0,0,0,0,0
0.039727,0,0,0,0,0,0
0.041062,0,0,0,0,0,0
0.042405,0,0,0,0,0,0
0.043742,0,0,0,0,0,0
0.045078,0,0,0,0,0,0
0.046414,0,0,0,0,0,0
0.047750,0,0,0,0,0,0
0.049086,0,0,0,0,0,0
0.050416,0,0,0,0,0,0
0.051729,0,0,0,0,0,0
0.053050,0,0,0,0,0,0
0.054363,0,0,0,0,0,0
0.055677,0,0,0,0,0,0
0.056989,0,0,0,0,0,0
0.058332,0,0,0,0,0,0
0.059664,0,0,0,0,0,0
0.060936,0,0,0,0,0,0
0.062263,0,0,0,0,0,0
0.063581,0,0,0,0,0,0
0.064898,0,0,0,0,0,0
0.066237,0,0,0,0,0,0
0.067633,0,0,0,0,0,0
0.069027,0,0,0,0,0,0
0.070454,0,0,0,0,0,0
0.071854,0,0,0,0,0,0
0.073216,0,0,0,28,34,0
0.074889,0,0,0,0,0,0
0.076249,0,0,0,0,0,0
0.077606,0,0,0,0,0,0
0.078964,0,0,0,0,0,0
0.080320,0,0,0,0,0,0
0.081676,0,0,0,0,0,0
0.083096,0,0,0,0,0,0
0.084496,0,0,0,145,183,0
0.085833,0,0,0,337,538,0
0.087482,0,0,0,0,0,0
0.088881,0,0,0,0,0,0
0.090330,0,0,0,0,0,0
0.091728,0,0,0,0,0,0
0.093124,0,0,0,0,0,0
0.094517,0,0,0,0,0,0
0.095924,0,0,0,0,0,0
0.097314,0,0,0,0,0,0
0.099890,0,0,0,0,0,0
0.101281,0,0,0,0,0,0
0.102961,0,0,0,0,0,0
0.107355,0,0,0,0,0,0
0.108749,0,0,0,0,0,0
0.110144,0,0,0,0,0,0
0.112565,0,0,0,0,0,0
0.114460,0,0,0,0,0,0
0.115857,0,0,0,0,0,0
0.117253,0,0,0,0,0,0
0.118670,0,0,0,0,0,0
0.120061,0,0,0,0,0,0
0.121450,0,0,0,0,0,0
0.122842,0,0,0,0,0,0
0.124238,0,0,0,0,0,0
0.125631,0,0,0,0,0,0
0.127027,0,0,0,0,0,0
0.128422,0,0,0,0,0,0
0.129869,0,0,0,0,0,0
0.131266,0,0,0,0,0,0
0.132660,0,0,0,0,0,0
0.134055,0,0,0,0,0,0
0.135453,0,0,0,0,0,0
0.136847,0,0,0,0,0,0
0.138243,0,0,0,0,0,0
0.139765,0,0,0,0,0,0
0.141216,0,0,0,0,0,0
0.142749,0,0,0,0,0,0
0.144308,0,0,0,0,0,0
0.145908,0,0,0,0,0,0
0.147471,0,0,0,0,0,0
0.149029,0,0,0,0,0,0
0.150589,0,0,0,0,0,0
0.152161,0,0,0,0,0,0
0.153717,0,0,0,0,0,0
0.155275,0,0,0,0,0,0
0.156833,0,0,0,0,0,0
0.158393,0,0,0,0,0,0
0.159953,0,0,0,0,0,0
0.161509,0,0,0,0,0,0
0.162995,0,0,0,0,0,0
0.164526,0,0,0,0,0,0
0.166083,0,0,0,0,0,0
0.167696,0,0,0,0,0,0
0.169252,0,0,0,0,0,0
0.170811,0,0,0,0,0,0
0.172366,0,0,0,0,0,0
0.174013,0,0,0,0,0,0
0.175577,0,0,0,0,0,0
0.177136,0,0,0,0,0,0
0.178697,0,0,0,0,0,0
0.180256,0,0,0,0,0,0
0.181814,0,0,0,0,0,0
0.183460,0,0,0,0,0,0
0.185030,0,0,0,0,0,0
0.186593,0,0,0,0,0,0
0.188153,0,0,0,0,0,0
0.189712,0,0,0,0,0,0
0.191271,0,0,0,0,0,0
0.192831,0,0,0,0,0,0
0.194435,0,0,0,0,0,0
0.196009,0,0,0,0,0,0
0.197567,0,0,0,0,0,0
0.199127,0,0,0,0,0,0
0.200687,0,0,0,0,0,0
0.202248,0,0,0,0,0,0
0.203809,0,0,0,0,0,0
0.205367,0,0,0,0,0,0
0.206940,0,0,0,0,0,0
0.208500,0,0,0,0,0,0
0.210196,0,0,0,0,0,0
0.211757,0,0,0,0,0,0
0.213160,0,0,0,0,0,0
0.214689,0,0,0,0,0,0
0.216127,0,0,0,0,0,0
0.217667,0,0,0,0,0,0
0.219096,0,0,0,0,0,0
0.220627,0,0,0,0,0,0
0.222189,0,0,0,0,0,0
0.223750,0,0,0,0,0,0
0.225308,0,0,0,0,0,0
0.226872,0,0,0,0,0,0
0.228446,0,0,0,0,0,0
