elapsed_s,HLSQ_BV_SP_CCTX_ACTIVE_CNT,HLSQ_VS_SP_SCTX_ACTIVE_CNT,HLSQ_FS_SP_SCTX_ACTIVE_CNT,HLSQ_BV_SP_SCTX_ACTIVE_CNT,HLSQ_VS_SP_CTX_ALIVE_CYCLE,HLSQ_FS_SP_CTX_ALIVE_CYCLE
0.001241,0,0,0,0,0,0
0.002736,0,0,0,0,0,0
0.004141,0,0,0,0,0,0
0.005492,0,0,0,0,0,0
0.006837,0,0,0,0,0,0
0.008230,0,0,0,0,0,0
0.009607,0,0,0,0,0,0
0.011009,0,0,0,0,0,0
0.012410,0,0,0,0,0,0
0.013773,0,0,0,0,0,0
0.015192,0,0,0,0,0,0
0.016599,0,0,0,0,0,0
0.017945,0,0,0,0,0,0
0.019273,0,0,0,0,0,0
0.020607,0,0,0,0,0,0
0.021932,0,0,0,0,0,0
0.023255,0,0,0,0,0,0
0.024580,0,0,0,0,0,0
0.025904,0,0,0,0,0,0
0.027227,0,0,0,0,0,0
0.028598,0,0,0,0,0,0
0.029920,0,0,0,0,0,0
0.031249,0,0,0,0,0,0
0.032642,0,0,0,0,0,0
0.033906,0,0,0,0,0,0
0.035169,0,0,0,0,0,0
0.036482,0,0,0,0,0,0
0.037745,0,0,0,0,0,0
0.039008,0,0,0,0,0,0
0.040320,0,0,0,0,0,0
0.041587,0,0,0,0,0,0
0.042850,0,0,0,0,0,0
0.044170,0,0,0,0,0,0
0.045491,0,0,0,0,0,0
0.046805,0,0,0,0,0,0
0.048167,0,0,0,0,0,0
0.049531,0,0,0,0,0,0
0.050880,0,0,0,0,0,0
0.052243,0,0,0,0,0,0
0.053780,0,0,0,0,0,0
0.055171,0,0,0,0,0,0
0.056531,0,0,0,0,0,0
0.057887,0,0,0,0,0,0
0.059239,0,0,0,0,0,0
0.060595,0,0,0,0,0,0
0.061967,0,0,0,0,0,0
0.063322,0,0,0,0,0,0
0.066177,0,0,0,0,0,0
0.067578,0,0,0,0,0,0
0.068958,0,0,0,0,0,0
0.070353,0,0,0,0,0,0
0.071869,0,0,0,0,0,0
0.073122,0,0,0,0,0,0
0.074521,0,0,0,0,0,0
0.075916,0,0,0,0,0,0
0.077313,0,0,0,0,0,0
0.078707,0,0,0,0,0,0
0.082796,0,0,0,0,0,0
0.084195,0,0,0,0,0,0
0.085586,0,0,0,0,0,0
0.086977,0,0,0,0,0,0
0.088369,0,0,0,0,0,0
0.089759,0,0,0,0,0,0
0.091147,0,0,0,0,0,0
0.095913,0,0,0,0,0,0
0.097336,0,0,0,0,0,0
0.098693,0,0,0,0,0,0
0.100102,0,0,0,0,0,0
0.101491,0,0,0,0,0,0
0.102880,0,0,0,0,0,0
0.104268,0,0,0,0,0,0
0.105792,0,0,0,0,0,0
0.107216,0,0,0,0,0,0
0.108597,0,0,0,0,0,0
0.109951,0,0,0,0,0,0
0.111303,0,0,0,0,0,0
0.112719,0,0,0,0,0,0
0.114115,0,0,0,0,0,0
0.115617,0,0,0,0,0,0
0.117014,0,0,0,0,0,0
0.118417,0,0,0,0,0,0
0.119829,0,0,0,0,0,0
0.121227,0,0,0,0,0,0
0.122621,0,0,0,0,0,0
0.124018,0,0,0,0,0,0
0.125413,0,0,0,0,0,0
0.126809,0,0,0,0,0,0
0.128247,0,0,0,0,0,0
0.129771,0,0,0,0,0,0
0.131341,0,0,0,0,0,0
0.132771,0,0,0,0,0,0
0.134302,0,0,0,0,0,0
0.135861,0,0,0,0,0,0
0.137421,0,0,0,0,0,0
0.138979,0,0,0,0,0,0
0.140539,0,0,0,0,0,0
0.142110,0,0,0,0,0,0
0.143711,0,0,0,0,0,0
0.145099,0,0,0,0,0,0
0.146628,0,0,0,0,0,0
0.148189,0,0,0,0,0,0
0.149747,0,0,0,0,0,0
0.151305,0,0,0,0,0,0
0.152877,0,0,0,0,0,0
0.154437,0,0,0,0,0,0
0.155997,0,0,0,0,0,0
0.157557,0,0,0,0,0,0
0.159115,0,0,0,0,0,0
0.160674,0,0,0,0,0,0
0.162233,0,0,0,0,0,0
0.163677,0,0,0,0,0,0
0.165236,0,0,0,0,0,0
0.166793,0,0,0,0,0,0
0.168353,0,0,0,0,0,0
0.169913,0,0,0,0,0,0
0.171472,0,0,0,0,0,0
0.173084,0,0,0,0,0,0
0.174529,0,0,0,0,0,0
0.176066,0,0,0,0,0,0
0.177626,0,0,0,0,0,0
0.179183,0,0,0,0,0,0
0.180742,0,0,0,0,0,0
0.182300,0,0,0,0,0,0
0.183860,0,0,0,0,0,0
0.185432,0,0,0,0,0,0
0.186989,0,0,0,0,0,0
0.188442,0,0,0,0,0,0
0.189997,0,0,0,0,0,0
0.191596,0,0,0,0,0,0
0.193211,0,0,0,0,0,0
0.194780,0,0,0,0,0,0
0.196253,0,0,0,0,0,0
0.197653,0,0,0,0,0,0
0.199172,0,0,0,0,0,0
0.200668,0,0,0,0,0,0
0.202090,0,0,0,0,0,0
0.203492,0,0,0,0,0,0
0.204938,0,0,0,0,0,0
0.206338,0,0,0,0,0,0
0.207827,0,0,0,0,0,0
0.210435,0,0,0,0,0,0
0.211963,0,0,0,0,0,0
0.213523,0,0,0,0,0,0
0.215080,0,0,0,0,0,0
0.216655,0,0,0,0,0,0
0.218216,0,0,0,0,0,0
0.219843,0,0,0,0,0,0
0.221465,0,0,0,0,0,0
0.223024,0,0,0,0,0,0
0.224588,0,0,0,0,0,0
0.226149,0,0,0,0,0,0
0.227722,0,0,0,0,0,0
0.229343,0,0,0,0,0,0
0.230894,0,0,0,0,0,0
0.232319,0,0,0,0,0,0
0.233717,0,0,0,0,0,0
0.235108,0,0,0,0,0,0
0.236501,0,0,0,0,0,0
0.237910,0,0,0,0,0,0
0.239306,0,0,0,0,0,0
0.240744,0,0,0,0,0,0
0.242266,0,0,0,0,0,0
0.243701,0,0,0,0,0,0
0.245239,0,0,0,0,0,0
0.246797,0,0,0,0,0,0
0.248372,0,0,0,0,0,0
0.249932,0,0,0,0,0,0
0.251490,0,0,0,0,0,0
0.253055,0,0,0,0,0,0
0.254613,0,0,0,0,0,0
0.256218,0,0,0,0,0,0
0.257779,0,0,0,0,0,0
0.259349,0,0,0,0,0,0
0.260911,0,0,0,0,0,0
0.262463,0,0,0,0,0,0
0.264072,0,0,0,0,0,0
0.265628,0,0,0,0,0,0
0.267185,0,0,0,0,0,0
0.268744,0,0,0,0,0,0
0.270315,0,0,0,0,0,0
0.271916,0,0,0,0,0,0
0.273474,0,0,0,0,0,0
0.275032,0,0,0,0,0,0
0.276591,0,0,0,0,0,0
0.278149,0,0,0,0,0,0
0.279706,0,0,0,0,0,0
0.281279,0,0,0,0,0,0
0.282835,0,0,0,0,0,0
0.284395,0,0,0,0,0,0
0.285855,0,0,0,0,0,0
