elapsed_s,HLSQ_BV_SP_HCTX_ACTIVE_CNT,HLSQ_VS_SP_HCTX_ACTIVE_CYC,HLSQ_FS_SP_HCTX_ACTIVE_CYC,HLSQ_BV_SP_HCTX_ACTIVE_CYC,HLSQ_VS_SP_CCTX_ACTIVE_CNT,HLSQ_FS_SP_CCTX_ACTIVE_CNT
0.001113,0,0,0,0,0,0
0.002596,0,0,0,0,0,0
0.004018,0,0,0,0,0,0
0.005415,0,0,0,0,0,0
0.006808,0,0,0,0,0,0
0.008198,0,0,0,0,0,0
0.009734,0,0,0,0,0,0
0.011108,0,0,0,0,0,0
0.012473,0,0,0,0,0,0
0.013843,0,0,0,0,0,0
0.015207,0,0,0,0,0,0
0.016621,0,0,0,0,0,0
0.017978,0,0,0,0,0,0
0.019372,0,0,0,0,0,0
0.020687,0,0,0,0,0,0
0.022043,0,0,0,0,0,0
0.023370,0,0,0,0,0,0
0.024710,0,0,0,0,0,0
0.026120,0,0,0,0,0,0
0.027474,0,0,0,0,0,0
0.028828,0,0,0,0,0,0
0.030236,0,0,0,0,0,0
0.031607,0,0,0,0,0,0
0.032975,0,0,0,0,0,0
0.034407,0,0,0,0,0,0
0.035813,0,0,0,0,0,0
0.037212,0,0,0,0,0,0
0.038603,0,0,0,0,0,0
0.040030,0,0,0,0,0,0
0.041749,0,0,0,0,0,0
0.043289,0,0,0,0,0,0
0.044768,0,0,0,0,0,0
0.046349,0,0,0,0,0,0
0.047759,0,0,0,0,0,0
0.049161,0,0,0,0,0,0
0.051880,0,0,0,0,0,0
0.053293,0,0,0,0,0,0
0.054556,0,0,0,0,0,0
0.055951,0,0,0,0,0,0
0.057341,0,0,0,0,0,0
0.058736,0,0,0,0,0,0
0.060130,0,0,0,0,0,0
0.061525,0,0,0,0,0,0
0.062918,0,0,0,0,0,0
0.064379,0,0,0,0,0,0
0.065784,0,0,0,0,0,0
0.067091,0,0,0,0,0,0
0.068513,0,0,0,0,0,0
0.069916,0,0,0,0,0,0
0.071311,0,0,0,0,0,0
0.072716,0,0,0,0,0,0
0.074113,0,0,0,0,0,0
0.075521,0,0,0,0,0,0
0.077898,0,0,0,0,0,0
0.079293,0,0,0,0,0,0
0.080805,0,0,0,0,0,0
0.082290,0,0,0,0,0,0
0.083680,0,0,0,0,0,0
0.085849,0,0,0,0,0,0
0.087250,0,0,0,0,0,0
0.088712,0,0,0,0,0,0
0.092642,0,0,0,0,0,0
0.094410,0,0,0,0,0,0
0.095806,0,0,0,0,0,0
0.097202,0,0,0,0,0,0
0.098617,0,0,0,0,0,0
0.100008,0,0,0,0,0,0
0.101399,0,0,0,0,0,0
0.102790,0,0,0,0,0,0
0.104180,0,0,0,0,0,0
0.105609,0,0,0,0,0,0
0.107004,0,0,0,0,0,0
0.108399,0,0,0,0,0,0
0.109804,0,0,0,0,0,0
0.111199,0,0,0,0,0,0
0.112630,0,0,0,0,0,0
0.114237,0,0,0,0,0,0
0.115794,0,0,0,0,0,0
0.117354,0,0,0,0,0,0
0.118913,0,0,0,0,0,0
0.120526,0,0,0,0,0,0
0.121916,0,0,0,0,0,0
0.123319,0,0,0,0,0,0
0.124718,0,0,0,0,0,0
0.126113,0,0,0,0,0,0
0.127508,0,0,0,0,0,0
0.128941,0,0,0,0,0,0
0.130482,0,0,0,0,0,0
0.132038,0,0,0,0,0,0
0.133595,0,0,0,0,0,0
0.135153,0,0,0,0,0,0
0.136754,0,0,0,0,0,0
0.138312,0,0,0,0,0,0
0.139856,0,0,0,0,0,0
0.141429,0,0,0,0,0,0
0.142989,0,0,0,0,0,0
0.144593,0,0,0,0,0,0
0.146154,0,0,0,0,0,0
0.147713,0,0,0,0,0,0
0.149274,0,0,0,0,0,0
0.150835,0,0,0,0,0,0
0.152524,0,0,0,0,0,0
0.153934,0,0,0,0,0,0
0.155456,0,0,0,0,0,0
0.156886,0,0,0,0,0,0
0.158417,0,0,0,0,0,0
0.159975,0,0,0,0,0,0
0.161536,0,0,0,0,0,0
0.162983,0,0,0,0,0,0
0.164516,0,0,0,0,0,0
0.166032,0,0,0,0,0,0
0.167435,0,0,0,0,0,0
0.168879,0,0,0,0,0,0
0.170279,0,0,0,0,0,0
0.171676,0,0,0,0,0,0
0.173088,0,0,0,0,0,0
0.174676,0,0,0,0,0,0
0.176234,0,0,0,0,0,0
0.177845,0,0,0,0,0,0
0.179403,0,0,0,0,0,0
