elapsed_s,HLSQ_LPAC_S2W_CYCLES_SP,HLSQ_BV_S2W_CYCLES_SP,HLSQ_L2STC_REQ_HLSQ,HLSQ_L2STC_REQ_HLSQ_HIT,HLSQ_L2STC_REQ_SP,HLSQ_L2STC_REQ_SP_HIT
0.001098,0,0,0,0,0,0
0.002785,0,0,0,0,0,0
0.004204,0,0,0,0,0,0
0.005599,0,0,0,0,0,0
0.006992,0,0,0,0,0,0
0.008423,0,0,0,0,0,0
0.009813,0,0,0,0,0,0
0.011259,0,0,0,0,0,0
0.012648,0,0,0,0,0,0
0.014038,0,0,0,0,0,0
0.015437,0,0,0,0,0,0
0.016821,0,0,0,0,0,0
0.018249,0,0,0,0,0,0
0.019624,0,0,0,0,0,0
0.020989,0,0,0,0,0,0
0.022399,0,0,0,0,0,0
0.023765,0,0,0,0,0,0
0.025128,0,0,0,0,0,0
0.026494,0,0,0,0,0,0
0.027854,0,0,0,0,0,0
0.029214,0,0,0,0,0,0
0.030634,0,0,0,0,0,0
0.031997,0,0,0,0,0,0
0.033361,0,0,0,0,0,0
0.034720,0,0,0,0,0,0
0.036064,0,0,0,0,0,0
0.037408,0,0,0,0,0,0
0.038800,0,0,0,0,0,0
0.040146,0,0,0,0,0,0
0.041502,0,0,0,0,0,0
0.042851,0,0,0,0,0,0
0.044206,0,0,0,0,0,0
0.045553,0,0,0,0,0,0
0.046947,0,0,0,0,0,0
0.048309,0,0,0,0,0,0
0.049656,0,0,0,0,0,0
0.051023,0,0,0,0,0,0
0.052328,0,0,0,0,0,0
0.053632,0,0,0,0,0,0
0.054984,0,0,0,0,0,0
0.056288,0,0,0,0,0,0
0.057592,0,0,0,0,0,0
0.058899,0,0,0,0,0,0
0.060202,0,0,0,0,0,0
0.061603,0,0,0,0,0,0
0.062968,0,0,0,0,0,0
0.064287,0,0,0,0,0,0
0.065555,0,0,0,0,0,0
0.066927,0,0,0,0,0,0
0.068312,0,0,0,0,0,0
0.069789,0,0,0,0,0,0
0.071147,0,0,0,0,0,0
0.072482,0,0,0,0,0,0
0.073834,0,0,0,0,0,0
0.075160,0,0,0,0,0,0
0.076484,0,0,0,0,0,0
0.077823,0,0,0,0,0,0
0.079165,0,0,0,0,0,0
0.080532,0,0,0,0,0,0
0.081924,0,0,0,0,0,0
0.083393,0,0,0,0,0,0
0.084852,0,0,0,0,0,0
0.086570,0,0,0,0,0,0
0.088011,0,0,0,0,0,0
0.089445,0,0,80,40,108,102
0.090888,0,0,0,0,468,468
0.092302,0,0,0,0,0,0
0.093698,0,0,0,0,0,0
0.095217,0,0,0,0,0,0
0.096612,0,0,0,0,0,0
0.098095,0,0,0,0,0,0
0.099492,0,0,0,0,0,0
0.100885,0,0,0,0,0,0
0.102391,0,0,0,0,0,0
0.104581,0,0,0,0,0,0
0.106121,0,0,0,0,0,0
0.107511,0,0,0,0,0,0
0.108902,0,0,0,0,0,0
0.110442,0,0,0,0,0,0
0.115254,0,0,0,0,0,0
0.116662,0,0,0,0,0,0
0.118065,0,0,0,0,0,0
0.119438,0,0,0,0,0,0
0.120792,0,0,0,0,0,0
0.122148,0,0,0,0,0,0
0.123498,0,0,0,0,0,0
0.124848,0,0,0,0,0,0
0.126200,0,0,0,0,0,0
0.127568,0,0,0,0,0,0
0.128918,0,0,0,0,0,0
0.130280,0,0,0,0,0,0
0.131809,0,0,0,0,0,0
0.133368,0,0,0,0,0,0
0.134802,0,0,0,0,0,0
0.136326,0,0,0,0,0,0
0.137765,0,0,0,0,0,0
0.139265,0,0,0,0,0,0
0.140665,0,0,0,0,0,0
0.142065,0,0,0,0,0,0
0.143462,0,0,0,0,0,0
0.144860,0,0,0,0,0,0
0.146302,0,0,0,0,0,0
0.147829,0,0,0,0,0,0
0.149402,0,0,0,0,0,0
0.150963,0,0,0,0,0,0
0.152525,0,0,0,0,0,0
0.154088,0,0,0,0,0,0
0.155650,0,0,0,0,0,0
0.157210,0,0,0,0,0,0
0.158773,0,0,0,0,0,0
0.160223,0,0,0,0,0,0
0.161797,0,0,0,0,0,0
0.163363,0,0,0,0,0,0
0.164923,0,0,0,0,0,0
0.166487,0,0,0,0,0,0
0.168049,0,0,0,0,0,0
0.169609,0,0,0,0,0,0
0.171056,0,0,0,0,0,0
0.172589,0,0,0,0,0,0
0.174152,0,0,0,0,0,0
0.175712,0,0,0,0,0,0
0.177270,0,0,0,0,0,0
0.178835,0,0,0,0,0,0
0.180396,0,0,0,0,0,0
0.181968,0,0,0,0,0,0
0.183461,0,0,0,0,0,0
0.184861,0,0,0,0,0,0
0.186390,0,0,0,0,0,0
0.187952,0,0,0,0,0,0
0.189510,0,0,0,0,0,0
0.191071,0,0,0,0,0,0
0.192644,0,0,0,0,0,0
0.194248,0,0,0,0,0,0
0.195809,0,0,0,0,0,0
0.197367,0,0,0,0,0,0
0.198928,0,0,0,0,0,0
0.200489,0,0,0,0,0,0
0.202050,0,0,0,0,0,0
0.203624,0,0,0,0,0,0
0.205183,0,0,0,0,0,0
0.206744,0,0,0,0,0,0
0.208304,0,0,0,0,0,0
0.209904,0,0,0,0,0,0
0.211468,0,0,0,0,0,0
0.213027,0,0,0,0,0,0
0.214602,0,0,0,0,0,0
0.216161,0,0,0,0,0,0
0.217719,0,0,0,0,0,0
0.219283,0,0,0,0,0,0
0.220841,0,0,0,0,0,0
0.222402,0,0,0,0,0,0
0.223963,0,0,0,0,0,0
0.225533,0,0,0,0,0,0
0.227140,0,0,0,0,0,0
0.228699,0,0,0,0,0,0
0.230262,0,0,0,0,0,0
0.231822,0,0,0,0,0,0
0.233380,0,0,0,0,0,0
0.234939,0,0,0,0,0,0
0.236513,0,0,0,0,0,0
0.238075,0,0,0,0,0,0
0.239635,0,0,0,0,0,0
0.241194,0,0,0,0,0,0
0.242758,0,0,0,0,0,0
0.244320,0,0,0,0,0,0
0.245878,0,0,0,0,0,0
0.247455,0,0,0,0,0,0
0.249013,0,0,0,0,0,0
0.250575,0,0,0,0,0,0
0.252810,0,0,0,0,0,0
0.254371,0,0,0,0,0,0
0.255902,0,0,0,0,0,0
0.257473,0,0,0,0,0,0
0.259079,0,0,0,0,0,0
0.260641,0,0,0,0,0,0
0.262205,0,0,0,0,0,0
0.263757,0,0,0,0,0,0
0.265309,0,0,0,0,0,0
0.267013,0,0,0,0,0,0
0.268480,0,0,0,0,0,0
0.269916,0,0,0,0,0,0
0.271333,0,0,0,0,0,0
0.272723,0,0,0,0,0,0
0.274122,0,0,0,0,0,0
0.276732,0,0,0,0,0,0
0.278262,0,0,0,0,0,0
0.279839,0,0,0,0,0,0
0.281398,0,0,0,0,0,0
0.282960,0,0,0,0,0,0
0.284522,0,0,0,0,0,0
0.286085,0,0,0,0,0,0
0.287647,0,0,0,0,0,0
0.289206,0,0,0,0,0,0
0.290658,0,0,0,0,0,0
0.292192,0,0,0,0,0,0
0.293797,0,0,0,0,0,0
0.295362,0,0,0,0,0,0
0.296923,0,0,0,0,0,0
0.298486,0,0,0,0,0,0
0.300048,0,0,0,0,0,0
0.301622,0,0,0,0,0,0
