elapsed_s,HLSQ_BV_CTXT_BUF_FULL_BLOCK_CPI,HLSQ_VS_CONST_BUF_FULL_BLOCK_CPI,HLSQ_FS_CONST_BUF_FULL_BLOCK_CPI,HLSQ_BV_CONST_BUF_FULL_BLOCK_CPI,HLSQ_VS_INS_BUF_FULL_BLOCK_CPI,HLSQ_FS_INS_BUF_FULL_BLOCK_CPI
0.001132,0,0,0,0,0,0
0.002641,0,0,0,0,0,0
0.004012,0,0,0,0,0,0
0.005413,0,0,0,0,0,0
0.006760,0,0,0,0,0,0
0.008105,0,0,0,0,0,0
0.009510,0,0,0,0,0,0
0.010838,0,0,0,0,0,0
0.012162,0,0,0,0,0,0
0.013533,0,0,0,0,0,0
0.014859,0,0,0,0,0,0
0.016208,0,0,0,0,0,0
0.017530,0,0,0,0,0,0
0.018837,0,0,0,0,0,0
0.020154,0,0,0,0,0,0
0.021461,0,0,0,0,0,0
0.022768,0,0,0,0,0,0
0.024074,0,0,0,0,0,0
0.025381,0,0,0,0,0,0
0.026646,0,0,0,0,0,0
0.027910,0,0,0,0,0,0
0.029174,0,0,0,0,0,0
0.030476,0,0,0,0,0,0
0.031739,0,0,0,0,0,0
0.033017,0,0,0,0,0,0
0.034331,0,0,0,0,0,0
0.035684,0,0,0,0,0,0
0.037224,0,0,0,0,0,0
0.038608,0,0,0,0,0,0
0.039981,0,0,0,0,0,0
0.041383,0,0,0,0,0,0
0.042805,0,0,0,0,0,0
0.044203,0,0,0,0,0,0
0.045737,0,0,0,0,0,0
0.047143,0,0,0,0,0,0
0.048549,0,0,0,0,0,0
0.049952,0,0,0,0,0,0
0.051477,0,0,0,0,0,0
0.052925,0,0,0,0,0,0
0.054323,0,0,0,0,0,0
0.056098,0,0,0,0,0,0
0.057495,0,0,0,0,0,0
0.058890,0,0,0,0,0,0
0.060282,0,0,0,0,0,0
0.061672,0,0,0,0,0,0
0.063072,0,0,0,0,0,0
0.064461,0,0,3,0,0,2
0.066081,0,0,45,0,0,0
0.067468,0,0,0,0,0,0
0.068870,0,0,0,0,0,0
0.070266,0,0,0,0,0,0
0.071662,0,0,0,0,0,0
0.073108,0,0,0,0,0,0
0.074545,0,0,0,0,0,0
0.075942,0,0,0,0,0,0
0.077389,0,0,0,0,0,0
0.078783,0,0,0,0,0,0
0.080175,0,0,0,0,0,0
0.082112,0,0,0,0,0,0
0.083502,0,0,0,0,0,0
0.084900,0,0,0,0,0,0
0.089360,0,0,0,0,0,0
0.090751,0,0,0,0,0,0
0.092117,0,0,0,0,0,0
0.093472,0,0,0,0,0,0
0.094867,0,0,0,0,0,0
0.096253,0,0,0,0,0,0
0.097621,0,0,0,0,0,0
0.099021,0,0,0,0,0,0
0.100411,0,0,0,0,0,0
0.101804,0,0,0,0,0,0
0.103200,0,0,0,0,0,0
0.104595,0,0,0,0,0,0
0.106027,0,0,0,0,0,0
0.107542,0,0,0,0,0,0
0.108980,0,0,0,0,0,0
0.110519,0,0,0,0,0,0
0.111977,0,0,0,0,0,0
0.113386,0,0,0,0,0,0
0.114778,0,0,0,0,0,0
0.116169,0,0,0,0,0,0
0.117567,0,0,0,0,0,0
0.118955,0,0,0,0,0,0
0.120349,0,0,0,0,0,0
0.121741,0,0,0,0,0,0
0.123133,0,0,0,0,0,0
0.124523,0,0,0,0,0,0
0.125913,0,0,0,0,0,0
0.127309,0,0,0,0,0,0
0.128711,0,0,0,0,0,0
0.130137,0,0,0,0,0,0
0.131661,0,0,0,0,0,0
0.133219,0,0,0,0,0,0
0.134822,0,0,0,0,0,0
0.136379,0,0,0,0,0,0
0.137940,0,0,0,0,0,0
0.139513,0,0,0,0,0,0
0.141071,0,0,0,0,0,0
0.142635,0,0,0,0,0,0
0.144191,0,0,0,0,0,0
0.145794,0,0,0,0,0,0
0.147355,0,0,0,0,0,0
0.148913,0,0,0,0,0,0
0.150427,0,0,0,0,0,0
0.151949,0,0,0,0,0,0
0.153464,0,0,0,0,0,0
0.155022,0,0,0,0,0,0
0.156580,0,0,0,0,0,0
0.158138,0,0,0,0,0,0
0.159698,0,0,0,0,0,0
0.161187,0,0,0,0,0,0
0.162724,0,0,0,0,0,0
0.164280,0,0,0,0,0,0
0.165841,0,0,0,0,0,0
0.167401,0,0,0,0,0,0
0.168957,0,0,0,0,0,0
0.170604,0,0,0,0,0,0
0.172063,0,0,0,0,0,0
0.173502,0,0,0,0,0,0
0.175063,0,0,0,0,0,0
0.176622,0,0,0,0,0,0
0.178182,0,0,0,0,0,0
0.179733,0,0,0,0,0,0
0.181423,0,0,0,0,0,0
0.182989,0,0,0,0,0,0
0.184545,0,0,0,0,0,0
0.186106,0,0,0,0,0,0
0.187665,0,0,0,0,0,0
0.189222,0,0,0,0,0,0
0.190644,0,0,0,0,0,0
0.192044,0,0,0,0,0,0
0.193624,0,0,0,0,0,0
0.195183,0,0,0,0,0,0
0.196740,0,0,0,0,0,0
0.198297,0,0,0,0,0,0
0.199734,0,0,0,0,0,0
0.203755,0,0,0,0,0,0
0.205218,0,0,0,0,0,0
0.206632,0,0,0,0,0,0
0.208032,0,0,0,0,0,0
0.209469,0,0,0,0,0,0
0.210867,0,0,0,0,0,0
0.212269,0,0,0,0,0,0
0.213672,0,0,0,0,0,0
0.215068,0,0,0,0,0,0
0.216486,0,0,0,0,0,0
0.217919,0,0,0,0,0,0
0.219316,0,0,0,0,0,0
0.220712,0,0,0,0,0,0
0.222111,0,0,0,0,0,0
0.223502,0,0,0,0,0,0
0.224893,0,0,0,0,0,0
0.226319,0,0,0,0,0,0
0.227727,0,0,0,0,0,0
0.229123,0,0,0,0,0,0
0.230521,0,0,0,0,0,0
0.231916,0,0,0,0,0,0
0.233347,0,0,0,0,0,0
0.234746,0,0,0,0,0,0
0.236141,0,0,0,0,0,0
0.237669,0,0,0,0,0,0
0.239243,0,0,0,0,0,0
0.240802,0,0,0,0,0,0
0.242406,0,0,0,0,0,0
0.243968,0,0,0,0,0,0
0.245487,0,0,0,0,0,0
0.246954,0,0,0,0,0,0
0.248352,0,0,0,0,0,0
0.249825,0,0,0,0,0,0
0.251283,0,0,0,0,0,0
0.253637,0,0,0,0,0,0
0.255231,0,0,0,0,0,0
0.256662,0,0,0,0,0,0
0.258072,0,0,0,0,0,0
0.259464,0,0,0,0,0,0
0.260862,0,0,0,0,0,0
0.262254,0,0,0,0,0,0
0.263645,0,0,0,0,0,0
0.265123,0,0,0,0,0,0
0.266501,0,0,0,0,0,0
0.267891,0,0,0,0,0,0
0.269420,0,0,0,0,0,0
0.270812,0,0,0,0,0,0
0.272210,0,0,0,0,0,0
0.273601,0,0,0,0,0,0
0.275182,0,0,0,0,0,0
0.276603,0,0,0,0,0,0
0.277998,0,0,0,0,0,0
0.279394,0,0,0,0,0,0
0.280788,0,0,0,0,0,0
0.282252,0,0,0,0,0,0
0.283642,0,0,0,0,0,0
0.284995,0,0,0,0,0,0
0.286401,0,0,0,0,0,0
0.287751,0,0,0,0,0,0
0.289159,0,0,0,0,0,0
0.290512,0,0,0,0,0,0
0.291828,0,0,0,0,0,0
0.293201,0,0,0,0,0,0
0.294511,0,0,0,0,0,0
0.295833,0,0,0,0,0,0
0.297186,0,0,0,0,0,0
0.298558,0,0,0,0,0,0
0.299911,0,0,0,0,0,0
0.301314,0,0,0,0,0,0
0.302742,0,0,0,0,0,0
0.304097,0,0,0,0,0,0
0.305436,0,0,0,0,0,0
0.306853,0,0,0,0,0,0
0.308270,0,0,0,0,0,0
0.309688,0,0,0,0,0,0
0.311106,0,0,0,0,0,0
0.312525,0,0,0,0,0,0
0.313964,0,0,0,0,0,0
0.315368,0,0,0,0,0,0
0.316760,0,0,0,0,0,0
0.318156,0,0,0,0,0,0
0.319554,0,0,0,0,0,0
0.321128,0,0,0,0,0,0
0.322604,0,0,0,0,0,0
0.324005,0,0,0,0,0,0
0.325574,0,0,0,0,0,0
0.326987,0,0,0,0,0,0
0.328389,0,0,0,0,0,0
0.330053,0,0,0,0,0,0
0.331454,0,0,0,0,0,0
0.332996,0,0,0,0,0,0
0.334590,0,0,0,0,0,0
0.335971,0,0,0,0,0,0
0.337401,0,0,0,0,0,0
0.338797,0,0,0,0,0,0
0.340188,0,0,0,0,0,0
0.341579,0,0,0,0,0,0
0.342968,0,0,0,0,0,0
0.344359,0,0,0,0,0,0
0.345751,0,0,0,0,0,0
0.347146,0,0,3,0,0,2
0.348399,0,0,45,0,0,0
0.349817,0,0,0,0,0,0
0.351211,0,0,0,0,0,0
0.352606,0,0,0,0,0,0
0.354001,0,0,0,0,0,0
0.355398,0,0,0,0,0,0
0.356794,0,0,0,0,0,0
0.358204,0,0,0,0,0,0
0.359604,0,0,0,0,0,0
0.361048,0,0,0,0,0,0
0.362453,0,0,0,0,0,0
0.363844,0,0,0,0,0,0
0.365233,0,0,0,0,0,0
0.366650,0,0,0,0,0,0
0.368038,0,0,0,0,0,0
0.369442,0,0,0,0,0,0
0.372974,0,0,0,0,0,0
0.374477,0,0,0,0,0,0
0.376285,0,0,0,0,0,0
0.377679,0,0,0,0,0,0
0.379074,0,0,0,0,0,0
0.380489,0,0,0,0,0,0
0.381888,0,0,0,0,0,0
0.383278,0,0,0,0,0,0
0.384668,0,0,0,0,0,0
0.386058,0,0,0,0,0,0
0.387448,0,0,0,0,0,0
0.388839,0,0,0,0,0,0
0.390233,0,0,0,0,0,0
0.391640,0,0,0,0,0,0
0.393071,0,0,0,0,0,0
0.394599,0,0,0,0,0,0
0.396158,0,0,0,0,0,0
0.397721,0,0,0,0,0,0
0.399282,0,0,0,0,0,0
0.400842,0,0,0,0,0,0
0.402531,0,0,0,0,0,0
0.404092,0,0,0,0,0,0
0.405536,0,0,0,0,0,0
0.407071,0,0,0,0,0,0
0.408631,0,0,0,0,0,0
0.410192,0,0,0,0,0,0
0.411753,0,0,0,0,0,0
0.413330,0,0,0,0,0,0
0.414882,0,0,0,0,0,0
0.416431,0,0,0,0,0,0
0.417862,0,0,0,0,0,0
0.419393,0,0,0,0,0,0
0.420952,0,0,0,0,0,0
0.422562,0,0,0,0,0,0
0.424131,0,0,0,0,0,0
0.425736,0,0,0,0,0,0
0.427297,0,0,0,0,0,0
0.428855,0,0,0,0,0,0
0.430417,0,0,0,0,0,0
0.431977,0,0,0,0,0,0
0.433582,0,0,0,0,0,0
0.435032,0,0,0,0,0,0
0.436564,0,0,0,0,0,0
0.438125,0,0,0,0,0,0
0.439685,0,0,0,0,0,0
0.441289,0,0,0,0,0,0
0.442851,0,0,0,0,0,0
0.444410,0,0,0,0,0,0
0.445985,0,0,0,0,0,0
0.447546,0,0,0,0,0,0
0.449150,0,0,0,0,0,0
0.450716,0,0,0,0,0,0
0.452276,0,0,0,0,0,0
0.453839,0,0,0,0,0,0
0.455401,0,0,0,0,0,0
0.456975,0,0,0,0,0,0
0.458541,0,0,0,0,0,0
0.460101,0,0,0,0,0,0
0.461663,0,0,0,0,0,0
0.463224,0,0,0,0,0,0
0.464784,0,0,0,0,0,0
0.466390,0,0,0,0,0,0
0.467964,0,0,0,0,0,0
0.469526,0,0,0,0,0,0
0.471087,0,0,0,0,0,0
0.472645,0,0,0,0,0,0
0.474206,0,0,0,0,0,0
0.475767,0,0,0,0,0,0
0.477329,0,0,0,0,0,0
0.478894,0,0,0,0,0,0
0.480444,0,0,0,0,0,0
0.481871,0,0,0,0,0,0
0.483404,0,0,0,0,0,0
0.484962,0,0,0,0,0,0
0.486574,0,0,0,0,0,0
0.488132,0,0,0,0,0,0
0.489747,0,0,0,0,0,0
0.491309,0,0,0,0,0,0
0.492868,0,0,0,0,0,0
0.494427,0,0,0,0,0,0
0.495987,0,0,0,0,0,0
0.497590,0,0,0,0,0,0
0.499151,0,0,0,0,0,0
0.500722,0,0,0,0,0,0
0.502281,0,0,0,0,0,0
0.503840,0,0,0,0,0,0
0.505444,0,0,0,0,0,0
0.507005,0,0,0,0,0,0
0.508562,0,0,0,0,0,0
0.510122,0,0,0,0,0,0
0.511697,0,0,0,0,0,0
0.513300,0,0,0,0,0,0
0.514743,0,0,0,0,0,0
0.516179,0,0,0,0,0,0
0.517581,0,0,0,0,0,0
0.518978,0,0,0,0,0,0
0.520374,0,0,0,0,0,0
0.521817,0,0,0,0,0,0
0.523215,0,0,0,0,0,0
0.524827,0,0,0,0,0,0
0.526388,0,0,0,0,0,0
0.527948,0,0,0,0,0,0
0.529553,0,0,0,0,0,0
0.531113,0,0,0,0,0,0
0.532685,0,0,0,0,0,0
0.534244,0,0,0,0,0,0
0.535804,0,0,0,0,0,0
0.537408,0,0,0,0,0,0
0.538969,0,0,0,0,0,0
0.540527,0,0,0,0,0,0
0.542088,0,0,0,0,0,0
0.543662,0,0,0,0,0,0
0.545351,0,0,0,0,0,0
0.546784,0,0,0,0,0,0
0.548183,0,0,0,0,0,0
0.549712,0,0,0,0,0,0
0.551272,0,0,0,0,0,0
0.552830,0,0,0,0,0,0
0.554322,0,0,0,0,0,0
0.555852,0,0,0,0,0,0
0.557412,0,0,0,0,0,0
0.558970,0,0,0,0,0,0
0.560536,0,0,0,0,0,0
0.562711,0,0,0,0,0,0
0.564112,0,0,0,0,0,0
0.565513,0,0,0,0,0,0
0.566902,0,0,0,0,0,0
0.568290,0,0,0,0,0,0
0.569673,0,0,0,0,0,0
0.571038,0,0,0,0,0,0
0.572430,0,0,0,0,0,0
0.573797,0,0,0,0,0,0
0.575161,0,0,0,0,0,0
0.576532,0,0,0,0,0,0
0.577893,0,0,0,0,0,0
0.579241,0,0,0,0,0,0
0.580589,0,0,0,0,0,0
0.581937,0,0,0,0,0,0
0.583306,0,0,0,0,0,0
0.584654,0,0,0,0,0,0
0.585992,0,0,0,0,0,0
0.587416,0,0,0,0,0,0
0.588835,0,0,0,0,0,0
0.590253,0,0,0,0,0,0
0.591670,0,0,0,0,0,0
0.593100,0,0,0,0,0,0
0.594610,0,0,0,0,0,0
0.596159,0,0,0,0,0,0
0.597653,0,0,0,0,0,0
0.599054,0,0,0,0,0,0
0.600449,0,0,0,0,0,0
0.602455,0,0,0,0,0,0
0.603903,0,0,0,0,0,0
0.605675,0,0,0,0,0,0
0.607091,0,0,0,0,0,0
0.608498,0,0,0,0,0,0
0.609896,0,0,0,0,0,0
0.611290,0,0,0,0,0,0
0.612709,0,0,0,0,0,0
0.614410,0,0,0,0,0,0
0.615810,0,0,0,0,0,0
0.617471,0,0,0,0,0,0
0.618921,0,0,0,0,0,0
0.620321,0,0,0,0,0,0
0.621720,0,0,0,0,0,0
0.623113,0,0,0,0,0,0
0.624535,0,0,48,0,0,2
0.625810,0,0,0,0,0,0
0.627204,0,0,0,0,0,0
0.628599,0,0,0,0,0,0
0.630006,0,0,0,0,0,0
0.631404,0,0,0,0,0,0
0.632801,0,0,0,0,0,0
0.634241,0,0,0,0,0,0
0.635636,0,0,0,0,0,0
0.637351,0,0,0,0,0,0
0.638746,0,0,0,0,0,0
0.640148,0,0,0,0,0,0
0.641680,0,0,0,0,0,0
0.643111,0,0,0,0,0,0
0.644497,0,0,0,0,0,0
0.645884,0,0,0,0,0,0
0.647272,0,0,0,0,0,0
0.648661,0,0,0,0,0,0
0.650051,0,0,0,0,0,0
0.651451,0,0,0,0,0,0
0.652850,0,0,0,0,0,0
0.654242,0,0,0,0,0,0
0.655646,0,0,0,0,0,0
0.657082,0,0,0,0,0,0
0.658480,0,0,0,0,0,0
0.659870,0,0,0,0,0,0
0.661354,0,0,0,0,0,0
0.662776,0,0,0,0,0,0
0.664296,0,0,0,0,0,0
0.665723,0,0,0,0,0,0
0.667255,0,0,0,0,0,0
0.668825,0,0,0,0,0,0
0.670708,0,0,0,0,0,0
0.672131,0,0,0,0,0,0
0.673596,0,0,0,0,0,0
0.674992,0,0,0,0,0,0
0.676384,0,0,0,0,0,0
0.677775,0,0,0,0,0,0
0.679292,0,0,0,0,0,0
0.680843,0,0,0,0,0,0
0.682442,0,0,0,0,0,0
0.684015,0,0,0,0,0,0
0.685577,0,0,0,0,0,0
0.687136,0,0,0,0,0,0
0.688694,0,0,0,0,0,0
0.690296,0,0,0,0,0,0
0.691855,0,0,0,0,0,0
0.693416,0,0,0,0,0,0
0.694990,0,0,0,0,0,0
0.696547,0,0,0,0,0,0
0.698105,0,0,0,0,0,0
0.699665,0,0,0,0,0,0
0.701223,0,0,0,0,0,0
0.702657,0,0,0,0,0,0
0.704186,0,0,0,0,0,0
0.705680,0,0,0,0,0,0
0.707212,0,0,0,0,0,0
0.708771,0,0,0,0,0,0
0.710330,0,0,0,0,0,0
0.711889,0,0,0,0,0,0
0.713493,0,0,0,0,0,0
0.715054,0,0,0,0,0,0
0.716626,0,0,0,0,0,0
0.718185,0,0,0,0,0,0
0.719745,0,0,0,0,0,0
0.721347,0,0,0,0,0,0
0.722906,0,0,0,0,0,0
0.724463,0,0,0,0,0,0
0.726024,0,0,0,0,0,0
0.727597,0,0,0,0,0,0
0.729197,0,0,0,0,0,0
0.730756,0,0,0,0,0,0
0.732314,0,0,0,0,0,0
0.733874,0,0,0,0,0,0
0.735434,0,0,0,0,0,0
0.737034,0,0,0,0,0,0
0.738612,0,0,0,0,0,0
0.740169,0,0,0,0,0,0
0.741730,0,0,0,0,0,0
0.743290,0,0,0,0,0,0
0.744847,0,0,0,0,0,0
0.746325,0,0,0,0,0,0
0.747853,0,0,0,0,0,0
0.749427,0,0,0,0,0,0
0.750986,0,0,0,0,0,0
0.752544,0,0,0,0,0,0
0.754104,0,0,0,0,0,0
0.755908,0,0,0,0,0,0
0.757473,0,0,0,0,0,0
0.759034,0,0,0,0,0,0
0.760606,0,0,0,0,0,0
0.762166,0,0,0,0,0,0
0.763726,0,0,0,0,0,0
0.765287,0,0,0,0,0,0
0.766847,0,0,0,0,0,0
0.768405,0,0,0,0,0,0
0.769967,0,0,0,0,0,0
0.771538,0,0,0,0,0,0
0.772974,0,0,0,0,0,0
0.774602,0,0,0,0,0,0
0.776160,0,0,0,0,0,0
0.777765,0,0,0,0,0,0
0.779326,0,0,0,0,0,0
0.780885,0,0,0,0,0,0
0.782520,0,0,0,0,0,0
0.784080,0,0,0,0,0,0
0.785685,0,0,0,0,0,0
0.787246,0,0,0,0,0,0
0.788805,0,0,0,0,0,0
0.790365,0,0,0,0,0,0
0.791927,0,0,0,0,0,0
0.793543,0,0,0,0,0,0
0.795105,0,0,0,0,0,0
0.796664,0,0,0,0,0,0
0.798224,0,0,0,0,0,0
0.799785,0,0,0,0,0,0
0.801389,0,0,0,0,0,0
0.803148,0,0,0,0,0,0
0.804621,0,0,0,0,0,0
0.806041,0,0,0,0,0,0
0.807440,0,0,0,0,0,0
0.808838,0,0,0,0,0,0
0.810314,0,0,0,0,0,0
0.811712,0,0,0,0,0,0
0.813236,0,0,0,0,0,0
0.814862,0,0,0,0,0,0
0.816320,0,0,0,0,0,0
0.817925,0,0,0,0,0,0
0.819488,0,0,0,0,0,0
0.821047,0,0,0,0,0,0
0.822612,0,0,0,0,0,0
0.824171,0,0,0,0,0,0
0.825790,0,0,0,0,0,0
0.827352,0,0,0,0,0,0
0.828912,0,0,0,0,0,0
0.830533,0,0,0,0,0,0
0.832092,0,0,0,0,0,0
0.833697,0,0,0,0,0,0
0.835259,0,0,0,0,0,0
0.836833,0,0,0,0,0,0
0.838394,0,0,0,0,0,0
0.839956,0,0,0,0,0,0
0.841561,0,0,0,0,0,0
0.843123,0,0,0,0,0,0
0.844683,0,0,0,0,0,0
0.846244,0,0,0,0,0,0
0.847819,0,0,0,0,0,0
0.849425,0,0,0,0,0,0
0.850988,0,0,0,0,0,0
0.852547,0,0,0,0,0,0
0.854110,0,0,0,0,0,0
0.855671,0,0,0,0,0,0
0.857276,0,0,0,0,0,0
0.858851,0,0,0,0,0,0
0.860410,0,0,0,0,0,0
0.861973,0,0,0,0,0,0
0.863535,0,0,0,0,0,0
0.865136,0,0,0,0,0,0
0.866701,0,0,0,0,0,0
0.868261,0,0,0,0,0,0
0.869837,0,0,0,0,0,0
0.871386,0,0,0,0,0,0
0.872816,0,0,0,0,0,0
0.874265,0,0,0,0,0,0
0.875665,0,0,0,0,0,0
0.877062,0,0,0,0,0,0
0.878462,0,0,0,0,0,0
0.879901,0,0,0,0,0,0
0.881473,0,0,0,0,0,0
0.883026,0,0,0,0,0,0
0.884577,0,0,0,0,0,0
0.886426,0,0,0,0,0,0
