elapsed_s,CP_SQE_SYNC_STALL,CP_SQE_PM4_WFI_STALL,CP_SQE_SYS_WFI_STALL,CP_WAIT_ON_OTHER_PIPE,CP_OUTPUT_BLOCKED,CP_SQE_T4_EXEC,CP_SQE_LOAD_STATE_EXEC,CP_SQE_SAVE_SDS_STATE,CP_SQE_DRAW_EXEC,CP_SQE_CTXT_REG_BUNCH_EXEC,CP_SQE_EXEC_PROFILED,CP_MEMORY_POOL_EMPTY,CP_MEMORY_POOL_SYNC_STALL,CP_MEMORY_POOL_ABOVE_THRESH
0.001103,0,0,0,0,0,0,0,0,0,0,315666,315236,0,0
0.002771,0,0,0,0,0,0,0,0,0,0,313449,313161,0,0
0.004411,0,0,0,0,0,0,0,0,0,0,311714,311269,0,0
0.006047,0,0,0,0,0,0,0,0,0,0,312813,312356,0,0
0.007861,0,0,0,0,0,0,0,0,0,0,318585,317999,0,0
0.009486,0,0,0,0,0,0,0,0,0,0,308308,308078,0,0
0.011058,0,0,0,0,0,0,0,0,0,0,307669,307366,0,0
0.012623,0,0,0,0,0,0,0,0,0,0,305346,304982,0,0
0.014188,0,0,0,0,0,0,0,0,0,0,306551,306025,0,0
0.015857,0,0,0,0,0,0,0,0,0,0,351074,350716,0,0
0.017404,0,0,0,0,0,0,0,0,0,0,300501,300267,0,0
0.019000,0,0,0,0,0,0,0,0,0,0,299016,298549,0,0
0.020621,0,0,0,0,0,0,0,0,0,0,243902,239547,0,0
0.022077,0,0,0,0,0,0,0,0,0,0,211618,211443,0,0
0.023538,0,0,0,0,0,0,0,0,0,0,247104,246645,0,0
0.025026,0,0,0,0,0,0,0,0,0,0,242681,242505,0,0
0.026503,0,0,0,0,0,0,0,0,0,0,260828,261051,0,0
0.028056,0,0,0,0,0,0,0,0,0,0,205597,205702,0,0
0.029454,0,0,0,0,0,0,0,0,0,0,246711,245865,0,0
0.030937,0,0,0,0,0,0,0,0,0,0,182888,181134,0,0
0.032248,0,0,0,0,0,0,0,0,0,0,216816,216659,0,0
0.033651,0,0,0,0,0,0,0,0,0,0,217882,217745,0,0
0.035055,0,0,0,0,0,0,0,0,0,0,217502,217375,0,0
0.036459,0,0,0,0,0,0,0,0,0,0,217273,217136,0,0
0.037863,0,0,0,0,0,0,0,0,0,0,217558,217416,0,0
0.039281,0,0,0,0,0,0,0,0,0,0,216628,216490,0,0
0.040684,0,0,0,0,0,0,0,0,0,0,216799,216661,0,0
0.042092,0,0,0,0,0,0,0,0,0,0,217465,217318,0,0
0.043518,0,0,0,0,0,0,0,0,0,0,196685,197180,0,0
0.044919,0,0,0,0,0,0,0,0,0,0,199434,199209,0,0
