elapsed_s,CP_MEMORY_POOL_BELOW_THRESH,CP_AHB_WR_STALL_PRE_DRAWS,CP_AHB_STALL_SQE_GMU,CP_AHB_STALL_SQE_WR_OTHER,CP_AHB_STALL_SQE_RD_OTHER,CP_CLUSTER_FE_U_EMPTY,CP_CLUSTER_FE_S_EMPTY,CP_CLUSTER_SP_VS_EMPTY,CP_CLUSTER_VPC_US_EMPTY,CP_CLUSTER_VPC_VS_EMPTY,CP_CLUSTER_GRAS_EMPTY,CP_CLUSTER_SP_PS_EMPTY,CP_CLUSTER_VPC_PS_EMPTY,CP_CLUSTER_PS_EMPTY
0.001124,0,0,0,0,0,393549,393603,394941,400819,401883,401964,402073,402727,403083
0.003012,0,0,0,0,0,363134,363078,361736,355884,354844,354789,354705,354077,353693
0.004713,0,0,0,0,0,391866,391863,391865,391834,391888,391888,391886,391858,391887
0.006502,0,0,0,0,0,313095,313096,313094,313092,313065,313064,313091,313171,313140
0.008140,0,0,0,0,0,312256,312253,312252,312281,312280,312251,312221,312167,312166
0.009803,0,0,0,0,0,318286,318286,318313,318285,318311,318337,318335,318333,318361
0.011612,0,0,0,0,0,361193,361190,361161,361214,361214,361242,361269,361268,361294
0.013579,0,0,0,0,0,354309,354120,353927,353651,353404,353183,352965,352773,352580
0.015417,0,0,0,0,0,317027,317052,317080,317106,317131,317131,317129,317157,317155
0.017107,0,0,0,0,0,380685,386564,387192,387163,399424,400777,400750,400745,400719
0.018911,0,0,0,0,0,325571,319661,318976,319005,306714,305330,305328,305301,305300
0.020539,0,0,0,0,0,386106,390545,391117,394804,395952,399973,401586,402759,409479
0.022416,0,0,0,0,0,358618,354177,353631,351035,352181,349145,347529,346355,339605
0.024061,0,0,0,0,0,310746,310749,310718,309624,307354,306395,306422,306421,306447
0.025631,0,0,0,0,0,304362,304360,304387,304355,304356,304356,304301,304271,304325
0.027198,0,0,0,0,0,305169,305168,305168,305225,305222,305219,305273,305300,305244
0.028763,0,0,0,0,0,317899,317897,319208,320956,323172,328530,337520,340834,341980
0.030401,0,0,0,0,0,318994,318583,316803,314617,311988,306218,296817,293063,291477
0.031904,0,0,0,0,0,345720,345720,345776,345745,345745,345745,345714,345716,345741
0.033568,0,0,0,0,0,285566,285591,285616,285671,285698,285697,285723,285747,285749
0.035063,0,0,0,0,0,284773,284746,284719,284688,284635,284634,284578,284603,284602
0.036561,0,0,0,0,0,326568,332499,339717,348025,353659,365327,378290,386197,384057
0.038211,0,0,0,0,0,356258,345075,332598,319033,308168,291240,273074,259906,256777
0.039614,0,0,0,0,0,255413,255391,255392,255382,255387,255394,255396,255384,255408
0.041030,0,0,0,0,0,213341,213690,214004,214326,214632,214941,215252,215548,215833
0.042385,0,0,0,0,0,213209,213193,213190,213190,213195,213186,213180,213185,213184
0.043733,0,0,0,0,0,216267,216330,216328,216356,216364,216376,216375,216386,216406
0.045081,0,0,0,0,0,259201,261391,263637,265912,268156,271040,273866,278438,281053
0.046592,0,0,0,0,0,272570,273730,273771,277895,279756,277197,277167,278910,277841
0.048095,0,0,0,0,0,273117,271926,271854,267715,265881,267863,267274,263122,263744
0.049566,0,0,0,0,0,259931,259905,259879,259763,259664,259524,259497,259479,259478
