elapsed_s,TP_2D_OUTPUT_PIXELS_BILINEAR,TP_2D_FILTER_WORKLOAD_16BIT,TP_2D_FILTER_WORKLOAD_32BIT,TP_TPA2TPC_TRANS,TP_L1_MISSES_ASTC_1TILE,TP_L1_MISSES_ASTC_2TILE,TP_L1_MISSES_ASTC_4TILE,TP_L1_5_COMPRESS_REQS,TP_L1_5_L2_COMPRESS_MISS,TP_L1_BANK_CONFLICT,TP_L1_5_MISS_LATENCY_CYCLES,TP_L1_5_MISS_LATENCY_TRANS
0.001087,0,0,0,0,0,0,0,0,0,0,0,0
0.002550,0,0,0,0,0,0,0,0,0,0,0,0
0.003986,0,0,0,0,0,0,0,0,0,0,0,0
0.005496,0,0,0,0,0,0,0,0,0,0,0,0
0.006947,0,0,0,0,0,0,0,0,0,0,0,0
0.008401,0,0,0,0,0,0,0,0,0,0,0,0
0.010220,0,0,0,0,0,0,0,0,0,0,0,0
0.011791,0,0,0,0,0,0,0,0,0,0,0,0
0.013360,0,0,0,0,0,0,0,0,0,0,0,0
0.014924,0,0,0,0,0,0,0,0,0,0,0,0
0.016603,0,0,0,0,0,0,0,0,0,0,0,0
0.018199,0,0,0,0,0,0,0,0,0,0,0,0
0.019774,0,0,0,0,0,0,0,0,0,0,0,0
0.021312,0,0,0,0,0,0,0,0,0,0,0,0
0.022846,0,0,0,0,0,0,0,0,0,0,0,0
0.024428,0,0,0,0,0,0,0,0,0,0,0,0
0.025989,0,0,0,0,0,0,0,0,0,0,0,0
0.027522,0,0,0,0,0,0,0,0,0,0,0,0
0.028954,0,0,0,0,0,0,0,0,0,0,0,0
0.030375,0,0,0,0,0,0,0,0,0,0,0,0
0.031847,0,0,0,0,0,0,0,0,0,0,0,0
0.033282,0,0,0,0,0,0,0,0,0,0,0,0
0.034824,0,0,0,0,0,0,0,0,0,0,0,0
0.036342,0,0,0,0,0,0,0,0,0,0,0,0
0.037837,0,0,0,0,0,0,0,0,0,0,0,0
0.039317,0,0,0,0,0,0,0,0,0,0,0,0
0.040976,0,0,0,0,0,0,0,0,0,0,0,0
0.042450,0,0,0,0,0,0,0,0,0,0,0,0
0.043924,0,0,0,0,0,0,0,0,0,0,0,0
0.045394,0,0,0,0,0,0,0,0,0,0,0,0
0.046802,0,0,0,0,0,0,0,0,0,0,0,0
0.048213,0,0,0,0,0,0,0,0,0,0,0,0
0.049636,0,0,0,0,0,0,0,0,0,0,0,0
0.051049,0,0,0,0,0,0,0,0,0,0,0,0
0.052460,0,0,0,0,0,0,0,0,0,0,0,0
0.053872,0,0,0,0,0,0,0,0,0,0,0,0
0.055283,0,0,0,0,0,0,0,0,0,0,0,0
0.056740,0,0,0,0,0,0,0,0,0,0,0,0
0.058149,0,0,0,0,0,0,0,0,0,0,0,0
0.059558,0,0,0,0,0,0,0,0,0,0,0,0
0.060971,0,0,0,0,0,0,0,0,0,0,0,0
0.062381,0,0,0,0,0,0,0,0,0,0,0,0
0.063798,0,0,0,0,0,0,0,0,0,0,0,0
0.065212,0,0,0,0,0,0,0,0,0,0,0,0
0.066681,0,0,0,0,0,0,0,0,0,0,0,0
0.068104,0,0,0,0,0,0,0,0,0,0,0,0
0.069515,0,0,0,0,0,0,0,0,0,0,0,0
0.070927,0,0,0,0,0,0,0,0,0,0,0,0
0.072399,0,0,0,0,0,0,0,0,0,0,0,0
0.073820,0,0,0,0,0,0,0,0,0,0,0,0
0.075236,0,0,0,0,0,0,0,0,0,0,0,0
0.076648,0,0,0,0,0,0,0,0,0,0,0,0
0.078060,0,0,0,0,0,0,0,0,0,0,0,0
0.079473,0,0,0,0,0,0,0,0,0,0,0,0
0.080790,0,0,0,0,0,0,0,0,0,0,0,0
0.082202,0,0,0,0,0,0,0,0,0,0,0,0
0.083691,0,0,0,0,0,0,0,0,0,0,0,0
0.085104,0,0,0,0,0,0,0,0,0,0,0,0
0.086515,0,0,0,0,0,0,0,0,0,0,0,0
0.087927,0,0,0,0,0,0,0,0,0,0,0,0
0.089338,0,0,0,0,0,0,0,0,0,0,0,0
0.090747,0,0,0,0,0,0,0,0,0,0,0,0
0.092162,0,0,0,0,0,0,0,0,0,0,0,0
0.093628,0,0,0,0,0,0,0,0,0,0,0,0
0.095075,0,0,0,0,0,0,0,0,0,0,0,0
0.096585,0,0,0,0,0,0,0,0,0,0,0,0
0.098546,0,0,0,0,0,0,0,0,0,0,0,0
0.100232,0,0,0,0,0,0,0,0,0,0,0,0
0.101936,0,0,0,0,0,0,0,0,0,0,0,0
0.103607,0,0,0,0,0,0,0,0,0,0,0,0
0.105023,0,0,0,0,0,0,0,0,0,0,0,0
0.106498,0,0,0,0,0,0,0,0,0,0,0,0
0.108534,0,0,0,0,0,0,0,0,0,0,0,0
0.110045,0,0,0,65536,0,0,0,0,0,0,181185,2131
0.111354,0,0,0,19470,0,0,0,17408,9133,0,56485,763
0.112622,0,0,0,0,0,0,0,0,0,0,0,0
0.114060,0,0,0,0,0,0,0,0,0,0,0,0
0.115531,0,0,0,0,0,0,0,0,0,0,0,0
0.116968,0,0,0,0,0,0,0,0,0,0,0,0
0.118411,0,0,0,0,0,0,0,0,0,0,0,0
0.119896,0,0,0,0,0,0,0,0,0,0,0,0
0.121332,0,0,0,0,0,0,0,0,0,0,0,0
0.122768,0,0,0,0,0,0,0,0,0,0,0,0
0.124205,0,0,0,0,0,0,0,0,0,0,0,0
0.125652,0,0,0,0,0,0,0,0,0,0,0,0
0.127087,0,0,0,0,0,0,0,0,0,0,0,0
0.128583,0,0,0,0,0,0,0,0,0,0,0,0
0.130023,0,0,0,0,0,0,0,0,0,0,0,0
0.131459,0,0,0,0,0,0,0,0,0,0,0,0
0.132895,0,0,0,0,0,0,0,0,0,0,0,0
