elapsed_s,TP_QUADS_CONSTANT_MULTIPLIED,TP_FRONTEND_WORKING_CYCLES,TP_L1_TAG_WORKING_CYCLES,TP_L1_DATA_WRITE_WORKING_CYCLES,TP_PRE_L1_DECOM_WORKING_CYCLES,TP_BACKEND_WORKING_CYCLES,TP_L1_5_CACHE_WORKING_CYCLES,TP_STARVE_CYCLES_SP,TP_STARVE_CYCLES_UCHE,TP_STALL_CYCLES_UFC,TP_FORMAT_DECOMP_POINT,TP_FILTER_POINT_FP16
0.001104,0,0,0,0,0,0,0,0,0,0,0,0
0.002780,0,0,0,0,0,0,0,0,0,0,0,0
0.004386,0,0,0,0,0,0,0,0,0,0,0,0
0.006083,0,0,0,0,0,0,0,0,0,0,0,0
0.007686,0,0,0,0,0,0,0,0,0,0,0,0
0.009301,0,0,0,0,0,0,0,0,0,0,0,0
0.010905,0,0,0,0,0,0,0,0,0,0,0,0
0.012508,0,0,0,0,0,0,0,0,0,0,0,0
0.014280,0,0,0,0,0,0,0,0,0,0,0,0
0.015857,0,0,0,0,0,0,0,0,0,0,0,0
0.017457,0,0,0,0,0,0,0,0,0,0,0,0
0.019027,0,0,0,0,0,0,0,0,0,0,0,0
0.020588,0,0,0,0,0,0,0,0,0,0,0,0
0.022199,0,0,0,0,0,0,0,0,0,0,0,0
0.023731,0,0,0,0,0,0,0,0,0,0,0,0
0.025315,0,0,0,0,0,0,0,0,0,0,0,0
0.026848,0,0,0,0,0,0,0,0,0,0,0,0
0.028379,0,0,0,0,0,0,0,0,0,0,0,0
0.030020,0,0,0,0,0,0,0,0,0,0,0,0
0.031568,0,0,0,0,0,0,0,0,0,0,0,0
0.033080,0,0,0,0,0,0,0,0,0,0,0,0
0.034604,0,0,0,0,0,0,0,0,0,0,0,0
0.036117,0,0,0,0,0,0,0,0,0,0,0,0
0.037681,0,0,0,0,0,0,0,0,0,0,0,0
0.039199,0,0,0,0,0,0,0,0,0,0,0,0
0.040935,0,0,0,0,0,0,0,0,0,0,0,0
0.042468,0,0,0,0,0,0,0,0,0,0,0,0
0.043990,0,0,0,0,0,0,0,0,0,0,0,0
0.045543,0,0,0,0,0,0,0,0,0,0,0,0
0.047043,0,0,0,0,0,0,0,0,0,0,0,0
0.048518,0,0,0,0,0,0,0,0,0,0,0,0
0.050154,0,0,0,0,0,0,0,0,0,0,0,0
0.051631,0,0,0,0,0,0,0,0,0,0,0,0
